idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,e_leak,a_h,v_pre,v_onset
0,R1-6,1.489550,1.931127,-50.000000,1.021202,0.000000,40.000000,114.771963,-50.000000,0.000000,-29.913402,-29.892041
1,R7,1.489550,5.100840,-50.000000,1.015052,0.000000,40.000000,114.771963,-50.000000,0.000000,-30.248087,-30.225402
2,R8,1.489550,3.511320,-50.000000,0.964957,0.000000,40.000000,114.771963,-50.000000,0.000000,-40.127551,-40.175160
3,L1,1.489550,0.405344,-50.000000,1.129541,0.000000,40.000000,114.771963,-20.000000,1.000000,-20.000000,-20.084172
4,L2,1.489550,3.970358,-50.000000,0.150655,0.000000,40.000000,114.771963,-20.000000,1.000000,-20.000000,-20.084100
5,L3,1.489550,10.000000,-50.000000,2.546240,0.000000,40.000000,114.771963,-50.000000,0.000000,-61.620682,-61.681246
6,L4,1.489550,3.225026,-50.000000,0.133909,0.000000,40.000000,114.771963,-50.000000,1.000000,-50.000000,-50.029672
7,L5,1.489550,4.377707,-50.000000,10.000000,0.000000,40.000000,114.771963,-50.000000,0.694395,-28.556049,-28.506614
8,Mi1,1.489550,1.474303,-50.000000,0.168570,0.000000,40.000000,114.771963,-50.000000,0.000000,-8.530910,-7.895838
9,Tm3,1.489550,1.200236,-50.000000,0.100000,0.000000,40.000000,114.771963,-50.000000,0.000000,-1.969722,-1.263375
10,Mi4,1.489550,1.511188,-50.000000,0.223500,0.000000,40.000000,114.771963,-50.000000,0.000000,-1.366772,-0.495246
11,Mi9,1.489550,10.000000,-50.000000,1.502682,0.000000,40.000000,114.771963,-50.000000,0.000000,-60.065008,-60.380532
12,T4a,1.489550,4.506290,-50.000000,0.973417,0.000000,40.000000,114.771963,-50.000000,0.000000,-57.674262,-57.163087
13,T4b,1.489550,6.617820,-50.000000,1.047315,0.000000,40.000000,114.771963,-50.000000,0.000000,-30.804281,-29.831428
14,T4c,1.489550,9.117485,-50.000000,1.020789,0.000000,40.000000,114.771963,-50.000000,0.000000,-62.153837,-61.974387
15,T4d,1.489550,7.451168,-50.000000,1.010571,0.000000,40.000000,114.771963,-50.000000,0.000000,-36.968398,-36.490235
16,Tm1,1.489550,1.532245,-50.000000,0.520926,0.000000,40.000000,114.771963,-50.000000,0.000000,11.978014,11.547963
17,Tm2,1.489550,2.370087,-50.000000,0.558124,0.000000,40.000000,114.771963,-50.000000,0.000000,-5.189494,-5.168064
18,Tm4,1.489550,2.605556,-50.000000,0.508345,0.000000,40.000000,114.771963,-50.000000,0.000000,-27.225629,-27.822124
19,Tm9,1.489550,8.590246,-50.000000,0.933956,0.000000,40.000000,114.771963,-50.000000,0.000000,-56.756650,-57.006351
20,T5a,1.489550,2.022113,-50.000000,1.042447,0.000000,40.000000,114.771963,-50.000000,0.000000,-28.729940,-28.736023
21,T5b,1.489550,9.017678,-50.000000,1.027751,0.000000,40.000000,114.771963,-50.000000,0.000000,-22.763123,-22.944438
22,T5c,1.489550,4.280210,-50.000000,1.000314,0.000000,40.000000,114.771963,-50.000000,0.000000,-34.451000,-34.538345
23,T5d,1.489550,10.000000,-50.000000,0.987742,0.000000,40.000000,114.771963,-50.000000,0.000000,-21.374535,-21.241878
24,T1,1.489550,4.790189,-50.000000,1.018376,0.000000,40.000000,114.771963,-50.000000,0.000000,-99.744957,-101.329110
25,T2,1.489550,3.305819,-50.000000,1.030708,0.000000,40.000000,114.771963,-50.000000,0.000000,3.396278,3.969760
26,T2a,1.489550,5.282303,-50.000000,1.033940,0.000000,40.000000,114.771963,-50.000000,0.000000,27.868815,27.918160
27,T3,1.489550,3.113807,-50.000000,1.017179,0.000000,40.000000,114.771963,-50.000000,0.000000,40.079589,40.153790
28,C2,1.489550,8.371896,-50.000000,0.992417,0.000000,40.000000,114.771963,-50.000000,0.000000,-10.465841,-10.058925
29,C3,1.489550,3.791036,-50.000000,1.014977,0.000000,40.000000,114.771963,-50.000000,0.000000,-23.447108,-23.118348
30,Lawf1,1.489550,7.744522,-50.000000,1.003562,0.000000,40.000000,114.771963,-50.000000,0.000000,-48.026348,-48.011239
31,Lawf2,1.489550,3.173840,-50.000000,0.991527,0.000000,40.000000,114.771963,-50.000000,0.000000,-33.424334,-33.578686
32,Dm3v,1.489550,7.857586,-50.000000,0.995190,0.000000,40.000000,114.771963,-50.000000,0.000000,-6.237228,-6.452920
33,Lai,1.489550,0.100000,-50.000000,1.002120,0.000000,40.000000,114.771963,-50.000000,0.000000,-308.127101,-310.974778
34,Mi10,1.489550,9.398192,-50.000000,0.980322,0.000000,40.000000,114.771963,-50.000000,0.000000,-48.251784,-48.222606
35,Mi13,1.489550,10.000000,-50.000000,0.957899,0.000000,40.000000,114.771963,-50.000000,0.000000,-48.955938,-49.022066
36,Mi14,1.489550,8.877924,-50.000000,0.967960,0.000000,40.000000,114.771963,-50.000000,0.000000,-45.938373,-45.936312
37,Mi15,1.489550,9.722739,-50.000000,0.993057,0.000000,40.000000,114.771963,-50.000000,0.000000,-49.035429,-49.054458
38,Mi2,1.489550,9.432500,-50.000000,0.960204,0.000000,40.000000,114.771963,-50.000000,0.000000,-40.536713,-40.582164
39,Tm16,1.489550,0.432303,-50.000000,1.011404,0.000000,40.000000,114.771963,-50.000000,0.000000,-65.450780,-65.885899
40,Tm20,1.489550,10.000000,-50.000000,1.025458,0.000000,40.000000,114.771963,-50.000000,0.000000,-59.839405,-60.123913
41,Tm21,1.489550,10.000000,-50.000000,0.960636,0.000000,40.000000,114.771963,-50.000000,0.000000,108.904045,112.692210
42,Tm27,1.489550,4.352050,-50.000000,0.976827,0.000000,40.000000,114.771963,-50.000000,0.000000,-42.844279,-42.719218
43,Tm5a,1.489550,0.149800,-50.000000,1.030320,0.000000,40.000000,114.771963,-50.000000,0.000000,-58.878427,-59.053498
44,Tm5b,1.489550,8.201085,-50.000000,1.046111,0.000000,40.000000,114.771963,-50.000000,0.000000,-55.191492,-55.407133
45,Tm5c,1.489550,7.001705,-50.000000,0.968444,0.000000,40.000000,114.771963,-50.000000,0.000000,-54.691333,-54.641465
46,Tm5f,1.489550,7.910009,-50.000000,1.049194,0.000000,40.000000,114.771963,-50.000000,0.000000,-38.938507,-38.794039
47,TmY10,1.489550,7.164598,-50.000000,1.007938,0.000000,40.000000,114.771963,-50.000000,0.000000,-48.860756,-48.810461
48,TmY11,1.489550,9.697427,-50.000000,1.019461,0.000000,40.000000,114.771963,-50.000000,0.000000,-48.181869,-48.284269
