panel,cell,modality,stimulus,time_s,dff_percent
B,L1,voltage,light,0.26521739130434785,0.3404255319148936
B,L1,voltage,light,0.26956521739130435,0.3829787234042553
B,L1,voltage,light,0.27391304347826084,0.3829787234042553
B,L1,voltage,light,0.2782608695652174,0.2978723404255319
B,L1,voltage,light,0.2826086956521739,0.2978723404255319
B,L1,voltage,light,0.28695652173913044,0.3404255319148936
B,L1,voltage,light,0.29130434782608694,0.3404255319148936
B,L1,voltage,light,0.2956521739130435,0.2978723404255319
B,L1,voltage,light,0.3,0.2553191489361702
B,L1,voltage,light,0.30434782608695654,0.2553191489361702
B,L1,voltage,light,0.30869565217391304,0.2553191489361702
B,L1,voltage,light,0.3130434782608696,0.2553191489361702
B,L1,voltage,light,0.3173913043478261,0.3829787234042553
B,L1,voltage,light,0.3217391304347826,0.5106382978723404
B,L1,voltage,light,0.32608695652173914,0.5531914893617021
B,L1,voltage,light,0.33043478260869563,0.5957446808510638
B,L1,voltage,light,0.3347826086956522,0.5957446808510638
B,L1,voltage,light,0.3391304347826087,0.5531914893617021
B,L1,voltage,light,0.34347826086956523,0.425531914893617
B,L1,voltage,light,0.34782608695652173,0.3404255319148936
B,L1,voltage,light,0.3521739130434783,0.2127659574468085
B,L1,voltage,light,0.3565217391304348,0.1702127659574468
B,L1,voltage,light,0.36086956521739133,0.1702127659574468
B,L1,voltage,light,0.3652173913043478,0.2127659574468085
B,L1,voltage,light,0.3695652173913043,0.2127659574468085
B,L1,voltage,light,0.3739130434782609,0.1702127659574468
B,L1,voltage,light,0.3782608695652174,0.1702127659574468
B,L1,voltage,light,0.3826086956521739,0.0851063829787234
B,L1,voltage,light,0.3869565217391304,0.0851063829787234
B,L1,voltage,light,0.391304347826087,0.0851063829787234
B,L1,voltage,light,0.39565217391304347,0.0851063829787234
B,L1,voltage,light,0.4,0.0851063829787234
B,L1,voltage,light,0.4043478260869565,0.0851063829787234
B,L1,voltage,light,0.40869565217391307,0.0851063829787234
B,L1,voltage,light,0.41304347826086957,0.2127659574468085
B,L1,voltage,light,0.41739130434782606,0.2978723404255319
B,L1,voltage,light,0.4217391304347826,0.3404255319148936
B,L1,voltage,light,0.4260869565217391,0.3404255319148936
B,L1,voltage,light,0.43043478260869567,0.3404255319148936
B,L1,voltage,light,0.43478260869565216,0.2978723404255319
B,L1,voltage,light,0.4391304347826087,0.2553191489361702
B,L1,voltage,light,0.4434782608695652,0.0851063829787234
B,L1,voltage,light,0.44782608695652176,-0.0851063829787234
B,L1,voltage,light,0.45217391304347826,0.0851063829787234
B,L1,voltage,light,0.45652173913043476,0.0851063829787234
B,L1,voltage,light,0.4608695652173913,0.1702127659574468
B,L1,voltage,light,0.4652173913043478,0.2127659574468085
B,L1,voltage,light,0.46956521739130436,0.2553191489361702
B,L1,voltage,light,0.47391304347826085,0.3404255319148936
B,L1,voltage,light,0.4782608695652174,0.3829787234042553
B,L1,voltage,light,0.4826086956521739,0.46808510638297873
B,L1,voltage,light,0.48695652173913045,0.5106382978723404
B,L1,voltage,light,0.49130434782608695,0.5106382978723404
B,L1,voltage,light,0.4956521739130435,0.46808510638297873
B,L1,voltage,light,0.5,0.425531914893617
B,L1,voltage,light,0.5043478260869565,0.2978723404255319
B,L1,voltage,light,0.508695652173913,0.1702127659574468
B,L1,voltage,light,0.5130434782608696,0.1276595744680851
B,L1,voltage,light,0.5173913043478261,0.1276595744680851
B,L1,voltage,light,0.5217391304347826,0.1276595744680851
B,L1,voltage,light,0.5260869565217391,0.1702127659574468
B,L1,voltage,light,0.5304347826086957,0.2127659574468085
B,L1,voltage,light,0.5347826086956522,0.1702127659574468
B,L1,voltage,light,0.5391304347826087,0.0851063829787234
B,L1,voltage,light,0.5434782608695652,0.0851063829787234
B,L1,voltage,dark,0.0,0.0425531914893617
B,L1,voltage,dark,0.004347826086956522,-0.0425531914893617
B,L1,voltage,dark,0.008695652173913044,-0.0425531914893617
B,L1,voltage,dark,0.013043478260869565,-0.0851063829787234
B,L1,voltage,dark,0.017391304347826087,-0.0425531914893617
B,L1,voltage,dark,0.021739130434782608,-0.0425531914893617
B,L1,voltage,dark,0.02608695652173913,0.5106382978723404
B,L1,voltage,dark,0.030434782608695653,1.0212765957446808
B,L1,voltage,dark,0.034782608695652174,1.5319148936170213
B,L1,voltage,dark,0.0391304347826087,2.0425531914893615
B,L1,voltage,dark,0.043478260869565216,2.3404255319148937
B,L1,voltage,dark,0.04782608695652174,2.5106382978723403
B,L1,voltage,dark,0.05217391304347826,2.595744680851064
B,L1,voltage,dark,0.05652173913043478,2.5106382978723403
B,L1,voltage,dark,0.06086956521739131,2.2127659574468086
B,L1,voltage,dark,0.06521739130434782,1.9148936170212767
B,L1,voltage,dark,0.06956521739130435,1.4893617021276595
B,L1,voltage,dark,0.07391304347826087,1.0638297872340425
B,L1,voltage,dark,0.0782608695652174,0.8936170212765957
B,L1,voltage,dark,0.08260869565217391,0.723404255319149
B,L1,voltage,dark,0.08695652173913043,0.5957446808510638
B,L1,voltage,dark,0.09130434782608696,0.46808510638297873
B,L1,voltage,dark,0.09565217391304348,0.3404255319148936
B,L1,voltage,dark,0.1,0.2127659574468085
B,L1,voltage,dark,0.10434782608695652,0.1276595744680851
B,L1,voltage,dark,0.10869565217391304,0.1276595744680851
B,L1,voltage,dark,0.11304347826086956,0.1702127659574468
B,L1,voltage,dark,0.11739130434782609,0.2553191489361702
B,L1,voltage,dark,0.12173913043478261,0.2978723404255319
B,L1,voltage,dark,0.12608695652173912,0.2127659574468085
B,L1,voltage,dark,0.13043478260869565,0.1702127659574468
B,L1,voltage,dark,0.13478260869565217,0.1276595744680851
B,L1,voltage,dark,0.1391304347826087,0.1276595744680851
B,L1,voltage,dark,0.14347826086956522,0.1276595744680851
B,L1,voltage,dark,0.14782608695652175,0.1276595744680851
B,L1,voltage,dark,0.15217391304347827,0.1276595744680851
B,L1,voltage,dark,0.1565217391304348,-0.0425531914893617
B,L1,voltage,dark,0.1608695652173913,-0.0425531914893617
B,L1,voltage,dark,0.16521739130434782,-0.1276595744680851
B,L1,voltage,dark,0.16956521739130434,-0.2553191489361702
B,L1,voltage,dark,0.17391304347826086,-0.3829787234042553
B,L1,voltage,dark,0.1782608695652174,-0.3404255319148936
B,L1,voltage,dark,0.1826086956521739,-0.2978723404255319
B,L1,voltage,dark,0.18695652173913044,-0.2553191489361702
B,L1,voltage,dark,0.19130434782608696,-0.1702127659574468
B,L1,voltage,dark,0.1956521739130435,-0.0851063829787234
B,L1,voltage,dark,0.2,-0.0851063829787234
B,L1,voltage,dark,0.20434782608695654,-0.1276595744680851
B,L1,voltage,dark,0.20869565217391303,-0.2127659574468085
B,L1,voltage,dark,0.21304347826086956,-0.2553191489361702
B,L1,voltage,dark,0.21739130434782608,-0.2978723404255319
B,L1,voltage,dark,0.2217391304347826,-0.2978723404255319
B,L1,voltage,dark,0.22608695652173913,-0.3404255319148936
B,L1,voltage,dark,0.23043478260869565,-0.3404255319148936
B,L1,voltage,dark,0.23478260869565218,-0.3829787234042553
B,L1,voltage,dark,0.2391304347826087,-0.3829787234042553
B,L1,voltage,dark,0.24347826086956523,-0.425531914893617
B,L1,voltage,dark,0.24782608695652175,-0.5106382978723404
B,L1,voltage,dark,0.25217391304347825,-0.5957446808510638
B,L1,voltage,dark,0.2565217391304348,-0.5957446808510638
B,L1,voltage,dark,0.2608695652173913,-0.5957446808510638
B,L1,voltage,dark,0.26521739130434785,-0.5531914893617021
B,L1,voltage,dark,0.26956521739130435,-0.5106382978723404
B,L1,voltage,dark,0.27391304347826084,-0.46808510638297873
B,L1,voltage,dark,0.2782608695652174,-0.46808510638297873
B,L1,voltage,dark,0.2826086956521739,-0.425531914893617
B,L1,voltage,dark,0.28695652173913044,-0.3404255319148936
B,L1,voltage,dark,0.29130434782608694,-0.2553191489361702
B,L1,voltage,dark,0.2956521739130435,-0.2127659574468085
B,L1,voltage,dark,0.3,-0.1702127659574468
B,L1,voltage,dark,0.30434782608695654,-0.1276595744680851
B,L1,voltage,dark,0.30869565217391304,-0.0851063829787234
B,L1,voltage,dark,0.3130434782608696,-0.0851063829787234
B,L1,voltage,dark,0.3173913043478261,-0.0425531914893617
B,L1,voltage,dark,0.3217391304347826,-0.0425531914893617
B,L1,voltage,dark,0.32608695652173914,0.1702127659574468
B,L1,voltage,dark,0.33043478260869563,0.2127659574468085
B,L1,voltage,dark,0.3347826086956522,0.2127659574468085
B,L1,voltage,dark,0.3391304347826087,0.1702127659574468
B,L1,voltage,dark,0.34347826086956523,-0.0425531914893617
B,L1,voltage,dark,0.34782608695652173,-0.0425531914893617
B,L1,voltage,dark,0.3521739130434783,-0.1702127659574468
B,L1,voltage,dark,0.3565217391304348,-0.2553191489361702
B,L1,voltage,dark,0.36086956521739133,-0.2127659574468085
B,L1,voltage,dark,0.3652173913043478,-0.0851063829787234
B,L1,voltage,dark,0.3695652173913043,-0.0425531914893617
B,L1,voltage,dark,0.3739130434782609,-0.0425531914893617
B,L1,voltage,dark,0.3782608695652174,-0.0425531914893617
B,L1,voltage,dark,0.3826086956521739,-0.0425531914893617
B,L1,voltage,dark,0.3869565217391304,-0.1276595744680851
B,L1,voltage,dark,0.391304347826087,-0.2127659574468085
B,L1,voltage,dark,0.39565217391304347,-0.2127659574468085
B,L1,voltage,dark,0.4,-0.1702127659574468
B,L1,voltage,dark,0.4043478260869565,-0.0851063829787234
B,L1,voltage,dark,0.40869565217391307,-0.0425531914893617
B,L1,voltage,dark,0.41304347826086957,-0.0425531914893617
B,L1,voltage,dark,0.41739130434782606,-0.0425531914893617
B,L1,voltage,dark,0.4217391304347826,-0.0425531914893617
B,L1,voltage,dark,0.4260869565217391,-0.0851063829787234
B,L1,voltage,dark,0.43043478260869567,-0.0851063829787234
B,L1,voltage,dark,0.43478260869565216,-0.1276595744680851
B,L1,voltage,dark,0.4391304347826087,-0.1276595744680851
B,L1,voltage,dark,0.4434782608695652,-0.0425531914893617
B,L1,voltage,dark,0.44782608695652176,-0.0425531914893617
B,L1,voltage,dark,0.45217391304347826,-0.0425531914893617
B,L1,voltage,dark,0.45652173913043476,-0.0425531914893617
B,L1,voltage,dark,0.4608695652173913,-0.0425531914893617
B,L1,voltage,dark,0.4652173913043478,-0.1276595744680851
B,L1,voltage,dark,0.46956521739130436,-0.1702127659574468
B,L1,voltage,dark,0.47391304347826085,-0.1702127659574468
B,L1,voltage,dark,0.4782608695652174,-0.0851063829787234
B,L1,voltage,dark,0.4826086956521739,-0.0425531914893617
B,L1,voltage,dark,0.48695652173913045,-0.0425531914893617
B,L1,voltage,dark,0.49130434782608695,-0.0425531914893617
B,L1,voltage,dark,0.4956521739130435,-0.0425531914893617
B,L1,voltage,dark,0.5,-0.0851063829787234
B,L1,voltage,dark,0.5043478260869565,-0.1276595744680851
B,L1,voltage,dark,0.508695652173913,-0.1702127659574468
B,L1,voltage,dark,0.5130434782608696,-0.2553191489361702
B,L1,voltage,dark,0.5173913043478261,-0.2553191489361702
B,L1,voltage,dark,0.5217391304347826,-0.1276595744680851
B,L1,voltage,dark,0.5260869565217391,-0.0425531914893617
B,L1,voltage,dark,0.5304347826086957,0.3404255319148936
B,L1,voltage,dark,0.5347826086956522,0.3404255319148936
B,L1,voltage,dark,0.5391304347826087,0.2553191489361702
B,L1,voltage,dark,0.5434782608695652,0.1276595744680851
B,L1,voltage,dark,0.5478260869565217,0.0851063829787234
B,L1,calcium,light,0.0,-0.1694915254237288
B,L1,calcium,light,0.004347826086956522,-0.1694915254237288
B,L1,calcium,light,0.008695652173913044,-0.0847457627118644
B,L1,calcium,light,0.013043478260869565,-0.0847457627118644
B,L1,calcium,light,0.017391304347826087,-0.0847457627118644
B,L1,calcium,light,0.021739130434782608,-0.0847457627118644
B,L1,calcium,light,0.02608695652173913,-0.0847457627118644
B,L1,calcium,light,0.030434782608695653,-0.0847457627118644
B,L1,calcium,light,0.034782608695652174,-0.3389830508474576
B,L1,calcium,light,0.0391304347826087,-0.7627118644067796
B,L1,calcium,light,0.043478260869565216,-1.4406779661016949
B,L1,calcium,light,0.04782608695652174,-1.9491525423728813
B,L1,calcium,light,0.05217391304347826,-2.3728813559322033
B,L1,calcium,light,0.05652173913043478,-2.8813559322033897
B,L1,calcium,light,0.06086956521739131,-3.559322033898305
B,L1,calcium,light,0.06521739130434782,-4.067796610169491
B,L1,calcium,light,0.06956521739130435,-4.406779661016949
B,L1,calcium,light,0.07391304347826087,-4.576271186440677
B,L1,calcium,light,0.0782608695652174,-4.661016949152542
B,L1,calcium,light,0.08260869565217391,-4.491525423728813
B,L1,calcium,light,0.08695652173913043,-4.322033898305085
B,L1,calcium,light,0.09130434782608696,-4.1525423728813555
B,L1,calcium,light,0.09565217391304348,-3.813559322033898
B,L1,calcium,light,0.1,-3.4745762711864403
B,L1,calcium,light,0.10434782608695652,-3.2203389830508473
B,L1,calcium,light,0.10869565217391304,-2.966101694915254
B,L1,calcium,light,0.11304347826086956,-2.796610169491525
B,L1,calcium,light,0.11739130434782609,-2.6271186440677963
B,L1,calcium,light,0.12173913043478261,-2.2033898305084745
B,L1,calcium,light,0.12608695652173912,-1.8644067796610169
B,L1,calcium,light,0.13043478260869565,-1.5254237288135593
B,L1,calcium,light,0.13478260869565217,-1.271186440677966
B,L1,calcium,light,0.1391304347826087,-1.0169491525423728
B,L1,calcium,light,0.14347826086956522,-0.7627118644067796
B,L1,calcium,light,0.14782608695652175,-0.423728813559322
B,L1,calcium,light,0.15217391304347827,-0.2542372881355932
B,L1,calcium,light,0.1565217391304348,-0.0847457627118644
B,L1,calcium,light,0.1608695652173913,-0.0847457627118644
B,L1,calcium,light,0.16521739130434782,0.2542372881355932
B,L1,calcium,light,0.16956521739130434,0.5932203389830508
B,L1,calcium,light,0.17391304347826086,1.0169491525423728
B,L1,calcium,light,0.1782608695652174,1.1864406779661016
B,L1,calcium,light,0.1826086956521739,1.3559322033898304
B,L1,calcium,light,0.18695652173913044,1.5254237288135593
B,L1,calcium,light,0.19130434782608696,1.6101694915254237
B,L1,calcium,light,0.1956521739130435,1.7796610169491525
B,L1,calcium,light,0.2,1.9491525423728813
B,L1,calcium,light,0.20434782608695654,2.11864406779661
B,L1,calcium,light,0.20869565217391303,2.2033898305084745
B,L1,calcium,light,0.21304347826086956,2.3728813559322033
B,L1,calcium,light,0.21739130434782608,2.6271186440677963
B,L1,calcium,light,0.2217391304347826,2.796610169491525
B,L1,calcium,light,0.22608695652173913,2.8813559322033897
B,L1,calcium,light,0.23043478260869565,2.966101694915254
B,L1,calcium,light,0.23478260869565218,3.2203389830508473
B,L1,calcium,light,0.2391304347826087,3.389830508474576
B,L1,calcium,light,0.24347826086956523,3.4745762711864403
B,L1,calcium,light,0.24782608695652175,3.559322033898305
B,L1,calcium,light,0.25217391304347825,3.644067796610169
B,L1,calcium,light,0.2565217391304348,3.7288135593220337
B,L1,calcium,light,0.2608695652173913,3.813559322033898
B,L1,calcium,light,0.26521739130434785,3.8983050847457625
B,L1,calcium,light,0.26956521739130435,3.9830508474576267
B,L1,calcium,light,0.27391304347826084,3.9830508474576267
B,L1,calcium,light,0.2782608695652174,3.8983050847457625
B,L1,calcium,light,0.2826086956521739,3.813559322033898
B,L1,calcium,light,0.28695652173913044,3.813559322033898
B,L1,calcium,light,0.29130434782608694,3.8983050847457625
B,L1,calcium,light,0.2956521739130435,3.8983050847457625
B,L1,calcium,light,0.3,3.8983050847457625
B,L1,calcium,light,0.30434782608695654,3.9830508474576267
B,L1,calcium,light,0.30869565217391304,3.9830508474576267
B,L1,calcium,light,0.3130434782608696,3.9830508474576267
B,L1,calcium,light,0.3173913043478261,3.9830508474576267
B,L1,calcium,light,0.3217391304347826,3.9830508474576267
B,L1,calcium,light,0.32608695652173914,4.067796610169491
B,L1,calcium,light,0.33043478260869563,4.1525423728813555
B,L1,calcium,light,0.3347826086956522,4.1525423728813555
B,L1,calcium,light,0.3391304347826087,4.1525423728813555
B,L1,calcium,light,0.34347826086956523,4.067796610169491
B,L1,calcium,light,0.34782608695652173,3.9830508474576267
B,L1,calcium,light,0.3521739130434783,3.9830508474576267
B,L1,calcium,light,0.3565217391304348,3.8983050847457625
B,L1,calcium,light,0.36086956521739133,3.7288135593220337
B,L1,calcium,light,0.3652173913043478,3.7288135593220337
B,L1,calcium,light,0.3695652173913043,3.7288135593220337
B,L1,calcium,light,0.3739130434782609,3.7288135593220337
B,L1,calcium,light,0.3782608695652174,3.7288135593220337
B,L1,calcium,light,0.3826086956521739,3.813559322033898
B,L1,calcium,light,0.3869565217391304,3.8983050847457625
B,L1,calcium,light,0.391304347826087,3.8983050847457625
B,L1,calcium,light,0.39565217391304347,3.8983050847457625
B,L1,calcium,light,0.4,3.8983050847457625
B,L1,calcium,light,0.4043478260869565,3.8983050847457625
B,L1,calcium,light,0.40869565217391307,3.813559322033898
B,L1,calcium,light,0.41304347826086957,3.813559322033898
B,L1,calcium,light,0.41739130434782606,3.7288135593220337
B,L1,calcium,light,0.4217391304347826,3.644067796610169
B,L1,calcium,light,0.4260869565217391,3.644067796610169
B,L1,calcium,light,0.43043478260869567,3.644067796610169
B,L1,calcium,light,0.43478260869565216,3.644067796610169
B,L1,calcium,light,0.4391304347826087,3.644067796610169
B,L1,calcium,light,0.4434782608695652,3.644067796610169
B,L1,calcium,light,0.44782608695652176,3.559322033898305
B,L1,calcium,light,0.45217391304347826,3.559322033898305
B,L1,calcium,light,0.45652173913043476,3.4745762711864403
B,L1,calcium,light,0.4608695652173913,3.4745762711864403
B,L1,calcium,light,0.4652173913043478,3.4745762711864403
B,L1,calcium,light,0.46956521739130436,3.4745762711864403
B,L1,calcium,light,0.47391304347826085,3.4745762711864403
B,L1,calcium,light,0.4782608695652174,3.389830508474576
B,L1,calcium,light,0.4826086956521739,3.3050847457627115
B,L1,calcium,light,0.48695652173913045,3.2203389830508473
B,L1,calcium,light,0.49130434782608695,3.2203389830508473
B,L1,calcium,light,0.4956521739130435,3.2203389830508473
B,L1,calcium,light,0.5,3.1355932203389827
B,L1,calcium,light,0.5043478260869565,3.1355932203389827
B,L1,calcium,light,0.508695652173913,3.1355932203389827
B,L1,calcium,light,0.5130434782608696,3.1355932203389827
B,L1,calcium,light,0.5173913043478261,3.1355932203389827
B,L1,calcium,light,0.5217391304347826,3.2203389830508473
B,L1,calcium,light,0.5260869565217391,3.2203389830508473
B,L1,calcium,light,0.5304347826086957,3.1355932203389827
B,L1,calcium,light,0.5347826086956522,3.1355932203389827
B,L1,calcium,light,0.5391304347826087,3.0508474576271185
B,L1,calcium,light,0.5434782608695652,2.966101694915254
B,L1,calcium,light,0.5478260869565217,2.8813559322033897
B,L1,calcium,light,0.5521739130434783,2.796610169491525
B,L1,calcium,light,0.5565217391304348,2.796610169491525
B,L1,calcium,light,0.5608695652173913,2.796610169491525
B,L1,calcium,light,0.5652173913043478,2.796610169491525
B,L1,calcium,light,0.5695652173913044,2.711864406779661
B,L1,calcium,light,0.5739130434782609,2.711864406779661
B,L1,calcium,light,0.5782608695652174,2.796610169491525
B,L1,calcium,light,0.5826086956521739,2.796610169491525
B,L1,calcium,light,0.5869565217391305,2.796610169491525
B,L1,calcium,light,0.591304347826087,2.796610169491525
B,L1,calcium,light,0.5956521739130435,2.796610169491525
B,L1,calcium,light,0.6,2.796610169491525
B,L1,calcium,light,0.6043478260869565,2.711864406779661
B,L1,calcium,light,0.6086956521739131,2.796610169491525
B,L1,calcium,light,0.6130434782608696,2.796610169491525
B,L1,calcium,light,0.6173913043478261,2.796610169491525
B,L1,calcium,light,0.6217391304347826,2.711864406779661
B,L1,calcium,light,0.6260869565217392,2.6271186440677963
B,L1,calcium,light,0.6304347826086957,2.542372881355932
B,L1,calcium,light,0.6347826086956522,2.3728813559322033
B,L1,calcium,light,0.6391304347826087,2.2881355932203387
B,L1,calcium,light,0.6434782608695652,2.2881355932203387
B,L1,calcium,light,0.6478260869565218,2.2881355932203387
B,L1,calcium,light,0.6521739130434783,2.2881355932203387
B,L1,calcium,light,0.6565217391304348,2.2881355932203387
B,L1,calcium,light,0.6608695652173913,2.2881355932203387
B,L1,calcium,light,0.6652173913043479,2.2033898305084745
B,L1,calcium,light,0.6695652173913044,2.2033898305084745
B,L1,calcium,light,0.6739130434782609,2.2033898305084745
B,L1,calcium,light,0.6782608695652174,2.2033898305084745
B,L1,calcium,light,0.6826086956521739,2.2033898305084745
B,L1,calcium,light,0.6869565217391305,2.2033898305084745
B,L1,calcium,light,0.691304347826087,2.11864406779661
B,L1,calcium,light,0.6956521739130435,2.0338983050847457
B,L1,calcium,light,0.7,2.0338983050847457
B,L1,calcium,light,0.7043478260869566,1.8644067796610169
B,L1,calcium,light,0.7086956521739131,1.7796610169491525
B,L1,calcium,light,0.7130434782608696,1.7796610169491525
B,L1,calcium,light,0.717391304347826,1.7796610169491525
B,L1,calcium,light,0.7217391304347827,1.7796610169491525
B,L1,calcium,light,0.7260869565217392,1.7796610169491525
B,L1,calcium,light,0.7304347826086957,1.8644067796610169
B,L1,calcium,light,0.7347826086956522,1.8644067796610169
B,L1,calcium,light,0.7391304347826086,1.7796610169491525
B,L1,calcium,light,0.7434782608695653,1.694915254237288
B,L1,calcium,light,0.7478260869565218,1.6101694915254237
B,L1,calcium,light,0.7521739130434782,1.6101694915254237
B,L1,calcium,light,0.7565217391304347,1.5254237288135593
B,L1,calcium,light,0.7608695652173914,1.5254237288135593
B,L1,calcium,light,0.7652173913043478,1.6101694915254237
B,L1,calcium,light,0.7695652173913043,1.6101694915254237
B,L1,calcium,light,0.7739130434782608,1.5254237288135593
B,L1,calcium,light,0.7782608695652173,1.5254237288135593
B,L1,calcium,light,0.782608695652174,1.6101694915254237
B,L1,calcium,light,0.7869565217391304,1.6101694915254237
B,L1,calcium,light,0.7913043478260869,1.694915254237288
B,L1,calcium,light,0.7956521739130434,1.7796610169491525
B,L1,calcium,light,0.8,1.7796610169491525
B,L1,calcium,light,0.8043478260869565,1.7796610169491525
B,L1,calcium,light,0.808695652173913,1.694915254237288
B,L1,calcium,light,0.8130434782608695,1.694915254237288
B,L1,calcium,light,0.8173913043478261,1.694915254237288
B,L1,calcium,light,0.8217391304347826,1.6101694915254237
B,L1,calcium,light,0.8260869565217391,1.6101694915254237
B,L1,calcium,light,0.8304347826086956,1.6101694915254237
B,L1,calcium,light,0.8347826086956521,1.6101694915254237
B,L1,calcium,light,0.8391304347826087,1.694915254237288
B,L1,calcium,light,0.8434782608695652,1.7796610169491525
B,L1,calcium,light,0.8478260869565217,1.694915254237288
B,L1,calcium,light,0.8521739130434782,1.694915254237288
B,L1,calcium,light,0.8565217391304348,1.6101694915254237
B,L1,calcium,light,0.8608695652173913,1.5254237288135593
B,L1,calcium,light,0.8652173913043478,1.4406779661016949
B,L1,calcium,light,0.8695652173913043,1.3559322033898304
B,L1,calcium,light,0.8739130434782608,1.3559322033898304
B,L1,calcium,light,0.8782608695652174,1.271186440677966
B,L1,calcium,light,0.8826086956521739,1.271186440677966
B,L1,calcium,light,0.8869565217391304,1.271186440677966
B,L1,calcium,light,0.8913043478260869,1.1864406779661016
B,L1,calcium,light,0.8956521739130435,1.1864406779661016
B,L1,calcium,light,0.9,1.1016949152542372
B,L1,calcium,light,0.9043478260869565,1.1016949152542372
B,L1,calcium,light,0.908695652173913,1.1016949152542372
B,L1,calcium,light,0.9130434782608695,1.1016949152542372
B,L1,calcium,light,0.9173913043478261,1.1016949152542372
B,L1,calcium,light,0.9217391304347826,1.1016949152542372
B,L1,calcium,light,0.9260869565217391,1.0169491525423728
B,L1,calcium,light,0.9304347826086956,0.9322033898305084
B,L1,calcium,light,0.9347826086956522,0.9322033898305084
B,L1,calcium,light,0.9391304347826087,0.847457627118644
B,L1,calcium,light,0.9434782608695652,0.7627118644067796
B,L1,calcium,light,0.9478260869565217,0.7627118644067796
B,L1,calcium,light,0.9521739130434783,0.7627118644067796
B,L1,calcium,light,0.9565217391304348,0.7627118644067796
B,L1,calcium,light,0.9608695652173913,0.847457627118644
B,L1,calcium,light,0.9652173913043478,0.847457627118644
B,L1,calcium,light,0.9695652173913043,0.9322033898305084
B,L1,calcium,light,0.9739130434782609,1.0169491525423728
B,L1,calcium,light,0.9782608695652174,1.0169491525423728
