idx,cell,a_in,a_out,v_th,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
15,T4d,1.143057,3.309125,-61.086579,1.014624,0.000000,12.930870,195.629207,-50.000000,0.000000,-51.599309,-51.595577
16,Tm1,1.143057,1.631509,-55.595214,1.919769,0.000000,14.949229,201.948412,-50.000000,0.000000,-26.618549,-26.732595
17,Tm2,1.143057,2.151148,-49.666464,1.571533,0.000000,10.000000,194.176797,-50.000000,0.000000,-32.299065,-32.279943
18,Tm4,1.143057,1.255488,-48.247738,1.486431,0.000000,10.000000,206.966578,-50.000000,0.000000,-17.126099,-17.136943
19,Tm9,1.143057,6.206766,-52.492739,1.083237,0.000000,10.000000,191.997726,-50.000000,0.000000,-47.659646,-47.713901
20,T5a,1.143057,5.332452,-58.727456,0.961167,0.000000,96.921500,203.292983,-50.000000,0.000000,-42.318560,-42.320201
21,T5b,1.143057,6.599891,-64.619772,1.014136,0.000000,79.338386,199.756574,-50.000000,0.000000,-32.928824,-32.933529
22,T5c,1.143057,8.969574,-69.081173,1.009089,0.000000,20.902510,197.195679,-50.000000,0.000000,-14.977336,-15.060908
23,T5d,1.143057,5.847926,-41.598528,0.964362,0.000000,44.352707,190.679251,-50.000000,0.000000,-42.215087,-42.219799
24,T1,1.143057,3.248144,-51.797167,1.028336,0.000000,71.005584,209.820469,-50.000000,0.000000,-46.541640,-46.526981
25,T2,1.143057,4.659634,-50.135753,1.031890,0.000000,53.451783,196.795353,-50.000000,0.000000,-43.947035,-43.981956
26,T2a,1.143057,9.685552,-69.992096,1.004357,0.000000,95.395197,205.659044,-50.000000,0.000000,-47.489434,-47.492975
27,T3,1.143057,5.976793,-58.428670,0.953098,0.000000,100.000000,192.419464,-50.000000,0.000000,-38.223338,-38.226248
28,C2,1.143057,5.284477,-49.059058,0.958616,0.000000,10.000000,204.053489,-50.000000,0.000000,-49.683024,-49.682260
29,C3,1.143057,6.042372,-60.662411,1.036746,0.000000,10.000000,193.635133,-50.000000,0.000000,-83.718508,-83.714192
30,Lawf1,1.143057,5.121880,-49.053615,1.014187,0.000000,10.000000,190.196744,-50.000000,0.000000,-44.527509,-44.381046
31,Lawf2,1.143057,2.842723,-50.649656,1.039687,0.000000,65.785559,200.625497,-50.000000,0.000000,-51.483491,-51.483504
32,Dm3v,1.143057,9.978831,-57.325255,1.006751,0.000000,10.000000,199.559787,-50.000000,0.000000,-24.941431,-25.025453
33,Lai,1.143057,5.522474,-48.519071,0.962631,0.000000,16.322857,209.233407,-50.000000,0.000000,-53.821462,-53.813998
34,Mi10,1.143057,4.069673,-51.996267,0.976982,0.000000,10.000000,203.402894,-50.000000,0.000000,-51.453769,-51.458021
35,Mi13,1.143057,8.320305,-47.164343,0.999127,0.000000,10.000000,203.683906,-50.000000,0.000000,-50.018013,-50.006774
36,Mi14,1.143057,9.097101,-46.938344,0.958232,0.000000,25.974628,190.258602,-50.000000,0.000000,-26.798321,-26.787009
37,Mi15,1.143057,0.100000,-49.213536,0.975676,0.000000,40.561135,205.773088,-50.000000,0.000000,-51.761224,-51.756547
38,Mi2,1.143057,9.049278,-56.771493,0.988364,0.000000,66.353938,195.880637,-50.000000,0.000000,-42.422738,-42.424652
39,Tm16,1.143057,9.567507,-53.479876,1.027153,0.000000,10.000000,202.879812,-50.000000,0.000000,-54.311655,-54.491849
40,Tm20,1.143057,6.320226,-56.763915,1.023822,0.000000,10.000000,209.475534,-50.000000,0.000000,-47.791595,-47.796251
41,Tm21,1.143057,3.159679,-51.917819,0.987596,0.000000,78.173586,191.678044,-50.000000,0.000000,-43.889551,-43.893160
42,Tm27,1.143057,9.193365,-54.847887,0.991655,0.000000,10.000000,209.632322,-50.000000,0.000000,-53.885764,-53.847495
43,Tm5a,1.143057,0.100000,-45.831369,0.954217,0.000000,37.259975,206.118262,-50.000000,0.000000,-51.088565,-51.110714
44,Tm5b,1.143057,5.871440,-55.597095,1.003044,0.000000,27.528411,203.369877,-50.000000,0.000000,-47.280525,-47.298497
45,Tm5c,1.143057,7.861348,-44.817828,1.028716,0.000000,38.919875,209.319888,-50.000000,0.000000,-49.781522,-49.812714
46,Tm5f,1.143057,8.211303,-46.101258,0.977721,0.000000,46.929857,208.218751,-50.000000,0.000000,-39.614722,-39.668395
47,TmY10,1.143057,9.255118,-55.743054,0.997222,0.000000,42.699366,191.916089,-50.000000,0.000000,-50.959389,-50.995406
48,TmY11,1.143057,4.739652,-56.152672,0.956255,0.000000,17.491293,209.029115,-50.000000,0.000000,-78.145916,-78.656387
49,TmY14,1.143057,8.452963,-45.630402,0.997045,0.000000,100.000000,201.075350,-50.000000,0.000000,-34.839159,-34.838983
50,TmY15,1.143057,5.562473,-45.023842,1.003345,0.000000,10.000000,192.390795,-50.000000,0.000000,-49.152334,-49.155114
51,TmY3,1.143057,6.645214,-41.856300,1.047961,0.000000,10.000338,204.236535,-50.000000,0.000000,-71.877151,-71.722585
52,TmY4,1.143057,0.100000,-48.262989,1.015645,0.000000,38.130951,191.361679,-50.000000,0.000000,-89.756685,-89.867548
53,TmY5a,1.143057,7.057628,-42.326081,0.978157,0.000000,15.764636,207.249505,-50.000000,0.000000,-10.771986,-10.804926
54,TmY9q,1.143057,0.101829,-48.084442,0.974977,0.000000,34.858566,190.381144,-50.000000,0.000000,-49.805264,-49.807686
55,TmY9q__perp,1.143057,7.778719,-48.230099,1.004467,0.000000,10.000000,199.424266,-50.000000,0.000000,-32.630039,-32.807603
