,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,10.000000,,,7.611792,4.308858,0.141035,0.100000,,,,,,,,,,,,,,,,,,0.100000,,,,0.100000,10.000000,,,,1.573211,,,,,,,,,,,,,,,,,,,,,,
R7,,,5.194878,10.000000,,0.100000,,,0.100000,,0.320599,6.692380,,,,,,,,,,,,,,,,,,0.100000,0.100000,,,1.952586,0.100000,,,1.826538,0.100000,,2.756870,,0.100000,2.594719,0.100000,10.000000,0.132599,,,,,,,,,
R8,,10.000000,2.021475,10.000000,0.100000,5.418873,,8.457998,0.100000,,0.100000,10.000000,,,,,,,,,,,,,0.100000,,,,0.960021,7.211227,0.100000,0.100000,,,0.232658,,0.100000,1.762549,0.100000,,10.000000,9.368576,,,2.772101,5.463699,,10.000000,,0.387789,,,,,1.011374,
L1,0.100000,10.000000,0.607699,0.100000,2.213085,0.100000,0.100000,7.288360,1.832906,1.875132,0.103315,,,,,,0.100000,0.100000,,,,,,,9.031762,0.100000,0.100000,,0.100000,6.330223,,0.100000,,10.000000,,,,0.988874,9.656589,,,,9.772955,,,,,,,,,10.000000,,,,
L2,9.664986,,2.629027,0.100000,0.100000,0.163623,6.506099,0.100000,0.116620,0.100000,0.100000,2.806756,,,,,1.267918,1.542103,4.058415,,,,,,0.100000,9.600671,9.229835,,6.685611,0.105245,,,,2.670890,,0.100000,1.362917,,2.055235,,0.460438,,,,10.000000,,,,,,,3.906805,,,,
L3,,0.100000,0.579488,0.183940,4.986163,,,,6.313978,,3.016394,1.160778,,,,,2.623959,10.000000,10.000000,0.100000,,,,,9.590253,,,,0.100000,0.100000,0.100000,,0.123311,,9.995707,0.164303,,0.964000,1.508507,9.548026,0.102962,1.022761,6.854235,0.100000,9.211215,0.113456,2.073252,2.621377,,,,,0.953514,,0.142645,8.237067
L4,6.422697,,,10.000000,0.100000,0.165104,0.100000,10.000000,0.100000,,,0.461123,,,,,0.100000,0.100000,0.903617,5.709977,,,,,,1.738508,,,,5.021153,0.100000,0.100000,,,,0.784457,10.000000,,,,,,3.322496,,,,,,,,,0.103075,,,,
L5,,,,4.170969,4.162243,,,10.000000,3.543349,4.893712,0.297358,0.100000,,,,,0.100000,0.696615,0.100000,,,,,,10.000000,1.039627,10.000000,,0.100000,1.819727,0.100000,7.554477,,9.054498,0.100000,1.770877,7.747710,0.169054,0.100000,,0.340385,2.851080,2.453288,,8.045851,,,,0.100000,3.031024,1.977621,0.166747,,9.256027,,
Mi1,,0.100000,10.000000,0.404085,7.409914,,,0.100000,0.100000,0.100000,10.000000,0.100000,0.399995,0.100000,5.583144,2.022639,0.100000,1.169978,1.454037,,,,,,10.000000,1.981018,1.180829,0.100000,0.100000,0.293867,0.100000,5.255025,7.240114,,2.354968,6.705188,10.000000,0.100000,0.100000,,0.516021,8.142750,0.100000,,,0.100002,,2.211364,1.008413,8.328375,9.480952,2.295922,0.100000,2.274122,0.100000,10.000000
Tm3,,,,3.214783,0.100000,,,,0.100000,0.662574,0.100000,0.100215,9.369376,0.100000,5.245941,0.100000,,,0.100000,,,0.976717,,0.956371,,0.933490,0.100000,0.100000,1.041246,3.667260,6.360713,3.254009,,,2.783525,8.420769,1.898756,,,3.094808,,,0.100000,,,,0.100000,,6.364067,5.211653,3.835663,0.108851,,0.100000,,
