trace_id,cell_type,contrast,position,duration_ms,color,time_ms,vm_mv,vm_sem_mv,n_cells
T4_PC_pos-6,T4,PC,-6,40.000000,green,-900.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-895.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-890.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-885.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-880.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-875.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-870.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-865.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-860.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-855.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-850.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-845.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-840.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-835.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-830.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-825.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-820.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-815.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-810.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-805.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-800.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-795.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-790.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-785.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-780.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-775.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-770.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-765.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-760.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-755.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-750.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-745.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-740.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-735.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-730.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-725.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-720.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-715.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-710.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-705.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-700.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-695.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-690.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-685.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-680.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-675.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-670.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-665.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-660.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-655.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-650.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-645.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-640.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-635.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-630.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-625.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-620.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-615.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-610.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-605.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-600.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-595.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-590.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-585.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-580.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-575.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-570.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-565.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-560.000000,,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-555.000000,1.125060,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-550.000000,0.662301,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-545.000000,1.165964,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-540.000000,1.021275,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-535.000000,1.040811,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-530.000000,0.832630,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-525.000000,1.183668,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-520.000000,0.724572,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-515.000000,0.996855,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-510.000000,0.851556,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-505.000000,0.783180,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-500.000000,0.756318,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-495.000000,0.539590,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-490.000000,0.208088,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-485.000000,0.332020,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-480.000000,0.084157,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-475.000000,-0.023291,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-470.000000,-0.288859,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-465.000000,-0.593499,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-460.000000,-0.528786,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-455.000000,-0.867003,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-450.000000,-0.948200,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-445.000000,-1.095941,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-440.000000,-0.942095,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-435.000000,-1.113035,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-430.000000,-0.925611,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-425.000000,-1.046491,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-420.000000,-0.994598,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-415.000000,-1.319384,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-410.000000,-0.984830,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-405.000000,-1.188127,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-400.000000,-1.191179,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-395.000000,-1.294354,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-390.000000,-1.297406,,1
T4_PC_pos-6,T4,PC,-6,40.000000,green,-385.000000,-1.527565,,1
