trace_id,source_trace_id,cell_type,contrast,source_position,position,rf_side,color,source_width_led,source_width_deg,target_width_led,target_width_deg,depolarization_ratio,hyperpolarization_ratio,scale_factor,scale_source,time_ms,source_vm_mv,vm_mv
T4_PC_pos-2_w1,T4_PC_pos-4,T4,PC,-2.000000000,-2.000000000,leading,green,4,9.000000000,1,2.250000000,0.521739157,,0.521739157,depolarization,210.000000000,10.989583000,5.733695765
T4_PC_pos-2_w1,T4_PC_pos-4,T4,PC,-2.000000000,-2.000000000,leading,green,4,9.000000000,1,2.250000000,0.521739157,,0.521739157,depolarization,215.000000000,10.442708000,5.448369664
T4_PC_pos-2_w1,T4_PC_pos-4,T4,PC,-2.000000000,-2.000000000,leading,green,4,9.000000000,1,2.250000000,0.521739157,,0.521739157,depolarization,220.000000000,9.901620000,5.166062867
T4_PC_pos-2_w1,T4_PC_pos-4,T4,PC,-2.000000000,-2.000000000,leading,green,4,9.000000000,1,2.250000000,0.521739157,,0.521739157,depolarization,225.000000000,9.393808000,4.901117462
T4_PC_pos-2_w1,T4_PC_pos-4,T4,PC,-2.000000000,-2.000000000,leading,green,4,9.000000000,1,2.250000000,0.521739157,,0.521739157,depolarization,230.000000000,8.885995000,4.636171536
T4_PC_pos-2_w1,T4_PC_pos-4,T4,PC,-2.000000000,-2.000000000,leading,green,4,9.000000000,1,2.250000000,0.521739157,,0.521739157,depolarization,235.000000000,8.408565000,4.387077611
T4_PC_pos-2_w1,T4_PC_pos-4,T4,PC,-2.000000000,-2.000000000,leading,green,4,9.000000000,1,2.250000000,0.521739157,,0.521739157,depolarization,240.000000000,7.939815000,4.142512381
T4_PC_pos-2_w1,T4_PC_pos-4,T4,PC,-2.000000000,-2.000000000,leading,green,4,9.000000000,1,2.250000000,0.521739157,,0.521739157,depolarization,245.000000000,7.486979000,3.906250108
T4_PC_pos-2_w1,T4_PC_pos-4,T4,PC,-2.000000000,-2.000000000,leading,green,4,9.000000000,1,2.250000000,0.521739157,,0.521739157,depolarization,250.000000000,7.083333000,3.695652185
T4_PC_pos-2_w1,T4_PC_pos-4,T4,PC,-2.000000000,-2.000000000,leading,green,4,9.000000000,1,2.250000000,0.521739157,,0.521739157,depolarization,255.000000000,6.769387000,3.531854264
