trace_id,cell_type,cell_num,contrast,bar_val,width_led,duration_ms,position_led,extremum,response_mv,statistic,response_sd_mv,n_cells,response_sem_mv
B_T4_PC_w4_depolarization_cell,T4,1.000000,PC,1,4,160.000000,-4.000000,depolarization,7.630648,cell,,,
B_T4_PC_w4_depolarization_cell,T4,2.000000,PC,1,4,160.000000,-4.000000,depolarization,16.759696,cell,,,
B_T4_PC_w4_depolarization_cell,T4,3.000000,PC,1,4,160.000000,-4.000000,depolarization,17.768706,cell,,,
B_T4_PC_w4_depolarization_cell,T4,4.000000,PC,1,4,160.000000,-4.000000,depolarization,9.700546,cell,,,
B_T4_PC_w4_depolarization_cell,T4,6.000000,PC,1,4,160.000000,-4.000000,depolarization,14.140719,cell,,,
B_T4_PC_w4_depolarization_cell,T4,7.000000,PC,1,4,160.000000,-4.000000,depolarization,7.554407,cell,,,
B_T4_PC_w4_depolarization_cell,T4,8.000000,PC,1,4,160.000000,-4.000000,depolarization,7.187568,cell,,,
B_T4_PC_w4_depolarization_cell,T4,9.000000,PC,1,4,160.000000,-4.000000,depolarization,15.224885,cell,,,
B_T4_PC_w4_depolarization_cell,T4,10.000000,PC,1,4,160.000000,-4.000000,depolarization,5.303396,cell,,,
B_T4_PC_w4_depolarization_cell,T4,11.000000,PC,1,4,160.000000,-4.000000,depolarization,15.730173,cell,,,
B_T4_PC_w4_depolarization_cell,T4,12.000000,PC,1,4,160.000000,-4.000000,depolarization,6.507355,cell,,,
B_T4_PC_w4_depolarization_cell,T4,13.000000,PC,1,4,160.000000,-4.000000,depolarization,14.232240,cell,,,
B_T4_PC_w4_depolarization_cell,T4,14.000000,PC,1,4,160.000000,-4.000000,depolarization,13.279603,cell,,,
B_T4_PC_w4_depolarization_cell,T4,15.000000,PC,1,4,160.000000,-4.000000,depolarization,9.479047,cell,,,
B_T4_PC_w4_depolarization_cell,T4,16.000000,PC,1,4,160.000000,-4.000000,depolarization,16.399484,cell,,,
B_T4_PC_w4_depolarization_cell,T4,1.000000,PC,1,4,160.000000,-3.000000,depolarization,14.188106,cell,,,
B_T4_PC_w4_depolarization_cell,T4,2.000000,PC,1,4,160.000000,-3.000000,depolarization,16.769743,cell,,,
B_T4_PC_w4_depolarization_cell,T4,3.000000,PC,1,4,160.000000,-3.000000,depolarization,18.477342,cell,,,
B_T4_PC_w4_depolarization_cell,T4,4.000000,PC,1,4,160.000000,-3.000000,depolarization,10.664269,cell,,,
B_T4_PC_w4_depolarization_cell,T4,6.000000,PC,1,4,160.000000,-3.000000,depolarization,12.817429,cell,,,
B_T4_PC_w4_depolarization_cell,T4,7.000000,PC,1,4,160.000000,-3.000000,depolarization,11.223001,cell,,,
B_T4_PC_w4_depolarization_cell,T4,8.000000,PC,1,4,160.000000,-3.000000,depolarization,6.736986,cell,,,
B_T4_PC_w4_depolarization_cell,T4,9.000000,PC,1,4,160.000000,-3.000000,depolarization,12.795592,cell,,,
B_T4_PC_w4_depolarization_cell,T4,10.000000,PC,1,4,160.000000,-3.000000,depolarization,10.842971,cell,,,
B_T4_PC_w4_depolarization_cell,T4,11.000000,PC,1,4,160.000000,-3.000000,depolarization,21.638584,cell,,,
B_T4_PC_w4_depolarization_cell,T4,12.000000,PC,1,4,160.000000,-3.000000,depolarization,22.782500,cell,,,
B_T4_PC_w4_depolarization_cell,T4,13.000000,PC,1,4,160.000000,-3.000000,depolarization,21.255311,cell,,,
B_T4_PC_w4_depolarization_cell,T4,14.000000,PC,1,4,160.000000,-3.000000,depolarization,17.317335,cell,,,
B_T4_PC_w4_depolarization_cell,T4,15.000000,PC,1,4,160.000000,-3.000000,depolarization,16.005276,cell,,,
B_T4_PC_w4_depolarization_cell,T4,16.000000,PC,1,4,160.000000,-3.000000,depolarization,22.252107,cell,,,
B_T4_PC_w4_depolarization_cell,T4,1.000000,PC,1,4,160.000000,-2.000000,depolarization,19.136129,cell,,,
B_T4_PC_w4_depolarization_cell,T4,2.000000,PC,1,4,160.000000,-2.000000,depolarization,29.191667,cell,,,
B_T4_PC_w4_depolarization_cell,T4,3.000000,PC,1,4,160.000000,-2.000000,depolarization,17.885752,cell,,,
B_T4_PC_w4_depolarization_cell,T4,4.000000,PC,1,4,160.000000,-2.000000,depolarization,15.972350,cell,,,
B_T4_PC_w4_depolarization_cell,T4,6.000000,PC,1,4,160.000000,-2.000000,depolarization,17.725992,cell,,,
B_T4_PC_w4_depolarization_cell,T4,7.000000,PC,1,4,160.000000,-2.000000,depolarization,13.014009,cell,,,
B_T4_PC_w4_depolarization_cell,T4,8.000000,PC,1,4,160.000000,-2.000000,depolarization,9.601537,cell,,,
B_T4_PC_w4_depolarization_cell,T4,9.000000,PC,1,4,160.000000,-2.000000,depolarization,17.840115,cell,,,
B_T4_PC_w4_depolarization_cell,T4,10.000000,PC,1,4,160.000000,-2.000000,depolarization,14.688797,cell,,,
B_T4_PC_w4_depolarization_cell,T4,11.000000,PC,1,4,160.000000,-2.000000,depolarization,21.307803,cell,,,
B_T4_PC_w4_depolarization_cell,T4,12.000000,PC,1,4,160.000000,-2.000000,depolarization,22.734022,cell,,,
B_T4_PC_w4_depolarization_cell,T4,13.000000,PC,1,4,160.000000,-2.000000,depolarization,23.235641,cell,,,
B_T4_PC_w4_depolarization_cell,T4,14.000000,PC,1,4,160.000000,-2.000000,depolarization,26.857320,cell,,,
B_T4_PC_w4_depolarization_cell,T4,15.000000,PC,1,4,160.000000,-2.000000,depolarization,16.501595,cell,,,
B_T4_PC_w4_depolarization_cell,T4,16.000000,PC,1,4,160.000000,-2.000000,depolarization,23.912230,cell,,,
B_T4_PC_w4_depolarization_cell,T4,1.000000,PC,1,4,160.000000,-1.000000,depolarization,21.850210,cell,,,
B_T4_PC_w4_depolarization_cell,T4,2.000000,PC,1,4,160.000000,-1.000000,depolarization,24.503265,cell,,,
B_T4_PC_w4_depolarization_cell,T4,3.000000,PC,1,4,160.000000,-1.000000,depolarization,20.255990,cell,,,
B_T4_PC_w4_depolarization_cell,T4,4.000000,PC,1,4,160.000000,-1.000000,depolarization,22.207936,cell,,,
B_T4_PC_w4_depolarization_cell,T4,6.000000,PC,1,4,160.000000,-1.000000,depolarization,17.446642,cell,,,
B_T4_PC_w4_depolarization_cell,T4,7.000000,PC,1,4,160.000000,-1.000000,depolarization,15.718775,cell,,,
B_T4_PC_w4_depolarization_cell,T4,8.000000,PC,1,4,160.000000,-1.000000,depolarization,11.879568,cell,,,
B_T4_PC_w4_depolarization_cell,T4,9.000000,PC,1,4,160.000000,-1.000000,depolarization,16.751689,cell,,,
B_T4_PC_w4_depolarization_cell,T4,10.000000,PC,1,4,160.000000,-1.000000,depolarization,14.537640,cell,,,
B_T4_PC_w4_depolarization_cell,T4,11.000000,PC,1,4,160.000000,-1.000000,depolarization,22.213658,cell,,,
B_T4_PC_w4_depolarization_cell,T4,12.000000,PC,1,4,160.000000,-1.000000,depolarization,21.263204,cell,,,
B_T4_PC_w4_depolarization_cell,T4,13.000000,PC,1,4,160.000000,-1.000000,depolarization,22.655272,cell,,,
B_T4_PC_w4_depolarization_cell,T4,14.000000,PC,1,4,160.000000,-1.000000,depolarization,26.280674,cell,,,
B_T4_PC_w4_depolarization_cell,T4,15.000000,PC,1,4,160.000000,-1.000000,depolarization,14.410747,cell,,,
B_T4_PC_w4_depolarization_cell,T4,16.000000,PC,1,4,160.000000,-1.000000,depolarization,24.764967,cell,,,
B_T4_PC_w4_depolarization_cell,T4,1.000000,PC,1,4,160.000000,0.000000,depolarization,24.072385,cell,,,
B_T4_PC_w4_depolarization_cell,T4,2.000000,PC,1,4,160.000000,0.000000,depolarization,20.080028,cell,,,
B_T4_PC_w4_depolarization_cell,T4,3.000000,PC,1,4,160.000000,0.000000,depolarization,14.692571,cell,,,
B_T4_PC_w4_depolarization_cell,T4,4.000000,PC,1,4,160.000000,0.000000,depolarization,19.967784,cell,,,
B_T4_PC_w4_depolarization_cell,T4,6.000000,PC,1,4,160.000000,0.000000,depolarization,12.493931,cell,,,
B_T4_PC_w4_depolarization_cell,T4,7.000000,PC,1,4,160.000000,0.000000,depolarization,17.518081,cell,,,
B_T4_PC_w4_depolarization_cell,T4,8.000000,PC,1,4,160.000000,0.000000,depolarization,10.762956,cell,,,
B_T4_PC_w4_depolarization_cell,T4,9.000000,PC,1,4,160.000000,0.000000,depolarization,19.582956,cell,,,
B_T4_PC_w4_depolarization_cell,T4,10.000000,PC,1,4,160.000000,0.000000,depolarization,12.502717,cell,,,
B_T4_PC_w4_depolarization_cell,T4,11.000000,PC,1,4,160.000000,0.000000,depolarization,20.353790,cell,,,
B_T4_PC_w4_depolarization_cell,T4,12.000000,PC,1,4,160.000000,0.000000,depolarization,15.579720,cell,,,
B_T4_PC_w4_depolarization_cell,T4,13.000000,PC,1,4,160.000000,0.000000,depolarization,26.723724,cell,,,
B_T4_PC_w4_depolarization_cell,T4,14.000000,PC,1,4,160.000000,0.000000,depolarization,25.800725,cell,,,
B_T4_PC_w4_depolarization_cell,T4,15.000000,PC,1,4,160.000000,0.000000,depolarization,18.886785,cell,,,
B_T4_PC_w4_depolarization_cell,T4,16.000000,PC,1,4,160.000000,0.000000,depolarization,17.894980,cell,,,
B_T4_PC_w4_depolarization_cell,T4,1.000000,PC,1,4,160.000000,1.000000,depolarization,19.307456,cell,,,
B_T4_PC_w4_depolarization_cell,T4,2.000000,PC,1,4,160.000000,1.000000,depolarization,15.023682,cell,,,
B_T4_PC_w4_depolarization_cell,T4,3.000000,PC,1,4,160.000000,1.000000,depolarization,16.751128,cell,,,
B_T4_PC_w4_depolarization_cell,T4,4.000000,PC,1,4,160.000000,1.000000,depolarization,18.043575,cell,,,
B_T4_PC_w4_depolarization_cell,T4,6.000000,PC,1,4,160.000000,1.000000,depolarization,9.079018,cell,,,
B_T4_PC_w4_depolarization_cell,T4,7.000000,PC,1,4,160.000000,1.000000,depolarization,13.545979,cell,,,
B_T4_PC_w4_depolarization_cell,T4,8.000000,PC,1,4,160.000000,1.000000,depolarization,7.921258,cell,,,
B_T4_PC_w4_depolarization_cell,T4,9.000000,PC,1,4,160.000000,1.000000,depolarization,16.308276,cell,,,
B_T4_PC_w4_depolarization_cell,T4,10.000000,PC,1,4,160.000000,1.000000,depolarization,7.193489,cell,,,
B_T4_PC_w4_depolarization_cell,T4,11.000000,PC,1,4,160.000000,1.000000,depolarization,15.502615,cell,,,
B_T4_PC_w4_depolarization_cell,T4,12.000000,PC,1,4,160.000000,1.000000,depolarization,11.434733,cell,,,
B_T4_PC_w4_depolarization_cell,T4,13.000000,PC,1,4,160.000000,1.000000,depolarization,20.473360,cell,,,
B_T4_PC_w4_depolarization_cell,T4,14.000000,PC,1,4,160.000000,1.000000,depolarization,25.984880,cell,,,
B_T4_PC_w4_depolarization_cell,T4,15.000000,PC,1,4,160.000000,1.000000,depolarization,11.192094,cell,,,
B_T4_PC_w4_depolarization_cell,T4,16.000000,PC,1,4,160.000000,1.000000,depolarization,12.013605,cell,,,
B_T4_PC_w4_depolarization_cell,T4,1.000000,PC,1,4,160.000000,2.000000,depolarization,13.118567,cell,,,
B_T4_PC_w4_depolarization_cell,T4,2.000000,PC,1,4,160.000000,2.000000,depolarization,13.377870,cell,,,
B_T4_PC_w4_depolarization_cell,T4,3.000000,PC,1,4,160.000000,2.000000,depolarization,14.665533,cell,,,
B_T4_PC_w4_depolarization_cell,T4,4.000000,PC,1,4,160.000000,2.000000,depolarization,10.417564,cell,,,
B_T4_PC_w4_depolarization_cell,T4,6.000000,PC,1,4,160.000000,2.000000,depolarization,6.943454,cell,,,
B_T4_PC_w4_depolarization_cell,T4,7.000000,PC,1,4,160.000000,2.000000,depolarization,6.645483,cell,,,
B_T4_PC_w4_depolarization_cell,T4,8.000000,PC,1,4,160.000000,2.000000,depolarization,5.964418,cell,,,
B_T4_PC_w4_depolarization_cell,T4,9.000000,PC,1,4,160.000000,2.000000,depolarization,9.562200,cell,,,
B_T4_PC_w4_depolarization_cell,T4,10.000000,PC,1,4,160.000000,2.000000,depolarization,6.373006,cell,,,
B_T4_PC_w4_depolarization_cell,T4,11.000000,PC,1,4,160.000000,2.000000,depolarization,13.304157,cell,,,
B_T4_PC_w4_depolarization_cell,T4,12.000000,PC,1,4,160.000000,2.000000,depolarization,8.445537,cell,,,
B_T4_PC_w4_depolarization_cell,T4,13.000000,PC,1,4,160.000000,2.000000,depolarization,13.024263,cell,,,
B_T4_PC_w4_depolarization_cell,T4,14.000000,PC,1,4,160.000000,2.000000,depolarization,17.161309,cell,,,
B_T4_PC_w4_depolarization_cell,T4,15.000000,PC,1,4,160.000000,2.000000,depolarization,8.004748,cell,,,
B_T4_PC_w4_depolarization_cell,T4,16.000000,PC,1,4,160.000000,2.000000,depolarization,7.639846,cell,,,
B_T4_PC_w4_depolarization_cell,T4,1.000000,PC,1,4,160.000000,3.000000,depolarization,7.837579,cell,,,
B_T4_PC_w4_depolarization_cell,T4,2.000000,PC,1,4,160.000000,3.000000,depolarization,7.112295,cell,,,
B_T4_PC_w4_depolarization_cell,T4,3.000000,PC,1,4,160.000000,3.000000,depolarization,5.513216,cell,,,
B_T4_PC_w4_depolarization_cell,T4,4.000000,PC,1,4,160.000000,3.000000,depolarization,9.108255,cell,,,
B_T4_PC_w4_depolarization_cell,T4,6.000000,PC,1,4,160.000000,3.000000,depolarization,3.597097,cell,,,
B_T4_PC_w4_depolarization_cell,T4,7.000000,PC,1,4,160.000000,3.000000,depolarization,3.988929,cell,,,
B_T4_PC_w4_depolarization_cell,T4,8.000000,PC,1,4,160.000000,3.000000,depolarization,4.535438,cell,,,
B_T4_PC_w4_depolarization_cell,T4,9.000000,PC,1,4,160.000000,3.000000,depolarization,9.088320,cell,,,
B_T4_PC_w4_depolarization_cell,T4,10.000000,PC,1,4,160.000000,3.000000,depolarization,6.601251,cell,,,
B_T4_PC_w4_depolarization_cell,T4,11.000000,PC,1,4,160.000000,3.000000,depolarization,9.203680,cell,,,
B_T4_PC_w4_depolarization_cell,T4,12.000000,PC,1,4,160.000000,3.000000,depolarization,8.833430,cell,,,
B_T4_PC_w4_depolarization_cell,T4,13.000000,PC,1,4,160.000000,3.000000,depolarization,7.953377,cell,,,
B_T4_PC_w4_depolarization_cell,T4,14.000000,PC,1,4,160.000000,3.000000,depolarization,13.917688,cell,,,
B_T4_PC_w4_depolarization_cell,T4,15.000000,PC,1,4,160.000000,3.000000,depolarization,3.557915,cell,,,
B_T4_PC_w4_depolarization_cell,T4,16.000000,PC,1,4,160.000000,3.000000,depolarization,7.794028,cell,,,
B_T4_PC_w4_depolarization_cell,T4,1.000000,PC,1,4,160.000000,4.000000,depolarization,7.332756,cell,,,
B_T4_PC_w4_depolarization_cell,T4,2.000000,PC,1,4,160.000000,4.000000,depolarization,5.553981,cell,,,
B_T4_PC_w4_depolarization_cell,T4,4.000000,PC,1,4,160.000000,4.000000,depolarization,4.064223,cell,,,
B_T4_PC_w4_depolarization_cell,T4,7.000000,PC,1,4,160.000000,4.000000,depolarization,2.285379,cell,,,
B_T4_PC_w4_depolarization_cell,T4,9.000000,PC,1,4,160.000000,4.000000,depolarization,3.694841,cell,,,
B_T4_PC_w4_depolarization_cell,T4,10.000000,PC,1,4,160.000000,4.000000,depolarization,4.231189,cell,,,
B_T4_PC_w4_depolarization_cell,T4,11.000000,PC,1,4,160.000000,4.000000,depolarization,6.285698,cell,,,
B_T4_PC_w4_depolarization_cell,T4,13.000000,PC,1,4,160.000000,4.000000,depolarization,7.388490,cell,,,
B_T4_PC_w4_depolarization_cell,T4,14.000000,PC,1,4,160.000000,4.000000,depolarization,12.114804,cell,,,
B_T4_PC_w4_depolarization_cell,T4,16.000000,PC,1,4,160.000000,4.000000,depolarization,6.193680,cell,,,
B_T4_PC_w4_depolarization_cell,T4,2.000000,PC,1,4,160.000000,5.000000,depolarization,4.381833,cell,,,
B_T4_PC_w4_depolarization_cell,T4,11.000000,PC,1,4,160.000000,5.000000,depolarization,3.986351,cell,,,
B_T4_PC_w4_depolarization_cell,T4,14.000000,PC,1,4,160.000000,5.000000,depolarization,8.646753,cell,,,
B_T4_PC_w4_depolarization_mean,T4,,PC,1,4,160.000000,-6.000000,depolarization,7.025526,mean,3.503654,7.000000,1.324257
B_T4_PC_w4_depolarization_mean,T4,,PC,1,4,160.000000,-5.000000,depolarization,8.061933,mean,3.853673,12.000000,1.112460
B_T4_PC_w4_depolarization_mean,T4,,PC,1,4,160.000000,-4.000000,depolarization,11.793231,mean,4.299786,15.000000,1.110200
B_T4_PC_w4_depolarization_mean,T4,,PC,1,4,160.000000,-3.000000,depolarization,15.717770,mean,4.921828,15.000000,1.270810
B_T4_PC_w4_depolarization_mean,T4,,PC,1,4,160.000000,-2.000000,depolarization,19.306997,mean,5.263895,15.000000,1.359132
B_T4_PC_w4_depolarization_mean,T4,,PC,1,4,160.000000,-1.000000,depolarization,19.782682,mean,4.359321,15.000000,1.125572
B_T4_PC_w4_depolarization_mean,T4,,PC,1,4,160.000000,0.000000,depolarization,18.460876,mean,4.763143,15.000000,1.229838
B_T4_PC_w4_depolarization_mean,T4,,PC,1,4,160.000000,1.000000,depolarization,14.651677,mean,5.113053,15.000000,1.320185
B_T4_PC_w4_depolarization_mean,T4,,PC,1,4,160.000000,2.000000,depolarization,10.309864,mean,3.537356,15.000000,0.913341
B_T4_PC_w4_depolarization_mean,T4,,PC,1,4,160.000000,3.000000,depolarization,7.242833,mean,2.766958,15.000000,0.714425
B_T4_PC_w4_depolarization_mean,T4,,PC,1,4,160.000000,4.000000,depolarization,5.914504,mean,2.735122,10.000000,0.864922
B_T4_PC_w4_hyperpolarization_cell,T4,9.000000,PC,1,4,160.000000,-4.000000,hyperpolarization,-2.507405,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,8.000000,PC,1,4,160.000000,-3.000000,hyperpolarization,-3.046011,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,9.000000,PC,1,4,160.000000,-3.000000,hyperpolarization,-2.930119,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,13.000000,PC,1,4,160.000000,-3.000000,hyperpolarization,-4.200970,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,1.000000,PC,1,4,160.000000,-2.000000,hyperpolarization,-6.648700,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,2.000000,PC,1,4,160.000000,-2.000000,hyperpolarization,-4.340453,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,3.000000,PC,1,4,160.000000,-2.000000,hyperpolarization,-4.999531,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,6.000000,PC,1,4,160.000000,-2.000000,hyperpolarization,-6.751129,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,7.000000,PC,1,4,160.000000,-2.000000,hyperpolarization,-2.028693,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,8.000000,PC,1,4,160.000000,-2.000000,hyperpolarization,-3.840768,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,9.000000,PC,1,4,160.000000,-2.000000,hyperpolarization,-4.972124,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,11.000000,PC,1,4,160.000000,-2.000000,hyperpolarization,-3.062403,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,16.000000,PC,1,4,160.000000,-2.000000,hyperpolarization,-4.527968,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,1.000000,PC,1,4,160.000000,-1.000000,hyperpolarization,-6.623658,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,3.000000,PC,1,4,160.000000,-1.000000,hyperpolarization,-5.239796,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,6.000000,PC,1,4,160.000000,-1.000000,hyperpolarization,-7.678511,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,7.000000,PC,1,4,160.000000,-1.000000,hyperpolarization,-3.869472,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,8.000000,PC,1,4,160.000000,-1.000000,hyperpolarization,-4.083089,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,9.000000,PC,1,4,160.000000,-1.000000,hyperpolarization,-6.590936,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,10.000000,PC,1,4,160.000000,-1.000000,hyperpolarization,-4.149015,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,11.000000,PC,1,4,160.000000,-1.000000,hyperpolarization,-3.538479,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,12.000000,PC,1,4,160.000000,-1.000000,hyperpolarization,-7.454889,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,16.000000,PC,1,4,160.000000,-1.000000,hyperpolarization,-5.597758,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,1.000000,PC,1,4,160.000000,0.000000,hyperpolarization,-5.759574,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,3.000000,PC,1,4,160.000000,0.000000,hyperpolarization,-5.514111,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,6.000000,PC,1,4,160.000000,0.000000,hyperpolarization,-7.946812,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,7.000000,PC,1,4,160.000000,0.000000,hyperpolarization,-3.521231,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,8.000000,PC,1,4,160.000000,0.000000,hyperpolarization,-3.909112,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,9.000000,PC,1,4,160.000000,0.000000,hyperpolarization,-6.106817,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,10.000000,PC,1,4,160.000000,0.000000,hyperpolarization,-2.463825,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,11.000000,PC,1,4,160.000000,0.000000,hyperpolarization,-3.256734,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,14.000000,PC,1,4,160.000000,0.000000,hyperpolarization,-3.892842,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,1.000000,PC,1,4,160.000000,1.000000,hyperpolarization,-6.824729,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,3.000000,PC,1,4,160.000000,1.000000,hyperpolarization,-4.979934,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,6.000000,PC,1,4,160.000000,1.000000,hyperpolarization,-5.746803,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,7.000000,PC,1,4,160.000000,1.000000,hyperpolarization,-3.900387,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,9.000000,PC,1,4,160.000000,1.000000,hyperpolarization,-11.336882,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,10.000000,PC,1,4,160.000000,1.000000,hyperpolarization,-4.633036,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,11.000000,PC,1,4,160.000000,1.000000,hyperpolarization,-2.670339,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,13.000000,PC,1,4,160.000000,1.000000,hyperpolarization,-4.328407,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,15.000000,PC,1,4,160.000000,1.000000,hyperpolarization,-2.851153,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,16.000000,PC,1,4,160.000000,1.000000,hyperpolarization,-5.221127,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,1.000000,PC,1,4,160.000000,2.000000,hyperpolarization,-8.657463,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,3.000000,PC,1,4,160.000000,2.000000,hyperpolarization,-6.032900,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,4.000000,PC,1,4,160.000000,2.000000,hyperpolarization,-6.946248,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,6.000000,PC,1,4,160.000000,2.000000,hyperpolarization,-9.479072,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,7.000000,PC,1,4,160.000000,2.000000,hyperpolarization,-3.407199,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,8.000000,PC,1,4,160.000000,2.000000,hyperpolarization,-4.941440,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,9.000000,PC,1,4,160.000000,2.000000,hyperpolarization,-4.788469,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,10.000000,PC,1,4,160.000000,2.000000,hyperpolarization,-5.766367,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,12.000000,PC,1,4,160.000000,2.000000,hyperpolarization,-7.605514,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,13.000000,PC,1,4,160.000000,2.000000,hyperpolarization,-4.247374,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,15.000000,PC,1,4,160.000000,2.000000,hyperpolarization,-2.874226,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,16.000000,PC,1,4,160.000000,2.000000,hyperpolarization,-7.341288,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,1.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-6.636738,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,2.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-3.246251,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,3.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-10.289165,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,4.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-6.833407,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,6.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-9.032658,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,8.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-3.894810,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,9.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-5.405162,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,10.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-2.780949,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,11.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-4.261642,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,12.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-7.161084,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,13.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-7.223285,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,14.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-3.906902,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,15.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-3.945257,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,16.000000,PC,1,4,160.000000,3.000000,hyperpolarization,-8.638592,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,3.000000,PC,1,4,160.000000,4.000000,hyperpolarization,-9.171076,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,4.000000,PC,1,4,160.000000,4.000000,hyperpolarization,-12.118042,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,6.000000,PC,1,4,160.000000,4.000000,hyperpolarization,-9.156977,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,7.000000,PC,1,4,160.000000,4.000000,hyperpolarization,-2.250883,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,8.000000,PC,1,4,160.000000,4.000000,hyperpolarization,-2.698585,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,9.000000,PC,1,4,160.000000,4.000000,hyperpolarization,-1.957470,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,11.000000,PC,1,4,160.000000,4.000000,hyperpolarization,-4.912284,cell,,,
B_T4_PC_w4_hyperpolarization_cell,T4,13.000000,PC,1,4,160.000000,4.000000,hyperpolarization,-7.163156,cell,,,
