idx,ctype,inp_gain,out_gain,Ih_gmax,out_scale,Ih_midv,Ih_slope,tau_midv
0,R1,2.295361,1.064165,0.000000,1.000000,-47.467427,-0.311141,-48.039746
1,R2,2.375292,1.204872,0.000000,1.000000,-47.467427,-0.311141,-48.039746
2,R3,2.118007,1.886269,0.000000,1.000000,-47.467427,-0.311141,-48.039746
3,R4,2.028241,1.174245,0.000000,1.000000,-47.467427,-0.311141,-48.039746
4,R5,1.962017,1.518376,0.000000,1.000000,-47.467427,-0.311141,-48.039746
5,R6,1.806879,0.873594,0.000000,1.000000,-47.467427,-0.311141,-48.039746
6,R7,0.490937,0.386601,0.000000,1.000000,-47.467427,-0.311141,-48.039746
7,R8,0.576562,0.945850,0.000000,1.000000,-47.467427,-0.311141,-48.039746
8,L1,1.560902,1.221722,45.428356,2.128692,-47.467427,-0.311141,-48.039746
9,L2,1.358552,0.741599,49.452149,2.051297,-47.467427,-0.311141,-48.039746
10,L3,0.530824,1.491579,0.000000,1.888852,-47.467427,-0.311141,-48.039746
11,L4,2.553756,0.924460,0.557568,4.252741,-47.467427,-0.311141,-48.039746
12,L5,2.629665,0.449897,46.382007,3.773466,-47.467427,-0.311141,-48.039746
13,Lawf1,0.100000,0.100000,0.000000,1.000000,-47.467427,-0.311141,-48.039746
14,Lawf2,0.363250,0.262417,0.000000,1.000000,-47.467427,-0.311141,-48.039746
15,Am,0.100000,0.100000,0.000000,1.000000,-47.467427,-0.311141,-48.039746
16,C2,0.100000,0.100000,0.000000,1.000000,-47.467427,-0.311141,-48.039746
17,C3,0.403101,0.680289,0.000000,1.000000,-47.467427,-0.311141,-48.039746
18,CT1(Lo1),1.985618,1.724075,0.000000,1.000000,-47.467427,-0.311141,-48.039746
19,CT1(M10),2.947292,2.704021,0.000000,1.000000,-47.467427,-0.311141,-48.039746
20,Mi1,3.305571,2.024497,0.000000,2.158852,-47.467427,-0.311141,-48.039746
21,Mi2,0.127047,0.106874,0.000000,1.000000,-47.467427,-0.311141,-48.039746
22,Mi3,0.481155,0.565426,0.000000,1.000000,-47.467427,-0.311141,-48.039746
23,Mi4,1.592168,1.203455,0.000000,2.282745,-47.467427,-0.311141,-48.039746
24,Mi9,0.737606,0.264274,0.000000,1.589318,-47.467427,-0.311141,-48.039746
