,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,0.100000,,,2.224282,0.860980,2.605116,6.449917,,,,,0.100000,,,,,,,,,,,,,,,,,,,10.000000,0.100000,,
R7,,,0.100000,10.000000,,3.420567,,,0.658612,0.100000,4.760483,,,,,,,,,,,,,,,0.100000,,,,,,0.100000,1.297719,
R8,,0.720421,0.100000,10.000000,0.100000,6.240088,,5.775287,0.100000,0.100000,7.072587,0.100000,,,,,,,,,,,,,,7.095135,1.298907,,,,0.100000,0.100000,0.100000,2.291476
L1,0.100000,0.100000,0.100000,0.100000,5.193866,3.936857,0.100000,2.685512,2.922195,0.100000,,0.549643,10.000000,1.124221,,,,,,,,,,0.100000,6.877385,,,2.587537,,,0.100000,2.603973,,10.000000
L2,0.100000,,10.000000,3.738532,9.056285,0.100000,4.991622,0.100000,0.100000,0.100000,0.100000,2.184619,9.979989,0.996435,,,,,,,,,,1.354868,3.677261,5.995176,,0.100000,3.543326,,0.100000,0.100000,,
L3,,10.000000,1.148767,0.759870,0.100000,,,,0.100000,0.307044,6.500663,5.930833,,,,,,,,,,,,0.100000,1.876724,0.100000,0.961026,,9.131290,6.210054,6.833680,0.100000,0.100000,
L4,0.100000,,,9.998339,5.349862,0.100000,0.100000,5.619031,0.100000,,0.100000,,0.100000,,,,,,,,,,,0.100000,0.100000,,,,0.100000,4.293924,,0.100000,0.762297,0.100000
L5,,,,5.038008,0.100000,,,10.000000,4.299509,0.293202,0.100000,10.000000,0.840070,0.736313,,,,,,,,,,0.100000,2.036457,1.781466,10.000000,0.100000,0.100000,,3.203323,3.207648,0.987688,0.100000
Mi1,,0.100000,10.000000,0.100499,0.100000,,,9.263028,3.439438,2.033314,1.446074,10.000000,0.100000,0.230331,7.017659,0.811347,8.569994,10.000000,2.294413,,,,,0.100000,0.100000,0.930206,10.000000,5.819509,0.100000,,4.011712,0.218395,0.992094,2.212815
Mi4,,,,,0.100000,3.808310,,0.100000,0.100000,0.100000,0.375619,0.100000,,0.981925,,8.647668,0.162361,0.780482,0.100000,,,,,10.000000,0.100000,0.460688,,10.000000,0.100000,4.501702,10.000000,1.768636,1.371789,0.100000
Mi9,,,,,,0.100000,3.179910,,0.100000,0.176806,,,0.100000,0.771294,4.786498,0.100000,4.860484,0.100000,8.939440,,,,,0.100000,0.100000,10.000000,10.000000,1.670257,0.100000,0.138319,1.481652,,0.100000,0.100000
T1,0.100000,1.005841,0.100000,,2.122901,0.848033,,0.100000,,,0.100000,,,,,,,,,,,,,3.728689,1.992174,1.589284,,,10.000000,,,,,
T2,,,,,,,,0.100000,9.057950,,10.000000,,10.000000,0.987328,10.000000,,,,,,,,,0.100000,0.100000,,9.964530,0.100000,10.000000,,,,,0.832026
T2a,,,,,,,,,1.578982,,,,0.565507,2.664181,0.999482,,,,,,,,,0.100000,,4.949332,1.036036,1.947868,0.966358,,1.568800,,,1.023143
T3,,,,,,,,,,,,,10.000000,1.009596,1.047250,,,,1.011571,,,,,0.991566,,,0.100000,10.000000,,,,1.043442,,0.100000
T4a,,,,,,,,,,,1.775168,,,,,0.100000,0.992971,1.017755,1.015026,0.968164,,,,,,,,,,,,1.768443,,
T4b,,,,,,,,,2.391383,0.978479,10.000000,,,,,6.924653,10.000000,,1.027232,,0.100000,,,,,,,,,,,,,
T4c,,,,,,,,,,,10.000000,,1.004123,,,,,7.023498,,,,0.952814,1.015293,,,,,,,,,,,
T4d,,,,,,,,,8.184415,,,,,,,,,0.989217,6.024335,,,,0.952110,,,,,,,,,,,
T5a,,,,,,,,,,,,,8.802529,,,0.100000,,,,1.155875,0.973726,,,,10.000000,,,,,,,,,
T5b,,,,,,,,,,,,,10.000000,,,,1.027064,,,0.957283,10.000000,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,9.136162,,,,,3.748942,,,0.972930,9.307667,0.970297,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.100000,,,,,0.100000,0.978045,,,,0.685768,,,,,,,,,,,
Tm1,,,,,0.100000,,,0.100000,2.063363,10.000000,0.100000,0.100000,0.100000,0.458668,0.100000,,,0.995398,,7.553666,10.000000,5.242950,0.100000,10.000000,0.100000,0.100000,0.100000,2.656778,0.100000,0.100000,0.100000,10.000000,,0.100000
Tm2,,,,2.618187,0.100000,,,0.745631,4.008390,10.000000,0.100000,0.100000,0.100000,0.100000,10.000000,0.995423,,10.000000,,9.967935,10.000000,9.404676,0.100000,0.100000,,,5.806978,0.100000,0.100000,3.977983,,8.048642,1.886132,0.100000
Tm20,,,,,,,,,,0.126044,0.100000,0.100000,0.458941,0.100000,,,,,,,,,,10.000000,0.100000,0.998675,1.002583,,,8.938109,,0.100000,,
Tm21,,,,,,,,,8.326000,,,,1.370478,0.957859,,,,,,,,,,0.100000,,,0.100000,,,,,,,
Tm3,,,,0.100000,0.100000,,,,3.884882,0.585013,2.388826,,3.034478,0.100000,2.100575,0.854930,0.100000,0.100000,0.100000,,1.024763,,1.035747,,,,,3.340954,0.100000,,4.993444,4.803718,0.100000,10.000000
Tm4,,,,,10.000000,,,,0.100000,0.100000,,10.000000,10.000000,0.100000,4.065047,,,,,9.458326,1.257616,8.778508,0.100000,3.066408,8.510390,,2.164239,0.100000,1.606078,,0.100000,0.100000,,0.103730
Tm9,,,,,,0.558168,,,,0.100000,0.100000,,0.100000,0.100000,,,,,,0.952978,4.793297,8.767538,0.100000,0.100000,0.100000,1.074585,1.343025,,6.419468,9.112176,,,,
C2,10.000000,0.100000,0.100000,0.100000,7.210972,0.100000,0.100000,0.100000,0.100000,0.100000,,0.100000,0.100000,0.360278,10.000000,,,,,,,,,3.894122,,,,,,0.423688,10.000000,10.000000,,
C3,0.100000,,,0.715304,0.695617,0.100000,10.000000,0.100000,10.000000,0.100000,0.100000,0.100000,10.000000,1.004137,1.032604,6.441892,10.000000,0.100000,0.975333,,,,,6.520903,0.100000,4.006297,10.000000,0.100000,7.576303,3.478346,10.000000,,,
Lawf1,0.160337,,,1.741436,2.181066,0.100000,,0.736649,,,1.867121,1.559683,,,,,,,,,,,,,,,,1.896115,,,,,0.512250,
Lawf2,0.100000,,,0.100000,0.615594,2.009940,,8.360958,,,,10.000000,,,,,,,,,,,,10.000000,10.000000,,,,,0.100000,1.329103,0.100000,0.901394,
