type,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
Lawf2,720575940645360663,23,5,"2, 1, 1, 1",3,11.8,13,10,-11.8,-11,-13,-11.8,-11.0,-13.0,5.9,6.5,4.0
Lawf2,720575940660830081,16,3,"1, 1, 1",17,4.0,5,3,-2.667,-2,-3,-2.667,-2.0,-3.0,2.667,3.5,2.0
Lawf2,720575940612684054,25,5,"3, 1, 1",18,12.6,14,10,-10.8,-10,-14,-10.8,-10.0,-14.0,7.2,9.0,3.0
Lawf2,720575940617730265,15,2,2,22,-2.0,-2,-2,1.0,1,1,1.0,1.0,1.0,-1.5,-1.5,-1.5
Lawf2,720575940630327290,18,4,"1, 1, 1, 1",24,4.0,6,0,2.0,5,0,2.0,5.0,0.0,5.0,6.5,2.5
Lawf2,720575940637237166,21,5,"1, 1, 1, 1, 1",38,1.0,3,-1,0.0,1,-1,0.0,1.0,-1.0,1.0,2.5,-1.0
Lawf2,720575940627702293,27,8,"2, 1, 1, 1, 1, 1, 1",39,-9.625,-8,-11,0.375,2,-1,0.375,2.0,-1.0,-9.438,-8.0,-10.5
Lawf2,720575940614324008,21,4,"1, 1, 1, 1",46,-12.0,-11,-13,8.75,10,8,8.75,10.0,8.0,-7.625,-6.0,-9.0
Lawf2,720575940627495452,18,4,"1, 1, 1, 1",50,-11.75,-8,-14,2.75,5,0,2.75,5.0,0.0,-10.375,-8.0,-11.5
Lawf2,720575940660580481,15,1,1,57,12.0,12,12,-13.0,-13,-13,-13.0,-13.0,-13.0,5.5,5.5,5.5
Lawf2,720575940616344518,18,6,"2, 1, 1, 1, 1",65,-15.0,-14,-16,2.333,4,1,2.333,4.0,1.0,-13.833,-13.0,-14.5
Lawf2,720575940624564553,24,7,"2, 1, 1, 1, 1, 1",74,3.429,4,2,1.143,3,-1,1.143,3.0,-1.0,4.0,5.0,3.0
Lawf2,720575940638478569,17,1,1,83,13.0,13,13,-5.0,-5,-5,-5.0,-5.0,-5.0,10.5,10.5,10.5
Lawf2,720575940625706288,25,9,"2, 2, 1, 1, 1, 1, 1",84,-7.667,-6,-9,3.889,5,3,3.889,5.0,3.0,-5.722,-4.5,-7.5
Lawf2,720575940629545115,21,5,"2, 1, 1, 1",85,14.2,15,13,-8.2,-7,-9,-8.2,-7.0,-9.0,10.1,11.0,9.0
Lawf2,720575940642431963,32,10,"3, 2, 2, 1, 1, 1",93,-6.9,-6,-8,11.2,13,10,11.2,13.0,10.0,-1.3,0.0,-2.0
Lawf2,720575940631089152,18,7,"2, 1, 1, 1, 1, 1",96,5.714,7,3,-1.571,2,-5,-1.571,2.0,-5.0,4.929,6.0,4.0
Lawf2,720575940625089975,15,1,1,104,13.0,13,13,1.0,1,1,1.0,1.0,1.0,13.5,13.5,13.5
Lawf2,720575940616200863,20,4,"2, 1, 1",110,-6.75,-6,-7,14.25,15,14,14.25,15.0,14.0,0.375,1.0,0.0
Lawf2,720575940633537700,27,4,"1, 1, 1, 1",114,8.75,10,8,-4.75,-4,-5,-4.75,-4.0,-5.0,6.375,7.5,5.5
Lawf2,720575940627076298,20,4,"2, 1, 1",118,2.75,4,2,-6.5,-6,-7,-6.5,-6.0,-7.0,-0.5,0.5,-1.0
Lawf2,720575940614324963,21,4,"2, 1, 1",122,-8.75,-8,-9,9.5,10,9,9.5,10.0,9.0,-4.0,-3.0,-4.5
Lawf2,720575940626916380,22,6,"1, 1, 1, 1, 1, 1",128,14.333,15,13,-6.333,-5,-8,-6.333,-5.0,-8.0,11.167,12.0,10.0
Lawf2,720575940626082588,17,3,"1, 1, 1",136,-0.667,0,-1,-1.0,0,-2,-1.0,0.0,-2.0,-1.167,-1.0,-1.5
Lawf2,720575940621783646,25,8,"2, 1, 1, 1, 1, 1, 1",162,-2.5,-1,-4,7.75,9,7,7.75,9.0,7.0,1.375,2.5,0.5
Lawf2,720575940642626779,11,1,1,163,-12.0,-12,-12,17.0,17,17,17.0,17.0,17.0,-3.5,-3.5,-3.5
Lawf2,720575940628695044,20,4,"2, 1, 1",164,0.0,1,-1,2.0,2,2,2.0,2.0,2.0,1.0,2.0,0.0
Lawf2,720575940615264198,24,6,"2, 1, 1, 1, 1",167,9.167,10,8,-1.5,-1,-3,-1.5,-1.0,-3.0,8.417,9.5,7.5
Lawf2,720575940628206664,19,4,"2, 1, 1",169,8.5,10,6,0.5,2,0,0.5,2.0,0.0,8.75,10.0,7.0
Lawf2,720575940626952847,31,8,"2, 2, 1, 1, 1, 1",196,-4.875,-4,-6,1.875,3,1,1.875,3.0,1.0,-3.938,-3.0,-5.0
Lawf2,720575940622402544,26,6,"1, 1, 1, 1, 1, 1",212,9.833,11,8,-3.833,-2,-5,-3.833,-2.0,-5.0,7.917,9.0,7.0
Lawf2,720575940634484706,30,9,"2, 2, 2, 1, 1, 1",213,5.111,7,3,-5.667,-4,-7,-5.667,-4.0,-7.0,2.278,3.5,1.0
Lawf2,720575940616394869,18,4,"1, 1, 1, 1",214,-6.5,-6,-8,8.75,10,8,8.75,10.0,8.0,-2.125,-1.0,-4.0
Lawf2,720575940630979659,20,6,"2, 1, 1, 1, 1",224,-2.5,-1,-4,-0.833,0,-2,-0.833,0.0,-2.0,-2.917,-2.0,-4.0
Lawf2,720575940629267200,26,8,"3, 1, 1, 1, 1, 1",227,-8.625,-7,-10,13.25,15,11,13.25,15.0,11.0,-2.0,-0.5,-3.0
Lawf2,720575940622525729,15,3,"1, 1, 1",234,0.0,1,-1,-3.333,-3,-4,-3.333,-3.0,-4.0,-1.667,-1.0,-2.5
Lawf2,720575940619404155,24,5,"2, 1, 1, 1",238,-6.4,-5,-9,15.0,17,14,15.0,17.0,14.0,1.1,2.0,-0.5
