cell,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
TmY14,720575940614111650,76,18,"3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1",1,-11.944,-10,-14,10.889,12,10,10.889,12.0,10.0,-6.5,-4.5,-8.5
TmY14,720575940615691158,101,39,"4, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1",8,-16.667,-15,-18,7.897,11,5,7.897,11.0,5.0,-12.718,-10.5,-15.0
TmY14,720575940627759674,71,18,"3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1",10,13.278,15,12,-10.611,-9,-12,-10.611,-9.0,-12.0,7.972,9.5,7.0
TmY14,720575940633427937,88,27,"4, 4, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1",13,11.852,14,9,1.667,4,-1,1.667,4.0,-1.0,12.685,14.0,11.0
TmY14,720575940643197088,106,35,"6, 5, 5, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1",14,13.514,16,11,-1.029,1,-4,-1.029,1.0,-4.0,13.0,14.5,11.0
TmY14,720575940622304781,96,23,"4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1",15,3.696,5,2,-5.217,-4,-7,-5.217,-4.0,-7.0,1.087,2.5,-0.5
TmY14,720575940606213553,93,30,"7, 6, 5, 3, 3, 2, 1, 1, 1, 1",20,8.733,11,7,-6.967,-5,-9,-6.967,-5.0,-9.0,5.25,7.0,4.0
TmY14,720575940638038086,75,24,"4, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1",30,-2.375,0,-5,-11.75,-10,-13,-11.75,-10.0,-13.0,-8.25,-6.5,-10.5
TmY14,720575940619840728,85,23,"6, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1",35,12.913,14,11,-2.0,0,-4,-2.0,0.0,-4.0,11.913,13.0,10.0
TmY14,720575940632202819,80,23,"4, 4, 4, 3, 3, 2, 1, 1, 1",36,2.087,4,1,-12.0,-11,-13,-12.0,-11.0,-13.0,-3.913,-2.0,-5.0
TmY14,720575940643409352,98,31,"5, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1",39,-10.452,-9,-13,0.323,2,-2,0.323,2.0,-2.0,-10.29,-8.5,-12.0
TmY14,720575940621096896,83,24,"4, 4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1",43,-13.708,-12,-17,9.958,12,8,9.958,12.0,8.0,-8.729,-6.5,-11.0
TmY14,720575940626571066,91,26,"6, 5, 5, 4, 2, 1, 1, 1, 1",49,5.538,7,4,-8.115,-7,-10,-8.115,-7.0,-10.0,1.481,2.5,0.0
TmY14,720575940624645127,84,20,"3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1",55,1.65,3,-1,6.8,8,5,6.8,8.0,5.0,5.05,6.5,3.0
TmY14,720575940612235889,75,22,"3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1",59,-2.591,-1,-4,3.909,5,2,3.909,5.0,2.0,-0.636,1.0,-2.0
TmY14,720575940623599655,81,29,"7, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1",64,16.414,18,13,-8.862,-7,-12,-8.862,-7.0,-12.0,11.983,13.5,9.0
TmY14,720575940637013678,75,19,"4, 3, 3, 2, 2, 2, 1, 1, 1",69,-3.316,-2,-5,-1.895,-1,-3,-1.895,-1.0,-3.0,-4.263,-3.0,-5.5
TmY14,720575940607896009,90,23,"3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1",70,-14.391,-13,-16,7.304,9,5,7.304,9.0,5.0,-10.739,-8.5,-12.5
TmY14,720575940621461673,79,19,"4, 4, 2, 2, 2, 2, 2, 1",73,1.0,2,0,-4.211,-3,-6,-4.211,-3.0,-6.0,-1.105,0.0,-2.0
TmY14,720575940606080358,104,28,"4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1",74,4.464,6,2,0.75,3,-2,0.75,3.0,-2.0,4.839,7.0,3.0
TmY14,720575940617819229,75,14,"3, 2, 2, 2, 2, 1, 1, 1",76,-1.286,0,-3,6.143,7,5,6.143,7.0,5.0,1.786,3.0,0.0
TmY14,720575940629507584,86,24,"7, 6, 2, 2, 2, 1, 1, 1, 1, 1",85,15.0,16,13,-8.25,-6,-10,-8.25,-6.0,-10.0,10.875,12.0,9.5
TmY14,720575940615720902,86,22,"3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1",86,-0.955,1,-3,9.227,11,8,9.227,11.0,8.0,3.659,6.5,2.0
TmY14,720575940625368871,81,25,"5, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1, 1",87,-4.12,-3,-6,-3.16,-1,-5,-3.16,-1.0,-5.0,-5.7,-4.5,-7.0
TmY14,720575940623649560,98,29,"5, 5, 4, 4, 3, 2, 2, 1, 1, 1, 1",93,-7.483,-5,-9,11.138,13,9,11.138,13.0,9.0,-1.914,0.0,-3.0
TmY14,720575940619876150,87,25,"7, 4, 3, 2, 2, 2, 1, 1, 1, 1, 1",109,6.72,8,5,-9.24,-8,-11,-9.24,-8.0,-11.0,2.1,3.5,-0.5
TmY14,720575940626765913,87,25,"5, 5, 4, 3, 2, 1, 1, 1, 1, 1, 1",115,-4.64,-3,-6,8.12,10,6,8.12,10.0,6.0,-0.58,0.5,-2.0
TmY14,720575940609910795,84,24,"5, 4, 3, 2, 2, 2, 2, 2, 1, 1",122,-8.625,-7,-10,8.667,10,7,8.667,10.0,7.0,-4.292,-2.5,-6.0
TmY14,720575940644310039,87,29,"6, 4, 4, 3, 3, 2, 2, 2, 1, 1, 1",126,-1.759,1,-4,-7.414,-6,-9,-7.414,-6.0,-9.0,-5.466,-3.0,-7.5
TmY14,720575940628853160,101,32,"10, 5, 5, 3, 2, 1, 1, 1, 1, 1, 1, 1",128,14.0,16,12,-5.688,-4,-8,-5.688,-4.0,-8.0,11.156,13.5,9.5
TmY14,720575940619046053,102,33,"6, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1",133,-12.788,-11,-15,6.212,8,4,6.212,8.0,4.0,-9.682,-7.5,-11.5
TmY14,720575940640219453,90,19,"4, 3, 3, 2, 2, 2, 1, 1, 1",136,-1.211,0,-2,-0.684,1,-3,-0.684,1.0,-3.0,-1.553,-0.5,-2.5
TmY14,720575940636422121,83,14,"5, 4, 1, 1, 1, 1, 1",137,8.571,10,7,-10.857,-10,-12,-10.857,-10.0,-12.0,3.143,4.5,2.0
TmY14,720575940614593292,75,20,"5, 4, 3, 3, 1, 1, 1, 1, 1",140,-0.6,1,-2,-6.2,-5,-8,-6.2,-5.0,-8.0,-3.7,-2.5,-5.0
TmY14,720575940614708399,96,23,"3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1",143,-11.522,-10,-14,7.609,9,5,7.609,9.0,5.0,-7.717,-5.5,-10.0
TmY14,720575940641852405,71,17,"5, 3, 2, 2, 2, 1, 1, 1",149,12.647,14,11,-11.588,-10,-13,-11.588,-10.0,-13.0,6.853,8.0,5.5
