cell,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
Mi10,720575940605796785,9,4,"1, 1, 1, 1",4,5.75,7,5,9.0,10,8,9.0,10.0,8.0,10.25,11.0,9.5
Mi10,720575940616845429,10,6,"2, 1, 1, 1, 1",5,-9.167,-8,-10,1.667,3,1,1.667,3.0,1.0,-8.333,-7.5,-9.0
Mi10,720575940618504221,23,7,"1, 1, 1, 1, 1, 1, 1",7,-3.286,-2,-5,11.714,13,10,11.714,13.0,10.0,2.571,3.5,1.5
Mi10,720575940614588467,14,6,"1, 1, 1, 1, 1, 1",27,13.0,14,12,-1.0,1,-4,-1.0,1.0,-4.0,12.5,13.0,12.0
Mi10,720575940612930709,10,5,"1, 1, 1, 1, 1",38,1.4,2,1,-0.2,1,-1,-0.2,1.0,-1.0,1.3,2.0,0.5
Mi10,720575940630285356,13,5,"1, 1, 1, 1, 1",39,-9.8,-9,-11,0.0,1,-2,0.0,1.0,-2.0,-9.8,-9.0,-10.5
Mi10,720575940610638233,6,3,"1, 1, 1",41,-17.333,-17,-18,6.0,8,4,6.0,8.0,4.0,-14.333,-14.0,-15.0
Mi10,720575940613076594,20,7,"1, 1, 1, 1, 1, 1, 1",49,6.286,7,5,-8.286,-7,-10,-8.286,-7.0,-10.0,2.143,3.0,1.5
Mi10,720575940639522126,10,5,"2, 1, 1, 1",50,-11.8,-11,-13,3.4,4,3,3.4,4.0,3.0,-10.1,-9.5,-11.0
Mi10,720575940630692668,10,5,"1, 1, 1, 1, 1",52,10.4,12,9,2.0,4,-1,2.0,4.0,-1.0,11.4,12.0,11.0
Mi10,720575940621673036,12,4,"1, 1, 1, 1",53,-2.0,-1,-3,-9.75,-9,-11,-9.75,-9.0,-11.0,-6.875,-6.5,-7.5
Mi10,720575940631827663,15,7,"1, 1, 1, 1, 1, 1, 1",57,12.286,13,11,-13.0,-12,-14,-13.0,-12.0,-14.0,5.786,7.0,4.5
Mi10,720575940641441269,15,6,"1, 1, 1, 1, 1, 1",61,-2.167,-1,-3,8.0,9,7,8.0,9.0,7.0,1.833,2.5,1.0
Mi10,720575940636730981,13,7,"1, 1, 1, 1, 1, 1, 1",74,4.286,6,3,0.571,2,-1,0.571,2.0,-1.0,4.571,5.5,3.5
Mi10,720575940630440407,10,5,"1, 1, 1, 1, 1",86,-0.8,0,-2,9.2,10,8,9.2,10.0,8.0,3.8,4.5,3.0
Mi10,720575940647189044,15,8,"1, 1, 1, 1, 1, 1, 1, 1",94,-4.0,-2,-6,-9.625,-8,-11,-9.625,-8.0,-11.0,-8.812,-7.5,-10.5
Mi10,720575940612903898,18,7,"2, 1, 1, 1, 1, 1",97,-6.143,-5,-7,10.143,11,9,10.143,11.0,9.0,-1.071,0.0,-2.0
Mi10,720575940627233380,21,9,"2, 1, 1, 1, 1, 1, 1, 1",101,-10.111,-9,-11,13.889,15,13,13.889,15.0,13.0,-3.167,-2.0,-4.5
Mi10,720575940643270285,7,5,"1, 1, 1, 1, 1",104,13.2,14,12,1.0,3,-1,1.0,3.0,-1.0,13.7,14.0,13.5
Mi10,720575940624864236,18,8,"1, 1, 1, 1, 1, 1, 1, 1",116,3.125,4,2,2.375,4,0,2.375,4.0,0.0,4.312,5.0,3.5
Mi10,720575940628354247,16,5,"1, 1, 1, 1, 1",118,3.2,4,2,-6.8,-6,-8,-6.8,-6.0,-8.0,-0.2,0.5,-1.0
Mi10,720575940620069323,16,7,"2, 1, 1, 1, 1, 1",122,-9.143,-8,-10,9.143,10,8,9.143,10.0,8.0,-4.571,-4.0,-5.5
Mi10,720575940624746475,11,5,"1, 1, 1, 1, 1",125,1.0,2,0,-11.2,-10,-12,-11.2,-10.0,-12.0,-4.6,-4.0,-5.5
Mi10,720575940645979415,4,2,"1, 1",126,-2.5,-2,-3,-6.5,-6,-7,-6.5,-6.0,-7.0,-5.75,-5.5,-6.0
Mi10,720575940629632615,23,8,"1, 1, 1, 1, 1, 1, 1, 1",128,13.375,15,12,-5.625,-4,-7,-5.625,-4.0,-7.0,10.562,12.0,9.5
Mi10,720575940628557288,13,6,"2, 1, 1, 1, 1",147,-9.167,-8,-10,-2.5,-1,-3,-2.5,-1.0,-3.0,-10.417,-9.5,-11.5
Mi10,720575940615573131,10,4,"2, 1, 1",156,-9.25,-8,-10,17.5,18,17,17.5,18.0,17.0,-0.5,0.5,-1.0
Mi10,720575940623625741,10,4,"1, 1, 1, 1",156,-9.25,-8,-10,16.5,17,16,16.5,17.0,16.0,-1.0,0.0,-2.0
Mi10,720575940639890485,9,5,"1, 1, 1, 1, 1",169,8.8,10,7,0.4,2,-1,0.4,2.0,-1.0,9.0,10.0,8.0
Mi10,720575940621760116,20,6,"1, 1, 1, 1, 1, 1",170,-5.167,-4,-6,8.5,10,7,8.5,10.0,7.0,-0.917,0.0,-1.5
Mi10,720575940639414342,11,6,"1, 1, 1, 1, 1, 1",173,14.833,16,14,-4.833,-3,-7,-4.833,-3.0,-7.0,12.417,13.0,12.0
Mi10,720575940618215195,15,7,"1, 1, 1, 1, 1, 1, 1",174,12.0,13,11,-9.0,-8,-10,-9.0,-8.0,-10.0,7.5,8.5,6.5
Mi10,720575940609218005,17,8,"1, 1, 1, 1, 1, 1, 1, 1",182,11.875,13,11,-14.125,-13,-15,-14.125,-13.0,-15.0,4.812,6.0,3.5
Mi10,720575940618023202,16,8,"2, 1, 1, 1, 1, 1, 1",185,7.625,9,7,-4.625,-3,-6,-4.625,-3.0,-6.0,5.312,6.5,4.5
Mi10,720575940632514119,24,10,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1",185,7.7,9,6,-4.7,-1,-7,-4.7,-1.0,-7.0,5.35,6.0,4.5
Mi10,720575940637812201,21,8,"1, 1, 1, 1, 1, 1, 1, 1",185,8.5,10,7,-4.625,-3,-6,-4.625,-3.0,-6.0,6.188,7.0,5.0
Mi10,720575940614180904,15,5,"1, 1, 1, 1, 1",188,-12.6,-12,-13,8.8,10,8,8.8,10.0,8.0,-8.2,-7.5,-9.0
Mi10,720575940613932402,11,5,"1, 1, 1, 1, 1",190,-0.2,1,-1,4.8,6,4,4.8,6.0,4.0,2.2,3.0,1.5
Mi10,720575940630575354,15,5,"1, 1, 1, 1, 1",194,2.8,4,2,-1.2,0,-2,-1.2,0.0,-2.0,2.2,3.0,1.5
Mi10,720575940647401860,12,7,"1, 1, 1, 1, 1, 1, 1",196,-4.571,-3,-6,2.143,4,1,2.143,4.0,1.0,-3.5,-2.5,-5.0
Mi10,720575940614313965,8,3,"1, 1, 1",198,5.0,6,4,-12.667,-12,-13,-12.667,-12.0,-13.0,-1.333,-0.5,-2.5
Mi10,720575940621946740,14,5,"1, 1, 1, 1, 1",203,4.4,5,4,-7.2,-6,-8,-7.2,-6.0,-8.0,0.8,1.5,0.0
Mi10,720575940633127967,22,7,"1, 1, 1, 1, 1, 1, 1",204,5.714,7,4,-9.714,-9,-11,-9.714,-9.0,-11.0,0.857,2.0,-0.5
Mi10,720575940617424704,20,7,"1, 1, 1, 1, 1, 1, 1",205,8.286,9,7,-9.571,-8,-11,-9.571,-8.0,-11.0,3.5,4.5,2.0
Mi10,720575940624645449,15,5,"1, 1, 1, 1, 1",206,-5.2,-4,-6,4.6,6,3,4.6,6.0,3.0,-2.9,-2.5,-3.5
Mi10,720575940605524960,6,4,"1, 1, 1, 1",207,-12.5,-11,-14,-3.0,-1,-4,-3.0,-1.0,-4.0,-14.0,-13.0,-14.5
Mi10,720575940639073614,17,5,"1, 1, 1, 1, 1",210,-10.0,-9,-11,12.0,13,11,12.0,13.0,11.0,-4.0,-3.0,-5.0
Mi10,720575940618530075,24,8,"1, 1, 1, 1, 1, 1, 1, 1",212,10.125,11,9,-4.25,-3,-6,-4.25,-3.0,-6.0,8.0,9.0,7.0
Mi10,720575940639554432,17,8,"1, 1, 1, 1, 1, 1, 1, 1",213,5.25,7,4,-5.625,-4,-8,-5.625,-4.0,-8.0,2.438,3.0,1.5
Mi10,720575940622728730,16,6,"1, 1, 1, 1, 1, 1",216,-6.667,-6,-8,-4.667,-4,-6,-4.667,-4.0,-6.0,-9.0,-8.0,-10.0
