cell,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
Tm27,720575940620393040,10,5,"2, 2, 1",3,11.6,12,11,-12.4,-12,-13,-12.4,-12.0,-13.0,5.4,6.0,5.0
Tm27,720575940611104691,13,8,"4, 2, 1, 1",6,0.125,1,-1,4.0,5,3,4.0,5.0,3.0,2.125,2.5,1.5
Tm27,720575940613589741,11,7,"3, 2, 1, 1",7,-3.0,-2,-4,12.429,13,12,12.429,13.0,12.0,3.214,4.0,2.5
Tm27,720575940616231380,22,12,"5, 2, 1, 1, 1, 1, 1",10,12.583,14,11,-10.917,-10,-12,-10.917,-10.0,-12.0,7.125,8.0,5.5
Tm27,720575940638082532,14,7,"3, 2, 1, 1",12,-11.286,-11,-12,13.0,14,12,13.0,14.0,12.0,-4.786,-4.0,-5.5
Tm27,720575940621200961,19,11,"4, 2, 1, 1, 1, 1, 1",13,11.909,13,10,2.182,3,1,2.182,3.0,1.0,13.0,14.0,11.5
Tm27,720575940628092797,14,7,"2, 1, 1, 1, 1, 1",14,14.0,15,13,-0.857,0,-2,-0.857,0.0,-2.0,13.571,14.5,13.0
Tm27,720575940619747531,7,1,1,17,4.0,4,4,-3.0,-3,-3,-3.0,-3.0,-3.0,2.5,2.5,2.5
Tm27,720575940628676343,18,7,"3, 2, 1, 1",17,3.571,4,3,-3.143,-2,-4,-3.143,-2.0,-4.0,2.0,2.5,1.5
Tm27,720575940628407025,11,8,"3, 2, 1, 1, 1",18,12.625,13,12,-9.875,-9,-11,-9.875,-9.0,-11.0,7.688,8.5,7.0
Tm27,720575940632541743,19,12,"5, 2, 2, 1, 1, 1",19,-15.167,-14,-16,13.083,14,12,13.083,14.0,12.0,-8.625,-7.0,-10.0
Tm27,720575940616574182,10,7,"4, 2, 1",20,8.857,9,8,-7.143,-6,-8,-7.143,-6.0,-8.0,5.286,5.5,5.0
Tm27,720575940627290383,16,6,"2, 1, 1, 1, 1",20,8.833,10,8,-7.167,-6,-8,-7.167,-6.0,-8.0,5.25,6.0,4.5
Tm27,720575940623284477,14,7,"2, 2, 2, 1",22,-2.429,-2,-3,0.857,2,0,0.857,2.0,0.0,-2.0,-1.5,-2.5
Tm27,720575940621946221,16,9,"4, 2, 2, 1",23,4.889,6,4,6.444,7,6,6.444,7.0,6.0,8.111,9.0,7.5
Tm27,720575940614341347,9,5,"3, 2",25,-9.6,-9,-10,16.6,17,16,16.6,17.0,16.0,-1.3,-1.0,-1.5
Tm27,720575940621692329,14,8,"4, 2, 1, 1",26,2.75,3,2,-3.125,-2,-4,-3.125,-2.0,-4.0,1.188,1.5,0.5
Tm27,720575940630780101,23,10,"4, 3, 1, 1, 1",27,12.8,13,12,-1.3,0,-2,-1.3,0.0,-2.0,12.15,13.0,11.0
Tm27,720575940627533992,24,15,"3, 3, 3, 2, 2, 1, 1",31,-8.0,-6,-9,-0.333,1,-2,-0.333,1.0,-2.0,-8.167,-7.0,-9.0
Tm27,720575940629925392,14,7,"3, 2, 2",33,-6.286,-6,-7,-6.429,-6,-7,-6.429,-6.0,-7.0,-9.5,-9.0,-10.0
Tm27,720575940629235143,12,7,"2, 2, 1, 1, 1",36,2.286,3,1,-12.143,-11,-13,-12.143,-11.0,-13.0,-3.786,-3.0,-5.0
Tm27,720575940629917890,15,8,"3, 3, 1, 1",37,-0.5,0,-1,-3.25,-2,-4,-3.25,-2.0,-4.0,-2.125,-1.5,-2.5
Tm27,720575940611448818,9,5,"3, 1, 1",38,0.8,1,0,-0.2,0,-1,-0.2,0.0,-1.0,0.7,1.0,0.0
Tm27,720575940604990124,18,10,"3, 2, 2, 2, 1",40,0.7,2,0,3.8,5,3,3.8,5.0,3.0,2.6,3.5,2.0
Tm27,720575940632270540,16,8,"4, 2, 2",42,-7.75,-7,-8,2.25,3,2,2.25,3.0,2.0,-6.625,-6.0,-7.0
Tm27,720575940622133158,16,6,"3, 2, 1",44,9.833,10,9,-9.5,-9,-10,-9.5,-9.0,-10.0,5.083,5.5,4.5
Tm27,720575940633933229,13,5,"2, 1, 1, 1",44,9.8,11,9,-10.4,-10,-11,-10.4,-10.0,-11.0,4.6,5.5,4.0
Tm27,720575940627235134,15,9,"4, 2, 1, 1, 1",45,-3.778,-3,-5,9.444,10,8,9.444,10.0,8.0,0.944,1.5,0.0
Tm27,720575940621888862,15,10,"4, 3, 2, 1",46,-11.5,-11,-12,8.7,9,8,8.7,9.0,8.0,-7.15,-6.5,-8.0
Tm27,720575940627864136,26,13,"4, 4, 2, 2, 1",46,-12.231,-11,-13,9.462,10,9,9.462,10.0,9.0,-7.5,-6.5,-8.5
Tm27,720575940625121550,12,5,"2, 1, 1, 1",49,5.8,7,5,-8.4,-8,-9,-8.4,-8.0,-9.0,1.6,2.5,1.0
Tm27,720575940622374035,12,7,"2, 2, 2, 1",50,-11.571,-11,-12,3.143,4,2,3.143,4.0,2.0,-10.0,-9.5,-10.5
Tm27,720575940613218531,19,11,"3, 2, 2, 2, 1, 1",51,9.818,11,9,-0.636,1,-2,-0.636,1.0,-2.0,9.5,10.0,8.5
Tm27,720575940614661538,12,8,"4, 1, 1, 1, 1",52,9.875,11,9,2.375,4,1,2.375,4.0,1.0,11.062,11.5,10.5
Tm27,720575940640031651,20,9,"3, 3, 2, 1",53,-2.222,-1,-3,-9.556,-9,-11,-9.556,-9.0,-11.0,-7.0,-6.5,-7.5
Tm27,720575940609620693,11,7,"3, 2, 1, 1",55,2.0,4,1,7.286,8,6,7.286,8.0,6.0,5.643,7.0,5.0
