cell,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
Mi13,720575940623087128,4,1,1,3,12.0,12,12,-12.0,-12,-12,-12.0,-12.0,-12.0,6.0,6.0,6.0
Mi13,720575940633522719,6,1,1,7,-3.0,-3,-3,12.0,12,12,12.0,12.0,12.0,3.0,3.0,3.0
Mi13,720575940630572089,22,9,"3, 2, 2, 1, 1",8,-16.556,-16,-18,7.667,10,7,7.667,10.0,7.0,-12.722,-12.0,-13.5
Mi13,720575940622962949,6,1,1,10,13.0,13,13,-11.0,-11,-11,-11.0,-11.0,-11.0,7.5,7.5,7.5
Mi13,720575940608542731,9,3,"2, 1",17,4.333,5,4,-3.0,-3,-3,-3.0,-3.0,-3.0,2.833,3.5,2.5
Mi13,720575940625570844,7,2,"1, 1",21,-10.0,-9,-11,2.5,3,2,2.5,3.0,2.0,-8.75,-8.0,-9.5
Mi13,720575940628180367,7,1,1,22,-2.0,-2,-2,1.0,1,1,1.0,1.0,1.0,-1.5,-1.5,-1.5
Mi13,720575940614442961,4,1,1,33,-6.0,-6,-6,-6.0,-6,-6,-6.0,-6.0,-6.0,-9.0,-9.0,-9.0
Mi13,720575940623583123,6,1,1,45,-4.0,-4,-4,9.0,9,9,9.0,9.0,9.0,0.5,0.5,0.5
Mi13,720575940623027461,11,3,"2, 1",46,-12.667,-12,-14,9.333,10,9,9.333,10.0,9.0,-8.0,-7.5,-9.0
Mi13,720575940604778673,6,2,2,54,-5.0,-5,-5,7.0,7,7,7.0,7.0,7.0,-1.5,-1.5,-1.5
Mi13,720575940609302211,3,1,1,55,2.0,2,2,7.0,7,7,7.0,7.0,7.0,5.5,5.5,5.5
Mi13,720575940628025477,6,1,1,60,-12.0,-12,-12,16.0,16,16,16.0,16.0,16.0,-4.0,-4.0,-4.0
Mi13,720575940636634743,9,1,1,63,-2.0,-2,-2,-8.0,-8,-8,-8.0,-8.0,-8.0,-6.0,-6.0,-6.0
Mi13,720575940610522232,11,5,"2, 1, 1, 1",67,4.4,6,3,3.0,4,2,3.0,4.0,2.0,5.9,7.0,5.0
Mi13,720575940622009037,8,2,2,68,-5.0,-5,-5,-6.0,-6,-6,-6.0,-6.0,-6.0,-8.0,-8.0,-8.0
Mi13,720575940624712892,7,3,"2, 1",70,-14.333,-14,-15,7.0,7,7,7.0,7.0,7.0,-10.833,-10.5,-11.5
Mi13,720575940631566417,9,3,"1, 1, 1",73,1.333,2,1,-3.667,-3,-4,-3.667,-3.0,-4.0,-0.5,0.0,-1.0
Mi13,720575940620894061,8,4,"3, 1",75,-12.75,-12,-13,12.5,14,12,12.5,14.0,12.0,-6.5,-5.0,-7.0
Mi13,720575940622614652,9,2,2,78,-8.0,-8,-8,-4.0,-4,-4,-4.0,-4.0,-4.0,-10.0,-10.0,-10.0
Mi13,720575940653063414,9,2,"1, 1",80,-2.0,-2,-2,-9.5,-9,-10,-9.5,-9.0,-10.0,-6.75,-6.5,-7.0
Mi13,720575940626386301,12,3,"1, 1, 1",81,6.667,7,6,-12.333,-12,-13,-12.333,-12.0,-13.0,0.5,1.0,0.0
Mi13,720575940620842516,12,3,"1, 1, 1",82,-9.667,-9,-10,13.333,14,13,13.333,14.0,13.0,-3.0,-2.5,-3.5
Mi13,720575940621794288,8,1,1,89,11.0,11,11,-3.0,-3,-3,-3.0,-3.0,-3.0,9.5,9.5,9.5
Mi13,720575940629852972,8,1,1,94,-4.0,-4,-4,-10.0,-10,-10,-10.0,-10.0,-10.0,-9.0,-9.0,-9.0
Mi13,720575940616063455,7,1,1,95,15.0,15,15,-9.0,-9,-9,-9.0,-9.0,-9.0,10.5,10.5,10.5
Mi13,720575940615593378,9,1,1,96,6.0,6,6,-2.0,-2,-2,-2.0,-2.0,-2.0,5.0,5.0,5.0
Mi13,720575940633356128,9,2,"1, 1",98,4.5,5,4,2.0,2,2,2.0,2.0,2.0,5.5,6.0,5.0
Mi13,720575940635850943,7,1,1,104,13.0,13,13,1.0,1,1,1.0,1.0,1.0,13.5,13.5,13.5
Mi13,720575940638413109,9,3,"2, 1",120,-0.333,0,-1,1.0,1,1,1.0,1.0,1.0,0.167,0.5,-0.5
Mi13,720575940620430784,12,2,2,122,-9.0,-9,-9,9.0,9,9,9.0,9.0,9.0,-4.5,-4.5,-4.5
Mi13,720575940631655419,11,1,1,123,-13.0,-13,-13,16.0,16,16,16.0,16.0,16.0,-5.0,-5.0,-5.0
Mi13,720575940638721077,7,1,1,129,7.0,7,7,-1.0,-1,-1,-1.0,-1.0,-1.0,6.5,6.5,6.5
Mi13,720575940609122825,8,1,1,133,-13.0,-13,-13,6.0,6,6,6.0,6.0,6.0,-10.0,-10.0,-10.0
Mi13,720575940623794668,6,3,"2, 1",136,-1.0,-1,-1,-0.667,0,-1,-0.667,0.0,-1.0,-1.333,-1.0,-1.5
Mi13,720575940633008045,7,1,1,137,9.0,9,9,-11.0,-11,-11,-11.0,-11.0,-11.0,3.5,3.5,3.5
Mi13,720575940605890481,12,4,"3, 1",143,-12.0,-12,-12,7.75,8,7,7.75,8.0,7.0,-8.125,-8.0,-8.5
Mi13,720575940628210152,9,3,"1, 1, 1",149,13.333,14,13,-12.667,-12,-14,-12.667,-12.0,-14.0,7.0,8.0,6.0
Mi13,720575940622273462,6,1,1,152,11.0,11,11,-7.0,-7,-7,-7.0,-7.0,-7.0,7.5,7.5,7.5
Mi13,720575940608917461,5,1,1,165,-4.0,-4,-4,-8.0,-8,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
Mi13,720575940614233342,6,2,2,168,-9.0,-9,-9,1.0,1,1,1.0,1.0,1.0,-8.5,-8.5,-8.5
Mi13,720575940615020394,9,2,2,169,9.0,9,9,0.0,0,0,0.0,0.0,0.0,9.0,9.0,9.0
Mi13,720575940623446092,12,1,1,169,9.0,9,9,0.0,0,0,0.0,0.0,0.0,9.0,9.0,9.0
Mi13,720575940628069575,9,1,1,169,9.0,9,9,0.0,0,0,0.0,0.0,0.0,9.0,9.0,9.0
Mi13,720575940636021611,6,1,1,171,16.0,16,16,-12.0,-12,-12,-12.0,-12.0,-12.0,10.0,10.0,10.0
Mi13,720575940631262223,11,4,"3, 1",172,-10.25,-10,-11,-2.0,-2,-2,-2.0,-2.0,-2.0,-11.25,-11.0,-12.0
Mi13,720575940613613549,6,2,2,174,12.0,12,12,-9.0,-9,-9,-9.0,-9.0,-9.0,7.5,7.5,7.5
Mi13,720575940628022600,6,1,1,185,8.0,8,8,-5.0,-5,-5,-5.0,-5.0,-5.0,5.5,5.5,5.5
Mi13,720575940631739340,14,5,"3, 1, 1",188,-13.2,-13,-14,8.8,9,8,8.8,9.0,8.0,-8.8,-8.5,-9.5
Mi13,720575940630113024,8,1,1,191,5.0,5,5,1.0,1,1,1.0,1.0,1.0,5.5,5.5,5.5
Mi13,720575940608210866,5,1,1,198,5.0,5,5,-12.0,-12,-12,-12.0,-12.0,-12.0,-1.0,-1.0,-1.0
Mi13,720575940644739108,12,4,"2, 1, 1",204,5.75,7,4,-10.5,-10,-11,-10.5,-10.0,-11.0,0.5,1.5,-1.5
Mi13,720575940640775843,9,3,"1, 1, 1",210,-9.667,-9,-10,12.333,13,12,12.333,13.0,12.0,-3.5,-3.0,-4.0
Mi13,720575940627333253,8,2,2,219,8.0,8,8,-12.0,-12,-12,-12.0,-12.0,-12.0,2.0,2.0,2.0
Mi13,720575940608606556,7,1,1,220,5.0,5,5,-4.0,-4,-4,-4.0,-4.0,-4.0,3.0,3.0,3.0
Mi13,720575940630214647,7,2,"1, 1",225,14.5,15,14,-4.0,-4,-4,-4.0,-4.0,-4.0,12.5,13.0,12.0
Mi13,720575940623131853,6,1,1,226,-4.0,-4,-4,-11.0,-11,-11,-11.0,-11.0,-11.0,-9.5,-9.5,-9.5
Mi13,720575940639687539,6,1,1,233,11.0,11,11,-9.0,-9,-9,-9.0,-9.0,-9.0,6.5,6.5,6.5
Mi13,720575940628390970,9,2,"1, 1",234,-0.5,0,-1,-2.0,-1,-3,-2.0,-1.0,-3.0,-1.5,-1.5,-1.5
Mi13,720575940625296654,8,1,1,238,-6.0,-6,-6,15.0,15,15,15.0,15.0,15.0,1.5,1.5,1.5
Mi13,720575940621574780,12,4,"1, 1, 1, 1",240,-2.5,-1,-4,7.0,8,6,7.0,8.0,6.0,1.0,2.5,0.0
Mi13,720575940632088401,8,2,"1, 1",245,-2.5,-2,-3,8.5,9,8,8.5,9.0,8.0,1.75,2.0,1.5
Mi13,720575940618287576,8,2,2,246,-11.0,-11,-11,7.0,7,7,7.0,7.0,7.0,-7.5,-7.5,-7.5
Mi13,720575940635136095,10,3,"2, 1",248,-5.667,-5,-6,11.667,12,11,11.667,12.0,11.0,0.167,0.5,0.0
Mi13,720575940633854816,7,1,1,250,-1.0,-1,-1,1.0,1,1,1.0,1.0,1.0,-0.5,-0.5,-0.5
Mi13,720575940628639311,10,2,"1, 1",253,-3.0,-3,-3,-9.5,-9,-10,-9.5,-9.0,-10.0,-7.75,-7.5,-8.0
Mi13,720575940618894149,7,3,"2, 1",254,14.667,15,14,-6.0,-6,-6,-6.0,-6.0,-6.0,11.667,12.0,11.0
Mi13,720575940640570496,6,1,1,254,15.0,15,15,-6.0,-6,-6,-6.0,-6.0,-6.0,12.0,12.0,12.0
Mi13,720575940620131889,12,3,"2, 1",257,-8.0,-8,-8,-4.667,-4,-5,-4.667,-4.0,-5.0,-10.333,-10.0,-10.5
Mi13,720575940629025020,8,2,"1, 1",262,7.5,8,7,-3.0,-3,-3,-3.0,-3.0,-3.0,6.0,6.5,5.5
Mi13,720575940606450534,10,3,"2, 1",263,-5.0,-5,-5,5.667,6,5,5.667,6.0,5.0,-2.167,-2.0,-2.5
Mi13,720575940627618051,7,1,1,267,-7.0,-7,-7,12.0,12,12,12.0,12.0,12.0,-1.0,-1.0,-1.0
Mi13,720575940637165230,5,1,1,268,10.0,10,10,-14.0,-14,-14,-14.0,-14.0,-14.0,3.0,3.0,3.0
Mi13,720575940629916715,8,3,"1, 1, 1",272,4.333,5,4,-5.667,-5,-6,-5.667,-5.0,-6.0,1.5,2.0,1.0
Mi13,720575940625346633,4,1,1,274,4.0,4,4,-12.0,-12,-12,-12.0,-12.0,-12.0,-2.0,-2.0,-2.0
Mi13,720575940627579976,9,2,"1, 1",275,-7.5,-7,-8,15.5,16,15,15.5,16.0,15.0,0.25,0.5,0.0
Mi13,720575940613609903,5,1,1,276,1.0,1,1,-5.0,-5,-5,-5.0,-5.0,-5.0,-1.5,-1.5,-1.5
Mi13,720575940638829109,5,1,1,277,9.0,9,9,-15.0,-15,-15,-15.0,-15.0,-15.0,1.5,1.5,1.5
Mi13,720575940640666173,7,1,1,280,1.0,1,1,12.0,12,12,12.0,12.0,12.0,7.0,7.0,7.0
Mi13,720575940627473436,7,1,1,282,-13.0,-13,-13,0.0,0,0,0.0,0.0,0.0,-13.0,-13.0,-13.0
Mi13,720575940619923182,9,4,"2, 1, 1",283,-6.25,-6,-7,8.5,9,8,8.5,9.0,8.0,-2.0,-1.5,-2.5
Mi13,720575940640133053,4,1,1,286,12.0,12,12,0.0,0,0,0.0,0.0,0.0,12.0,12.0,12.0
Mi13,720575940605468105,12,6,"3, 2, 1",287,-10.667,-10,-11,9.167,10,9,9.167,10.0,9.0,-6.083,-5.5,-6.5
Mi13,720575940621505775,3,1,1,290,17.0,17,17,-10.0,-10,-10,-10.0,-10.0,-10.0,12.0,12.0,12.0
Mi13,720575940624149784,5,1,1,293,13.0,13,13,-9.0,-9,-9,-9.0,-9.0,-9.0,8.5,8.5,8.5
Mi13,720575940625120492,8,1,1,294,11.0,11,11,-2.0,-2,-2,-2.0,-2.0,-2.0,10.0,10.0,10.0
Mi13,720575940628045480,8,1,1,299,-10.0,-10,-10,8.0,8,8,8.0,8.0,8.0,-6.0,-6.0,-6.0
Mi13,720575940615327349,5,1,1,300,13.0,13,13,-8.0,-8,-8,-8.0,-8.0,-8.0,9.0,9.0,9.0
Mi13,720575940626480642,5,1,1,301,-13.0,-13,-13,10.0,10,10,10.0,10.0,10.0,-8.0,-8.0,-8.0
Mi13,720575940630571894,7,2,"1, 1",301,-13.5,-13,-14,10.0,10,10,10.0,10.0,10.0,-8.5,-8.0,-9.0
Mi13,720575940613283043,8,1,1,302,-6.0,-6,-6,-5.0,-5,-5,-5.0,-5.0,-5.0,-8.5,-8.5,-8.5
Mi13,720575940632883795,7,1,1,305,-9.0,-9,-9,14.0,14,14,14.0,14.0,14.0,-2.0,-2.0,-2.0
Mi13,720575940607869276,9,4,4,308,-9.0,-9,-9,10.0,10,10,10.0,10.0,10.0,-4.0,-4.0,-4.0
Mi13,720575940646765700,11,4,"2, 1, 1",309,-11.75,-11,-12,12.25,13,12,12.25,13.0,12.0,-5.625,-5.0,-6.0
Mi13,720575940612862387,11,2,2,310,-9.0,-9,-9,-4.0,-4,-4,-4.0,-4.0,-4.0,-11.0,-11.0,-11.0
Mi13,720575940640356661,12,5,"3, 1, 1",311,-13.8,-13,-14,13.4,15,13,13.4,15.0,13.0,-7.1,-6.5,-7.5
Mi13,720575940634411872,9,2,2,317,-3.0,-3,-3,10.0,10,10,10.0,10.0,10.0,2.0,2.0,2.0
Mi13,720575940622909621,6,1,1,318,14.0,14,14,-9.0,-9,-9,-9.0,-9.0,-9.0,9.5,9.5,9.5
