cell,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
TmY4,720575940629143370,17,5,"2, 2, 1",6,-0.2,1,-1,4.6,6,3,4.6,6.0,3.0,2.1,2.5,2.0
TmY4,720575940641545205,22,6,"2, 1, 1, 1, 1",7,-2.5,-1,-5,11.5,15,9,11.5,15.0,9.0,3.25,4.0,2.5
TmY4,720575940616198486,29,10,"2, 1, 1, 1, 1, 1, 1, 1, 1",16,6.2,11,4,3.7,7,-1,3.7,7.0,-1.0,8.05,10.5,7.0
TmY4,720575940624900327,19,3,"2, 1",18,13.0,13,13,-10.333,-10,-11,-10.333,-10.0,-11.0,7.833,8.0,7.5
TmY4,720575940650927225,16,5,"1, 1, 1, 1, 1",18,13.0,15,10,-9.8,-5,-13,-9.8,-5.0,-13.0,8.1,8.5,7.5
TmY4,720575940621808304,17,6,"2, 1, 1, 1, 1",26,3.167,5,2,-3.333,-2,-6,-3.333,-2.0,-6.0,1.5,2.0,1.0
TmY4,720575940622084735,19,8,"2, 2, 2, 1, 1",31,-7.5,-7,-8,0.125,1,-1,0.125,1.0,-1.0,-7.438,-6.5,-8.0
TmY4,720575940633710990,14,4,"1, 1, 1, 1",33,-5.5,-4,-7,-6.25,-5,-7,-6.25,-5.0,-7.0,-8.625,-7.5,-9.5
TmY4,720575940633725921,21,6,"2, 2, 1, 1",41,-16.667,-16,-17,6.0,7,4,6.0,7.0,4.0,-13.667,-13.0,-14.0
TmY4,720575940631261132,22,8,"3, 2, 2, 1",49,5.625,6,5,-8.25,-7,-9,-8.25,-7.0,-9.0,1.5,2.0,1.0
TmY4,720575940611638385,17,6,"2, 1, 1, 1, 1",57,11.833,13,11,-12.667,-12,-14,-12.667,-12.0,-14.0,5.5,6.5,5.0
TmY4,720575940623725053,14,5,"1, 1, 1, 1, 1",61,-2.2,-1,-3,8.2,10,7,8.2,10.0,7.0,1.9,2.5,1.5
TmY4,720575940620718452,14,3,"1, 1, 1",62,14.667,15,14,-1.667,-1,-3,-1.667,-1.0,-3.0,13.833,14.5,13.5
TmY4,720575940621370885,32,10,"2, 2, 2, 1, 1, 1, 1",67,4.4,6,3,3.4,6,1,3.4,6.0,1.0,6.1,7.0,5.5
TmY4,720575940612486570,9,4,"2, 1, 1",68,-5.25,-5,-6,-5.5,-5,-6,-5.5,-5.0,-6.0,-8.0,-7.5,-8.5
TmY4,720575940630102316,29,12,"2, 2, 2, 2, 1, 1, 1, 1",73,1.083,5,-1,-4.0,-1,-11,-4.0,-1.0,-11.0,-0.917,-0.5,-1.5
TmY4,720575940635502490,26,10,"4, 2, 1, 1, 1, 1",77,4.5,7,3,-4.8,-2,-8,-4.8,-2.0,-8.0,2.1,3.0,1.5
