cell,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
TmY10,720575940628655759,11,7,"2, 2, 1, 1, 1",2,-9.0,-7,-10,16.143,17,15,16.143,17.0,15.0,-0.929,0.5,-2.0
TmY10,720575940605882214,14,3,"1, 1, 1",3,12.0,13,11,-12.0,-11,-13,-12.0,-11.0,-13.0,6.0,6.5,5.5
TmY10,720575940640297304,15,4,"2, 1, 1",6,-0.25,0,-1,4.0,5,3,4.0,5.0,3.0,1.75,2.0,1.5
TmY10,720575940628658692,12,7,"2, 2, 1, 1, 1",15,4.429,5,4,-5.143,-4,-6,-5.143,-4.0,-6.0,1.857,2.5,1.0
TmY10,720575940621021632,11,4,"2, 1, 1",21,-11.0,-11,-11,3.0,4,2,3.0,4.0,2.0,-9.5,-9.0,-10.0
TmY10,720575940625030151,28,11,"2, 2, 2, 2, 1, 1, 1",22,-2.091,-1,-3,1.455,3,0,1.455,3.0,0.0,-1.364,-0.5,-2.5
TmY10,720575940627154378,13,7,"2, 2, 1, 1, 1",24,4.143,5,3,1.571,3,1,1.571,3.0,1.0,4.929,5.5,4.0
TmY10,720575940623464406,8,5,"2, 2, 1",25,-9.8,-9,-11,17.2,18,17,17.2,18.0,17.0,-1.2,-0.5,-2.0
TmY10,720575940634352540,17,9,"2, 2, 2, 2, 1",26,3.444,4,3,-3.111,-2,-4,-3.111,-2.0,-4.0,1.889,2.5,1.0
TmY10,720575940626129959,17,6,"2, 2, 1, 1",29,1.167,3,0,0.5,1,-1,0.5,1.0,-1.0,1.417,2.5,0.5
TmY10,720575940625533419,12,5,"2, 1, 1, 1",30,-2.0,-1,-3,-11.6,-11,-12,-11.6,-11.0,-12.0,-7.8,-7.0,-9.0
TmY10,720575940636563557,5,3,"1, 1, 1",34,-4.333,-2,-8,-11.333,-9,-13,-11.333,-9.0,-13.0,-10.0,-8.5,-12.5
TmY10,720575940613605017,9,6,"2, 1, 1, 1, 1",40,1.333,2,0,4.167,5,3,4.167,5.0,3.0,3.417,4.0,2.5
TmY10,720575940613932525,11,6,"2, 1, 1, 1, 1",41,-17.0,-16,-18,5.5,7,4,5.5,7.0,4.0,-14.25,-13.5,-15.0
TmY10,720575940617012748,6,3,"1, 1, 1",45,-4.333,-4,-5,9.333,10,9,9.333,10.0,9.0,0.333,1.0,-0.5
TmY10,720575940611815347,12,5,"2, 1, 1, 1",47,-7.8,-7,-9,16.8,17,16,16.8,17.0,16.0,0.6,1.5,-0.5
TmY10,720575940639846784,11,4,"2, 1, 1",51,9.75,11,9,-0.5,0,-1,-0.5,0.0,-1.0,9.5,10.5,9.0
TmY10,720575940628939496,16,3,"2, 1",54,-5.0,-5,-5,6.667,7,6,6.667,7.0,6.0,-1.667,-1.5,-2.0
TmY10,720575940626398285,13,6,"2, 1, 1, 1, 1",58,-2.833,-2,-4,-5.833,-5,-7,-5.833,-5.0,-7.0,-5.75,-5.0,-6.5
TmY10,720575940625803924,8,6,"2, 1, 1, 1, 1",65,-14.667,-14,-15,1.667,3,0,1.667,3.0,0.0,-13.833,-13.5,-14.5
TmY10,720575940624589862,19,11,"2, 2, 2, 2, 2, 1",80,-2.273,-1,-3,-9.273,-8,-10,-9.273,-8.0,-10.0,-6.909,-6.0,-8.0
TmY10,720575940618393165,11,6,"2, 1, 1, 1, 1",84,-8.5,-8,-9,3.833,5,3,3.833,5.0,3.0,-6.583,-6.0,-7.5
TmY10,720575940628389970,12,5,"2, 2, 1",87,-4.2,-3,-5,-3.2,-3,-4,-3.2,-3.0,-4.0,-5.8,-5.0,-6.5
TmY10,720575940631203958,10,3,"1, 1, 1",95,15.0,15,15,-9.0,-8,-10,-9.0,-8.0,-10.0,10.5,11.0,10.0
TmY10,720575940626049466,11,5,"2, 2, 1",98,4.8,5,4,1.6,2,1,1.6,2.0,1.0,5.6,6.0,5.0
TmY10,720575940628633621,16,7,"2, 2, 1, 1, 1",100,6.714,8,6,-4.143,-3,-5,-4.143,-3.0,-5.0,4.643,5.5,4.0
TmY10,720575940633206156,8,3,"2, 1",105,-7.667,-7,-8,-6.667,-6,-8,-6.667,-6.0,-8.0,-11.0,-11.0,-11.0
TmY10,720575940627015503,9,5,"2, 1, 1, 1",106,-12.0,-11,-13,12.6,13,12,12.6,13.0,12.0,-5.7,-4.5,-7.0
TmY10,720575940619793880,15,7,"2, 2, 1, 1, 1",114,9.0,10,8,-5.143,-4,-7,-5.143,-4.0,-7.0,6.429,7.5,6.0
TmY10,720575940612962029,15,8,"2, 2, 2, 1, 1",121,-10.5,-10,-11,15.625,17,14,15.625,17.0,14.0,-2.688,-2.0,-4.0
TmY10,720575940634352851,28,13,"2, 2, 2, 2, 2, 1, 1, 1",124,5.154,7,4,-3.385,-2,-5,-3.385,-2.0,-5.0,3.462,5.5,2.5
TmY10,720575940622306224,11,5,"2, 1, 1, 1",136,-1.4,-1,-2,-1.0,0,-2,-1.0,0.0,-2.0,-1.9,-1.5,-2.5
TmY10,720575940629497447,22,8,"2, 2, 1, 1, 1, 1",137,9.25,10,8,-11.125,-10,-12,-11.125,-10.0,-12.0,3.688,4.5,3.0
TmY10,720575940625803668,11,1,1,139,8.0,8,8,-2.0,-2,-2,-2.0,-2.0,-2.0,7.0,7.0,7.0
TmY10,720575940627519746,14,6,"2, 2, 2",139,7.667,8,7,-2.333,-2,-3,-2.333,-2.0,-3.0,6.5,7.0,6.0
TmY10,720575940612927205,9,3,"2, 1",157,3.0,3,3,1.333,2,1,1.333,2.0,1.0,3.667,4.0,3.5
TmY10,720575940634350035,13,5,"2, 1, 1, 1",161,11.2,12,10,-7.4,-6,-8,-7.4,-6.0,-8.0,7.5,8.0,6.5
TmY10,720575940614468094,14,7,"2, 2, 1, 1, 1",179,3.286,5,2,9.286,10,8,9.286,10.0,8.0,7.929,9.0,7.0
TmY10,720575940627931908,11,4,"2, 1, 1",182,11.75,13,11,-14.5,-14,-15,-14.5,-14.0,-15.0,4.5,6.0,3.5
TmY10,720575940632526500,7,3,"1, 1, 1",189,0.333,1,0,-12.667,-12,-13,-12.667,-12.0,-13.0,-6.0,-5.5,-6.5
TmY10,720575940609923083,9,3,"1, 1, 1",190,0.0,1,-1,5.333,6,5,5.333,6.0,5.0,2.667,3.5,2.0
TmY10,720575940623754281,15,5,"2, 1, 1, 1",193,-7.0,-6,-8,10.4,11,10,10.4,11.0,10.0,-1.8,-1.0,-2.5
TmY10,720575940630586238,19,4,"2, 1, 1",195,-2.25,-2,-3,4.75,6,4,4.75,6.0,4.0,0.125,0.5,0.0
TmY10,720575940640790360,17,6,"2, 1, 1, 1, 1",195,-1.5,0,-2,4.833,6,4,4.833,6.0,4.0,0.917,2.0,0.0
TmY10,720575940615126191,13,6,"3, 1, 1, 1",196,-4.667,-4,-5,1.667,2,1,1.667,2.0,1.0,-3.833,-3.0,-4.5
TmY10,720575940621932909,15,5,"2, 1, 1, 1",207,-12.6,-12,-13,-3.0,-2,-4,-3.0,-2.0,-4.0,-14.1,-13.5,-14.5
TmY10,720575940615126447,7,3,"2, 1",208,16.0,16,16,-10.667,-10,-11,-10.667,-10.0,-11.0,10.667,11.0,10.5
TmY10,720575940613608345,13,4,"2, 1, 1",212,9.75,10,9,-3.5,-3,-4,-3.5,-3.0,-4.0,8.0,8.5,7.5
TmY10,720575940612979093,9,3,"1, 1, 1",216,-7.333,-7,-8,-5.0,-4,-6,-5.0,-4.0,-6.0,-9.833,-9.5,-10.0
TmY10,720575940635959159,20,8,"2, 2, 2, 1, 1",219,7.875,9,7,-12.25,-11,-13,-12.25,-11.0,-13.0,1.75,2.5,1.0
TmY10,720575940623898697,17,7,"2, 2, 1, 1, 1",220,5.0,6,4,-4.286,-3,-5,-4.286,-3.0,-5.0,2.857,3.5,2.0
