cell,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
Tm16,720575940619149878,20,9,"1, 1, 1, 1, 1, 1, 1, 1, 1",2,-9.0,-7,-11,16.0,17,15,16.0,17.0,15.0,-1.0,0.5,-2.5
Tm16,720575940628850475,28,13,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",7,-2.615,0,-6,12.077,14,10,12.077,14.0,10.0,3.423,5.5,1.0
Tm16,720575940620620385,19,7,"1, 1, 1, 1, 1, 1, 1",8,-17.429,-17,-18,8.429,11,6,8.429,11.0,6.0,-13.214,-12.5,-14.0
Tm16,720575940630824441,38,15,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",10,12.933,15,11,-10.867,-9,-13,-10.867,-9.0,-13.0,7.5,9.5,5.5
Tm16,720575940615273639,10,5,"1, 1, 1, 1, 1",14,14.2,15,13,-0.8,1,-3,-0.8,1.0,-3.0,13.8,14.5,13.5
Tm16,720575940626840164,30,13,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",15,3.692,6,2,-5.308,-3,-8,-5.308,-3.0,-8.0,1.038,2.5,-1.0
Tm16,720575940618202914,23,8,"1, 1, 1, 1, 1, 1, 1, 1",24,4.125,5,3,1.625,3,0,1.625,3.0,0.0,4.938,6.0,3.5
Tm16,720575940623179689,6,4,"1, 1, 1, 1",27,13.5,14,13,-1.0,0,-2,-1.0,0.0,-2.0,13.0,13.5,12.5
Tm16,720575940623090014,12,9,"1, 1, 1, 1, 1, 1, 1, 1, 1",37,-0.444,1,-2,-3.0,-1,-5,-3.0,-1.0,-5.0,-1.944,-1.0,-3.0
Tm16,720575940621732317,37,14,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",44,9.786,11,8,-9.643,-8,-12,-9.643,-8.0,-12.0,4.964,7.0,3.5
Tm16,720575940620815184,25,10,"2, 1, 1, 1, 1, 1, 1, 1, 1",50,-11.6,-10,-13,3.3,5,2,3.3,5.0,2.0,-9.95,-9.0,-11.0
Tm16,720575940624820967,21,10,"2, 1, 1, 1, 1, 1, 1, 1, 1",55,1.8,3,1,7.1,9,6,7.1,9.0,6.0,5.35,6.5,4.0
Tm16,720575940621122286,30,11,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1",56,8.182,10,7,-3.455,-1,-5,-3.455,-1.0,-5.0,6.455,7.5,5.5
Tm16,720575940616204149,24,11,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",57,12.273,14,11,-13.182,-12,-15,-13.182,-12.0,-15.0,5.682,8.0,3.5
Tm16,720575940621283348,30,12,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",59,-3.167,-2,-5,4.0,6,2,4.0,6.0,2.0,-1.167,0.5,-3.0
Tm16,720575940621185926,20,12,"2, 2, 1, 1, 1, 1, 1, 1, 1, 1",63,-2.833,-1,-5,-7.917,-5,-10,-7.917,-5.0,-10.0,-6.792,-5.5,-8.0
Tm16,720575940623736873,36,13,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",68,-5.462,-4,-7,-6.0,-4,-8,-6.0,-4.0,-8.0,-8.462,-7.0,-10.0
Tm16,720575940628888296,23,11,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1",79,2.273,4,1,-4.636,-3,-6,-4.636,-3.0,-6.0,-0.045,1.5,-1.5
Tm16,720575940626495833,32,11,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1",85,14.909,16,14,-7.727,-6,-9,-7.727,-6.0,-9.0,11.045,12.5,9.5
Tm16,720575940623330269,19,10,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1",90,-6.3,-5,-8,6.6,8,5,6.6,8.0,5.0,-3.0,-1.5,-4.5
Tm16,720575940636124644,21,8,"1, 1, 1, 1, 1, 1, 1, 1",95,15.375,16,14,-9.25,-8,-11,-9.25,-8.0,-11.0,10.75,12.0,9.5
Tm16,720575940631960919,22,7,"1, 1, 1, 1, 1, 1, 1",96,6.429,7,5,-1.714,1,-4,-1.714,1.0,-4.0,5.571,6.5,5.0
Tm16,720575940621538428,19,7,"1, 1, 1, 1, 1, 1, 1",97,-5.714,-4,-7,10.0,11,9,10.0,11.0,9.0,-0.714,0.5,-2.0
Tm16,720575940609934019,22,11,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",110,-7.273,-5,-9,13.636,16,12,13.636,16.0,12.0,-0.455,1.5,-1.5
Tm16,720575940629907984,29,13,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",120,0.231,2,-2,1.0,2,0,1.0,2.0,0.0,0.731,2.5,-1.0
Tm16,720575940611575672,7,5,"1, 1, 1, 1, 1",125,1.2,3,0,-10.4,-9,-11,-10.4,-9.0,-11.0,-4.0,-2.5,-5.0
Tm16,720575940641157248,23,10,"2, 1, 1, 1, 1, 1, 1, 1, 1",145,-1.8,0,-4,0.5,2,-1,0.5,2.0,-1.0,-1.55,0.0,-3.0
Tm16,720575940613122218,24,11,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1",146,3.727,5,2,-1.636,0,-4,-1.636,0.0,-4.0,2.909,4.0,1.5
Tm16,720575940614774959,18,7,"1, 1, 1, 1, 1, 1, 1",148,-0.857,2,-4,13.286,15,12,13.286,15.0,12.0,5.786,8.0,3.5
Tm16,720575940605499057,22,12,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",156,-9.333,-6,-11,16.75,18,15,16.75,18.0,15.0,-0.958,1.5,-3.0
Tm16,720575940604682412,36,10,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1",158,5.6,8,4,-7.0,-5,-8,-7.0,-5.0,-8.0,2.1,4.0,0.5
Tm16,720575940632618722,28,13,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",158,6.0,8,4,-6.769,-5,-8,-6.769,-5.0,-8.0,2.615,4.0,1.0
Tm16,720575940628688231,23,10,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1",162,-2.6,0,-4,7.6,9,6,7.6,9.0,6.0,1.2,3.0,-0.5
Tm16,720575940631492726,14,6,"1, 1, 1, 1, 1, 1",172,-10.167,-9,-11,-2.167,-1,-4,-2.167,-1.0,-4.0,-11.25,-10.5,-12.0
Tm16,720575940625962780,30,13,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",174,12.231,14,10,-8.538,-7,-10,-8.538,-7.0,-10.0,7.962,9.5,6.0
Tm16,720575940624660971,27,10,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1",185,7.6,9,6,-5.1,-4,-7,-5.1,-4.0,-7.0,5.05,6.5,3.5
Tm16,720575940627188766,16,9,"1, 1, 1, 1, 1, 1, 1, 1, 1",186,-14.444,-13,-16,2.0,4,0,2.0,4.0,0.0,-13.444,-12.0,-14.5
