cell,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
TmY9q__perp,720575940622381053,21,7,"2, 1, 1, 1, 1, 1",2,-9.429,-6,-11,15.857,17,15,15.857,17.0,15.0,-1.5,1.5,-2.5
TmY9q__perp,720575940620927982,19,4,"1, 1, 1, 1",4,6.0,10,0,9.0,13,6,9.0,13.0,6.0,10.5,13.0,6.5
TmY9q__perp,720575940628819561,14,3,"1, 1, 1",11,14.333,15,14,-14.333,-14,-15,-14.333,-14.0,-15.0,7.167,8.0,6.5
TmY9q__perp,720575940636888553,28,6,"1, 1, 1, 1, 1, 1",20,9.167,11,8,-6.667,-6,-7,-6.667,-6.0,-7.0,5.833,7.5,4.5
TmY9q__perp,720575940628123880,22,11,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1",24,5.0,9,0,2.182,5,0,2.182,5.0,0.0,6.091,10.0,2.5
TmY9q__perp,720575940620260372,15,3,"1, 1, 1",30,-3.667,-2,-7,-11.333,-9,-13,-11.333,-9.0,-13.0,-9.333,-8.0,-11.5
TmY9q__perp,720575940624832747,14,7,"3, 1, 1, 1, 1",33,-6.0,-4,-7,-5.571,-5,-7,-5.571,-5.0,-7.0,-8.786,-7.5,-9.5
TmY9q__perp,720575940640290109,12,5,"2, 1, 1, 1",36,2.0,4,1,-12.0,-11,-13,-12.0,-11.0,-13.0,-4.0,-2.5,-5.0
TmY9q__perp,720575940637649806,26,8,"2, 2, 1, 1, 1, 1",37,-1.125,1,-4,-2.625,-2,-4,-2.625,-2.0,-4.0,-2.438,-1.0,-5.0
TmY9q__perp,720575940620743883,17,4,"2, 1, 1",39,-10.25,-9,-11,-0.25,0,-1,-0.25,0.0,-1.0,-10.375,-9.5,-11.0
TmY9q__perp,720575940615736223,28,9,"2, 1, 1, 1, 1, 1, 1, 1",40,1.0,4,-2,4.0,6,2,4.0,6.0,2.0,3.0,5.0,0.5
TmY9q__perp,720575940625997863,25,9,"3, 2, 1, 1, 1, 1",49,5.889,7,4,-8.0,-7,-9,-8.0,-7.0,-9.0,1.889,3.0,0.5
TmY9q__perp,720575940640388992,13,5,"1, 1, 1, 1, 1",50,-12.0,-10,-14,2.4,5,0,2.4,5.0,0.0,-10.8,-10.0,-11.5
TmY9q__perp,720575940630218039,10,6,"1, 1, 1, 1, 1, 1",58,-3.0,-1,-5,-6.333,-5,-7,-6.333,-5.0,-7.0,-6.167,-4.5,-7.5
TmY9q__perp,720575940638909493,29,12,"2, 2, 1, 1, 1, 1, 1, 1, 1, 1",59,-2.583,0,-5,3.917,5,2,3.917,5.0,2.0,-0.625,1.5,-2.5
TmY9q__perp,720575940627982152,19,9,"3, 1, 1, 1, 1, 1, 1",61,-2.222,1,-5,7.667,9,6,7.667,9.0,6.0,1.611,4.0,-0.5
TmY9q__perp,720575940645162263,9,4,"2, 1, 1",66,-5.25,-4,-7,-4.75,-4,-5,-4.75,-4.0,-5.0,-7.625,-6.5,-9.0
TmY9q__perp,720575940613321982,25,10,"2, 1, 1, 1, 1, 1, 1, 1, 1",67,3.9,6,0,3.2,5,1,3.2,5.0,1.0,5.5,8.0,2.5
TmY9q__perp,720575940630403948,23,12,"2, 2, 2, 1, 1, 1, 1, 1, 1",82,-9.833,-7,-12,13.75,15,13,13.75,15.0,13.0,-2.958,0.0,-5.0
TmY9q__perp,720575940627681850,26,12,"2, 2, 2, 1, 1, 1, 1, 1, 1",83,12.583,16,10,-4.583,-3,-6,-4.583,-3.0,-6.0,10.292,13.5,8.0
TmY9q__perp,720575940624771255,11,3,"1, 1, 1",89,10.667,11,10,-3.333,-3,-4,-3.333,-3.0,-4.0,9.0,9.5,8.5
TmY9q__perp,720575940611830451,21,8,"2, 2, 1, 1, 1, 1",90,-5.875,-3,-7,7.0,8,5,7.0,8.0,5.0,-2.375,-0.5,-3.5
TmY9q__perp,720575940620524747,19,6,"2, 1, 1, 1, 1",95,15.333,17,13,-8.833,-8,-10,-8.833,-8.0,-10.0,10.917,12.5,9.0
TmY9q__perp,720575940641552117,22,7,"2, 1, 1, 1, 1, 1",96,6.429,10,4,-1.429,-1,-2,-1.429,-1.0,-2.0,5.714,9.5,3.5
TmY9q__perp,720575940632285132,17,6,"1, 1, 1, 1, 1, 1",105,-8.167,-4,-10,-5.667,-4,-7,-5.667,-4.0,-7.0,-11.0,-7.5,-12.5
TmY9q__perp,720575940627222683,21,7,"1, 1, 1, 1, 1, 1, 1",110,-6.714,-3,-9,13.714,15,12,13.714,15.0,12.0,0.143,3.0,-2.5
TmY9q__perp,720575940625836692,11,3,"1, 1, 1",111,13.0,15,10,-4.0,-2,-6,-4.0,-2.0,-6.0,11.0,12.0,9.0
TmY9q__perp,720575940631684293,20,7,"2, 2, 1, 1, 1",111,14.143,16,11,-3.857,-2,-5,-3.857,-2.0,-5.0,12.214,13.5,10.0
TmY9q__perp,720575940608607324,23,7,"1, 1, 1, 1, 1, 1, 1",114,8.286,11,6,-4.857,-4,-6,-4.857,-4.0,-6.0,5.857,9.0,4.0
TmY9q__perp,720575940618149972,33,10,"2, 2, 2, 1, 1, 1, 1",116,3.3,6,0,1.5,3,0,1.5,3.0,0.0,4.05,6.0,1.5
TmY9q__perp,720575940639205208,17,5,"1, 1, 1, 1, 1",117,-6.8,-4,-10,15.4,17,14,15.4,17.0,14.0,0.9,3.0,-1.5
TmY9q__perp,720575940622166115,30,10,"2, 2, 1, 1, 1, 1, 1, 1",120,0.5,3,-2,0.6,2,-1,0.6,2.0,-1.0,0.8,2.5,-1.0
TmY9q__perp,720575940626925093,11,7,"2, 1, 1, 1, 1, 1",127,-7.0,-5,-9,-0.714,1,-2,-0.714,1.0,-2.0,-7.357,-6.0,-9.0
TmY9q__perp,720575940632788511,19,5,"2, 1, 1, 1",130,-4.4,-3,-6,-4.0,-3,-5,-4.0,-3.0,-5.0,-6.4,-5.5,-7.5
TmY9q__perp,720575940617105595,23,10,"2, 1, 1, 1, 1, 1, 1, 1, 1",135,8.3,10,5,6.0,8,4,6.0,8.0,4.0,11.3,12.5,9.0
TmY9q__perp,720575940620680640,21,8,"2, 2, 1, 1, 1, 1",149,13.25,15,12,-12.375,-12,-13,-12.375,-12.0,-13.0,7.062,8.5,6.0
TmY9q__perp,720575940632385361,36,11,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1",164,0.273,3,-3,2.273,4,1,2.273,4.0,1.0,1.409,3.5,-1.0
TmY9q__perp,720575940631297384,20,6,"3, 2, 1",169,9.167,10,8,-0.333,0,-1,-0.333,0.0,-1.0,9.0,9.5,8.0
TmY9q__perp,720575940626703460,21,6,"2, 2, 1, 1",172,-9.833,-8,-11,-1.833,-1,-3,-1.833,-1.0,-3.0,-10.75,-9.5,-11.5
TmY9q__perp,720575940630884370,33,15,"3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",174,11.8,15,9,-8.933,-8,-11,-8.933,-8.0,-11.0,7.333,11.0,5.0
TmY9q__perp,720575940631613259,11,3,"1, 1, 1",182,12.333,14,11,-13.667,-13,-14,-13.667,-13.0,-14.0,5.5,7.0,4.5
TmY9q__perp,720575940619487764,17,10,"3, 2, 1, 1, 1, 1, 1",196,-5.3,-1,-8,1.2,3,-8,1.2,3.0,-8.0,-4.7,-2.5,-6.5
TmY9q__perp,720575940633612845,21,10,"2, 2, 2, 1, 1, 1, 1",205,7.8,10,5,-10.2,-9,-11,-10.2,-9.0,-11.0,2.7,4.5,0.5
TmY9q__perp,720575940608376073,20,8,"1, 1, 1, 1, 1, 1, 1, 1",214,-5.625,-3,-8,8.875,10,8,8.875,10.0,8.0,-1.188,1.0,-3.5
TmY9q__perp,720575940620183888,5,2,"1, 1",215,2.5,3,2,-12.5,-12,-13,-12.5,-12.0,-13.0,-3.75,-3.5,-4.0
TmY9q__perp,720575940630573306,39,11,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1",220,5.0,8,2,-3.727,-2,-5,-3.727,-2.0,-5.0,3.136,6.0,1.0
TmY9q__perp,720575940613386386,25,7,"2, 1, 1, 1, 1, 1",222,-16.0,-15,-17,5.571,7,4,5.571,7.0,4.0,-13.214,-12.0,-14.5
TmY9q__perp,720575940622842333,19,5,"2, 1, 1, 1",223,-14.8,-14,-16,4.0,5,3,4.0,5.0,3.0,-12.8,-12.0,-13.5
TmY9q__perp,720575940625533884,19,4,"1, 1, 1, 1",225,14.5,15,14,-4.0,-3,-5,-4.0,-3.0,-5.0,12.5,13.0,12.0
TmY9q__perp,720575940612661873,27,9,"2, 1, 1, 1, 1, 1, 1, 1",234,0.444,3,-3,-2.667,-1,-5,-2.667,-1.0,-5.0,-0.889,1.0,-3.5
TmY9q__perp,720575940636215408,20,8,"2, 1, 1, 1, 1, 1, 1",236,-3.375,0,-7,2.0,4,0,2.0,4.0,0.0,-2.375,0.0,-5.0
TmY9q__perp,720575940624591541,15,3,"1, 1, 1",239,-10.0,-9,-12,12.333,13,12,12.333,13.0,12.0,-3.833,-2.5,-6.0
TmY9q__perp,720575940637219391,30,8,"1, 1, 1, 1, 1, 1, 1, 1",242,-7.0,-5,-10,8.25,9,7,8.25,9.0,7.0,-2.875,-1.0,-5.5
TmY9q__perp,720575940632162631,12,6,"2, 1, 1, 1, 1",248,-5.333,-4,-7,11.833,13,11,11.833,13.0,11.0,0.583,2.0,-1.0
TmY9q__perp,720575940611741282,17,5,"2, 1, 1, 1",251,6.4,8,4,2.4,3,2,2.4,3.0,2.0,7.6,9.5,5.5
TmY9q__perp,720575940617812692,15,4,"1, 1, 1, 1",252,-8.0,-7,-10,-6.75,-5,-8,-6.75,-5.0,-8.0,-11.375,-10.5,-12.5
TmY9q__perp,720575940620707719,11,2,"1, 1",254,15.0,15,15,-5.5,-5,-6,-5.5,-5.0,-6.0,12.25,12.5,12.0
TmY9q__perp,720575940641380853,18,7,"2, 1, 1, 1, 1, 1",256,14.429,16,12,-9.571,-9,-10,-9.571,-9.0,-10.0,9.643,11.5,7.5
TmY9q__perp,720575940611112260,26,12,"2, 2, 1, 1, 1, 1, 1, 1, 1, 1",259,-3.833,0,-8,12.667,15,11,12.667,15.0,11.0,2.5,5.5,-0.5
TmY9q__perp,720575940613443746,18,6,"1, 1, 1, 1, 1, 1",260,-11.667,-10,-14,5.0,6,4,5.0,6.0,4.0,-9.167,-7.5,-11.0
TmY9q__perp,720575940605710112,13,7,"2, 2, 1, 1, 1",261,-6.714,-5,-8,0.571,2,0,0.571,2.0,0.0,-6.429,-5.0,-7.0
TmY9q__perp,720575940622670836,19,6,"2, 2, 1, 1",263,-4.833,-4,-6,5.5,6,5,5.5,6.0,5.0,-2.083,-1.5,-3.0
TmY9q__perp,720575940628009577,16,5,"1, 1, 1, 1, 1",278,-9.6,-7,-11,10.0,11,9,10.0,11.0,9.0,-4.6,-2.5,-6.0
TmY9q__perp,720575940621348929,22,9,"2, 2, 1, 1, 1, 1, 1",284,-12.0,-10,-14,-0.556,1,-2,-0.556,1.0,-2.0,-12.278,-11.0,-13.5
TmY9q__perp,720575940632729764,15,4,"2, 1, 1",289,-5.25,-3,-6,1.0,2,0,1.0,2.0,0.0,-4.75,-3.0,-5.5
TmY9q__perp,720575940635760350,32,12,"3, 2, 2, 2, 1, 1, 1",295,-16.083,-14,-17,3.25,5,1,3.25,5.0,1.0,-14.458,-13.5,-15.0
TmY9q__perp,720575940628890447,37,13,"3, 2, 2, 1, 1, 1, 1, 1, 1",301,-13.077,-11,-15,10.0,11,9,10.0,11.0,9.0,-8.077,-5.5,-10.0
TmY9q__perp,720575940639019327,36,12,"2, 2, 2, 1, 1, 1, 1, 1, 1",312,8.5,13,6,-9.333,-9,-10,-9.333,-9.0,-10.0,3.833,8.5,1.5
TmY9q__perp,720575940627304104,14,3,"1, 1, 1",315,0.0,1,-1,6.333,7,6,6.333,7.0,6.0,3.167,4.0,2.5
TmY9q__perp,720575940616936633,22,3,"1, 1, 1",318,13.667,15,12,-8.333,-8,-9,-8.333,-8.0,-9.0,9.5,11.0,8.0
TmY9q__perp,720575940606802818,40,11,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1",328,10.273,12,8,-11.273,-10,-12,-11.273,-10.0,-12.0,4.636,7.0,2.5
TmY9q__perp,720575940631789260,31,13,"3, 2, 1, 1, 1, 1, 1, 1, 1, 1",338,-1.462,1,-4,1.769,3,0,1.769,3.0,0.0,-0.577,1.0,-3.0
TmY9q__perp,720575940606240958,26,12,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",349,2.25,7,-2,9.75,13,7,9.75,13.0,7.0,7.125,10.5,4.0
TmY9q__perp,720575940612523506,22,10,"2, 1, 1, 1, 1, 1, 1, 1, 1",350,-5.8,-3,-8,-3.5,-2,-5,-3.5,-2.0,-5.0,-7.55,-5.5,-9.0
TmY9q__perp,720575940661166977,14,5,"1, 1, 1, 1, 1",355,-4.0,0,-8,14.0,16,12,14.0,16.0,12.0,3.0,6.0,0.0
TmY9q__perp,720575940627012636,15,4,"2, 1, 1",357,-4.25,-4,-5,-9.25,-8,-10,-9.25,-8.0,-10.0,-8.875,-8.5,-9.0
TmY9q__perp,720575940628566504,21,8,"3, 1, 1, 1, 1, 1",370,-12.875,-11,-15,4.75,6,4,4.75,6.0,4.0,-10.5,-9.0,-12.0
TmY9q__perp,720575940613030422,18,4,"2, 1, 1",377,-3.25,-2,-5,-0.75,0,-1,-0.75,0.0,-1.0,-3.625,-2.5,-5.0
TmY9q__perp,720575940612532709,24,10,"3, 2, 1, 1, 1, 1, 1",385,6.0,10,-1,5.7,10,2,5.7,10.0,2.0,8.85,11.0,4.0
TmY9q__perp,720575940605937766,20,6,"1, 1, 1, 1, 1, 1",387,7.667,10,4,1.333,3,-2,1.333,3.0,-2.0,8.333,11.0,5.5
TmY9q__perp,720575940627636562,10,3,"2, 1",389,1.0,2,-1,12.667,14,12,12.667,14.0,12.0,7.333,8.0,6.0
TmY9q__perp,720575940626020666,24,9,"2, 1, 1, 1, 1, 1, 1, 1",402,-10.0,-7,-13,-6.444,-2,-10,-6.444,-2.0,-10.0,-13.222,-12.0,-14.0
TmY9q__perp,720575940631215865,8,2,"1, 1",405,-1.0,0,-2,-6.5,-6,-7,-6.5,-6.0,-7.0,-4.25,-3.5,-5.0
TmY9q__perp,720575940623058579,13,4,"1, 1, 1, 1",407,-0.75,4,-8,10.25,15,7,10.25,15.0,7.0,4.375,7.5,-0.5
TmY9q__perp,720575940628774662,29,11,"2, 1, 1, 1, 1, 1, 1, 1, 1, 1",409,2.091,5,-1,-0.727,1,-2,-0.727,1.0,-2.0,1.727,4.0,-0.5
TmY9q__perp,720575940613089394,33,11,"2, 2, 2, 1, 1, 1, 1, 1",410,-1.182,1,-4,4.091,6,3,4.091,6.0,3.0,0.864,2.5,-1.5
TmY9q__perp,720575940610903250,13,5,"2, 1, 1, 1",418,-8.6,-7,-10,2.6,3,2,2.6,3.0,2.0,-7.3,-6.0,-8.5
TmY9q__perp,720575940630585820,24,10,"2, 2, 1, 1, 1, 1, 1, 1",419,2.9,7,-1,5.1,7,2,5.1,7.0,2.0,5.45,8.0,2.5
TmY9q__perp,720575940628437269,20,6,"2, 1, 1, 1, 1",424,-1.5,1,-4,6.167,7,5,6.167,7.0,5.0,1.583,4.0,-0.5
TmY9q__perp,720575940635353195,19,7,"2, 2, 1, 1, 1",425,-6.714,-5,-9,-6.571,-5,-8,-6.571,-5.0,-8.0,-10.0,-8.5,-11.5
