cell,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
Tm5c,720575940610922360,11,5,"3, 1, 1",10,12.8,13,12,-11.2,-11,-12,-11.2,-11.0,-12.0,7.2,7.5,6.5
Tm5c,720575940628307287,9,5,"3, 1, 1",16,6.0,7,5,4.2,5,4,4.2,5.0,4.0,8.1,9.0,7.5
Tm5c,720575940639686333,19,6,"2, 1, 1, 1, 1",20,9.0,10,8,-7.333,-6,-8,-7.333,-6.0,-8.0,5.333,6.0,4.5
Tm5c,720575940628904247,6,4,"1, 1, 1, 1",21,-10.75,-10,-11,2.75,4,2,2.75,4.0,2.0,-9.375,-9.0,-10.0
Tm5c,720575940630762235,6,4,"3, 1",23,4.75,5,4,6.25,7,6,6.25,7.0,6.0,7.875,8.0,7.5
Tm5c,720575940633156127,8,4,"2, 1, 1",24,3.75,4,3,2.5,3,2,2.5,3.0,2.0,5.0,5.5,4.5
Tm5c,720575940649982841,9,4,"2, 1, 1",29,1.25,2,1,1.25,2,1,1.25,2.0,1.0,1.875,2.5,1.5
Tm5c,720575940644752932,8,5,"1, 1, 1, 1, 1",34,-2.4,-1,-4,-11.8,-10,-13,-11.8,-10.0,-13.0,-8.3,-7.5,-9.0
Tm5c,720575940607631305,15,7,"3, 2, 1, 1",38,1.286,2,1,0.143,1,-1,0.143,1.0,-1.0,1.357,2.0,1.0
Tm5c,720575940633682586,6,5,"2, 2, 1",39,-10.2,-10,-11,-0.4,0,-1,-0.4,0.0,-1.0,-10.4,-10.0,-11.0
Tm5c,720575940621408950,3,1,1,41,-17.0,-17,-17,6.0,6,6,6.0,6.0,6.0,-14.0,-14.0,-14.0
Tm5c,720575940627055768,10,6,"1, 1, 1, 1, 1, 1",48,6.833,8,5,7.833,10,6,7.833,10.0,6.0,10.75,11.5,10.0
Tm5c,720575940631420759,11,5,"2, 1, 1, 1",51,9.6,10,9,-1.4,-1,-2,-1.4,-1.0,-2.0,8.9,9.5,8.0
Tm5c,720575940612856217,8,4,"2, 1, 1",55,1.75,2,1,7.5,8,7,7.5,8.0,7.0,5.5,6.0,5.0
Tm5c,720575940635634356,9,3,"1, 1, 1",56,8.333,9,8,-2.667,-2,-3,-2.667,-2.0,-3.0,7.0,7.5,6.5
Tm5c,720575940623556327,11,3,"2, 1",58,-2.667,-2,-3,-6.333,-6,-7,-6.333,-6.0,-7.0,-5.833,-5.5,-6.0
Tm5c,720575940638887613,5,3,3,59,-3.0,-3,-3,4.0,4,4,4.0,4.0,4.0,-1.0,-1.0,-1.0
Tm5c,720575940622341921,7,4,"2, 1, 1",63,-2.5,-2,-3,-7.75,-7,-8,-7.75,-7.0,-8.0,-6.375,-6.0,-7.0
Tm5c,720575940621675981,8,4,"2, 1, 1",67,4.75,6,4,3.25,4,2,3.25,4.0,2.0,6.375,7.0,6.0
Tm5c,720575940621004966,8,4,"2, 1, 1",68,-5.25,-5,-6,-5.5,-5,-6,-5.5,-5.0,-6.0,-8.0,-7.5,-8.5
Tm5c,720575940622371660,5,3,"1, 1, 1",70,-13.667,-13,-14,6.667,7,6,6.667,7.0,6.0,-10.333,-9.5,-11.0
Tm5c,720575940622238896,11,4,"2, 1, 1",73,0.75,1,0,-3.5,-3,-4,-3.5,-3.0,-4.0,-1.0,-0.5,-1.5
Tm5c,720575940620121424,11,7,"3, 1, 1, 1, 1",74,4.143,5,3,1.143,2,0,1.143,2.0,0.0,4.714,5.5,4.0
Tm5c,720575940621604813,9,5,"2, 2, 1",76,-0.6,0,-1,6.4,7,6,6.4,7.0,6.0,2.6,3.0,2.0
Tm5c,720575940632440403,8,5,"2, 2, 1",76,-1.4,-1,-2,5.6,6,5,5.6,6.0,5.0,1.4,2.0,1.0
Tm5c,720575940620720560,19,8,"3, 2, 1, 1, 1",77,4.75,5,4,-4.75,-4,-6,-4.75,-4.0,-6.0,2.375,3.0,1.5
Tm5c,720575940633895263,6,3,"1, 1, 1",79,2.0,3,1,-5.0,-4,-6,-5.0,-4.0,-6.0,-0.5,0.0,-1.0
Tm5c,720575940608729720,5,5,"2, 1, 1, 1",84,-8.0,-7,-9,3.6,4,3,3.6,4.0,3.0,-6.2,-5.5,-7.0
Tm5c,720575940617071547,16,8,"2, 2, 2, 1, 1",89,11.0,12,10,-3.375,-2,-4,-3.375,-2.0,-4.0,9.312,10.0,8.5
Tm5c,720575940630887183,9,5,"2, 2, 1",91,-3.8,-3,-4,2.4,3,2,2.4,3.0,2.0,-2.6,-2.0,-3.0
Tm5c,720575940628795377,6,1,1,96,6.0,6,6,-2.0,-2,-2,-2.0,-2.0,-2.0,5.0,5.0,5.0
Tm5c,720575940604188384,7,3,"2, 1",97,-5.667,-5,-6,9.667,10,9,9.667,10.0,9.0,-0.833,-0.5,-1.0
Tm5c,720575940628023313,9,3,"1, 1, 1",98,5.0,6,4,2.333,3,2,2.333,3.0,2.0,6.167,7.0,5.5
Tm5c,720575940620363177,7,5,"2, 1, 1, 1",106,-11.8,-11,-13,13.0,14,12,13.0,14.0,12.0,-5.3,-4.5,-6.0
Tm5c,720575940622715094,16,6,"2, 2, 1, 1",109,7.333,8,7,-8.833,-8,-10,-8.833,-8.0,-10.0,2.917,3.5,2.5
Tm5c,720575940630176506,6,5,"2, 1, 1, 1",111,14.4,15,14,-3.8,-3,-5,-3.8,-3.0,-5.0,12.5,13.0,12.0
Tm5c,720575940637582825,10,3,"2, 1",112,-6.333,-6,-7,11.0,11,11,11.0,11.0,11.0,-0.833,-0.5,-1.5
Tm5c,720575940642568845,11,4,"2, 1, 1",116,2.75,3,2,1.75,3,1,1.75,3.0,1.0,3.625,4.0,3.5
Tm5c,720575940623881480,8,5,"2, 2, 1",121,-9.6,-9,-10,16.4,17,16,16.4,17.0,16.0,-1.4,-1.0,-2.0
Tm5c,720575940623516927,13,6,"1, 1, 1, 1, 1, 1",128,13.833,15,13,-6.0,-5,-7,-6.0,-5.0,-7.0,10.833,11.5,10.0
Tm5c,720575940633984941,7,3,"1, 1, 1",131,-15.667,-15,-16,12.333,13,12,12.333,13.0,12.0,-9.5,-9.0,-10.0
Tm5c,720575940624279037,19,6,"2, 2, 1, 1",137,8.833,9,8,-10.667,-10,-12,-10.667,-10.0,-12.0,3.5,4.0,3.0
Tm5c,720575940609253059,4,1,1,138,-13.0,-13,-13,-1.0,-1,-1,-1.0,-1.0,-1.0,-13.5,-13.5,-13.5
Tm5c,720575940607104898,6,4,"1, 1, 1, 1",141,17.0,18,16,-11.0,-10,-12,-11.0,-10.0,-12.0,11.5,12.5,11.0
Tm5c,720575940607089538,6,4,"2, 1, 1",143,-12.5,-12,-13,8.25,9,8,8.25,9.0,8.0,-8.375,-8.0,-9.0
Tm5c,720575940620963425,4,3,"1, 1, 1",144,13.333,14,13,-14.667,-14,-15,-14.667,-14.0,-15.0,6.0,6.5,5.5
Tm5c,720575940640204733,9,4,"2, 1, 1",146,3.75,4,3,-2.25,-1,-3,-2.25,-1.0,-3.0,2.625,3.0,2.5
Tm5c,720575940618148497,8,5,"2, 1, 1, 1",147,-9.2,-9,-10,-2.8,-2,-4,-2.8,-2.0,-4.0,-10.6,-10.0,-11.0
Tm5c,720575940621822134,9,4,"2, 1, 1",149,12.75,13,12,-12.25,-12,-13,-12.25,-12.0,-13.0,6.625,7.0,6.0
Tm5c,720575940624701332,9,6,"2, 2, 1, 1",151,3.833,5,3,5.667,7,4,5.667,7.0,4.0,6.667,7.0,6.0
Tm5c,720575940626992642,13,6,"3, 2, 1",152,11.333,12,11,-7.167,-6,-8,-7.167,-6.0,-8.0,7.75,8.0,7.5
Tm5c,720575940624226813,1,1,1,153,8.0,8,8,-16.0,-16,-16,-16.0,-16.0,-16.0,0.0,0.0,0.0
Tm5c,720575940616487202,12,6,"2, 2, 1, 1",156,-8.5,-7,-10,16.833,18,16,16.833,18.0,16.0,-0.083,1.5,-1.0
Tm5c,720575940642445876,11,5,"2, 1, 1, 1",158,6.2,7,5,-7.4,-6,-8,-7.4,-6.0,-8.0,2.5,3.0,2.0
Tm5c,720575940621729775,12,6,"3, 2, 1",169,8.667,9,8,0.5,1,0,0.5,1.0,0.0,8.917,9.5,8.5
Tm5c,720575940626875663,10,3,"1, 1, 1",174,12.333,13,12,-9.0,-8,-10,-9.0,-8.0,-10.0,7.833,8.0,7.5
Tm5c,720575940633197639,13,8,"3, 2, 1, 1, 1",175,-1.75,-1,-3,11.0,12,10,11.0,12.0,10.0,3.75,4.5,3.0
Tm5c,720575940615159550,8,5,"2, 1, 1, 1",177,-0.6,0,-1,3.0,4,2,3.0,4.0,2.0,0.9,1.5,0.5
Tm5c,720575940633820130,4,4,"2, 1, 1",178,-2.75,-2,-3,-5.0,-4,-6,-5.0,-4.0,-6.0,-5.25,-5.0,-5.5
Tm5c,720575940638640361,13,7,"2, 2, 2, 1",185,7.714,8,7,-5.143,-4,-6,-5.143,-4.0,-6.0,5.143,6.0,4.5
Tm5c,720575940638902350,4,2,"1, 1",190,0.5,1,0,4.5,5,4,4.5,5.0,4.0,2.75,3.0,2.5
Tm5c,720575940636833769,12,4,"1, 1, 1, 1",196,-4.75,-4,-6,2.0,3,1,2.0,3.0,1.0,-3.75,-3.0,-4.5
Tm5c,720575940615852447,10,5,"2, 1, 1, 1",199,5.6,6,5,0.4,1,0,0.4,1.0,0.0,5.8,6.5,5.0
Tm5c,720575940609466307,8,5,"2, 1, 1, 1",203,3.6,4,3,-7.2,-6,-8,-7.2,-6.0,-8.0,0.0,0.5,-0.5
Tm5c,720575940628102781,13,5,"1, 1, 1, 1, 1",203,4.0,5,2,-7.2,-6,-8,-7.2,-6.0,-8.0,0.4,1.5,-2.0
Tm5c,720575940624440649,12,4,"2, 1, 1",204,6.25,7,6,-9.75,-9,-10,-9.75,-9.0,-10.0,1.375,2.0,1.0
Tm5c,720575940618667088,3,1,1,206,-5.0,-5,-5,5.0,5,5,5.0,5.0,5.0,-2.5,-2.5,-2.5
Tm5c,720575940626709928,11,6,"3, 1, 1, 1",208,15.833,16,15,-11.0,-10,-12,-11.0,-10.0,-12.0,10.333,11.0,9.5
Tm5c,720575940643653655,6,4,"2, 1, 1",209,0.75,1,0,6.5,7,6,6.5,7.0,6.0,4.0,4.5,3.5
Tm5c,720575940639516494,12,5,"3, 2",211,-6.4,-6,-7,13.4,14,13,13.4,14.0,13.0,0.3,0.5,0.0
