cell,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
Lai,720575940633596876,42,8,"2, 2, 1, 1, 1, 1",9,-1.0,1,-3,-8.5,-7,-10,-8.5,-7.0,-10.0,-5.25,-3.5,-7.0
Lai,720575940640135613,37,6,"2, 1, 1, 1, 1",9,1.167,4,0,-9.167,-8,-10,-9.167,-8.0,-10.0,-3.417,-1.0,-5.0
Lai,720575940612917141,10,1,1,14,14.0,14,14,-1.0,-1,-1,-1.0,-1.0,-1.0,13.5,13.5,13.5
Lai,720575940624179917,19,3,"2, 1",21,-11.0,-11,-11,2.333,3,1,2.333,3.0,1.0,-9.833,-9.5,-10.5
Lai,720575940608337026,30,5,"1, 1, 1, 1, 1",23,5.0,6,4,6.0,7,5,6.0,7.0,5.0,8.0,9.0,7.0
Lai,720575940629925123,46,8,"2, 1, 1, 1, 1, 1, 1",24,4.0,7,2,2.0,3,1,2.0,3.0,1.0,5.0,7.5,3.5
Lai,720575940623408972,27,6,"2, 1, 1, 1, 1",25,-10.167,-9,-12,16.667,17,16,16.667,17.0,16.0,-1.833,-0.5,-4.0
Lai,720575940628351570,43,8,"2, 2, 2, 1, 1",26,3.375,4,2,-3.0,-2,-4,-3.0,-2.0,-4.0,1.875,2.5,1.0
Lai,720575940622338230,30,5,"1, 1, 1, 1, 1",32,-5.4,-4,-7,-0.8,0,-2,-0.8,0.0,-2.0,-5.8,-4.0,-7.5
Lai,720575940622855924,33,5,"1, 1, 1, 1, 1",32,-6.2,-5,-7,-0.4,1,-2,-0.4,1.0,-2.0,-6.4,-6.0,-7.0
Lai,720575940614729709,18,3,"1, 1, 1",36,1.667,3,0,-12.0,-11,-13,-12.0,-11.0,-13.0,-4.333,-3.5,-5.5
Lai,720575940621759215,16,1,1,39,-10.0,-10,-10,0.0,0,0,0.0,0.0,0.0,-10.0,-10.0,-10.0
Lai,720575940629380938,37,10,"3, 2, 1, 1, 1, 1, 1",39,-10.6,-9,-12,-0.2,1,-2,-0.2,1.0,-2.0,-10.7,-9.5,-11.5
Lai,720575940647920692,15,3,"1, 1, 1",47,-8.667,-7,-11,16.667,17,16,16.667,17.0,16.0,-0.333,1.5,-3.0
Lai,720575940639196644,34,7,"2, 1, 1, 1, 1, 1",55,1.714,4,-1,7.714,9,7,7.714,9.0,7.0,5.571,7.5,3.5
Lai,720575940616567455,62,13,"2, 2, 2, 1, 1, 1, 1, 1, 1, 1",56,8.462,11,6,-2.154,0,-4,-2.154,0.0,-4.0,7.385,9.0,6.0
Lai,720575940656081825,50,12,"2, 2, 2, 1, 1, 1, 1, 1, 1",58,-2.75,-1,-5,-6.25,-5,-8,-6.25,-5.0,-8.0,-5.875,-4.5,-8.0
Lai,720575940625859815,21,3,"1, 1, 1",64,16.333,17,16,-8.0,-5,-10,-8.0,-5.0,-10.0,12.333,13.5,11.5
Lai,720575940623160865,28,4,"1, 1, 1, 1",67,5.5,7,4,3.25,4,3,3.25,4.0,3.0,7.125,8.5,5.5
Lai,720575940617301691,49,9,"2, 2, 1, 1, 1, 1, 1",81,7.333,9,5,-12.111,-11,-13,-12.111,-11.0,-13.0,1.278,3.0,-1.0
Lai,720575940621337364,42,11,"4, 2, 2, 1, 1, 1",85,15.091,16,14,-8.364,-7,-10,-8.364,-7.0,-10.0,10.909,12.0,9.0
Lai,720575940637073775,22,3,"1, 1, 1",91,-3.333,-2,-4,2.333,4,1,2.333,4.0,1.0,-2.167,-1.5,-3.0
Lai,720575940620084091,43,12,"2, 2, 2, 2, 1, 1, 1, 1",94,-4.083,-2,-8,-9.917,-8,-12,-9.917,-8.0,-12.0,-9.042,-7.5,-12.0
Lai,720575940624485258,36,5,"2, 1, 1, 1",97,-6.2,-5,-8,9.4,10,9,9.4,10.0,9.0,-1.5,-0.5,-3.0
Lai,720575940629501446,56,13,"3, 3, 2, 2, 1, 1, 1",99,-2.385,-1,-4,-8.385,-7,-10,-8.385,-7.0,-10.0,-6.577,-5.0,-8.0
Lai,720575940637628046,43,9,"3, 2, 1, 1, 1, 1",100,7.222,10,6,-3.556,-3,-4,-3.556,-3.0,-4.0,5.444,8.0,4.0
Lai,720575940612462030,17,3,"2, 1",107,9.667,11,9,-15.333,-14,-16,-15.333,-14.0,-16.0,2.0,4.0,1.0
Lai,720575940631925335,26,4,"1, 1, 1, 1",108,2.5,4,1,6.5,7,6,6.5,7.0,6.0,5.75,7.0,4.5
Lai,720575940635322268,56,14,"4, 3, 1, 1, 1, 1, 1, 1, 1",109,7.286,9,5,-8.714,-8,-10,-8.714,-8.0,-10.0,2.929,4.5,1.0
Lai,720575940633322577,15,3,"1, 1, 1",110,-6.667,-5,-8,13.0,14,12,13.0,14.0,12.0,-0.167,1.0,-1.5
Lai,720575940628300421,40,4,"1, 1, 1, 1",113,-3.5,-3,-4,3.75,5,2,3.75,5.0,2.0,-1.625,-1.0,-2.0
Lai,720575940625607916,25,3,"2, 1",128,14.333,15,14,-6.0,-6,-6,-6.0,-6.0,-6.0,11.333,12.0,11.0
Lai,720575940628361491,30,5,"3, 1, 1",136,-1.0,-1,-1,-0.4,1,-1,-0.4,1.0,-1.0,-1.2,-0.5,-1.5
Lai,720575940619606848,38,9,"2, 2, 2, 2, 1",137,8.778,11,7,-10.667,-10,-11,-10.667,-10.0,-11.0,3.444,6.0,2.0
Lai,720575940628420922,22,3,"1, 1, 1",149,13.0,14,12,-12.0,-12,-12,-12.0,-12.0,-12.0,7.0,8.0,6.0
Lai,720575940623611869,25,4,"2, 1, 1",154,-8.0,-6,-9,16.5,17,16,16.5,17.0,16.0,0.25,2.0,-0.5
Lai,720575940630663930,45,9,"2, 2, 2, 1, 1, 1",158,6.111,7,5,-6.778,-6,-8,-6.778,-6.0,-8.0,2.722,4.0,1.5
Lai,720575940640646461,38,6,"2, 2, 1, 1",158,5.0,7,3,-7.333,-6,-8,-7.333,-6.0,-8.0,1.333,3.0,0.0
Lai,720575940622422900,18,4,"1, 1, 1, 1",163,-11.75,-11,-13,16.75,18,16,16.75,18.0,16.0,-3.375,-2.0,-5.0
Lai,720575940648704132,21,5,"2, 1, 1, 1",163,-11.6,-11,-12,16.8,18,16,16.8,18.0,16.0,-3.2,-2.0,-4.0
Lai,720575940628802325,36,6,"2, 1, 1, 1, 1",164,0.333,3,-1,1.667,3,1,1.667,3.0,1.0,1.167,3.5,-0.5
Lai,720575940622838260,22,4,"2, 1, 1",167,10.25,12,8,-1.75,0,-3,-1.75,0.0,-3.0,9.375,10.5,8.0
Lai,720575940610467267,9,3,"2, 1",170,-4.667,-4,-5,9.667,11,9,9.667,11.0,9.0,0.167,1.5,-0.5
Lai,720575940640620349,32,9,"2, 2, 2, 1, 1, 1",172,-9.778,-8,-11,-2.333,-1,-4,-2.333,-1.0,-4.0,-10.944,-9.5,-11.5
Lai,720575940626801712,36,8,"2, 2, 2, 1, 1",173,14.75,15,14,-4.5,-3,-6,-4.5,-3.0,-6.0,12.5,13.5,11.5
Lai,720575940611067972,35,6,"2, 1, 1, 1, 1",175,-2.167,-1,-3,10.5,11,10,10.5,11.0,10.0,3.083,4.0,2.0
Lai,720575940630884855,33,5,"2, 1, 1, 1",176,-7.8,-7,-9,2.8,3,2,2.8,3.0,2.0,-6.4,-5.5,-7.5
Lai,720575940623402876,3,1,1,177,-1.0,-1,-1,3.0,3,3,3.0,3.0,3.0,0.5,0.5,0.5
Lai,720575940632510250,53,12,"2, 2, 2, 1, 1, 1, 1, 1, 1",181,3.417,5,2,-1.917,0,-3,-1.917,0.0,-3.0,2.458,4.0,1.0
Lai,720575940621096071,15,3,"2, 1",182,12.667,14,12,-14.0,-14,-14,-14.0,-14.0,-14.0,5.667,7.0,5.0
Lai,720575940606761918,22,1,1,200,-11.0,-11,-11,10.0,10,10,10.0,10.0,10.0,-6.0,-6.0,-6.0
Lai,720575940617642613,22,3,"1, 1, 1",200,-10.333,-9,-11,10.333,11,10,10.333,11.0,10.0,-5.167,-4.0,-6.0
Lai,720575940630108571,16,2,2,210,-10.0,-10,-10,12.0,12,12,12.0,12.0,12.0,-4.0,-4.0,-4.0
Lai,720575940624301448,36,8,"2, 2, 1, 1, 1, 1",217,-1.25,1,-6,-11.875,-9,-13,-11.875,-9.0,-13.0,-7.188,-5.5,-10.5
Lai,720575940623465596,36,9,"2, 2, 1, 1, 1, 1, 1",218,-3.444,-2,-5,-3.667,-2,-6,-3.667,-2.0,-6.0,-5.278,-4.5,-6.5
Lai,720575940629400394,42,8,"2, 2, 1, 1, 1, 1",218,-2.75,-2,-4,-3.5,-2,-5,-3.5,-2.0,-5.0,-4.5,-3.5,-5.5
Lai,720575940629574385,47,10,"2, 2, 2, 1, 1, 1, 1",220,4.6,6,3,-4.0,-2,-5,-4.0,-2.0,-5.0,2.6,4.0,1.5
Lai,720575940625063349,15,3,"2, 1",227,-9.0,-9,-9,13.333,14,13,13.333,14.0,13.0,-2.333,-2.0,-2.5
Lai,720575940625735828,29,3,"1, 1, 1",229,4.333,5,4,-9.333,-8,-10,-9.333,-8.0,-10.0,-0.333,0.0,-1.0
Lai,720575940644722592,55,14,"3, 2, 2, 2, 1, 1, 1, 1, 1",233,10.929,12,9,-8.929,-8,-10,-8.929,-8.0,-10.0,6.464,8.0,4.0
Lai,720575940608278914,50,11,"2, 2, 1, 1, 1, 1, 1, 1, 1",234,0.364,3,-1,-2.818,-1,-4,-2.818,-1.0,-4.0,-1.045,1.5,-3.0
Lai,720575940623010309,39,10,"2, 2, 1, 1, 1, 1, 1, 1",240,-1.7,0,-3,7.0,8,6,7.0,8.0,6.0,1.8,3.5,0.5
Lai,720575940625266761,38,7,"2, 1, 1, 1, 1, 1",240,-3.0,-1,-5,7.143,8,5,7.143,8.0,5.0,0.571,2.0,-1.0
Lai,720575940630829303,33,4,"1, 1, 1, 1",240,-1.25,1,-3,7.0,8,6,7.0,8.0,6.0,2.25,4.5,1.0
Lai,720575940626102311,32,5,"2, 1, 1, 1",241,10.6,12,9,-4.4,-3,-5,-4.4,-3.0,-5.0,8.4,9.5,7.0
Lai,720575940620039582,35,7,"2, 2, 1, 1, 1",243,10.0,12,7,1.857,5,0,1.857,5.0,0.0,10.929,12.0,9.5
Lai,720575940636527028,29,5,"1, 1, 1, 1, 1",243,10.2,12,9,1.2,3,0,1.2,3.0,0.0,10.8,12.0,10.0
Lai,720575940614679277,31,6,"2, 1, 1, 1, 1",244,2.333,5,0,8.0,9,7,8.0,9.0,7.0,6.333,8.5,4.5
Lai,720575940636615160,23,4,"2, 1, 1",246,-10.75,-10,-12,6.5,7,6,6.5,7.0,6.0,-7.5,-7.0,-8.5
Lai,720575940628430906,32,3,"1, 1, 1",250,-1.333,-1,-2,0.667,1,0,0.667,1.0,0.0,-1.0,-0.5,-1.5
Lai,720575940629379402,86,20,"3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1",257,-7.95,-6,-10,-4.9,-2,-7,-4.9,-2.0,-7.0,-10.4,-8.5,-12.0
Lai,720575940629413450,29,3,"1, 1, 1",258,4.0,6,1,7.0,8,6,7.0,8.0,6.0,7.5,9.0,5.0
Lai,720575940615131699,23,3,"1, 1, 1",261,-7.667,-7,-8,1.0,2,0,1.0,2.0,0.0,-7.167,-6.5,-8.0
Lai,720575940606742374,37,5,"2, 1, 1, 1",264,2.4,3,1,2.0,3,1,2.0,3.0,1.0,3.4,4.5,1.5
Lai,720575940620061086,41,7,"2, 2, 1, 1, 1",269,11.857,13,10,-3.857,-2,-5,-3.857,-2.0,-5.0,9.929,11.0,9.0
Lai,720575940621752815,45,14,"3, 2, 2, 1, 1, 1, 1, 1, 1, 1",270,4.786,7,3,-2.0,0,-4,-2.0,0.0,-4.0,3.786,5.5,2.5
Lai,720575940626350157,53,13,"3, 2, 2, 2, 1, 1, 1, 1",272,4.308,5,2,-6.077,-5,-7,-6.077,-5.0,-7.0,1.269,2.5,-0.5
Lai,720575940620721624,30,6,"2, 1, 1, 1, 1",275,-7.5,-6,-9,15.167,16,14,15.167,16.0,14.0,0.083,1.0,-1.0
