cell,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
Mi2,720575940621700385,13,9,"5, 2, 1, 1",1,-11.889,-11,-12,11.111,12,10,11.111,12.0,10.0,-6.333,-5.5,-7.0
Mi2,720575940608722185,10,7,"4, 2, 1",5,-8.714,-8,-9,1.571,2,1,1.571,2.0,1.0,-7.929,-7.5,-8.5
Mi2,720575940638088681,9,7,"3, 1, 1, 1, 1",5,-9.429,-9,-10,1.857,3,1,1.857,3.0,1.0,-8.5,-8.0,-9.5
Mi2,720575940627625237,9,6,"3, 2, 1",7,-2.5,-2,-3,11.667,12,11,11.667,12.0,11.0,3.333,4.0,3.0
Mi2,720575940620655713,9,6,"2, 2, 1, 1",17,3.833,5,3,-3.333,-3,-4,-3.333,-3.0,-4.0,2.167,3.0,1.5
Mi2,720575940627258493,14,10,"3, 2, 2, 1, 1, 1",18,13.0,14,12,-10.2,-9,-11,-10.2,-9.0,-11.0,7.9,9.0,7.0
Mi2,720575940606056370,13,8,"3, 2, 2, 1",19,-15.125,-14,-16,12.5,13,12,12.5,13.0,12.0,-8.875,-7.5,-10.0
Mi2,720575940628060232,9,6,"3, 1, 1, 1",20,9.167,10,9,-7.167,-6,-8,-7.167,-6.0,-8.0,5.583,6.0,5.0
Mi2,720575940620913345,10,7,"4, 3",21,-11.429,-11,-12,3.429,4,3,3.429,4.0,3.0,-9.714,-9.5,-10.0
Mi2,720575940625157885,13,8,"5, 1, 1, 1",22,-2.25,-2,-3,1.0,2,0,1.0,2.0,0.0,-1.75,-1.5,-2.5
Mi2,720575940618447429,14,10,"3, 2, 2, 1, 1, 1",23,5.4,8,4,6.3,7,4,6.3,7.0,4.0,8.55,10.0,7.5
Mi2,720575940619327646,6,5,"3, 1, 1",23,4.8,5,4,5.8,6,5,5.8,6.0,5.0,7.7,8.0,7.0
Mi2,720575940621362804,10,6,"3, 2, 1",26,2.667,3,2,-3.167,-3,-4,-3.167,-3.0,-4.0,1.083,1.5,0.5
Mi2,720575940605114796,16,11,"6, 2, 1, 1, 1",30,-2.091,-1,-3,-12.091,-11,-13,-12.091,-11.0,-13.0,-8.136,-7.5,-9.0
Mi2,720575940620066164,7,5,"2, 2, 1",31,-8.2,-8,-9,-0.4,0,-1,-0.4,0.0,-1.0,-8.4,-8.0,-9.0
Mi2,720575940631996216,9,6,"3, 2, 1",31,-7.833,-7,-8,0.333,1,0,0.333,1.0,0.0,-7.667,-7.0,-8.0
Mi2,720575940607358642,10,7,"3, 2, 1, 1",33,-6.0,-5,-7,-6.286,-5,-7,-6.286,-5.0,-7.0,-9.143,-8.5,-9.5
Mi2,720575940622423412,5,5,"2, 2, 1",37,-0.8,0,-1,-2.6,-2,-3,-2.6,-2.0,-3.0,-2.1,-1.5,-2.5
Mi2,720575940627890490,9,6,"3, 1, 1, 1",38,1.333,2,1,0.0,1,-1,0.0,1.0,-1.0,1.333,2.0,1.0
Mi2,720575940615408351,12,8,"4, 2, 1, 1",39,-10.375,-10,-11,0.375,1,0,0.375,1.0,0.0,-10.188,-9.5,-11.0
Mi2,720575940619324608,13,11,"3, 2, 2, 2, 1, 1",39,-10.0,-9,-11,-0.182,1,-1,-0.182,1.0,-1.0,-10.091,-9.5,-11.0
Mi2,720575940614392883,11,7,"4, 2, 1",41,-16.714,-16,-17,6.143,7,6,6.143,7.0,6.0,-13.643,-13.0,-14.0
Mi2,720575940630403577,10,8,"2, 2, 2, 1, 1",43,-13.75,-13,-15,10.125,11,9,10.125,11.0,9.0,-8.688,-8.0,-9.5
Mi2,720575940637120357,11,8,"3, 3, 2",44,9.625,10,9,-10.25,-10,-11,-10.25,-10.0,-11.0,4.5,5.0,4.0
Mi2,720575940629879799,10,6,"3, 2, 1",45,-3.5,-3,-4,8.667,9,8,8.667,9.0,8.0,0.833,1.5,0.5
Mi2,720575940622873889,8,5,"2, 2, 1",46,-11.8,-11,-12,9.4,10,9,9.4,10.0,9.0,-7.1,-6.5,-7.5
Mi2,720575940624056905,6,3,"1, 1, 1",48,7.333,9,6,7.667,9,6,7.667,9.0,6.0,11.167,12.0,10.5
Mi2,720575940642827044,9,4,"1, 1, 1, 1",48,6.5,8,5,8.25,9,7,8.25,9.0,7.0,10.625,11.5,9.5
Mi2,720575940614617553,6,6,"4, 2",49,6.0,6,6,-8.333,-8,-9,-8.333,-8.0,-9.0,1.833,2.0,1.5
Mi2,720575940639681853,9,6,"4, 1, 1",53,-2.333,-2,-3,-9.833,-9,-10,-9.833,-9.0,-10.0,-7.25,-7.0,-8.0
Mi2,720575940606429206,11,8,"3, 2, 2, 1",57,11.625,12,11,-13.125,-12,-14,-13.125,-12.0,-14.0,5.062,5.5,4.5
Mi2,720575940610196419,11,7,"4, 2, 1",58,-3.286,-3,-4,-5.571,-5,-6,-5.571,-5.0,-6.0,-6.071,-5.5,-6.5
Mi2,720575940656097697,11,9,"5, 3, 1",59,-2.667,-2,-3,3.556,4,3,3.556,4.0,3.0,-0.889,-0.5,-1.5
Mi2,720575940605722801,11,9,"4, 2, 1, 1, 1",60,-12.0,-11,-13,16.222,17,15,16.222,17.0,15.0,-3.889,-3.5,-5.0
Mi2,720575940624762808,10,7,"4, 2, 1",68,-5.286,-5,-6,-5.571,-5,-6,-5.571,-5.0,-6.0,-8.071,-7.5,-8.5
Mi2,720575940628539304,5,4,"3, 1",69,-2.75,-2,-3,-2.0,-2,-2,-2.0,-2.0,-2.0,-3.75,-3.0,-4.0
Mi2,720575940624827687,9,7,"4, 2, 1",70,-14.143,-14,-15,6.714,7,6,6.714,7.0,6.0,-10.786,-10.5,-11.5
Mi2,720575940625736478,9,7,"3, 3, 1",70,-13.857,-13,-14,7.429,8,7,7.429,8.0,7.0,-10.143,-9.5,-10.5
Mi2,720575940626989820,13,9,"3, 3, 3",73,1.333,2,1,-3.667,-3,-4,-3.667,-3.0,-4.0,-0.5,0.0,-1.0
Mi2,720575940627722329,6,5,"3, 1, 1",73,1.0,2,0,-4.2,-4,-5,-4.2,-4.0,-5.0,-1.1,-0.5,-2.0
Mi2,720575940606858185,17,11,"4, 3, 2, 2",75,-13.364,-13,-14,11.545,12,11,11.545,12.0,11.0,-7.591,-7.0,-8.5
Mi2,720575940621433838,10,8,"3, 3, 2",76,-1.25,-1,-2,5.625,6,5,5.625,6.0,5.0,1.562,2.0,1.0
Mi2,720575940621766126,9,7,"3, 2, 1, 1",77,5.0,6,4,-5.429,-5,-6,-5.429,-5.0,-6.0,2.286,3.0,1.5
Mi2,720575940638057562,7,5,"2, 2, 1",77,5.2,6,5,-4.6,-4,-5,-4.6,-4.0,-5.0,2.9,3.5,2.5
Mi2,720575940636810926,9,6,"5, 1",78,-7.833,-7,-8,-4.167,-4,-5,-4.167,-4.0,-5.0,-9.917,-9.5,-10.0
Mi2,720575940606219296,9,6,"4, 1, 1",80,-2.333,-2,-3,-8.833,-8,-9,-8.833,-8.0,-9.0,-6.75,-6.5,-7.5
Mi2,720575940611881701,10,7,"2, 2, 1, 1, 1",81,6.714,8,6,-11.714,-11,-12,-11.714,-11.0,-12.0,0.857,2.0,0.0
Mi2,720575940605397164,6,4,"2, 1, 1",84,-7.75,-7,-8,4.25,5,4,4.25,5.0,4.0,-5.625,-5.0,-6.0
Mi2,720575940627282521,10,7,"4, 3",84,-8.0,-8,-8,3.571,4,3,3.571,4.0,3.0,-6.214,-6.0,-6.5
Mi2,720575940628362502,10,7,"2, 2, 1, 1, 1",86,-1.143,0,-2,9.143,10,8,9.143,10.0,8.0,3.429,4.5,2.5
Mi2,720575940626677013,10,7,"4, 2, 1",90,-5.571,-5,-6,6.714,7,6,6.714,7.0,6.0,-2.214,-1.5,-2.5
Mi2,720575940630708985,11,8,"4, 2, 1, 1",91,-3.625,-3,-4,1.875,3,1,1.875,3.0,1.0,-2.688,-2.0,-3.0
Mi2,720575940624933813,7,5,"2, 1, 1, 1",92,-3.8,-3,-5,-0.6,0,-1,-0.6,0.0,-1.0,-4.1,-3.5,-5.0
Mi2,720575940613080342,7,5,"2, 2, 1",93,-6.8,-6,-7,11.4,12,11,11.4,12.0,11.0,-1.1,-0.5,-1.5
Mi2,720575940620383909,11,8,"3, 3, 2",94,-4.25,-4,-5,-10.375,-10,-11,-10.375,-10.0,-11.0,-9.438,-9.0,-10.0
Mi2,720575940623133892,8,3,"2, 1",95,15.0,15,15,-9.333,-9,-10,-9.333,-9.0,-10.0,10.333,10.5,10.0
Mi2,720575940624693552,11,5,"2, 2, 1",95,15.4,16,15,-9.2,-9,-10,-9.2,-9.0,-10.0,10.8,11.5,10.0
Mi2,720575940635881579,12,7,"4, 1, 1, 1",97,-6.0,-5,-7,9.857,11,9,9.857,11.0,9.0,-1.071,-0.5,-1.5
Mi2,720575940608932956,11,8,"4, 2, 1, 1",99,-3.375,-3,-4,-9.0,-8,-10,-9.0,-8.0,-10.0,-7.875,-7.5,-8.5
Mi2,720575940631250194,6,3,"1, 1, 1",101,-10.333,-10,-11,13.667,14,13,13.667,14.0,13.0,-3.5,-3.0,-4.0
Mi2,720575940620095061,15,10,"2, 2, 2, 2, 1, 1",104,12.7,14,12,0.6,2,-1,0.6,2.0,-1.0,13.0,13.5,12.5
Mi2,720575940618735173,13,8,"4, 2, 2",106,-11.75,-11,-12,12.5,13,12,12.5,13.0,12.0,-5.5,-5.0,-6.0
Mi2,720575940625256009,10,4,"3, 1",109,7.0,7,7,-8.75,-8,-9,-8.75,-8.0,-9.0,2.625,3.0,2.5
Mi2,720575940654912417,15,12,"5, 3, 2, 1, 1",110,-7.25,-6,-8,14.083,15,13,14.083,15.0,13.0,-0.208,1.0,-1.0
Mi2,720575940623465620,13,7,"3, 2, 2",114,8.714,9,8,-5.286,-5,-6,-5.286,-5.0,-6.0,6.071,6.5,5.5
Mi2,720575940608290434,11,8,"3, 2, 2, 1",115,-4.625,-4,-5,8.25,9,7,8.25,9.0,7.0,-0.5,0.0,-1.0
Mi2,720575940617958228,8,4,"3, 1",117,-6.75,-6,-7,15.75,16,15,15.75,16.0,15.0,1.125,1.5,1.0
Mi2,720575940618737989,4,3,"1, 1, 1",118,2.667,3,2,-7.333,-7,-8,-7.333,-7.0,-8.0,-1.0,-0.5,-1.5
Mi2,720575940626051386,8,7,"3, 2, 1, 1",120,0.429,1,-1,0.571,1,0,0.571,1.0,0.0,0.714,1.5,-0.5
Mi2,720575940619498801,10,7,"3, 1, 1, 1, 1",121,-9.714,-9,-10,15.857,17,15,15.857,17.0,15.0,-1.786,-1.0,-2.5
Mi2,720575940652830710,10,7,"3, 3, 1",126,-1.857,-1,-2,-6.571,-6,-7,-6.571,-6.0,-7.0,-5.143,-4.5,-5.5
Mi2,720575940647856260,6,5,"2, 2, 1",127,-7.2,-6,-8,-0.8,0,-2,-0.8,0.0,-2.0,-7.6,-7.0,-8.0
Mi2,720575940617977574,8,4,"2, 2",128,13.5,14,13,-5.5,-5,-6,-5.5,-5.0,-6.0,10.75,11.0,10.5
Mi2,720575940630574903,13,7,"3, 2, 1, 1",129,6.857,8,6,-0.571,0,-1,-0.571,0.0,-1.0,6.571,7.5,6.0
Mi2,720575940630310364,9,6,"3, 2, 1",133,-12.5,-12,-13,5.833,6,5,5.833,6.0,5.0,-9.583,-9.0,-10.0
Mi2,720575940639793981,11,7,"3, 2, 1, 1",134,3.571,5,2,10.143,11,10,10.143,11.0,10.0,8.643,10.0,7.5
Mi2,720575940646490932,7,5,"2, 2, 1",137,9.2,10,9,-10.6,-10,-11,-10.6,-10.0,-11.0,3.9,4.5,3.5
Mi2,720575940630802487,4,2,2,138,-13.0,-13,-13,-1.0,-1,-1,-1.0,-1.0,-1.0,-13.5,-13.5,-13.5
Mi2,720575940626768792,13,10,"5, 3, 1, 1",139,7.6,8,7,-2.0,-1,-3,-2.0,-1.0,-3.0,6.6,7.0,6.0
Mi2,720575940622727450,9,7,"3, 2, 1, 1",142,6.571,7,6,4.143,5,3,4.143,5.0,3.0,8.643,9.0,8.0
Mi2,720575940631083575,7,3,"1, 1, 1",144,12.667,13,12,-14.667,-14,-15,-14.667,-14.0,-15.0,5.333,6.0,4.5
Mi2,720575940614064621,5,2,2,146,4.0,4,4,-2.0,-2,-2,-2.0,-2.0,-2.0,3.0,3.0,3.0
