,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,10.000000,,,3.754516,2.065909,1.378535,0.100000,,,,,,,,,,,,,,,,,,0.100000,,,,0.489237,0.100000,,,,2.055845,,,,,,,,,,,,,,,,,,,,,,
R7,,,7.853759,8.506644,,0.107407,,,3.240877,,0.100000,5.219464,,,,,,,,,,,,,,,,,,0.100000,0.100000,,,1.026626,0.989768,,,0.100000,2.291053,,4.030511,,0.100000,1.697590,0.100000,0.100000,0.100000,,,,,,,,,
R8,,0.100000,10.000000,10.000000,0.100000,3.807609,,0.100000,0.100000,,0.100000,4.516679,,,,,,,,,,,,,0.971539,,,,0.156768,0.100000,0.100000,10.000000,,,1.028025,,1.257833,1.628764,9.974636,,5.255485,2.026067,,,5.744155,0.100000,,2.370675,,1.531239,,,,,1.021401,
L1,0.100000,2.238152,0.540689,0.100000,0.100000,3.065984,0.100000,5.053966,3.521687,3.788152,0.873906,,,,,,1.177580,0.100000,,,,,,,0.100000,2.840956,10.000000,,2.278405,2.539035,,10.000000,,0.100000,,,,0.956839,6.389094,,,,0.581190,,,,,,,,,0.966304,,,,
L2,10.000000,,8.218635,0.662510,0.100000,0.100000,8.477052,0.100000,3.061334,0.100000,10.000000,0.100000,,,,,1.456503,2.004978,3.423646,,,,,,0.100000,10.000000,0.100000,,0.954995,10.000000,,,,1.046954,,4.637181,0.100000,,0.100000,,0.100000,,,,0.976505,,,,,,,1.025908,,,,
L3,,3.294252,0.471246,10.000000,8.567990,,,,4.031693,,0.100000,1.929553,,,,,10.000000,8.453159,0.100000,0.100000,,,,,6.931581,,,,1.033643,0.100000,0.100000,,0.100000,,1.023584,0.100000,,1.048413,0.100000,0.973123,0.100000,1.044897,0.100000,0.100000,0.100000,7.540906,0.100000,8.391841,,,,,0.957328,,0.104543,0.982011
L4,0.423723,,,0.249075,0.390970,1.569631,0.100000,1.045535,1.682794,,,0.371834,,,,,0.311602,0.491205,0.480135,0.247264,,,,,,1.637823,,,,1.633962,1.669641,1.648053,,,,1.735803,1.700743,,,,,,1.040425,,,,,,,,,1.008186,,,,
L5,,,,3.919158,0.100000,,,7.869588,5.416038,6.133919,0.100000,0.100000,,,,,0.100000,0.100000,0.157865,,,,,,10.000000,0.100000,0.100000,,0.100000,0.100000,0.100000,0.100000,,0.100000,1.003186,2.373447,10.000000,0.767288,4.329313,,3.728196,0.794080,10.000000,,0.100000,,,,1.028324,1.700827,6.142317,0.100000,,9.805150,,
Mi1,,0.100000,10.000000,4.555139,9.482597,,,0.100000,2.230766,0.100000,6.966419,0.100000,0.100328,0.100000,0.100000,10.000000,0.100000,1.060099,1.133961,,,,,,0.739804,0.100000,0.574187,0.100000,0.106865,0.100000,0.100000,6.407621,3.859251,,1.014442,0.100000,0.200504,0.100000,0.100000,,5.319238,5.188323,2.328786,,,3.560992,,0.100000,0.986030,10.000000,1.708432,0.100000,9.295285,4.446923,0.185439,0.100000
Tm3,,,,2.494370,2.680834,,,,1.966663,0.595201,0.100000,0.100000,0.100000,0.240885,0.100000,10.000000,,,0.100000,,,1.048962,,1.008004,,5.241563,0.100000,0.100000,0.984740,1.241138,9.203207,9.228351,,,0.960522,0.100000,0.100000,,,0.976264,,,0.100000,,,,3.186723,,1.013751,4.579751,0.100000,0.100000,,1.139416,,
