idx,cell,a_in,a_out,v_th,a_gt,bias_gt,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,v_pre,v_onset
14,T4c,2.054848,1.508436,-50.000000,1.015890,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-3.156588
15,T4d,2.054848,1.992302,-50.000000,0.991132,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-35.490808
16,Tm1,2.054848,1.342488,-50.000000,2.322224,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-26.205316
17,Tm2,2.054848,1.505238,-50.000000,2.755397,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-53.451420
18,Tm4,2.054848,0.261240,-50.000000,1.819958,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-10.094258
19,Tm9,2.054848,1.479531,-50.000000,1.209738,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,1.905539
20,T5a,2.054848,0.256933,-50.000000,1.041558,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-2.034717
21,T5b,2.054848,0.100000,-50.000000,0.990529,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-4.706474
22,T5c,2.054848,1.897187,-50.000000,1.025549,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,4.820217
23,T5d,2.054848,1.254807,-50.000000,1.006062,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-0.389380
24,T1,2.054848,1.392818,-50.000000,0.998641,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-23.557928
25,T2,2.054848,0.648790,-50.000000,0.981808,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-14.797074
26,T2a,2.054848,4.299080,-50.000000,1.034142,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,5.522207
27,T3,2.054848,3.126499,-50.000000,0.953520,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,6.257355
28,C2,2.054848,0.100000,-50.000000,0.974401,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-46.349209
29,C3,2.054848,0.100000,-50.000000,0.993656,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-50.931861
30,Lawf1,2.054848,0.613582,-50.000000,1.017139,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-19.510925
31,Lawf2,2.054848,1.164834,-50.000000,0.994432,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-38.646317
32,Dm3v,2.054848,0.106690,-50.000000,0.951760,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-17.245522
33,Lai,2.054848,0.100000,-50.000000,1.009026,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-58.674578
34,Mi10,2.054848,1.291323,-50.000000,0.954462,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-58.188174
35,Mi13,2.054848,0.364095,-50.000000,0.987902,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-53.636912
36,Mi14,2.054848,0.100000,-50.000000,1.020490,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-42.296344
37,Mi15,2.054848,0.171055,-50.000000,1.018629,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-61.043065
38,Mi2,2.054848,0.610652,-50.000000,1.046714,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-18.532114
39,Tm16,2.054848,2.511222,-50.000000,0.969219,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-56.433893
40,Tm20,2.054848,0.481578,-50.000000,1.034261,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,1.077724
41,Tm21,2.054848,0.343872,-50.000000,1.048411,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-26.115140
42,Tm27,2.054848,0.826011,-50.000000,1.039934,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-41.729861
43,Tm5a,2.054848,0.207807,-50.000000,1.040836,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-51.659990
44,Tm5b,2.054848,2.449764,-50.000000,0.991286,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-46.139440
45,Tm5c,2.054848,1.944893,-50.000000,0.969274,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-34.597508
46,Tm5f,2.054848,0.119887,-50.000000,1.044864,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-30.471938
47,TmY10,2.054848,0.100000,-50.000000,0.954034,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-43.619730
48,TmY11,2.054848,3.787344,-50.000000,1.022627,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-60.598091
49,TmY14,2.054848,2.181875,-50.000000,0.984443,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,0.112953
50,TmY15,2.054848,1.511846,-50.000000,0.975468,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-5.988997
51,TmY3,2.054848,2.464473,-50.000000,1.004531,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-38.243972
52,TmY4,2.054848,0.880031,-50.000000,1.013271,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,0.060443
53,TmY5a,2.054848,0.181419,-50.000000,0.994486,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-2.576109
54,TmY9q,2.054848,0.100000,-50.000000,0.950516,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-27.109952
55,TmY9q__perp,2.054848,0.100000,-50.000000,0.969326,0.000000,0.000000,0.000000,-48.022717,-0.200000,-54.712433,-49.336225,-0.224198,-45.994757,-50.000000,-23.127726
