cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_th_ca,a_ca,tau_ca,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
20,T5a,0.964568,67.068985,3.095201,6.256188,-23.979368,-26.191648,11.764164,203.654327,0.000000,-50.000000,1.000000,500.000000,12.568259,16.462631,23.866922,7.404291,67.020180,71.046066,78.554802,7.508736,67.020180,67.068985,67.424461,0.355476
21,T5b,1.037620,72.311607,3.095201,6.853518,8.168479,-57.939919,21.678757,192.365814,0.000000,-50.000000,1.000000,500.000000,22.305239,22.444397,22.626076,0.181679,72.309914,72.447762,72.626068,0.178307,72.309914,72.311607,72.322479,0.010872
22,T5c,1.004699,67.483795,3.095201,4.986763,-0.067904,-49.589115,23.618057,206.194382,0.000000,-50.000000,1.000000,500.000000,4.522220,4.539632,4.566041,0.026409,67.480606,67.741508,68.081474,0.339966,67.480606,67.483795,67.504608,0.020813
23,T5d,1.027673,42.625717,3.095201,3.831774,4.819723,-54.636642,17.895956,205.722946,0.000000,-50.000000,1.000000,500.000000,-21.559540,-21.843992,-22.063021,-0.219028,42.626175,42.590675,42.567959,-0.022717,42.626175,42.625717,42.623520,-0.002197
24,T1,1.041854,38.077610,3.095201,1.032110,-12.905095,-36.618263,36.136227,200.625961,0.000000,-50.000000,1.000000,500.000000,-12.896876,-12.728354,-13.299121,-0.570767,38.075500,38.245441,37.674564,-0.570877,38.075500,38.077610,38.084881,0.007271
25,T2,0.999167,51.569756,3.095201,0.296457,-6.095827,-44.237022,33.572071,190.401825,0.000000,-50.000000,1.000000,500.000000,1.570239,1.528176,3.524129,1.995953,51.570240,51.528179,53.524132,1.995953,51.570240,51.569752,51.585861,0.016109
26,T2a,0.959739,59.406963,3.095201,6.175547,0.997451,-51.205471,18.618807,194.960602,0.000000,-50.000000,1.000000,500.000000,9.407731,9.345663,9.600317,0.254654,59.407730,59.345669,59.600319,0.254650,59.407730,59.406971,59.405270,-0.001701
27,T3,1.009148,51.629940,3.095201,0.103010,-1.402813,-48.135250,21.523426,207.706207,0.000000,-50.000000,1.000000,500.000000,1.629754,1.644292,1.660508,0.016217,51.629757,51.644295,51.660503,0.016209,51.629757,51.629932,51.630981,0.001049
28,C2,1.031919,1.871419,3.095201,2.559002,-5.897645,-44.115063,11.736839,203.662598,0.000000,-50.000000,1.000000,500.000000,-57.305382,-57.458549,-45.795406,11.663143,1.871764,1.847479,7.430998,5.583519,1.871764,1.871419,1.935658,0.064239
29,C3,0.962766,0.599577,3.095201,2.173011,-4.375444,-45.820633,10.020339,201.777756,0.000000,-50.000000,1.000000,500.000000,-84.101028,-84.256752,-69.468498,14.788254,0.599644,0.594788,3.160205,2.565416,0.599644,0.599577,0.624821,0.025244
30,Lawf1,1.002224,58.193691,3.095201,1.129623,-20.761347,-29.071924,10.000000,195.405869,0.000000,-50.000000,1.000000,500.000000,8.196447,7.970139,6.243755,-1.726384,58.196449,57.970142,56.243755,-1.726387,58.196449,58.193687,58.165569,-0.028118
31,Lawf2,0.987450,46.813892,3.095201,0.300074,-7.480892,-42.147911,10.543688,201.267639,0.000000,-50.000000,1.000000,500.000000,-3.187085,-3.112374,-3.085843,0.026531,46.812912,46.887627,46.914158,0.026531,46.812912,46.813889,46.818459,0.004570
32,Dm3v,0.992276,56.586102,3.095201,3.671001,-1.940747,-47.861267,19.601929,202.283112,0.000000,-50.000000,1.000000,500.000000,6.584978,6.674086,6.256828,-0.417257,56.584976,56.674088,56.256828,-0.417259,56.584976,56.586094,56.587936,0.001842
33,Lai,0.996363,2.400251,3.095201,0.255456,-1.099213,-48.963638,10.000000,195.440750,0.000000,-50.000000,1.000000,500.000000,-153.132309,-154.417038,-160.374390,-5.957352,2.400425,2.387253,2.341890,-0.045363,2.400425,2.400251,2.398714,-0.001538
34,Mi10,0.961423,50.988880,3.095201,0.405603,-7.557369,-42.226936,25.527719,199.717422,0.000000,-50.000000,1.000000,500.000000,0.989701,0.922723,0.736786,-0.185937,50.989700,50.922726,50.736786,-0.185940,50.989700,50.988880,50.982445,-0.006435
35,Mi13,1.047786,47.389259,3.095201,0.100000,-4.957240,-45.359024,36.142532,207.654709,0.000000,-50.000000,1.000000,500.000000,-2.610305,-2.651239,-2.908755,-0.257516,47.389694,47.348759,47.091255,-0.257504,47.389694,47.389252,47.382542,-0.006710
36,Mi14,0.987604,60.657810,3.095201,2.409231,-1.770311,-48.620117,13.601014,194.804047,0.000000,-50.000000,1.000000,500.000000,9.766650,9.950116,10.143461,0.193345,60.653881,60.962124,61.316570,0.354446,60.653881,60.657803,60.679832,0.022030
37,Mi15,0.987342,8.106310,3.095201,2.325963,-2.295451,-47.760384,10.000000,206.505020,0.000000,-50.000000,1.000000,500.000000,-60.256046,-61.494743,-61.553215,-0.058472,8.108563,7.937606,8.128873,0.191267,8.108563,8.106310,8.098894,-0.007416
38,Mi2,1.020933,28.578709,3.095201,0.275853,-17.262091,-32.267017,10.000000,204.507797,0.000000,-50.000000,1.000000,500.000000,-22.154793,-22.296688,-21.673470,0.623219,28.579283,28.536156,29.208071,0.671915,28.579283,28.578709,28.582666,0.003958
39,Tm16,0.980096,28.007256,3.095201,6.559317,-19.681564,-30.449076,50.680691,205.433014,0.000000,-50.000000,1.000000,500.000000,-22.083286,-22.145164,-25.533665,-3.388500,28.007639,27.972832,24.735790,-3.237041,28.007639,28.007254,27.982752,-0.024502
40,Tm20,1.009765,41.507732,3.095201,5.762366,-18.177233,-32.070007,41.611626,200.211960,0.000000,-50.000000,1.000000,500.000000,-8.784141,-8.304319,-8.247920,0.056399,41.501984,41.992783,42.158455,0.165672,41.501984,41.507729,41.548298,0.040569
41,Tm21,1.004144,119.417351,3.095201,5.206615,-0.669175,-49.719078,40.140743,208.737793,0.000000,-50.000000,1.000000,500.000000,59.940842,68.298950,94.172783,25.873833,119.315178,128.028931,154.062408,26.033478,119.315178,119.417336,120.350037,0.932701
42,Tm27,0.954652,42.284237,3.095201,0.196378,-11.770157,-38.047970,10.000000,193.281235,0.000000,-50.000000,1.000000,500.000000,-7.715291,-7.752219,-9.317560,-1.565341,42.284710,42.247784,40.682438,-1.565346,42.284710,42.284233,42.272774,-0.011459
43,Tm5a,1.042006,200.000000,3.095201,9.790195,20.331045,-70.650276,20.181810,190.531769,0.000000,-50.000000,1.000000,500.000000,864.728882,1303.365967,3409.831055,2106.465088,914.728882,1353.365967,3459.831055,2106.465088,914.728882,919.644165,980.645813,61.001648
44,Tm5b,1.010586,51.708611,3.095201,10.000000,23.593706,-74.078888,38.313892,203.992249,0.000000,-50.000000,1.000000,500.000000,-36.365402,-37.480495,-39.920475,-2.439980,51.711464,51.473442,50.809303,-0.664139,51.711464,51.708611,51.685749,-0.022861
45,Tm5c,1.003587,68.118942,3.095201,6.194867,-1.242120,-49.131485,28.490402,193.210449,0.000000,-50.000000,1.000000,500.000000,18.114870,18.445250,18.219948,-0.225302,68.114868,68.445244,68.219948,-0.225296,68.114868,68.118935,68.135475,0.016541
46,Tm5f,1.036302,200.000000,3.095201,2.204265,10.509850,-60.012291,19.899721,196.728424,0.000000,-50.000000,1.000000,500.000000,231.750259,281.218994,506.469849,225.250854,281.750244,331.218964,556.469849,225.250885,281.750244,282.309174,288.970520,6.661346
47,TmY10,1.035552,45.502480,3.095201,0.409641,-10.573610,-39.914398,10.000000,207.529266,0.000000,-50.000000,1.000000,500.000000,-4.803260,-4.576536,-8.225190,-3.648654,45.500038,45.681538,41.995773,-3.685764,45.500038,45.502487,45.485497,-0.016991
48,TmY11,0.996641,22.271006,3.095201,3.858833,-25.632376,-24.418747,10.000441,195.024323,0.000000,-50.000000,1.000000,500.000000,-28.635727,-28.737534,-44.520447,-15.782913,22.272617,22.148149,12.067653,-10.080497,22.272617,22.271002,22.189137,-0.081865
49,TmY14,0.991210,33.258457,3.095201,0.791925,-16.112988,-34.337917,16.228058,207.424133,0.000000,-50.000000,1.000000,500.000000,-89.236000,-84.324272,-70.269363,14.054909,33.208431,37.477386,49.235016,11.757629,33.208431,33.258457,33.700615,0.442158
50,TmY15,1.041455,88.409904,3.095201,4.748393,-14.527792,-35.514759,10.048262,208.595215,0.000000,-50.000000,1.000000,500.000000,38.412144,38.203671,37.671555,-0.532116,88.412140,88.203674,87.805710,-0.397964,88.412140,88.409904,88.390915,-0.018990
51,TmY3,0.978747,28.021585,3.095201,8.309103,0.861666,-50.665424,10.384664,196.489578,0.000000,-50.000000,1.000000,500.000000,-29.265255,-30.087906,-30.941662,-0.853756,28.027184,27.589998,27.035492,-0.554506,28.027184,28.021589,27.987091,-0.034498
52,TmY4,1.019408,33.606716,3.095201,8.308631,5.652091,-56.007610,24.260477,206.048111,0.000000,-50.000000,1.000000,500.000000,-102.596207,-96.130310,-69.564110,26.566200,33.526054,40.593048,67.465813,26.872765,33.526054,33.606712,34.475182,0.868469
53,TmY5a,1.010471,63.242100,3.095201,1.492524,-27.837708,-22.142059,11.733292,199.939606,0.000000,-50.000000,1.000000,500.000000,13.134012,15.700424,19.460602,3.760178,63.210083,65.788918,69.579582,3.790665,63.210083,63.242092,63.456329,0.214237
54,TmY9q,0.981452,46.299889,3.095201,0.100000,-3.792672,-46.597073,11.484127,205.223770,0.000000,-50.000000,1.000000,500.000000,-4.350794,-4.370635,-4.395875,-0.025241,46.299503,46.330215,46.354004,0.023788,46.299503,46.299889,46.302025,0.002136
55,TmY9q__perp,0.964917,51.158379,3.095201,3.165349,-28.187332,-21.701035,24.549931,209.298447,0.000000,-50.000000,1.000000,500.000000,1.125982,3.888079,11.237966,7.349887,51.125977,53.888084,61.237961,7.349876,51.125977,51.158371,51.444305,0.285934
