idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.882252,1.824883,0.038808,0.957547,0.000000,39.050790,201.183134,0.000000,0.000000,19.997448,19.997448
1,R7,1.882252,1.820941,-0.790094,1.035486,0.000000,38.720001,194.177455,0.000000,0.000000,19.820941,19.820941
2,R8,1.882252,0.836677,-0.137202,1.018926,0.000000,40.881521,196.036697,0.000000,0.000000,19.404648,19.404648
3,L1,1.882252,1.848373,20.067316,0.380778,0.000000,38.184827,205.019361,0.000000,0.600000,-10.212080,-10.212080
4,L2,1.882252,1.776480,20.364493,0.437724,0.000000,39.450026,191.167771,0.000000,0.600000,-14.943621,-14.943621
5,L3,1.882252,1.858247,20.742520,0.391961,0.000000,40.065072,202.273685,0.000000,0.000000,-11.877738,-11.877738
6,L4,1.882252,1.524751,19.975423,0.251074,0.000000,38.652513,202.114498,0.000000,1.000000,0.000000,0.000000
7,L5,1.882252,1.751430,20.481127,0.274070,0.000000,39.691601,199.645185,0.000000,1.000000,0.000000,0.000000
8,Mi1,1.882252,1.401156,19.472625,0.536071,0.000000,40.214544,191.468633,0.000000,0.000000,-2.222128,-2.222128
9,Tm3,1.882252,1.352790,20.422350,0.247537,0.000000,38.829354,203.632444,0.000000,0.000000,5.705695,5.705695
10,Mi4,1.882252,0.526030,20.378571,1.693301,0.000000,41.290955,204.524833,0.000000,0.000000,5.545321,5.545321
11,Mi9,1.882252,0.692302,20.612400,0.245908,0.000000,39.229092,201.653409,0.000000,0.000000,6.812795,6.812795
12,T4a,1.882252,0.872509,19.580384,0.962470,0.000000,39.639694,191.366544,0.000000,0.000000,1.990003,1.990003
13,T4b,1.882252,0.569388,19.934331,1.023787,0.000000,41.433647,198.496230,0.000000,0.000000,0.700346,0.700346
14,T4c,1.882252,0.538712,19.407818,1.047164,0.000000,40.301307,198.757088,0.000000,0.000000,1.135561,1.135561
15,T4d,1.882252,1.421517,19.894900,0.960133,0.000000,38.310319,202.952513,0.000000,0.000000,3.611102,3.611102
16,Tm1,1.882252,1.326840,19.551264,0.253976,0.000000,39.191414,192.300158,0.000000,0.000000,3.735698,3.735698
17,Tm2,1.882252,1.152618,19.709140,0.244598,0.000000,39.194455,191.009789,0.000000,0.000000,7.163805,7.163805
18,Tm4,1.882252,1.127303,20.062195,0.238347,0.000000,39.824437,190.519331,0.000000,0.000000,1.608563,1.608563
19,Tm9,1.882252,1.220903,19.963825,0.249180,0.000000,39.666082,209.853052,0.000000,0.000000,1.644798,1.644798
20,T5a,1.882252,1.291763,20.053876,0.977280,0.000000,39.866225,201.606538,0.000000,0.000000,5.871377,5.871377
21,T5b,1.882252,0.876388,20.103050,0.990974,0.000000,38.765158,209.508549,0.000000,0.000000,4.404793,4.404793
22,T5c,1.882252,1.349970,20.004044,1.035157,0.000000,38.648669,205.428291,0.000000,0.000000,5.409426,5.409426
23,T5d,1.882252,1.094540,19.538369,1.037134,0.000000,39.510267,199.679150,0.000000,0.000000,4.210074,4.210074
24,T1,1.882252,1.549762,19.850096,0.997907,0.000000,39.478348,197.386594,0.000000,0.000000,-4.990786,-4.990786
25,T2,1.882252,1.114196,20.130859,1.040218,0.000000,40.035366,193.578429,0.000000,0.000000,9.916092,9.916092
26,T2a,1.882252,0.567834,20.625496,0.966935,0.000000,40.949700,192.697741,0.000000,0.000000,4.846649,4.846649
27,T3,1.882252,0.629684,20.600044,0.950568,0.000000,39.773378,202.806427,0.000000,0.000000,7.634728,7.634728
28,C2,1.882252,1.470736,20.216533,1.005307,0.000000,40.400392,206.405953,0.000000,0.000000,0.839184,0.839184
29,C3,1.882252,1.769444,19.752342,1.030696,0.000000,38.354217,201.404888,0.000000,0.000000,-1.355250,-1.355250
30,Lawf1,1.882252,1.734532,19.952481,0.961516,0.000000,39.740843,194.792110,0.000000,0.000000,16.060369,16.060369
31,Lawf2,1.882252,0.894418,19.921849,1.039365,0.000000,41.167797,201.325497,0.000000,0.000000,0.865721,0.865721
32,Dm3v,1.882252,0.791653,19.825817,0.992361,0.000000,40.628831,205.197688,0.000000,0.000000,2.025365,2.025365
33,Lai,1.882252,0.212223,19.900410,0.995917,0.000000,40.960279,191.708861,0.000000,0.000000,-8.981229,-8.981229
34,Mi10,1.882252,1.628528,20.278302,0.998869,0.000000,39.666716,199.383788,0.000000,0.000000,1.228145,1.228145
35,Mi13,1.882252,0.887124,19.858721,1.049738,0.000000,39.819008,190.825177,0.000000,0.000000,0.101386,0.101386
36,Mi14,1.882252,0.852602,19.891321,0.951570,0.000000,40.413137,194.620406,0.000000,0.000000,5.889655,5.889655
37,Mi15,1.882252,0.475756,20.458864,1.031007,0.000000,40.201406,190.499919,0.000000,0.000000,-1.240808,-1.240808
38,Mi2,1.882252,0.778247,19.894092,0.975787,0.000000,40.345409,200.809512,0.000000,0.000000,2.332827,2.332827
39,Tm16,1.882252,0.244539,20.302150,1.038659,0.000000,40.470351,205.965738,0.000000,0.000000,-2.123476,-2.123476
40,Tm20,1.882252,1.663417,19.570645,1.023412,0.000000,38.217358,200.810947,0.000000,0.000000,2.382009,2.382009
41,Tm21,1.882252,0.814092,20.336334,0.977309,0.000000,40.601474,205.483300,0.000000,0.000000,4.620839,4.620839
42,Tm27,1.882252,0.766682,19.575591,1.012737,0.000000,40.827809,196.578837,0.000000,0.000000,2.384554,2.384554
43,Tm5a,1.882252,1.284653,19.898018,1.006746,0.000000,39.374811,208.030465,0.000000,0.000000,-1.919939,-1.919939
44,Tm5b,1.882252,0.706738,20.572882,1.040265,0.000000,41.135942,200.710010,0.000000,0.000000,-1.547525,-1.547525
45,Tm5c,1.882252,1.824098,19.674869,0.988473,0.000000,39.109425,197.823255,0.000000,0.000000,1.794000,1.794000
46,Tm5f,1.882252,1.244913,20.203260,0.952412,0.000000,38.565916,194.280948,0.000000,0.000000,1.063579,1.063579
47,TmY10,1.882252,0.545958,20.201320,1.044943,0.000000,41.771448,205.851715,0.000000,0.000000,-0.772395,-0.772395
