idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.858692,2.009529,-19.941308,0.986799,-0.172761,10.968375,191.874337,0.000000,0.000000,20.141667,20.141667
1,R7,1.858692,1.159139,-7.874452,1.020873,0.245307,46.041008,207.389997,0.000000,0.000000,19.999684,19.999684
2,R8,1.858692,4.474108,-21.598001,0.990102,0.237728,21.697120,195.782152,0.000000,0.000000,18.084440,18.084440
3,L1,1.858692,2.523564,6.108008,1.686992,-0.005519,11.097399,223.242840,0.000000,0.600000,-0.150989,-0.150988
4,L2,1.858692,1.348450,8.407037,1.595706,0.041857,10.000000,191.210257,0.000000,0.600000,-0.404858,-0.404850
5,L3,1.858692,1.024503,2.940285,1.024834,-2.248604,38.465163,190.810194,0.000000,0.000000,0.499535,0.499522
6,L4,1.858692,4.821128,0.613523,0.356797,0.211503,10.008551,252.060114,0.000000,1.000000,0.000000,0.000002
7,L5,1.858692,5.200376,1.797425,1.838135,-1.388690,32.470514,211.810468,0.000000,1.000000,0.000000,-0.000035
8,Mi1,1.858692,3.048228,1.754179,2.637723,-5.567539,25.630473,194.770358,0.000000,0.000000,-4.250630,-4.250830
9,Tm3,1.858692,2.750267,-0.281078,0.983870,-0.866848,10.000000,206.865633,0.000000,0.000000,-0.327559,-0.328187
10,Mi4,1.858692,4.847873,-0.329076,1.747333,1.611430,20.686206,191.696688,0.000000,0.000000,0.079506,0.079493
11,Mi9,1.858692,5.467328,-0.346015,1.894431,1.300188,10.070249,205.398751,0.000000,0.000000,1.261282,1.261167
12,T4a,1.858692,0.100000,-2.145767,1.027875,0.218636,51.197881,202.362331,0.000000,0.000000,-0.265619,-0.265619
13,T4b,1.858692,8.923913,-2.538483,1.029105,-0.124970,51.117714,190.873600,0.000000,0.000000,-0.786852,-0.787079
14,T4c,1.858692,0.100000,-1.922036,0.998041,-0.223349,53.358878,209.688612,0.000000,0.000000,-0.183685,-0.183744
15,T4d,1.858692,9.977243,-0.305067,1.005942,0.132764,58.711707,195.544430,0.000000,0.000000,-0.387545,-0.387454
16,Tm1,1.858692,1.221159,0.104470,1.460482,4.123667,21.847512,202.584352,0.000000,0.000000,2.205737,2.205682
17,Tm2,1.858692,1.882700,-1.465173,0.653557,3.895414,22.147085,191.762301,0.000000,0.000000,3.185178,3.185125
18,Tm4,1.858692,4.725669,-1.085889,1.186328,0.813871,11.812752,199.880143,0.000000,0.000000,-1.093004,-1.092924
19,Tm9,1.858692,0.100000,0.287694,1.796533,1.815478,14.117368,202.687786,0.000000,0.000000,0.624891,0.624760
20,T5a,1.858692,0.807349,-1.982900,0.968089,-0.304574,49.962747,204.731866,0.000000,0.000000,0.045575,0.045575
21,T5b,1.858692,0.100000,-2.619523,1.023093,-0.242464,63.401276,197.735065,0.000000,0.000000,0.021567,0.021567
22,T5c,1.858692,4.432670,3.406913,1.004073,0.351512,32.808921,201.654931,0.000000,0.000000,1.294014,1.294056
23,T5d,1.858692,5.577872,-1.728652,1.025145,0.030316,43.691918,196.752534,0.000000,0.000000,0.549260,0.549238
24,T1,1.858692,1.729920,1.293104,0.965012,0.290410,35.730790,193.842596,0.000000,0.000000,0.890202,0.890188
25,T2,1.858692,4.275647,-2.752469,1.047588,-0.402139,10.000000,201.561694,0.000000,0.000000,4.567104,4.567002
26,T2a,1.858692,8.592670,2.480580,0.964461,-0.192294,66.448757,192.274873,0.000000,0.000000,0.052250,0.054946
27,T3,1.858692,0.100000,-1.260859,0.998680,-0.166394,64.192085,191.044293,0.000000,0.000000,0.037018,0.037015
28,C2,1.858692,4.556131,1.393353,1.032595,-0.369811,33.903969,190.032664,0.000000,0.000000,-9.230779,-9.230796
29,C3,1.858692,4.624370,3.665001,0.959538,0.107999,29.944067,199.013104,0.000000,0.000000,-1.615820,-1.615833
30,Lawf1,1.858692,5.659155,-2.443515,0.962731,0.443618,42.102928,194.920466,0.000000,0.000000,1.117664,1.117648
31,Lawf2,1.858692,10.000000,2.441534,0.952394,0.254615,50.515855,199.312502,0.000000,0.000000,0.984247,0.984216
32,Dm3v,1.858692,5.212974,-1.747636,0.987451,-0.207220,34.562547,207.743575,0.000000,0.000000,2.204610,2.205551
33,Lai,1.858692,0.100000,-2.254225,0.996584,-0.390950,51.489034,201.864263,0.000000,0.000000,-0.222333,-0.222332
34,Mi10,1.858692,0.100000,-1.622238,0.988732,0.104230,49.069419,194.961645,0.000000,0.000000,-1.499035,-1.499005
35,Mi13,1.858692,3.141865,3.014043,1.025016,0.084995,82.135958,203.541729,0.000000,0.000000,0.213457,0.213461
36,Mi14,1.858692,2.245267,-1.297229,0.959383,-0.046338,59.623989,204.492465,0.000000,0.000000,0.136922,0.136930
37,Mi15,1.858692,0.176165,-0.539941,0.959638,-0.039003,52.232498,201.146022,0.000000,0.000000,-3.021528,-3.021612
38,Mi2,1.858692,0.100000,-1.934388,0.966274,0.341228,50.262643,193.830655,0.000000,0.000000,-0.528775,-0.528790
39,Tm16,1.858692,0.168765,-0.612751,0.974696,-0.146364,50.000197,200.021358,0.000000,0.000000,-0.141635,-0.139643
40,Tm20,1.858692,3.376800,1.124307,1.029359,-0.362289,69.915141,203.186131,0.000000,0.000000,1.172068,1.171596
41,Tm21,1.858692,0.100000,-2.375662,0.954412,0.382240,48.290575,207.425581,0.000000,0.000000,-2.244680,-2.244771
42,Tm27,1.858692,8.965836,-4.535026,0.963476,0.355985,67.612427,209.683925,0.000000,0.000000,-0.073617,-0.073625
43,Tm5a,1.858692,1.239380,-0.990778,0.957588,-0.362354,50.578007,192.994157,0.000000,0.000000,-1.580797,-1.580799
44,Tm5b,1.858692,4.972846,-0.714180,0.994258,-0.089179,53.203753,206.170260,0.000000,0.000000,-3.196522,-3.196545
45,Tm5c,1.858692,9.221880,4.954625,0.963185,0.435738,10.183145,190.488275,0.000000,0.000000,2.171372,2.171365
46,Tm5f,1.858692,1.199674,-2.426981,0.966783,-0.348652,65.827417,192.516674,0.000000,0.000000,0.475486,0.475458
47,TmY10,1.858692,3.606902,1.719765,1.026193,-0.136065,71.568408,194.692093,0.000000,0.000000,0.084212,0.084180
48,TmY11,1.858692,0.100000,-1.459165,1.026049,-0.335228,53.304649,203.761546,0.000000,0.000000,-3.009922,-3.010434
49,TmY14,1.858692,9.207269,-4.228404,0.985102,-0.288075,62.809365,204.534165,0.000000,0.000000,0.295124,0.298575
50,TmY15,1.858692,2.922402,-0.925336,0.984534,0.281845,10.000000,193.951456,0.000000,0.000000,0.011356,0.017237
51,TmY3,1.858692,9.962887,-3.838261,0.968426,-0.308298,69.532144,200.151504,0.000000,0.000000,-0.791750,-0.792132
52,TmY4,1.858692,4.564129,-1.219053,0.962402,0.306864,54.990898,194.771147,0.000000,0.000000,0.431462,0.416774
53,TmY5a,1.858692,10.000000,-1.676934,1.049584,0.265316,76.795987,202.401096,0.000000,0.000000,2.170106,2.155379
54,TmY9q,1.858692,0.100000,-1.209368,0.979155,0.040107,47.863725,208.723367,0.000000,0.000000,0.063732,0.063604
55,TmY9q__perp,1.858692,0.331843,-0.603123,0.976199,-0.349491,48.250559,199.751401,0.000000,0.000000,0.046729,0.046710
