idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,1.838699,-2.730934,0.992405,0.021345,15.594070,979.748126,0.000000,1.000000
1,R7,1.000000,8.461823,-6.068843,0.984698,-0.343014,10.000000,999.590654,0.000000,1.000000
2,R8,1.000000,4.188641,-0.067607,1.039167,-0.363109,21.284542,962.667005,0.000000,1.000000
3,L1,1.000000,2.921716,1.799668,2.979079,1.940880,10.000000,189.007478,0.000000,1.443631
4,L2,1.000000,2.929883,5.103474,0.462406,0.471725,11.549032,186.483867,0.000000,0.764179
5,L3,1.000000,2.249710,1.973342,0.983698,1.304671,45.176969,1004.573066,0.000000,1.000000
6,L4,1.000000,3.218917,3.894103,0.747425,0.353944,10.000000,235.143666,0.000000,4.246477
7,L5,1.000000,2.546604,-0.239500,4.896048,-0.797036,39.799984,205.764815,0.000000,2.826400
8,Mi1,1.000000,3.736862,0.530711,3.624429,-0.428979,22.697690,982.264208,0.000000,1.000000
9,Mi4,1.000000,9.965639,-1.588542,2.656321,0.098924,10.000000,960.638219,0.000000,1.000000
10,Mi9,1.000000,10.000000,3.377475,5.894765,0.106883,10.000000,972.477917,0.000000,1.000000
11,T1,1.000000,5.026309,2.110386,0.987852,-0.125442,93.717978,1055.933735,0.000000,1.000000
12,T2,1.000000,3.598531,-2.269783,1.039565,0.097403,43.352190,991.824613,0.000000,1.000000
13,T2a,1.000000,9.841875,1.346081,1.022430,-0.440546,10.000000,965.117116,0.000000,1.000000
14,T3,1.000000,8.752888,-8.585524,1.000504,0.038613,37.708816,998.905652,0.000000,1.000000
15,T4a,1.000000,4.387054,0.210770,1.027668,0.123983,10.000000,966.955286,0.000000,1.000000
16,T4b,1.000000,3.295513,-0.151774,1.045589,0.011653,37.150314,1008.983211,0.000000,1.000000
17,T4c,1.000000,0.410444,-1.288450,1.005625,0.236707,51.175314,1002.299083,0.000000,1.000000
18,T4d,1.000000,0.848226,-1.205370,0.955562,0.021177,50.517848,1001.193906,0.000000,1.000000
19,T5a,1.000000,4.395434,-0.989628,0.970459,0.174024,10.000000,974.863417,0.000000,1.000000
20,T5b,1.000000,0.482600,-1.477250,1.006812,0.196513,51.947907,1003.925008,0.000000,1.000000
21,T5c,1.000000,2.382460,1.760650,1.012171,-0.214134,46.970796,1002.476064,0.000000,1.000000
22,T5d,1.000000,0.455325,-1.158563,1.006626,0.460684,51.660574,1005.157672,0.000000,1.000000
23,Tm1,1.000000,0.144762,5.390115,0.873316,1.697006,18.979967,940.570846,0.000000,1.000000
24,Tm2,1.000000,4.371230,-5.430126,0.971946,1.950098,10.000000,948.800757,0.000000,1.000000
25,Tm20,1.000000,10.000000,-0.363090,0.987283,0.181737,10.000000,995.279497,0.000000,1.000000
26,Tm21,1.000000,5.878860,-5.380657,0.955910,-0.341643,42.312756,995.916537,0.000000,1.000000
27,Tm3,1.000000,2.077374,1.091744,0.764908,-0.079545,10.000000,969.654855,0.000000,1.000000
28,Tm4,1.000000,8.327316,0.024405,0.542624,2.021601,10.000000,941.835058,0.000000,1.000000
29,Tm9,1.000000,0.100000,-4.127609,1.473353,0.821231,30.693854,992.215906,0.000000,1.000000
30,C2,1.000000,4.659773,0.744678,1.009809,-0.099880,10.504964,969.751265,0.000000,1.000000
31,C3,1.000000,5.354951,0.342540,0.995145,-0.492812,16.280689,980.624145,0.000000,1.000000
32,Lawf1,1.000000,9.992835,0.408477,1.044561,-0.194204,10.000000,973.094711,0.000000,1.000000
33,Lawf2,1.000000,5.366958,-2.698059,1.037874,-0.258078,43.438915,994.966695,0.000000,1.000000
