,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,8.323727,,,1.908239,1.139419,2.327905,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,10.000000,0.100000,,
R7,,,0.100000,10.000000,,8.732126,,,0.100000,0.100000,9.225131,,,,,,,,,,,,,,,0.100000,,,,,,0.100000,10.000000,
R8,,3.645190,10.000000,10.000000,0.100000,1.883069,,0.100000,0.100000,0.100000,5.505634,0.100000,,,,,,,,,,,,,,0.100000,1.030603,,,,1.550748,0.100000,0.931815,6.260389
L1,0.100000,0.100000,0.100000,0.100000,6.514650,10.000000,1.998520,3.146964,0.955639,2.226037,,10.000000,10.000000,10.000000,,,,,,,,,,0.100000,3.573849,,,2.325691,,,6.495678,0.643325,,1.057824
L2,4.659005,,3.720556,4.124820,10.000000,0.100000,5.850172,0.100000,2.995322,0.100000,0.969179,0.100000,0.100000,0.967647,,,,,,,,,,2.713687,3.776475,1.698695,,0.100000,6.500089,,4.643660,0.100000,,
L3,,2.076867,6.307936,10.000000,0.100000,,,,0.100000,0.100000,4.279384,0.100000,,,,,,,,,,,,1.070724,10.000000,0.669576,1.016116,,10.000000,0.100000,0.100000,0.100000,0.100000,
L4,10.000000,,,4.777752,1.473887,0.100000,0.100000,0.100000,0.100000,,1.406356,,4.056013,,,,,,,,,,,0.589798,8.157007,,,,5.641965,5.740737,,0.100000,0.100000,0.100000
L5,,,,0.100000,0.100000,,,10.000000,2.889770,4.887087,10.000000,10.000000,0.228126,10.000000,,,,,,,,,,0.100000,1.246739,0.100000,0.101026,8.376645,0.100000,,3.879662,1.285141,10.000000,0.384473
Mi1,,0.100000,9.427006,0.100000,0.100000,,,4.551438,0.100000,2.309696,8.238338,9.900672,0.431196,4.105168,2.534729,5.630826,1.635774,0.100000,0.270460,,,,,0.100000,4.721634,0.100000,3.349306,1.958961,0.100000,,4.990585,2.978749,0.100000,2.694790
Mi4,,,,,2.853707,10.000000,,4.030322,0.100000,5.974829,5.777176,9.971664,,0.100000,,8.367069,0.100000,0.957609,0.960781,,,,,4.590268,0.314308,0.908959,,0.100000,1.979235,5.096138,2.295763,4.902436,0.100000,4.301035
Mi9,,,,,,0.463088,0.514471,,0.100000,10.000000,,,0.100000,10.000000,10.000000,1.103367,4.403402,0.977099,1.005275,,,,,0.304176,0.388167,0.399025,10.000000,0.100000,0.100000,0.783286,1.115253,,0.524197,6.288275
T1,0.100000,10.000000,0.100000,,0.657348,0.100000,,0.100000,,,0.399829,,,,,,,,,,,,,1.215210,4.384176,4.586735,,,10.000000,,,,,
T2,,,,,,,,2.235890,3.547260,,6.391960,,0.100000,1.002199,0.268330,,,,,,,,,10.000000,2.616949,,1.048946,1.025036,10.000000,,,,,6.204488
T2a,,,,,,,,,5.086290,,,,5.699710,10.000000,0.100000,,,,,,,,,0.100000,,10.000000,1.040912,0.100000,9.799185,,0.941300,,,2.419277
T3,,,,,,,,,,,,,2.960459,0.957472,1.047249,,,,1.044347,,,,,8.288563,,,1.204991,2.748132,,,,1.013053,,5.893943
T4a,,,,,,,,,,,1.013722,,,,,6.491719,0.990308,0.969778,1.047898,0.954144,,,,,,,,,,,,4.401075,,
T4b,,,,,,,,,0.100000,0.990893,4.105075,,,,,0.100000,0.100000,,0.979414,,1.036996,,,,,,,,,,,,,
T4c,,,,,,,,,,,0.334067,,1.003144,,,,,1.046945,,,,0.957512,1.028798,,,,,,,,,,,
T4d,,,,,,,,,0.837059,,,,,,,,,1.024639,1.038656,,,,0.992866,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.753308,,,0.100000,,,,0.269861,1.046331,,,,4.416197,,,,,,,,,
T5b,,,,,,,,,,,,,0.424997,,,,1.042876,,,0.986583,1.014824,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,2.417693,,,,,0.957280,,,1.046706,1.738030,1.009381,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.532058,,,,,0.974989,1.046456,,,,1.038482,,,,,,,,,,,
Tm1,,,,,0.100000,,,0.100000,0.376299,0.100000,5.199363,0.100000,6.650304,0.100000,8.661990,,,1.001856,,4.716902,0.861153,2.297369,0.842147,0.100000,0.100000,0.502439,1.289298,0.100000,1.144247,10.000000,0.100000,9.552343,,2.611237
Tm2,,,,0.100000,0.100000,,,4.718204,10.000000,0.100000,0.100000,3.590604,2.776560,0.100000,10.000000,1.036266,,1.032196,,9.986619,0.498299,2.840495,0.691872,0.100000,,,0.100000,10.000000,1.010236,0.822166,,10.000000,0.100000,10.000000
Tm20,,,,,,,,,,0.100000,0.100000,9.660379,0.100000,10.000000,,,,,,,,,,0.100000,0.100000,0.266225,0.953072,,,0.100000,,10.000000,,
Tm21,,,,,,,,,6.177324,,,,0.970571,1.034759,,,,,,,,,,0.100000,,,0.965478,,,,,,,
Tm3,,,,0.100000,0.100000,,,,4.377841,0.100000,0.100000,,2.975480,4.974282,5.981610,2.678054,6.339077,0.746920,0.999356,,1.049124,,0.972150,,,,,7.089817,0.100000,,9.230383,10.000000,9.288438,1.800939
Tm4,,,,,10.000000,,,,0.100000,0.660590,,10.000000,1.613465,0.100000,7.242351,,,,,0.100000,0.188216,2.838745,0.339296,2.258997,3.218110,,2.128657,0.100000,0.661153,,0.100000,0.100000,,7.013206
Tm9,,,,,,1.024733,,,,0.987172,0.100000,,1.027297,1.037166,,,,,,0.981247,1.035885,1.027380,0.950660,0.991154,0.991826,0.988087,0.968399,,0.950662,0.998634,,,,
C2,0.170854,0.556131,0.100000,5.176468,1.008516,0.100000,0.775134,1.392264,1.020304,0.100000,,10.000000,5.905745,0.100000,10.000000,,,,,,,,,2.375049,,,,,,2.859600,10.000000,10.000000,,
C3,10.000000,,,0.100000,0.987605,0.100000,10.000000,0.202924,10.000000,6.346308,0.649676,9.579752,0.137015,0.381362,0.100000,0.100000,0.100000,1.026882,0.985997,,,,,2.800532,4.340265,6.060912,0.989244,3.104020,5.248399,10.000000,8.346939,,,
Lawf1,2.911921,,,0.100000,0.100000,4.669179,,10.000000,,,10.000000,1.293179,,,,,,,,,,,,,,,,10.000000,,,,,10.000000,
Lawf2,8.135797,,,1.015835,2.977953,0.100000,,0.100000,,,,5.559858,,,,,,,,,,,,3.966110,10.000000,,,,,1.105087,1.949811,0.100466,10.000000,
