idx,ctype,inp_gain,out_gain,Ih_gmax,out_scale,Ih_midv,Ih_slope,tau_midv
0,R1,2.385622,1.104020,0.000000,1.000000,-49.092417,-0.206178,-48.687656
1,R2,2.449920,1.115856,0.000000,1.000000,-49.092417,-0.206178,-48.687656
2,R3,2.350243,1.561126,0.000000,1.000000,-49.092417,-0.206178,-48.687656
3,R4,2.344736,1.077522,0.000000,1.000000,-49.092417,-0.206178,-48.687656
4,R5,2.141028,1.222920,0.000000,1.000000,-49.092417,-0.206178,-48.687656
5,R6,2.020447,1.021483,0.000000,1.000000,-49.092417,-0.206178,-48.687656
6,R7,0.107343,1.167674,0.000000,1.000000,-49.092417,-0.206178,-48.687656
7,R8,1.041403,0.782244,0.000000,1.000000,-49.092417,-0.206178,-48.687656
8,L1,1.611675,1.127718,44.577397,2.238080,-49.092417,-0.206178,-48.687656
9,L2,1.478486,0.976057,50.410616,2.222892,-49.092417,-0.206178,-48.687656
10,L3,0.486368,1.840193,0.000000,2.243015,-49.092417,-0.206178,-48.687656
11,L4,2.360873,0.846387,0.242186,4.425288,-49.092417,-0.206178,-48.687656
12,L5,2.352188,0.241987,50.451134,3.576184,-49.092417,-0.206178,-48.687656
13,Lawf1,0.100000,0.100000,0.000000,1.000000,-49.092417,-0.206178,-48.687656
14,Lawf2,0.513040,0.194930,0.000000,1.000000,-49.092417,-0.206178,-48.687656
15,Am,0.100000,0.100000,0.000000,1.000000,-49.092417,-0.206178,-48.687656
16,C2,0.100000,0.100000,0.000000,1.000000,-49.092417,-0.206178,-48.687656
17,C3,0.760664,0.100000,0.000000,1.000000,-49.092417,-0.206178,-48.687656
18,CT1(Lo1),1.355993,1.543268,0.000000,1.000000,-49.092417,-0.206178,-48.687656
19,CT1(M10),1.552517,1.524175,0.000000,1.000000,-49.092417,-0.206178,-48.687656
20,Mi1,1.836489,1.197440,0.000000,2.462641,-49.092417,-0.206178,-48.687656
21,Mi2,0.115320,0.110133,0.000000,1.000000,-49.092417,-0.206178,-48.687656
22,Mi3,0.134778,0.205925,0.000000,1.000000,-49.092417,-0.206178,-48.687656
23,Mi4,1.362609,1.125707,0.000000,2.378741,-49.092417,-0.206178,-48.687656
24,Mi9,0.748144,0.359360,0.000000,1.543865,-49.092417,-0.206178,-48.687656
25,Mi10,0.100000,0.100000,0.000000,1.000000,-49.092417,-0.206178,-48.687656
26,Mi11,0.405540,0.592778,0.000000,1.000000,-49.092417,-0.206178,-48.687656
27,Mi12,1.063144,1.105034,0.000000,1.000000,-49.092417,-0.206178,-48.687656
28,Mi13,0.212990,0.175478,0.000000,1.000000,-49.092417,-0.206178,-48.687656
29,Mi14,4.083081,3.619315,0.000000,1.000000,-49.092417,-0.206178,-48.687656
30,Mi15,1.958285,2.161048,0.000000,1.000000,-49.092417,-0.206178,-48.687656
31,T1,0.100000,0.100000,0.000000,1.000000,-49.092417,-0.206178,-48.687656
32,T2,0.487806,0.329880,0.000000,1.000000,-49.092417,-0.206178,-48.687656
33,T2a,0.278693,0.340309,0.000000,1.000000,-49.092417,-0.206178,-48.687656
34,T3,0.591701,0.499521,0.000000,1.000000,-49.092417,-0.206178,-48.687656
35,T4a,1.278398,0.100000,0.000000,1.547928,-49.092417,-0.206178,-48.687656
36,T4b,1.558298,0.100000,0.000000,1.806729,-49.092417,-0.206178,-48.687656
37,T4c,1.224109,0.100000,0.000000,1.430668,-49.092417,-0.206178,-48.687656
38,T4d,1.394953,0.100000,0.000000,1.575057,-49.092417,-0.206178,-48.687656
39,T5a,2.068418,0.476081,0.000000,4.146933,-49.092417,-0.206178,-48.687656
40,T5b,2.368838,0.124262,0.000000,4.172089,-49.092417,-0.206178,-48.687656
41,T5c,2.515533,0.100000,0.000000,4.623579,-49.092417,-0.206178,-48.687656
42,T5d,2.252558,0.100000,0.000000,3.868002,-49.092417,-0.206178,-48.687656
43,Tm1,1.660363,0.345268,0.000000,1.691514,-49.092417,-0.206178,-48.687656
44,Tm2,0.492239,0.102992,0.000000,1.013082,-49.092417,-0.206178,-48.687656
45,Tm3,1.703662,1.281107,0.000000,2.043939,-49.092417,-0.206178,-48.687656
46,Tm4,3.452457,0.100000,0.000000,3.052594,-49.092417,-0.206178,-48.687656
47,Tm5Y,0.100000,0.100000,0.000000,1.000000,-49.092417,-0.206178,-48.687656
48,Tm5a,0.547137,0.431531,0.000000,1.000000,-49.092417,-0.206178,-48.687656
49,Tm5b,0.477976,0.477657,0.000000,1.000000,-49.092417,-0.206178,-48.687656
50,Tm5c,1.524368,1.380346,0.000000,1.000000,-49.092417,-0.206178,-48.687656
51,Tm9,1.418350,0.100000,0.000000,1.975935,-49.092417,-0.206178,-48.687656
52,Tm16,0.462465,0.479492,0.000000,1.000000,-49.092417,-0.206178,-48.687656
53,Tm20,1.752803,1.854799,0.000000,1.000000,-49.092417,-0.206178,-48.687656
54,Tm28,0.100000,0.100000,0.000000,1.000000,-49.092417,-0.206178,-48.687656
55,Tm30,0.587926,0.536386,0.000000,1.000000,-49.092417,-0.206178,-48.687656
56,TmY3,0.100000,0.100000,0.000000,1.000000,-49.092417,-0.206178,-48.687656
57,TmY4,0.100000,0.100000,0.000000,1.000000,-49.092417,-0.206178,-48.687656
58,TmY5a,1.628402,1.624938,0.000000,1.000000,-49.092417,-0.206178,-48.687656
59,TmY9,0.100276,0.100304,0.000000,1.000000,-49.092417,-0.206178,-48.687656
60,TmY10,0.100000,0.100000,0.000000,1.000000,-49.092417,-0.206178,-48.687656
