cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_th_ca,a_ca,tau_ca,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
0,R1-6,1.020589,52.652496,2.952580,1.847873,-16.539886,-33.805248,10.479176,200.809296,0.000000,-50.000000,1.000000,350.000000,2.618499,2.692098,9.404244,6.712147,52.649597,52.724670,59.440601,6.715931,52.649597,52.652493,52.945152,0.292660
1,R7,0.956234,20.179474,2.952580,8.649188,-35.186607,-15.245741,45.417500,193.215759,0.000000,-50.000000,1.000000,350.000000,-29.818014,-29.895533,-27.236002,2.659531,20.181984,20.104465,22.763998,2.659533,20.181984,20.179474,20.274462,0.094988
2,R8,0.985324,49.454998,2.952580,6.207397,-20.405857,-29.555256,45.810108,195.342072,0.000000,-50.000000,1.000000,350.000000,-0.546165,-0.510686,2.514119,3.024805,49.453831,49.489315,52.514114,3.024799,49.453831,49.454994,49.565948,0.110954
3,L1,2.000000,5.962689,2.952580,3.452677,-20.823952,-29.454330,16.085325,227.005814,0.994824,-29.015507,0.807203,360.476166,-21.625710,-21.731205,-31.136292,-9.405087,5.965069,5.879913,1.639815,-4.240099,5.965069,5.962689,5.794171,-0.168518
4,L2,1.891799,0.175542,2.952580,3.705443,-23.849436,-26.528122,10.023111,210.349045,0.960809,-27.650734,0.550270,348.761444,-28.177174,-28.349403,-43.171459,-14.822056,0.175724,0.168218,0.031803,-0.136415,0.175724,0.175542,0.169050,-0.006492
5,L3,2.000000,15.981133,2.952580,0.858070,-21.618937,-28.530787,10.030923,194.134079,0.000000,-46.042233,0.729118,334.846710,-24.124973,-24.085354,-24.499090,-0.413736,15.980264,16.009151,15.707488,-0.301663,15.980264,15.981132,15.975132,-0.006000
6,L4,0.874291,11.340207,2.952580,0.259506,-13.132174,-37.088871,10.011823,213.795639,0.360438,-46.222866,0.344817,355.466766,-13.335290,-13.333353,-13.440652,-0.107299,11.340189,11.340858,11.303859,-0.036999,11.340189,11.340207,11.339498,-0.000710
7,L5,1.999814,1.553647,2.952580,1.653171,-22.436909,-27.347607,10.000000,191.651077,0.927040,-28.280571,0.755239,360.227844,-26.229149,-25.946295,-6.459215,19.487080,1.549313,1.762936,16.480343,14.717406,1.549313,1.553647,1.932603,0.378956
8,Mi1,1.993528,0.150590,2.952580,2.251741,-15.754493,-34.386829,10.132886,196.088776,0.000000,-30.803513,0.522941,327.974396,-41.129654,-40.895515,-21.681465,19.214050,0.150596,0.150945,5.885436,5.734491,0.150596,0.150590,0.242883,0.092293
9,Tm3,1.864269,10.552607,2.952580,0.481084,-8.959395,-41.255165,10.017685,200.979111,0.000000,-41.424469,0.372361,328.371704,-13.084956,-13.000473,1.008577,14.009050,10.552535,10.583995,15.800421,5.216426,10.552535,10.552607,10.659046,0.106440
10,Mi4,1.996910,0.044621,2.952580,2.557830,-20.780714,-29.642996,10.225166,209.492188,0.000000,-20.441961,0.680778,350.813477,-21.865162,-21.918114,-18.423119,3.494995,0.044672,0.043814,1.682223,1.638408,0.044672,0.044621,0.060921,0.016300
11,Mi9,2.000000,10.061254,2.952580,6.727882,-23.858664,-26.552572,18.221378,205.529251,0.000000,-51.062870,0.458248,339.874084,-29.112789,-28.940178,-29.134539,-0.194361,10.058583,10.137681,10.048616,-0.089065,10.058583,10.061253,10.066274,0.005021
12,T4a,0.999744,22.196959,2.952580,1.565340,-21.323582,-28.616480,10.000000,207.365570,0.000000,-50.000000,1.000000,350.000000,-27.808184,-27.663782,-25.661423,2.002359,22.191813,22.336216,24.338579,2.002363,22.191813,22.196957,22.228777,0.031820
13,T4b,0.965774,44.517460,2.952580,0.780867,-2.822590,-46.694454,10.000000,196.167496,0.000000,-50.000000,1.000000,350.000000,-5.496123,-5.114671,-4.803317,0.311354,44.503876,44.885330,45.196682,0.311352,44.503876,44.517460,44.544582,0.027122
14,T4c,0.977149,39.864414,2.952580,0.100000,-4.735033,-45.183346,10.621964,204.520798,0.000000,-50.000000,1.000000,350.000000,-10.136613,-10.132799,-10.172545,-0.039746,39.863388,39.867203,39.827454,-0.039749,39.863388,39.864414,39.862400,-0.002014
15,T4d,0.991362,71.714844,2.952580,8.721822,21.426630,-70.970016,10.000000,207.726868,0.000000,-50.000000,1.000000,350.000000,21.684891,21.663902,22.780613,1.116711,71.715248,71.693802,72.804810,1.111008,71.715248,71.714828,71.727570,0.012741
