idx,ctype,inp_gain,out_gain,Ih_gmax,out_scale,Ih_midv,Ih_slope,tau_midv
0,R1,0.176323,1.093022,0.000000,1.000000,-50.155681,-0.200000,-47.931483
1,R2,0.409962,0.883552,0.000000,1.000000,-50.155681,-0.200000,-47.931483
2,R3,0.100000,1.557065,0.000000,1.000000,-50.155681,-0.200000,-47.931483
3,R4,1.507438,1.323243,0.000000,1.000000,-50.155681,-0.200000,-47.931483
4,R5,0.100000,1.323513,0.000000,1.000000,-50.155681,-0.200000,-47.931483
5,R6,0.100000,1.239042,0.000000,1.000000,-50.155681,-0.200000,-47.931483
6,R7,0.100000,3.954021,0.000000,1.000000,-50.155681,-0.200000,-47.931483
7,R8,2.647278,0.642427,0.000000,1.000000,-50.155681,-0.200000,-47.931483
8,L1,3.338770,1.539686,47.298124,3.620036,-50.155681,-0.200000,-47.931483
9,L2,1.705376,1.625145,52.590954,2.850212,-50.155681,-0.200000,-47.931483
10,L3,1.146553,1.631728,0.251727,2.693825,-50.155681,-0.200000,-47.931483
11,L4,1.534506,0.134451,0.321217,6.799549,-50.155681,-0.200000,-47.931483
12,L5,1.893288,0.100000,47.147624,1.757412,-50.155681,-0.200000,-47.931483
13,Lawf1,0.100029,0.100020,0.000000,1.000000,-50.155681,-0.200000,-47.931483
14,Lawf2,1.651602,2.216971,0.000000,1.000000,-50.155681,-0.200000,-47.931483
15,Am,3.001770,2.827441,0.000000,1.000000,-50.155681,-0.200000,-47.931483
16,C2,0.100000,0.100000,0.000000,1.000000,-50.155681,-0.200000,-47.931483
17,C3,0.475872,0.120395,0.000000,1.000000,-50.155681,-0.200000,-47.931483
18,CT1(Lo1),0.100000,0.100000,0.000000,1.000000,-50.155681,-0.200000,-47.931483
19,CT1(M10),0.324121,0.326551,0.000000,1.000000,-50.155681,-0.200000,-47.931483
20,Mi1,2.458184,1.551185,0.000000,1.708148,-50.155681,-0.200000,-47.931483
21,Mi2,0.486179,0.219672,0.000000,1.000000,-50.155681,-0.200000,-47.931483
22,Mi3,1.295647,1.225817,0.000000,1.000000,-50.155681,-0.200000,-47.931483
23,Mi4,1.475571,0.192560,0.000000,2.207561,-50.155681,-0.200000,-47.931483
24,Mi9,1.500993,1.679374,0.000000,1.173280,-50.155681,-0.200000,-47.931483
25,Mi10,0.411701,0.556297,0.000000,1.000000,-50.155681,-0.200000,-47.931483
26,Mi11,0.583905,0.481772,0.000000,1.000000,-50.155681,-0.200000,-47.931483
27,Mi12,0.501424,0.488693,0.000000,1.000000,-50.155681,-0.200000,-47.931483
28,Mi13,0.100000,0.100000,0.000000,1.000000,-50.155681,-0.200000,-47.931483
29,Mi14,7.204051,6.141753,0.000000,1.000000,-50.155681,-0.200000,-47.931483
30,Mi15,0.417710,0.100000,0.000000,1.000000,-50.155681,-0.200000,-47.931483
31,T1,1.151859,1.048696,0.000000,1.000000,-50.155681,-0.200000,-47.931483
32,T2,0.142315,0.129847,0.000000,1.000000,-50.155681,-0.200000,-47.931483
33,T2a,1.150653,1.436790,0.000000,1.000000,-50.155681,-0.200000,-47.931483
34,T3,2.109292,5.540794,0.000000,1.000000,-50.155681,-0.200000,-47.931483
35,T4a,0.100000,0.100000,0.000000,0.000000,-50.155681,-0.200000,-47.931483
36,T4b,0.100000,0.100000,0.000000,0.000000,-50.155681,-0.200000,-47.931483
37,T4c,0.106342,3.225683,0.000000,0.000000,-50.155681,-0.200000,-47.931483
38,T4d,0.100000,0.100000,0.000000,0.000000,-50.155681,-0.200000,-47.931483
39,T5a,0.100000,0.100000,0.000000,0.000000,-50.155681,-0.200000,-47.931483
40,T5b,0.813490,1.617756,0.000000,0.000000,-50.155681,-0.200000,-47.931483
41,T5c,0.100663,0.337056,0.000000,0.000000,-50.155681,-0.200000,-47.931483
42,T5d,0.100000,0.616587,0.000000,0.000000,-50.155681,-0.200000,-47.931483
43,Tm1,0.266125,0.100000,0.000000,2.466156,-50.155681,-0.200000,-47.931483
44,Tm2,1.664686,0.100000,0.000000,1.768107,-50.155681,-0.200000,-47.931483
45,Tm3,1.316549,0.140181,0.000000,1.993568,-50.155681,-0.200000,-47.931483
46,Tm4,2.352011,0.134297,0.000000,4.291017,-50.155681,-0.200000,-47.931483
47,Tm5Y,0.715152,1.194613,0.000000,1.000000,-50.155681,-0.200000,-47.931483
48,Tm5a,0.465887,0.539844,0.000000,1.000000,-50.155681,-0.200000,-47.931483
49,Tm5b,1.171028,0.955339,0.000000,1.000000,-50.155681,-0.200000,-47.931483
50,Tm5c,1.846564,1.772867,0.000000,1.000000,-50.155681,-0.200000,-47.931483
51,Tm9,1.560788,0.100000,0.000000,1.634807,-50.155681,-0.200000,-47.931483
52,Tm16,0.535622,0.498713,0.000000,1.000000,-50.155681,-0.200000,-47.931483
53,Tm20,1.478231,1.997542,0.000000,1.000000,-50.155681,-0.200000,-47.931483
54,Tm28,0.100000,0.100000,0.000000,1.000000,-50.155681,-0.200000,-47.931483
55,Tm30,0.424172,0.590128,0.000000,1.000000,-50.155681,-0.200000,-47.931483
56,TmY3,4.873849,5.995568,0.000000,1.000000,-50.155681,-0.200000,-47.931483
57,TmY4,0.100000,0.100000,0.000000,1.000000,-50.155681,-0.200000,-47.931483
58,TmY5a,3.491177,1.858834,0.000000,1.000000,-50.155681,-0.200000,-47.931483
59,TmY9,0.100000,0.114233,0.000000,1.000000,-50.155681,-0.200000,-47.931483
60,TmY10,0.901278,0.907408,0.000000,1.000000,-50.155681,-0.200000,-47.931483
61,TmY13,0.561760,0.591356,0.000000,1.000000,-50.155681,-0.200000,-47.931483
62,TmY14,1.383873,2.464376,0.000000,1.000000,-50.155681,-0.200000,-47.931483
63,TmY15,0.270486,0.225412,0.000000,1.000000,-50.155681,-0.200000,-47.931483
64,TmY18,0.100000,0.100000,0.000000,1.000000,-50.155681,-0.200000,-47.931483
