idx,cell,a_in,a_out,v_th,a_gt,bias_gt,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,v_pre,v_onset
0,R1-6,1.968290,1.938631,-50.000000,0.996367,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-29.844865,-30.070873
1,R7,1.968290,1.974333,-50.000000,0.970990,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-29.872270,-30.345722
2,R8,1.968290,0.216318,-50.000000,0.962499,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-28.333724,-47.707156
3,L1,1.968290,1.976313,-50.000000,0.355846,0.000000,53.757003,49.773442,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-9.929250,-51.378621
4,L2,1.968290,0.744014,-50.000000,0.541176,0.000000,52.819766,47.896860,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-23.076434,-54.053122
5,L3,1.968290,1.362877,-50.000000,0.385514,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-16.770615,-66.329056
6,L4,1.968290,1.643674,-50.000000,0.511009,0.000000,50.491772,50.400121,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-15.938822,-50.079231
7,L5,1.968290,0.468997,-50.000000,1.842605,0.000000,44.491577,53.799670,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-68.317346,-50.866606
8,Mi1,1.968290,0.695098,-50.000000,1.397246,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-68.088190,-35.001174
9,Tm3,1.968290,1.258387,-50.000000,0.856388,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-68.825389,-20.416400
10,Mi4,1.968290,0.100000,-50.000000,1.431975,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-49.620892,-58.899914
11,Mi9,1.968290,1.831636,-50.000000,1.022315,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,1.014764,-33.587453
12,T4a,1.968290,1.023897,-50.000000,0.994952,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-50.000000,-18.384534
13,T4b,1.968290,0.407461,-50.000000,1.006521,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-50.000000,-46.871991
14,T4c,1.968290,0.427638,-50.000000,1.047971,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-50.000000,-39.227474
15,T4d,1.968290,0.496454,-50.000000,0.997984,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-50.000000,-45.355748
16,Tm1,1.968290,0.792417,-50.000000,1.634968,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,2.342832,-66.266001
17,Tm2,1.968290,0.964529,-50.000000,1.385582,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,1.230997,-60.045978
18,Tm4,1.968290,1.970405,-50.000000,1.001976,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-1.669368,-64.201089
19,Tm9,1.968290,1.953239,-50.000000,0.834756,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-4.657653,-34.413783
20,T5a,1.968290,0.132102,-50.000000,0.995867,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-50.000000,-46.547808
21,T5b,1.968290,0.512185,-50.000000,0.955804,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-50.000000,-28.711709
22,T5c,1.968290,0.783333,-50.000000,1.006485,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-50.000000,-26.129832
23,T5d,1.968290,0.992394,-50.000000,1.003864,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-50.000000,-22.183126
24,T1,1.968290,0.659438,-50.000000,1.000333,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-2.128152,-65.689840
25,T2,1.968290,1.325996,-50.000000,0.970837,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-49.666500,-8.763588
26,T2a,1.968290,1.636997,-50.000000,0.982246,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-50.045286,-15.373260
27,T3,1.968290,1.119567,-50.000000,0.990886,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-50.000000,-10.562470
28,C2,1.968290,0.680245,-50.000000,0.989622,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-62.292210,-42.469867
29,C3,1.968290,1.385895,-50.000000,1.036834,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-67.313002,-26.132130
30,Lawf1,1.968290,0.234407,-50.000000,1.047270,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-44.370111,-57.724891
31,Lawf2,1.968290,0.708134,-50.000000,0.988930,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-50.324774,-28.439053
32,Dm3v,1.968290,0.867968,-50.000000,0.998637,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-43.215301,-31.674776
33,Lai,1.968290,0.768077,-50.000000,0.970846,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-49.116802,-62.810012
34,Mi10,1.968290,0.513132,-50.000000,0.987642,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-49.237596,-65.931202
35,Mi13,1.968290,1.663299,-50.000000,0.984833,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-34.401689,-37.318018
36,Mi14,1.968290,1.905916,-50.000000,0.997499,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-49.769459,-4.834225
37,Mi15,1.968290,0.461853,-50.000000,0.979849,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-49.996621,-60.093259
38,Mi2,1.968290,1.392969,-50.000000,1.020824,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-28.054511,-28.050653
39,Tm16,1.968290,1.296927,-50.000000,1.046574,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-49.708772,-54.777802
40,Tm20,1.968290,1.985003,-50.000000,0.980489,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-0.181117,-21.910150
41,Tm21,1.968290,1.953317,-50.000000,0.975486,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-49.927658,-29.695344
42,Tm27,1.968290,0.410209,-50.000000,1.017216,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-49.847751,-42.135826
43,Tm5a,1.968290,1.739301,-50.000000,0.984211,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-34.113074,-42.697592
44,Tm5b,1.968290,0.264569,-50.000000,0.971848,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-49.730604,-61.151207
45,Tm5c,1.968290,1.798872,-50.000000,1.042965,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-1.046675,-37.031660
46,Tm5f,1.968290,1.148682,-50.000000,1.034134,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-45.491260,-10.689865
47,TmY10,1.968290,0.446725,-50.000000,1.023841,0.000000,0.000000,0.000000,-49.063464,-0.200000,-49.307198,-51.052905,-0.200000,-51.323558,-34.282151,-43.220786
