idx,ctype,inp_gain,out_gain,Ih_gmax,out_scale,Ih_midv,Ih_slope,tau_midv
0,R1,0.100000,0.709603,51.853903,0.627354,-51.034651,-0.200000,-50.191651
1,R2,0.100000,0.577964,51.853903,0.626473,-51.034651,-0.200000,-50.191651
2,R3,0.100000,0.785562,51.853903,0.632650,-51.034651,-0.200000,-50.191651
3,R4,0.100000,0.838560,51.853903,0.623326,-51.034651,-0.200000,-50.191651
4,R5,0.100000,0.749588,51.853903,0.629863,-51.034651,-0.200000,-50.191651
5,R6,0.100000,0.622087,51.853903,0.632933,-51.034651,-0.200000,-50.191651
6,R7,0.582953,1.174629,47.939130,1.837528,-51.034651,-0.200000,-50.191651
7,R8,0.578613,0.742089,48.165276,0.660018,-51.034651,-0.200000,-50.191651
8,L1,1.585065,2.272475,51.621750,4.545215,-51.034651,-0.200000,-50.191651
9,L2,2.310128,1.530340,51.530505,4.420741,-51.034651,-0.200000,-50.191651
10,L3,0.631545,1.998796,0.000000,4.218721,-51.034651,-0.200000,-50.191651
11,L4,2.793982,1.672930,0.010765,3.359380,-51.034651,-0.200000,-50.191651
12,L5,1.915586,0.100000,51.977528,4.135260,-51.034651,-0.200000,-50.191651
13,Lawf1,0.346124,0.307643,0.000000,1.000000,-51.034651,-0.200000,-50.191651
14,Lawf2,1.701078,1.927690,0.000000,1.000000,-51.034651,-0.200000,-50.191651
15,Am,0.491483,0.451698,0.000000,1.000000,-51.034651,-0.200000,-50.191651
16,C2,0.100000,0.100000,0.000000,1.000000,-51.034651,-0.200000,-50.191651
17,C3,0.100000,0.100000,0.000000,1.000000,-51.034651,-0.200000,-50.191651
18,CT1(Lo1),0.486989,0.526516,0.000000,1.000000,-51.034651,-0.200000,-50.191651
19,CT1(M10),0.564029,0.451864,0.000000,1.000000,-51.034651,-0.200000,-50.191651
20,Mi1,2.090330,0.626206,0.000000,2.502862,-51.034651,-0.200000,-50.191651
21,Mi2,0.278287,0.280698,0.000000,1.000000,-51.034651,-0.200000,-50.191651
22,Mi3,0.653026,0.807446,0.000000,1.000000,-51.034651,-0.200000,-50.191651
23,Mi4,1.734566,0.508216,0.000000,2.798299,-51.034651,-0.200000,-50.191651
24,Mi9,1.641499,1.294363,0.000000,2.256519,-51.034651,-0.200000,-50.191651
25,Mi10,0.408853,0.594309,0.000000,1.000000,-51.034651,-0.200000,-50.191651
26,Mi11,0.459244,0.562025,0.000000,1.000000,-51.034651,-0.200000,-50.191651
27,Mi12,4.216599,4.224532,0.000000,1.000000,-51.034651,-0.200000,-50.191651
28,Mi13,0.100000,0.100000,0.000000,1.000000,-51.034651,-0.200000,-50.191651
29,Mi14,4.203353,4.221957,0.000000,1.000000,-51.034651,-0.200000,-50.191651
30,Mi15,0.100000,0.100033,0.000000,1.000000,-51.034651,-0.200000,-50.191651
31,T1,1.881030,3.056837,0.000000,1.000000,-51.034651,-0.200000,-50.191651
32,T2,1.330901,1.450054,0.000000,1.000000,-51.034651,-0.200000,-50.191651
33,T2a,2.157130,2.155883,0.000000,1.000000,-51.034651,-0.200000,-50.191651
34,T3,3.191663,3.530766,0.000000,1.000000,-51.034651,-0.200000,-50.191651
35,T4a,1.007271,0.937603,0.000000,1.000000,-51.034651,-0.200000,-50.191651
36,T4b,0.100000,0.100000,0.000000,1.000000,-51.034651,-0.200000,-50.191651
37,T4c,0.100000,0.100000,0.000000,1.000000,-51.034651,-0.200000,-50.191651
38,T4d,0.109961,0.107639,0.000000,1.000000,-51.034651,-0.200000,-50.191651
39,T5a,0.100000,0.100000,0.000000,1.000000,-51.034651,-0.200000,-50.191651
40,T5b,0.100000,0.100000,0.000000,1.000000,-51.034651,-0.200000,-50.191651
41,T5c,0.100000,0.100000,0.000000,1.000000,-51.034651,-0.200000,-50.191651
42,T5d,0.100000,0.100000,0.000000,1.000000,-51.034651,-0.200000,-50.191651
43,Tm1,1.291783,0.100000,0.000000,2.857791,-51.034651,-0.200000,-50.191651
44,Tm2,2.151642,0.315976,0.000000,3.208141,-51.034651,-0.200000,-50.191651
45,Tm3,2.721422,0.104595,0.000000,3.157343,-51.034651,-0.200000,-50.191651
46,Tm4,1.246325,0.100000,0.000000,4.692393,-51.034651,-0.200000,-50.191651
47,Tm5Y,0.957590,1.193054,0.000000,1.000000,-51.034651,-0.200000,-50.191651
48,Tm5a,0.422100,0.495977,0.000000,1.000000,-51.034651,-0.200000,-50.191651
