type,root_id,n_pre,n_pre_with_column,votes,majority_column_id,mean_u,max_u,min_u,mean_v,max_v,min_v,mean_x,max_x,min_x,mean_y,max_y,min_y
LC21,720575940627986045,91,41,"3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",302,-6.049,-3,-9,-4.756,-1,-8,-4.756,-1.0,-8.0,-8.427,-5.5,-11.5
LC21,720575940636746103,52,13,"2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1",306,-0.308,2,-2,-6.538,-4,-9,-6.538,-4.0,-9.0,-3.577,-2.5,-6.5
LC21,720575940625690256,64,30,"3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",309,-11.767,-8,-15,11.967,15,9,11.967,15.0,9.0,-5.783,-2.5,-10.0
LC21,720575940609058628,71,34,"3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",311,-14.176,-11,-17,13.147,16,10,13.147,16.0,10.0,-7.603,-3.5,-11.0
LC21,720575940628791300,104,48,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",318,14.0,18,11,-8.521,-4,-12,-8.521,-4.0,-12.0,9.74,13.5,6.0
LC21,720575940615791190,75,34,"3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",340,-12.441,-8,-16,6.706,9,4,6.706,9.0,4.0,-9.088,-5.5,-12.5
LC21,720575940627684477,112,56,"3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",373,11.964,16,8,-3.0,3,-6,-3.0,3.0,-6.0,10.464,14.5,6.5
LC21,720575940615235751,49,21,"2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",390,-0.571,3,-6,10.571,14,8,10.571,14.0,8.0,4.714,8.0,1.0
LC21,720575940629317436,53,23,"2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",421,-7.391,-5,-10,1.739,4,-1,1.739,4.0,-1.0,-6.522,-5.0,-8.5
LC21,720575940628035331,48,16,"2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",437,-9.438,-7,-12,5.812,9,4,5.812,9.0,4.0,-6.531,-5.0,-8.0
LC21,720575940617390107,55,29,"3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",443,-8.207,-6,-12,12.379,15,10,12.379,15.0,10.0,-2.017,0.5,-4.5
LC21,720575940619550913,95,41,"4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",446,8.561,12,6,-3.902,-1,-7,-3.902,-1.0,-7.0,6.61,9.5,4.5
LC21,720575940626603539,61,21,"3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",466,-6.0,-3,-8,-1.762,1,-5,-1.762,1.0,-5.0,-6.881,-4.5,-8.5
LC21,720575940647055395,56,27,"3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",509,-9.111,-7,-12,8.296,11,6,8.296,11.0,6.0,-4.963,-2.0,-8.0
LC21,720575940633717856,53,24,"3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",522,-3.875,-2,-7,7.917,11,5,7.917,11.0,5.0,0.083,2.5,-2.5
LC21,720575940605903490,92,39,"3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",529,3.077,7,-1,-4.179,-1,-7,-4.179,-1.0,-7.0,0.987,4.0,-2.0
LC21,720575940638401845,87,42,"3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",540,3.214,13,-1,2.786,8,-15,2.786,8.0,-15.0,4.607,7.0,1.5
LC21,720575940625301285,61,21,"2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",545,-0.429,3,-5,-11.095,-9,-13,-11.095,-9.0,-13.0,-5.976,-3.5,-10.0
LC21,720575940627865682,69,27,"2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",547,-10.926,-8,-16,0.556,4,-2,0.556,4.0,-2.0,-10.648,-8.0,-14.0
LC21,720575940613322407,73,26,"2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",549,4.808,7,3,-0.577,3,-4,-0.577,3.0,-4.0,4.519,6.0,3.5
LC21,720575940631152748,75,31,"3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",550,-3.161,1,-7,2.71,6,0,2.71,6.0,0.0,-1.806,2.0,-4.5
LC21,720575940624991418,70,21,"3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",552,4.714,8,3,-9.476,-6,-12,-9.476,-6.0,-12.0,-0.024,3.0,-2.0
LC21,720575940614983474,95,38,"3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",571,7.447,11,5,0.026,3,-3,0.026,3.0,-3.0,7.461,10.0,5.0
LC21,720575940619929441,60,26,"2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",599,-5.5,-3,-8,1.385,5,-1,1.385,5.0,-1.0,-4.808,-3.0,-7.0
LC21,720575940610082514,78,34,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",607,-8.265,-5,-11,-1.882,2,-5,-1.882,2.0,-5.0,-9.206,-7.5,-12.0
LC21,720575940618213103,60,24,"2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",609,-1.958,1,-5,4.208,7,2,4.208,7.0,2.0,0.146,2.0,-2.5
LC21,720575940626183049,61,32,"2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",621,-11.188,-8,-14,-2.344,1,-6,-2.344,1.0,-6.0,-12.359,-9.0,-14.5
LC21,720575940607854549,68,28,"3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",625,-13.536,-10,-17,4.036,7,1,4.036,7.0,1.0,-11.518,-8.0,-14.5
LC21,720575940603909804,82,36,"3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",628,0.333,3,-3,-0.306,4,-3,-0.306,4.0,-3.0,0.181,2.5,-3.0
LC21,720575940621967732,72,27,"2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",649,-3.296,0,-6,0.815,5,-2,0.815,5.0,-2.0,-2.889,-0.5,-5.0
LC21,720575940614639015,63,26,"2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",653,0.423,7,-5,11.731,15,8,11.731,15.0,8.0,6.288,11.0,2.5
LC21,720575940628253573,91,32,"3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",655,7.125,10,5,-13.094,-11,-16,-13.094,-11.0,-16.0,0.578,3.0,-1.5
LC21,720575940616794525,70,36,"3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",679,-4.667,0,-8,-8.389,-5,-11,-8.389,-5.0,-11.0,-8.861,-5.0,-12.0
LC21,720575940610317262,37,21,"2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",720,-15.333,-12,-17,9.286,13,5,9.286,13.0,5.0,-10.69,-8.0,-14.5
LC21,720575940619928417,76,31,"3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1",740,5.516,10,2,-4.161,-1,-7,-4.161,-1.0,-7.0,3.435,6.5,1.5
LC21,720575940640023886,84,38,"4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",741,5.132,9,1,4.289,8,1,4.289,8.0,1.0,7.276,10.0,4.0
LC21,720575940616016385,63,31,"3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",753,-15.516,-12,-18,5.742,9,2,5.742,9.0,2.0,-12.645,-10.5,-15.0
LC21,720575940622007944,84,37,"3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",765,-6.811,-4,-11,5.0,8,2,5.0,8.0,2.0,-4.311,-1.5,-7.5
