idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_pre,v_onset
0,R1-6,0.997212,0.000000,0.890300,1.708798,-50.000000,-50.000000,10.000000,145.062466,0.000000,-29.887239,-29.853302
1,R7,1.049868,0.000000,0.890300,4.128520,-50.000000,-50.000000,10.000000,145.062466,0.000000,-31.231909,-31.187926
2,R8,1.045979,0.000000,0.890300,3.546254,-50.000000,-50.000000,10.000000,145.062466,0.000000,-29.953942,-29.918896
3,L1,1.195431,0.000000,0.890300,1.071154,-21.630337,-50.000000,10.000000,145.062466,0.000000,-40.197280,-40.660780
4,L2,1.513232,0.000000,0.890300,3.186795,-24.684489,-50.000000,10.000000,145.062466,0.751505,-33.536412,-34.856404
5,L3,0.100000,0.000000,0.890300,5.644576,-45.020097,-50.000000,10.000000,145.062466,0.000000,-44.986488,-45.221236
6,L4,0.681236,0.000000,0.890300,10.000000,-48.930017,-50.000000,10.000000,145.062466,1.000000,-48.930017,-49.149281
7,L5,0.245287,0.000000,0.890300,1.350812,-42.884869,-50.000000,10.000000,145.062466,0.227570,-44.155848,-43.643903
8,Mi1,0.199807,0.000000,0.890300,5.218254,-43.906738,-50.000000,10.000000,145.062466,0.000000,-44.493070,-44.037757
9,Tm3,0.122413,0.000000,0.890300,2.261754,-49.125137,-50.000000,10.000000,145.062466,0.000000,-41.492524,-40.346478
10,Mi4,2.327551,0.000000,0.890300,10.000000,-50.000000,-50.000000,10.000000,145.062466,0.000000,-53.966975,-53.635884
11,Mi9,0.885520,0.000000,0.890300,2.242167,-44.875260,-50.000000,10.000000,145.062466,0.000000,-27.188611,-29.517249
12,T4a,1.003990,0.000000,0.890300,5.774623,-44.206994,-50.000000,10.000000,145.062466,0.000000,-43.431758,-43.358944
13,T4b,1.008771,0.000000,0.890300,7.258617,-48.105322,-50.000000,10.000000,145.062466,0.000000,-48.377131,-47.132627
14,T4c,1.008960,0.000000,0.890300,10.000000,-50.000000,-50.000000,10.000000,145.062466,0.000000,-49.859499,-48.721034
15,T4d,0.986400,0.000000,0.890300,5.929297,-50.000000,-50.000000,10.000000,145.062466,0.000000,-45.865195,-44.897051
16,Tm1,0.935927,0.000000,0.890300,2.249922,-48.706880,-50.000000,10.000000,145.062466,0.000000,-36.878448,-37.687892
17,Tm2,1.338556,0.000000,0.890300,4.682006,-50.000000,-50.000000,10.000000,145.062466,0.000000,-37.645563,-38.295672
18,Tm4,0.597700,0.000000,0.890300,7.639191,-49.154454,-50.000000,10.000000,145.062466,0.000000,-38.898298,-40.023176
19,Tm9,0.173671,0.000000,0.890300,10.000000,-42.313273,-50.000000,10.000000,145.062466,0.000000,-38.467302,-38.906226
20,T5a,0.974799,0.000000,0.890300,9.307882,-50.000000,-50.000000,10.000000,145.062466,0.000000,-19.630854,-20.791767
21,T5b,0.962863,0.000000,0.890300,9.919549,-37.581843,-50.000000,10.000000,145.062466,0.000000,8.537604,7.430555
22,T5c,0.967830,0.000000,0.890300,10.000000,-42.707907,-50.000000,10.000000,145.062466,0.000000,13.450943,11.448467
23,T5d,0.960714,0.000000,0.890300,10.000000,-18.338581,-50.000000,10.000000,145.062466,0.000000,34.930459,32.949152
24,T1,0.992178,0.000000,0.890300,8.627798,-38.608437,-50.000000,10.000000,145.062466,0.000000,-51.581227,-53.798205
25,T2,0.959451,0.000000,0.890300,3.482627,-45.438487,-50.000000,10.000000,145.062466,0.000000,-23.070087,-21.265531
26,T2a,0.956705,0.000000,0.890300,4.298955,-42.116773,-50.000000,10.000000,145.062466,0.000000,-19.771886,-19.138775
27,T3,0.961579,0.000000,0.890300,4.430434,-45.796550,-50.000000,10.000000,145.062466,0.000000,-22.343789,-20.884090
28,C2,0.979805,0.000000,0.890300,6.572071,-48.209100,-50.000000,10.000000,145.062466,0.000000,-49.009726,-48.916347
29,C3,0.969638,0.000000,0.890300,5.906874,-46.905403,-50.000000,10.000000,145.062466,0.000000,-42.874668,-42.182207
30,Lawf1,0.990874,0.000000,0.890300,3.809161,-48.184583,-50.000000,10.000000,145.062466,0.000000,-42.372570,-41.614085
31,Lawf2,0.970278,0.000000,0.890300,7.222195,-49.639870,-50.000000,10.000000,145.062466,0.000000,-45.158845,-44.784025
32,Dm3v,1.041670,0.000000,0.890300,9.385435,-46.891145,-50.000000,10.000000,145.062466,0.000000,-38.005979,-38.199016
33,Lai,1.029297,0.000000,0.890300,9.384355,-42.665049,-50.000000,10.000000,145.062466,0.000000,-131.274068,-132.897082
34,Mi10,1.016855,0.000000,0.890300,8.123919,-45.706524,-50.000000,10.000000,145.062466,0.000000,-50.427261,-49.693229
35,Mi13,1.040554,0.000000,0.890300,6.360751,-46.477230,-50.000000,10.000000,145.062466,0.000000,-48.838118,-49.177440
36,Mi14,0.959121,0.000000,0.890300,9.933847,-46.978760,-50.000000,10.000000,145.062466,0.000000,-33.340646,-32.966396
37,Mi15,1.032579,0.000000,0.890300,10.000000,-42.171323,-50.000000,10.000000,145.062466,0.000000,-64.148728,-63.752927
38,Mi2,0.998813,0.000000,0.890300,10.000000,-48.125532,-50.000000,10.000000,145.062466,0.000000,-50.202402,-49.849061
39,Tm16,1.007513,0.000000,0.890300,10.000000,-44.908294,-50.000000,10.000000,145.062466,0.000000,-47.386235,-47.675080
40,Tm20,1.000562,0.000000,0.890300,9.483845,-35.691324,-50.000000,10.000000,145.062466,0.000000,-42.935793,-43.070321
41,Tm21,1.019749,0.000000,0.890300,2.509556,-50.000000,-50.000000,10.000000,145.062466,0.000000,-61.313135,-60.008262
42,Tm27,1.004144,0.000000,0.890300,7.457331,-49.363499,-50.000000,10.000000,145.062466,0.000000,-49.447836,-49.308918
43,Tm5a,0.959680,0.000000,0.890300,10.000000,-46.457107,-50.000000,10.000000,145.062466,0.000000,-55.975805,-56.377446
44,Tm5b,0.998605,0.000000,0.890300,0.100000,-50.000000,-50.000000,10.000000,145.062466,0.000000,-66.436282,-65.878552
45,Tm5c,0.964058,0.000000,0.890300,10.000000,-28.827246,-50.000000,10.000000,145.062466,0.000000,-15.943749,-17.211441
46,Tm5f,1.022909,0.000000,0.890300,9.516978,-50.000000,-50.000000,10.000000,145.062466,0.000000,-41.061319,-41.252385
47,TmY10,1.043888,0.000000,0.890300,5.670509,-48.307808,-50.000000,10.000000,145.062466,0.000000,-45.040650,-45.421530
48,TmY11,1.011139,0.000000,0.890300,0.321859,-50.000000,-50.000000,10.000000,145.062466,0.000000,-62.535534,-61.162650
49,TmY14,1.047453,0.000000,0.890300,2.858902,-50.000000,-50.000000,10.000000,145.062466,0.000000,-20.097142,-18.617783
50,TmY15,1.045819,0.000000,0.890300,6.936630,-50.000000,-50.000000,10.000000,145.062466,0.000000,-41.140566,-39.506676
51,TmY3,0.962035,0.000000,0.890300,9.585227,-46.128301,-50.000000,10.000000,145.062466,0.000000,-33.354441,-32.696981
52,TmY4,1.034114,0.000000,0.890300,10.000000,-33.778352,-50.000000,10.000000,145.062466,0.000000,-33.044392,-33.360910
53,TmY5a,1.031017,0.000000,0.890300,5.995177,-47.795682,-50.000000,10.000000,145.062466,0.000000,-27.785866,-26.754243
