cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_th_ca,a_ca,tau_ca,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
10,Mi4,1.758034,27.002230,0.075677,1.474623,-0.788635,-50.430847,10.000000,207.711563,0.000000,-49.583073,0.557580,352.208069,-1.155489,-1.157451,-1.161984,-0.004533,27.002247,27.001152,26.998625,-0.002527,27.002247,27.002228,27.002064,-0.000164
11,Mi9,1.923825,16.490740,0.075677,1.725689,-0.769555,-50.756260,10.000000,204.624588,0.000000,-49.403511,0.343473,349.705780,-1.391794,-1.393843,-1.395539,-0.001696,16.490751,16.490047,16.489464,-0.000584,16.490751,16.490738,16.490667,-0.000071
12,T4a,1.046096,47.726727,0.075677,0.166403,-0.340776,-49.201439,10.571182,208.505417,0.000000,-50.000000,0.965511,351.655731,-0.568435,-0.569109,-0.569508,-0.000398,47.726730,47.726082,47.725697,-0.000385,47.726730,47.726727,47.726665,-0.000061
13,T4b,1.018791,49.242947,0.075677,0.332758,-0.729472,-49.337109,10.877341,191.829742,0.000000,-50.000000,1.003718,351.406799,-0.939433,-0.940043,-0.940414,-0.000371,49.242954,49.242340,49.241966,-0.000374,49.242954,49.242943,49.242886,-0.000057
14,T4c,1.041118,47.077133,0.075677,0.381089,-0.708019,-49.373135,10.947967,202.003967,0.000000,-50.000000,0.957884,347.817566,-0.853010,-0.853427,-0.853683,-0.000256,47.077137,47.076736,47.076492,-0.000244,47.077137,47.077133,47.077099,-0.000034
15,T4d,0.963573,49.665512,0.075677,2.229647,1.309086,-51.294334,10.000000,201.787613,0.000000,-50.000000,0.966466,349.328583,1.388785,1.389043,1.389190,0.000147,49.665508,49.665760,49.665905,0.000145,49.665508,49.665508,49.665524,0.000015
16,Tm1,1.660288,20.864929,0.075677,0.292920,-0.315730,-49.319603,10.000000,192.990189,0.000000,-49.403511,0.429453,350.867981,-0.818583,-0.820175,-0.821074,-0.000898,20.864941,20.864258,20.863871,-0.000387,20.864941,20.864929,20.864866,-0.000063
17,Tm2,1.651325,20.191940,0.075677,0.373156,-0.481305,-49.337997,10.000000,201.555618,0.000000,-49.403511,0.413459,351.764954,-0.566860,-0.567130,-0.567283,-0.000154,20.191940,20.191828,20.191765,-0.000063,20.191940,20.191940,20.191935,-0.000006
18,Tm4,1.665687,18.345251,0.075677,0.100000,-0.529896,-49.076160,10.000000,191.164047,0.000000,-49.403511,0.378570,351.353790,-0.944136,-0.945463,-0.946214,-0.000751,18.345261,18.344757,18.344473,-0.000284,18.345261,18.345251,18.345207,-0.000044
19,Tm9,1.765558,19.590044,0.075677,0.340641,-0.377026,-49.313438,10.000000,208.807373,0.000000,-49.403511,0.401099,350.938171,-0.562651,-0.563212,-0.563515,-0.000303,19.590044,19.589819,19.589697,-0.000122,19.590044,19.590044,19.590025,-0.000019
20,T5a,0.981864,50.000000,0.075677,0.341496,-0.823150,-49.353065,11.393264,198.221603,0.000000,-50.000000,1.033955,347.970978,-0.803202,-0.803147,-0.803111,0.000036,50.867260,50.867310,50.867352,0.000042,50.867260,50.867260,50.867260,0.000000
21,T5b,0.973064,46.746220,0.075677,0.669169,-0.843153,-49.630322,10.326591,205.146988,0.000000,-50.000000,0.950100,352.361145,-0.798636,-0.798501,-0.798423,0.000078,46.746216,46.746346,46.746418,0.000072,46.746216,46.746216,46.746216,0.000000
22,T5c,1.044892,49.093262,0.075677,0.715919,-0.315555,-49.692394,10.954333,199.832840,0.000000,-50.000000,0.986941,347.983490,-0.257144,-0.256973,-0.256866,0.000107,49.093262,49.093426,49.093533,0.000107,49.093262,49.093262,49.093262,0.000000
23,T5d,0.972108,49.028645,0.075677,1.699582,0.181035,-50.666496,10.000068,208.696457,0.000000,-50.000000,0.974312,349.398315,0.321321,0.321757,0.322001,0.000244,49.028641,49.029068,49.029305,0.000237,49.028641,49.028641,49.028675,0.000034
24,T1,1.026526,48.284710,0.075677,0.415177,-0.832212,-49.379150,10.680558,192.272598,0.000000,-50.000000,0.997454,347.608582,-1.592020,-1.594370,-1.595847,-0.001477,48.284748,48.282402,48.280930,-0.001472,48.284748,48.284706,48.284485,-0.000221
25,T2,1.034956,50.000000,0.075677,1.269755,0.649085,-50.248653,10.000000,198.122208,0.000000,-50.000000,1.037760,352.157074,0.924799,0.925665,0.926152,0.000487,52.847733,52.848629,52.849133,0.000504,52.847733,52.847744,52.847832,0.000088
26,T2a,0.974631,47.580761,0.075677,0.643307,-0.433251,-49.578938,10.000000,193.833145,0.000000,-50.000000,0.959520,350.715790,-0.411890,-0.411830,-0.411798,0.000032,47.580761,47.580814,47.580853,0.000038,47.580761,47.580761,47.580761,0.000000
27,T3,1.038897,50.000000,0.075677,0.407893,-0.595335,-49.357647,10.515031,190.559799,0.000000,-50.000000,1.034739,351.525757,-0.562136,-0.562038,-0.561979,0.000058,51.155308,51.155399,51.155460,0.000061,51.155308,51.155308,51.155308,0.000000
28,C2,0.954601,50.000000,0.075677,0.595909,-0.366239,-49.549732,11.861628,205.943954,0.000000,-50.000000,1.026036,347.936005,-0.455552,-0.455810,-0.455986,-0.000176,50.834385,50.834114,50.833931,-0.000183,50.834385,50.834385,50.834377,-0.000008
29,C3,1.032272,50.000000,0.075677,1.573607,0.844667,-50.517719,10.379107,204.487427,0.000000,-50.000000,1.021351,352.416077,0.847424,0.847431,0.847435,0.000004,51.933086,51.933090,51.933098,0.000008,51.933086,51.933086,51.933086,0.000000
30,Lawf1,0.961686,48.489983,0.075677,1.632084,0.204773,-50.563538,12.061397,193.923676,0.000000,-50.000000,0.960607,349.046814,0.478495,0.479209,0.479698,0.000489,48.489975,48.490665,48.491135,0.000469,48.489975,48.489979,48.490059,0.000080
31,Lawf2,0.998673,47.691120,0.075677,0.100000,-1.239265,-49.159840,10.000000,193.119247,0.000000,-50.000000,0.978225,351.959991,-1.247302,-1.247331,-1.247515,-0.000184,47.691120,47.691093,47.690910,-0.000183,47.691120,47.691120,47.691113,-0.000008
32,Dm3v,0.999273,49.666981,0.075677,1.296437,0.716477,-50.305431,10.000000,206.265228,0.000000,-50.000000,0.977800,350.890869,0.794611,0.794853,0.794989,0.000136,49.666977,49.667217,49.667343,0.000126,49.666977,49.666977,49.666977,0.000000
33,Lai,0.994830,46.410458,0.075677,0.100000,-1.024014,-49.152390,10.000000,193.429672,0.000000,-50.000000,0.962174,351.806366,-1.764915,-1.768863,-1.778281,-0.009418,46.410515,46.406719,46.397671,-0.009048,46.410515,46.410454,46.409889,-0.000565
34,Mi10,0.987964,48.117073,0.075677,0.274777,-1.014276,-49.336102,10.000000,208.262573,0.000000,-50.000000,0.994916,349.967865,-1.637030,-1.638920,-1.640102,-0.001183,48.117092,48.115223,48.114044,-0.001179,48.117092,48.117062,48.116882,-0.000179
35,Mi13,1.041851,50.000000,0.075677,1.538733,0.340449,-50.481983,11.162034,206.715179,0.000000,-50.000000,1.000918,349.458221,0.357999,0.358050,0.358083,0.000033,50.404228,50.404278,50.404308,0.000031,50.404228,50.404228,50.404228,0.000000
36,Mi14,0.975396,50.000000,0.075677,1.519854,0.545573,-50.511295,10.000000,199.071579,0.000000,-50.000000,0.995948,351.127991,0.679286,0.679694,0.679920,0.000227,50.473953,50.474358,50.474586,0.000229,50.473953,50.473953,50.473980,0.000027
37,Mi15,1.018392,49.027332,0.075677,0.473806,-0.331799,-49.500736,10.000000,198.646408,0.000000,-50.000000,0.993748,351.552124,-0.664185,-0.666026,-0.670783,-0.004757,49.027367,49.025536,49.020809,-0.004726,49.027367,49.027336,49.027046,-0.000290
38,Mi2,1.032038,48.657963,0.075677,1.515463,0.776972,-50.462715,10.000000,207.524002,0.000000,-50.000000,0.957115,352.124115,0.838178,0.838370,0.838477,0.000107,48.657959,48.658142,48.658249,0.000107,48.657959,48.657959,48.657967,0.000008
39,Tm16,0.981580,48.249569,0.075677,0.373019,-0.708371,-49.398468,10.000000,197.414536,0.000000,-50.000000,0.995606,349.288696,-1.537462,-1.539974,-1.541330,-0.001356,48.249615,48.247116,48.245766,-0.001350,48.249615,48.249569,48.249344,-0.000225
40,Tm20,0.966605,49.954430,0.075677,0.394156,-0.262980,-49.378933,10.120193,190.550751,0.000000,-50.000000,1.012655,351.407715,-0.669836,-0.671796,-0.676278,-0.004482,49.954460,49.952473,49.947937,-0.004536,49.954460,49.954426,49.954132,-0.000294
41,Tm21,0.969189,50.000000,0.075677,0.775567,0.010074,-49.766914,10.000000,205.408508,0.000000,-50.000000,1.023187,347.883820,-0.140581,-0.141052,-0.141315,-0.000263,51.015507,51.015022,51.014755,-0.000267,51.015507,51.015503,51.015453,-0.000050
42,Tm27,1.029937,47.618771,0.075677,0.526056,-0.628308,-49.531147,11.015251,205.149307,0.000000,-50.000000,0.967430,350.423706,-0.778081,-0.778511,-0.778777,-0.000266,47.618771,47.618355,47.618099,-0.000256,47.618771,47.618771,47.618736,-0.000034
43,Tm5a,0.999974,48.096302,0.075677,0.287440,-0.364250,-49.212906,10.084843,190.304504,0.000000,-50.000000,0.971071,350.004761,-0.470862,-0.471308,-0.472394,-0.001086,48.096306,48.095867,48.094814,-0.001053,48.096306,48.096298,48.096241,-0.000057
44,Tm5b,1.049357,49.891556,0.075677,0.938591,0.297419,-49.849014,10.000000,196.977295,0.000000,-50.000000,0.994702,348.619202,0.157294,0.156730,0.155919,-0.000811,49.891560,49.890999,49.890190,-0.000809,49.891560,49.891552,49.891487,-0.000065
45,Tm5c,0.970015,50.000000,0.075677,1.164099,0.569790,-50.099110,11.330283,205.666748,0.000000,-50.000000,1.026753,349.408478,0.621799,0.621778,0.620290,-0.001488,51.976059,51.976040,51.974510,-0.001530,51.976059,51.976059,51.976006,-0.000053
46,Tm5f,0.968631,50.000000,0.075677,0.450087,-0.617559,-49.357281,10.472250,196.839767,0.000000,-50.000000,1.018652,351.677338,-0.642341,-0.642414,-0.642456,-0.000042,50.278282,50.278206,50.278164,-0.000042,50.278282,50.278282,50.278282,0.000000
47,TmY10,1.014399,50.000000,0.075677,0.636394,-0.407748,-49.586090,10.651393,190.005051,0.000000,-50.000000,1.037962,348.923615,-0.577410,-0.577904,-0.578191,-0.000287,51.298779,51.298264,51.297962,-0.000301,51.298779,51.298767,51.298725,-0.000042
48,TmY11,0.989360,49.830223,0.075677,0.510033,-0.226570,-49.524673,10.002781,199.096481,0.000000,-50.000000,1.043041,348.939941,-2.225931,-2.231906,-2.235162,-0.003255,49.830326,49.824104,49.820702,-0.003403,49.830326,49.830215,49.829655,-0.000561
49,TmY14,0.980363,46.925129,0.075677,0.409810,-0.764905,-49.450073,11.105392,198.941345,0.000000,-50.000000,0.956415,350.168213,-0.936415,-0.936972,-0.937334,-0.000362,46.925125,46.924599,46.924248,-0.000351,46.925125,46.925125,46.925072,-0.000053
50,TmY15,0.960293,49.769215,0.075677,1.219828,0.093343,-50.177792,10.110002,204.954453,0.000000,-50.000000,0.987294,352.333588,0.409728,0.410680,0.411216,0.000536,49.769196,49.770138,49.770668,0.000530,49.769196,49.769211,49.769302,0.000092
51,TmY3,1.022775,49.771900,0.075677,0.699116,-0.364991,-49.721561,10.601433,194.195145,0.000000,-50.000000,1.014180,350.125671,-0.923957,-0.925559,-0.926486,-0.000927,49.771927,49.770302,49.769363,-0.000938,49.771927,49.771900,49.771751,-0.000149
52,TmY4,0.966425,48.627281,0.075677,0.465581,-0.720035,-49.418533,10.458731,209.144562,0.000000,-50.000000,0.989836,352.418488,-0.873399,-0.873884,-0.874174,-0.000290,48.627285,48.626801,48.626511,-0.000290,48.627285,48.627281,48.627228,-0.000053
53,TmY5a,0.959354,48.961449,0.075677,1.557084,0.500765,-50.507877,10.000000,194.180130,0.000000,-50.000000,0.964138,349.632172,0.782589,0.783476,0.783976,0.000500,48.961430,48.962288,48.962769,0.000481,48.961430,48.961441,48.961529,0.000088
54,TmY9q,0.989808,50.000000,0.075677,0.658655,0.058686,-49.619007,10.309528,199.796967,0.000000,-50.000000,1.039588,348.401855,0.108048,0.108195,0.108281,0.000085,52.091721,52.091873,52.091961,0.000088,52.091721,52.091721,52.091721,0.000000
55,TmY9q__perp,1.021333,47.736835,0.075677,0.655338,-0.440580,-49.603394,10.352800,193.687973,0.000000,-50.000000,0.962246,350.017090,-0.390211,-0.390060,-0.389972,0.000088,47.736832,47.736980,47.737064,0.000084,47.736832,47.736832,47.736832,0.000000
