idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow
0,R1-6,1.000000,2.700569,-10.453131,1.024701,0.260581,10.000000,175.119453,0.000000,0.500000
1,R7,1.000000,7.551483,-10.295267,1.035966,-0.153299,10.000000,194.235618,0.000000,0.500000
2,R8,1.000000,3.959578,-10.360275,1.006185,-0.036600,10.000000,165.897230,0.000000,0.500000
3,L1,1.000000,3.879533,3.611452,1.342104,0.555150,12.565800,193.480756,0.000000,0.500000
4,L2,1.000000,3.134722,3.039350,0.930933,0.650382,10.000000,183.602818,0.000000,0.500000
5,L3,1.000000,0.210818,-11.408979,0.599672,-0.512791,78.002797,247.519292,0.000000,0.500000
6,L4,1.000000,5.218552,0.053583,0.440212,0.964390,10.000000,213.584514,0.000000,0.500000
7,L5,1.000000,4.304919,3.574121,0.719839,-3.468642,24.992800,213.035056,0.000000,0.500000
8,Mi1,1.000000,2.688743,0.626711,1.487867,-2.159037,20.886132,187.020675,0.000000,0.500000
9,Tm3,1.000000,5.945543,1.332553,0.310002,-1.664357,10.000000,170.870096,0.000000,0.500000
10,Mi4,1.000000,10.000000,-0.216372,0.291517,0.010109,10.000000,245.327965,0.000000,0.500000
11,Mi9,1.000000,5.748059,1.164126,0.475673,-0.080328,56.177753,278.218105,0.000000,0.500000
12,T4a,1.000000,10.000000,0.086543,0.959590,-0.436239,10.000000,168.844524,0.000000,0.500000
13,T4b,1.000000,8.067612,0.310646,0.985791,0.342934,10.000000,156.470328,0.000000,0.500000
14,T4c,1.000000,8.333255,-0.686556,0.952467,-0.245685,10.000000,162.793833,0.000000,0.500000
15,T4d,1.000000,1.374898,-1.490627,0.969646,0.013461,49.744469,194.676007,0.000000,0.500000
16,Tm1,1.000000,2.395557,-1.214487,0.858089,2.454838,10.000000,204.722891,0.000000,0.500000
17,Tm2,1.000000,3.197227,-5.933884,0.895106,3.190223,10.000000,143.770288,0.000000,0.500000
18,Tm4,1.000000,9.789958,-1.951673,0.633414,3.993710,10.000000,179.565781,0.000000,0.500000
19,Tm9,1.000000,10.000000,18.061016,0.403314,0.290195,60.977511,254.606975,0.000000,0.500000
20,T5a,1.000000,0.598081,-3.370630,1.036658,-0.420578,47.719540,192.059744,0.000000,0.500000
21,T5b,1.000000,3.872172,-0.601828,0.972181,0.390747,98.225387,236.534525,0.000000,0.500000
22,T5c,1.000000,0.874854,-2.217310,1.009704,-0.455278,51.569665,208.427014,0.000000,0.500000
23,T5d,1.000000,7.101982,5.015036,0.971539,-0.495397,37.400611,200.296605,0.000000,0.500000
24,T1,1.000000,0.100000,-0.698223,0.963586,-0.436287,51.068616,203.029046,0.000000,0.500000
25,T2,1.000000,5.380445,0.180198,0.969374,0.008090,10.000000,173.930630,0.000000,0.500000
26,T2a,1.000000,0.886570,-1.386860,0.984441,-0.460402,50.604115,197.923748,0.000000,0.500000
27,T3,1.000000,0.441197,-2.748365,1.031226,-0.274828,52.497154,196.292889,0.000000,0.500000
28,C2,1.000000,6.609394,0.111266,1.027211,-0.402334,10.000000,203.547352,0.000000,0.500000
29,C3,1.000000,6.322585,2.498473,0.965465,-0.228667,37.699481,194.235128,0.000000,0.500000
30,Lawf1,1.000000,8.837833,-0.159766,0.982702,0.286711,10.000000,134.148562,0.000000,0.500000
31,Lawf2,1.000000,8.198872,1.478747,1.025509,0.435434,41.777759,202.246314,0.000000,0.500000
32,Dm3v,1.000000,0.925555,-1.643882,1.029197,0.290612,51.568463,194.080394,0.000000,0.500000
33,Lai,1.000000,1.450288,-2.766528,0.963190,0.242729,50.691040,198.641310,0.000000,0.500000
34,Mi10,1.000000,5.905183,0.789074,0.996023,0.434144,10.000000,173.410311,0.000000,0.500000
35,Mi13,1.000000,3.505056,-0.014845,0.954517,-0.119217,10.000000,196.155594,0.000000,0.500000
36,Mi14,1.000000,0.770901,-1.872240,1.025524,0.400733,47.902741,190.728227,0.000000,0.500000
37,Mi15,1.000000,0.107558,-0.662518,1.025323,-0.033492,49.599584,192.999956,0.000000,0.500000
38,Mi2,1.000000,10.000000,1.668074,0.988022,-0.316734,10.000000,144.029966,0.000000,0.500000
39,Tm16,1.000000,1.003116,-1.547352,1.006897,-0.145292,49.682653,204.292816,0.000000,0.500000
40,Tm20,1.000000,0.511892,-1.474319,1.020312,-0.273942,51.705763,204.772358,0.000000,0.500000
41,Tm21,1.000000,8.819887,0.048407,0.992347,0.417517,13.566959,212.462422,0.000000,0.500000
42,Tm27,1.000000,0.268869,-0.652370,1.029853,-0.053176,50.014234,202.831906,0.000000,0.500000
43,Tm5a,1.000000,10.000000,1.852127,1.016102,0.444169,91.921237,254.096238,0.000000,0.500000
44,Tm5b,1.000000,7.926074,0.532818,0.994817,0.127906,81.413770,227.343035,0.000000,0.500000
45,Tm5c,1.000000,10.000000,-0.028641,1.019377,-0.435406,10.000000,211.424894,0.000000,0.500000
46,Tm5f,1.000000,10.000000,-0.335348,0.984494,0.252336,59.822076,269.657070,0.000000,0.500000
47,TmY10,1.000000,8.352032,1.063137,0.998677,0.045119,10.000000,208.998129,0.000000,0.500000
48,TmY11,1.000000,0.998057,-0.500271,0.960898,0.024674,51.587506,203.971640,0.000000,0.500000
49,TmY14,1.000000,10.000000,-1.696814,1.002747,0.413766,11.859046,193.144150,0.000000,0.500000
50,TmY15,1.000000,10.000000,0.600025,0.957958,0.175156,12.234223,178.019752,0.000000,0.500000
51,TmY3,1.000000,0.100000,-0.801660,0.993822,-0.329794,51.403737,202.069475,0.000000,0.500000
52,TmY4,1.000000,0.100000,-0.943716,0.976263,-0.426929,51.998783,193.740916,0.000000,0.500000
53,TmY5a,1.000000,10.000000,-3.039697,0.987917,-0.021197,11.187116,226.045006,0.000000,0.500000
54,TmY9q,1.000000,9.189875,-1.182142,1.033702,0.011444,17.223946,233.881488,0.000000,0.500000
55,TmY9q__perp,1.000000,6.750148,-3.660153,0.989968,0.126229,37.058168,231.980216,0.000000,0.500000
