,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
Mi9,,,,,,0.100000,0.100000,,10.000000,3.739251,,,0.988918,10.000000,4.747971,10.000000,5.306059,0.981681,0.100000,,,,,0.100000,0.100000,10.000000,1.014431,6.599411,0.100000,1.008016,0.970931,,4.363889,3.645301
T1,1.001593,0.970214,0.718005,,0.557080,0.100000,,0.100000,,,3.230715,,,,,,,,,,,,,3.443159,0.497618,3.174797,,,3.806988,,,,,
T2,,,,,,,,0.951346,0.785965,,1.016330,,1.034038,1.026053,1.029284,,,,,,,,,0.992889,0.992660,,0.994209,0.972234,1.034686,,,,,1.008234
T2a,,,,,,,,,5.600903,,,,0.983004,10.000000,10.000000,,,,,,,,,0.100000,,1.131857,0.984809,0.100000,1.029040,,1.002495,,,10.000000
T3,,,,,,,,,,,,,1.029473,0.964806,0.950570,,,,0.960829,,,,,1.078822,,,0.961715,0.100000,,,,10.000000,,10.000000
T4a,,,,,,,,,,,3.920330,,,,,3.651003,1.011307,1.017539,1.003527,1.048490,,,,,,,,,,,,7.332372,,
T4b,,,,,,,,,2.560788,0.100000,5.712019,,,,,0.100000,0.100000,,0.982014,,1.033214,,,,,,,,,,,,,
T4c,,,,,,,,,,,0.634864,,1.003326,,,,,1.016714,,,,1.022456,1.018030,,,,,,,,,,,
T4d,,,,,,,,,6.863767,,,,,,,,,1.030296,9.498670,,,,0.983997,,,,,,,,,,,
T5a,,,,,,,,,,,,,1.032025,,,0.659954,,,,0.100000,0.985601,,,,8.758263,,,,,,,,,
T5b,,,,,,,,,,,,,0.974438,,,,0.100000,,,0.958249,0.961407,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.995672,,,,,1.048657,,,0.987517,1.038277,0.959028,,,,,,,,,,,
T5d,,,,,,,,,,,,,1.027925,,,,,1.047478,1.003781,,,,0.966651,,,,,,,,,,,
Tm1,,,,,0.100000,,,5.317709,1.960644,10.000000,0.100000,0.100000,0.511171,0.100000,0.100000,,,0.962612,,0.107606,0.611747,1.038174,0.958627,0.100000,0.100000,0.100000,1.015532,0.100000,0.100000,0.100000,1.022399,0.413816,,0.100000
Tm2,,,,1.879994,0.100000,,,0.100000,10.000000,10.000000,0.100000,0.100000,0.979109,0.100000,0.100000,0.974044,,1.043159,,9.255799,0.724591,0.985245,0.996986,0.100000,,,0.955539,10.000000,0.100000,6.824731,,0.100000,0.100000,0.100000
Tm20,,,,,,,,,,7.713527,9.312840,2.965928,1.018832,0.100000,,,,,,,,,,4.857034,0.100000,0.100000,1.013753,,,6.215209,,0.100000,,
Tm21,,,,,,,,,0.940504,,,,1.004884,0.975427,,,,,,,,,,0.962966,,,1.002036,,,,,,,
Tm3,,,,0.100000,0.100000,,,,7.529792,0.100000,3.850226,,0.967941,9.192117,2.718820,7.324186,9.079048,0.641740,7.897275,,1.024361,,0.973446,,,,,9.887302,0.100000,,1.018529,10.000000,9.950037,10.000000
Tm4,,,,,10.000000,,,,0.100000,8.135930,,1.003709,0.980672,0.100000,5.675251,,,,,0.100000,0.597692,0.992865,1.026832,10.000000,10.000000,,0.972209,0.100000,10.000000,,1.007006,0.100000,,0.100000
Tm9,,,,,,1.035367,,,,1.033631,0.100000,,0.997066,1.042597,,,,,,1.038730,1.024022,1.008323,1.026932,0.988718,1.013164,0.100000,1.000027,,0.969312,1.041362,,,,
C2,0.968028,0.965545,1.014270,0.547165,0.516401,0.944293,0.760025,1.384499,1.166637,0.953619,,1.019970,0.956139,1.000961,0.996660,,,,,,,,,0.849338,,,,,,0.986349,0.958158,0.972145,,
C3,10.000000,,,5.878396,1.934391,0.100000,10.000000,0.100000,5.702036,0.100000,0.100000,0.342794,0.956574,7.843806,10.000000,0.100000,0.100000,0.969609,1.038474,,,,,7.955248,0.100000,0.100000,1.019051,0.100000,1.567441,10.000000,1.033481,,,
Lawf1,0.100000,,,0.100000,0.100000,10.000000,,10.000000,,,10.000000,1.433082,,,,,,,,,,,,,,,,1.242002,,,,,0.304104,
Lawf2,0.429825,,,8.134110,0.100000,0.100000,,10.000000,,,,1.079619,,,,,,,,,,,,0.100000,4.840422,,,,,0.100000,1.031474,7.866572,2.046154,
