idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,1.108662,0.267023,1.040094,0.000000,0.000000,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681
1,C3,3.599076,1.252851,1.032227,0.000000,0.000000,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681
2,L1,9.765315,5.249162,0.766175,57.091229,39.151241,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681
3,L2,1.739981,4.738021,2.053842,55.228953,39.601378,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681
4,L3,4.789982,12.249666,3.009016,65.627976,34.733485,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681
5,L4,14.198052,9.082562,0.705920,54.013146,48.841696,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681
6,L5,10.447241,3.489042,0.330179,48.102206,47.298371,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681
7,Mi1,4.718110,1.993982,0.293187,0.000000,0.000000,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681
8,Mi4,1.158101,0.186604,2.331960,0.000000,0.000000,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681
9,Mi9,4.423832,0.993748,5.547165,0.000000,0.000000,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681
10,R1-6,0.100000,5.836054,1.027175,0.000000,0.000000,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681
11,R7,0.100000,12.879645,0.961851,0.000000,0.000000,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681,-35.584739,-0.200000,-63.120916,-37.211386,-0.200000,-40.988681
