idx,ctype,in_gain,out_gain,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,0.172511,0.690362,0.953952,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
1,C3,0.100000,0.100000,1.032399,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
2,L1,2.308360,5.618291,4.688711,52.696850,38.849652,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
3,L2,1.534834,1.342867,5.653484,53.649573,42.873404,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
4,L3,4.970111,0.793828,3.504667,47.862362,48.548263,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
5,L4,14.675574,0.833840,13.496723,48.099917,48.986349,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
6,L5,4.976493,1.462435,4.357429,54.822927,45.727658,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
7,Mi1,0.100000,1.298812,3.871646,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
8,Mi4,0.100000,0.100000,0.100000,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
9,Mi9,2.056905,1.018994,1.182722,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
10,R1-6,0.100000,3.095005,0.585016,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
11,R7,0.100000,0.945080,0.660109,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
12,R8,0.145870,0.937541,0.613675,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
13,T1,0.100000,0.100000,1.031820,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
14,T2,1.098788,0.815784,1.005737,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
15,T2a,0.331674,0.494662,1.032680,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
16,T3,0.100000,0.100000,0.987351,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
17,T4a,1.144596,1.146226,1.026089,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
18,T4b,0.963640,1.191162,1.001372,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
19,T4c,2.783255,1.191454,0.950331,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
20,T4d,0.655986,0.387087,0.953281,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
21,T5a,3.017527,3.270531,1.023311,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
22,T5b,0.100000,0.571505,0.971794,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
23,T5c,6.573723,5.165188,1.004798,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
24,T5d,7.348690,9.332266,0.950858,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
25,Tm1,0.149951,0.522067,2.274153,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
26,Tm2,0.381614,0.195096,1.091380,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
27,Tm20,2.937750,1.063419,0.975306,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
28,Tm21,1.067328,1.583818,1.005197,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
29,Tm3,0.513438,0.408952,4.859494,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
30,Tm4,0.360787,0.936943,4.912754,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
31,Tm9,3.568802,0.100000,1.426356,0.000000,0.000000,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565,-46.877720,-0.200000,-51.120248,-42.699136,-0.200000,-51.501565
