idx,cell,a_in,a_out,bias_out,a_gt,bias_gt,tau_lp,tau_hp,v_rest,a_slow,v_pre,v_onset
0,R1-6,1.858387,1.722046,-19.778464,1.023767,0.310678,12.345588,209.632438,0.000000,0.000000,20.079577,20.079577
1,R7,1.858387,1.754412,-12.590409,0.950208,-0.151300,49.087526,206.635074,0.000000,0.000000,19.999203,19.999203
2,R8,1.858387,3.222171,-22.879303,0.995200,0.412082,17.462987,207.972217,0.000000,0.000000,18.235298,18.235298
3,L1,1.858387,4.153354,4.287683,0.833741,0.187763,11.112871,228.212396,0.000000,0.600000,0.071738,0.071738
4,L2,1.858387,1.524022,4.819303,1.006897,0.300879,10.000000,222.075463,0.000000,0.600000,0.126900,0.126900
5,L3,1.858387,1.338169,1.819458,0.966994,-1.544368,39.543773,207.598025,0.000000,0.000000,1.938798,1.938798
6,L4,1.858387,4.116889,0.566274,0.166100,0.107736,33.422904,251.984445,0.000000,1.000000,0.000000,-0.000000
7,L5,1.858387,3.424733,1.637399,1.729174,-0.443227,45.101442,228.110391,0.000000,1.000000,0.000000,0.000000
8,Mi1,1.858387,5.252854,-2.062706,1.653528,-7.114811,34.208464,198.654506,0.000000,0.000000,-6.468211,-6.468211
9,Tm3,1.858387,2.764216,1.625666,0.943726,-1.894872,13.340457,205.328132,0.000000,0.000000,-2.027484,-2.027484
10,Mi4,1.858387,4.306125,0.246811,1.366529,0.905247,20.135036,203.217686,0.000000,0.000000,-1.099398,-1.099398
11,Mi9,1.858387,7.399681,-0.309967,1.923482,0.086329,15.891724,197.684453,0.000000,0.000000,1.028220,1.028220
12,T4a,1.858387,0.100000,-2.132358,1.018380,-0.440969,49.444369,190.846133,0.000000,0.000000,-0.131675,-0.131675
13,T4b,1.858387,10.000000,-14.847231,0.981403,-0.395086,28.392636,197.331919,0.000000,0.000000,-0.030711,-0.030711
14,T4c,1.858387,0.100000,-1.021604,0.961006,0.025295,48.360622,196.589918,0.000000,0.000000,-0.222889,-0.222889
15,T4d,1.858387,9.421083,2.072252,1.044242,0.360435,39.720537,204.879548,0.000000,0.000000,-0.178441,-0.178441
16,Tm1,1.858387,1.241276,2.005822,0.906064,2.131534,33.668899,197.082237,0.000000,0.000000,1.056894,1.056894
17,Tm2,1.858387,2.499312,-5.659681,0.907572,4.555848,21.521466,207.833378,0.000000,0.000000,3.520778,3.520778
18,Tm4,1.858387,2.347304,-0.048501,0.645291,1.017166,29.914101,204.315606,0.000000,0.000000,0.335855,0.335855
19,Tm9,1.858387,2.673206,2.670584,1.519631,0.923336,10.039649,204.233250,0.000000,0.000000,0.109923,0.109923
20,T5a,1.858387,0.289723,-2.450865,0.988889,-0.435447,42.140369,194.949541,0.000000,0.000000,0.157308,0.157308
21,T5b,1.858387,0.100000,-2.501673,0.977782,0.375622,48.481806,194.373923,0.000000,0.000000,0.051718,0.051718
22,T5c,1.858387,0.100000,-2.256652,1.014861,-0.376106,51.702490,191.332697,0.000000,0.000000,0.054729,0.054729
23,T5d,1.858387,0.254207,-2.119217,0.973783,0.003066,63.361223,208.443327,0.000000,0.000000,0.260354,0.260354
24,T1,1.858387,3.458552,-0.461006,0.970175,0.013740,54.371199,203.090225,0.000000,0.000000,0.224757,0.224757
25,T2,1.858387,2.766189,4.128196,0.991507,-0.360388,25.217784,197.360726,0.000000,0.000000,4.789707,4.789707
26,T2a,1.858387,2.940648,3.884815,1.039366,-0.151968,34.707683,196.282657,0.000000,0.000000,0.008123,0.008123
27,T3,1.858387,0.188015,-0.329922,1.044410,-0.318282,37.607690,191.064071,0.000000,0.000000,0.043805,0.043805
28,C2,1.858387,6.364533,-1.904823,0.970117,-0.187992,65.844186,194.534743,0.000000,0.000000,-5.920838,-5.920838
29,C3,1.858387,6.274374,8.548906,1.037486,0.377081,23.511793,207.423869,0.000000,0.000000,-14.894616,-14.894616
30,Lawf1,1.858387,5.726199,-1.906714,0.993208,0.446356,64.678947,195.955935,0.000000,0.000000,5.990717,5.990718
31,Lawf2,1.858387,0.100000,-2.295965,0.978624,-0.301959,50.532283,205.536635,0.000000,0.000000,0.220593,0.220593
32,Dm3v,1.858387,2.183172,1.002505,0.985988,0.000856,66.140577,196.643101,0.000000,0.000000,1.015589,1.015589
33,Lai,1.858387,4.335172,1.255089,0.969807,0.146956,40.119106,202.283497,0.000000,0.000000,-0.169462,-0.169462
34,Mi10,1.858387,1.698251,-0.978149,1.036815,-0.285120,50.453710,198.543156,0.000000,0.000000,-2.043319,-2.043319
35,Mi13,1.858387,5.052085,1.312010,1.004435,-0.151086,82.494773,209.174246,0.000000,0.000000,0.294755,0.294755
36,Mi14,1.858387,10.000000,-0.953970,1.033368,0.453161,17.608459,200.985236,0.000000,0.000000,0.121677,0.121677
37,Mi15,1.858387,0.100000,-0.589176,1.007531,-0.421075,52.903148,193.968147,0.000000,0.000000,-0.401805,-0.401805
38,Mi2,1.858387,0.461041,-2.683310,0.960422,-0.482258,59.388869,198.024514,0.000000,0.000000,0.280050,0.280050
39,Tm16,1.858387,5.914271,2.942281,1.013230,0.201737,74.994689,195.861710,0.000000,0.000000,-0.218989,-0.218989
40,Tm20,1.858387,0.634167,-0.700265,1.006882,-0.006891,51.946373,190.346028,0.000000,0.000000,0.017312,0.017312
41,Tm21,1.858387,7.278921,-1.990237,1.024496,-0.153944,20.646268,205.329677,0.000000,0.000000,3.566622,3.566621
42,Tm27,1.858387,2.991350,-0.345764,0.962132,-0.154600,55.799402,208.763007,0.000000,0.000000,-0.064764,-0.064764
43,Tm5a,1.858387,1.261204,0.137879,1.006169,0.345153,45.897831,203.822767,0.000000,0.000000,-1.381282,-1.381282
44,Tm5b,1.858387,1.026077,-0.455421,1.023409,-0.124425,49.071638,207.193850,0.000000,0.000000,-0.446522,-0.446522
45,Tm5c,1.858387,1.068303,-1.342810,1.009058,0.327776,48.667605,207.039948,0.000000,0.000000,0.032112,0.032112
46,Tm5f,1.858387,1.121296,-0.858138,1.047997,0.222371,41.337006,202.660467,0.000000,0.000000,0.249044,0.249044
47,TmY10,1.858387,4.253696,-1.780966,1.009793,0.442915,53.377807,209.365311,0.000000,0.000000,0.226346,0.226346
48,TmY11,1.858387,0.100000,-1.537406,1.025306,0.440756,51.557299,194.522451,0.000000,0.000000,-3.962029,-3.962029
49,TmY14,1.858387,10.000000,-6.796049,0.965196,-0.301371,52.590257,197.883548,0.000000,0.000000,1.908098,1.908098
50,TmY15,1.858387,3.866988,-0.217996,0.972062,0.160450,11.438002,197.900495,0.000000,0.000000,0.456463,0.456463
51,TmY3,1.858387,10.000000,-1.351092,0.959256,0.164747,62.879353,208.627823,0.000000,0.000000,-1.477725,-1.477725
52,TmY4,1.858387,3.955728,-2.425510,1.003392,0.175409,36.673546,204.944308,0.000000,0.000000,2.139126,2.165749
53,TmY5a,1.858387,10.000000,-5.046844,1.002624,0.341569,40.526251,196.206919,0.000000,0.000000,1.942956,1.944523
54,TmY9q,1.858387,0.473017,0.343577,1.043180,-0.042707,60.116496,197.105959,0.000000,0.000000,0.372568,0.372568
55,TmY9q__perp,1.858387,7.275683,0.995500,1.005631,-0.059805,51.541366,193.037775,0.000000,0.000000,1.497843,1.497843
