idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,3.592016,-0.040203,0.990187,-0.495977,11.790067,972.553748,0.000000,1.000000
1,R7,1.000000,10.000000,-0.010907,0.987179,-0.372646,59.931726,1049.284797,0.000000,1.000000
2,R8,1.000000,9.949397,-0.166262,1.048594,-0.455268,38.570464,1014.677185,0.000000,0.972340
3,L1,1.000000,8.262764,9.399398,0.364744,0.088370,34.230870,211.356462,0.000000,0.564160
4,L2,1.000000,10.000000,20.000000,1.604474,0.593538,10.000000,228.758391,0.000000,0.996958
5,L3,1.000000,4.809208,9.622519,0.339042,-0.371875,40.103086,1062.576758,0.000000,0.523575
6,L4,1.000000,8.006301,3.957094,0.493002,0.255444,10.000000,253.170005,0.000000,0.232153
7,L5,1.000000,5.214022,0.383975,0.962237,-0.049802,10.000000,170.535084,0.000000,0.706714
8,Mi1,1.000000,4.723473,-2.219181,2.110267,-0.325633,10.000000,1039.482357,0.000000,0.695599
9,Mi4,1.000000,7.863347,-0.226077,1.560731,1.676760,13.779668,1068.754921,0.000000,1.000000
10,Mi9,1.000000,3.685922,12.401953,0.664141,-0.216115,22.182572,1066.675629,0.000000,0.426844
11,T1,1.000000,0.369981,-0.887344,1.006198,0.199202,51.114029,1001.325676,0.000000,0.010000
12,T2,1.000000,0.725703,-0.594566,0.961573,-0.312374,48.242020,1001.974383,0.000000,0.010000
13,T2a,1.000000,10.000000,0.976314,0.957935,-0.050129,10.000000,958.776508,0.000000,1.000000
14,T3,1.000000,0.100000,0.251610,0.991807,0.052503,48.076994,992.072426,0.000000,0.010000
15,T4a,1.000000,0.816466,-0.820303,1.019799,-0.237320,48.687018,992.436884,0.000000,0.010000
16,T4b,1.000000,7.850513,0.319762,1.019328,-0.295401,10.000000,977.102415,0.000000,0.594915
17,T4c,1.000000,6.198740,0.916915,0.976164,0.387501,10.000000,980.276067,0.000000,0.867561
18,T4d,1.000000,0.986843,-0.912950,1.046932,0.141529,51.675751,1002.242030,0.000000,0.010000
19,T5a,1.000000,1.009587,-0.809689,1.032833,-0.201455,48.872277,998.106532,0.000000,0.130282
20,T5b,1.000000,0.100000,0.296319,1.013081,0.462717,50.831705,1004.875582,0.000000,0.010000
21,T5c,1.000000,0.100000,0.161010,0.951420,-0.244433,51.063208,1003.931554,0.000000,0.010000
22,T5d,1.000000,10.000000,14.481820,1.037947,0.411459,22.429404,1047.455829,0.000000,1.000000
23,Tm1,1.000000,3.822996,0.314244,2.024398,0.846527,18.684982,1032.504667,0.000000,0.515379
24,Tm2,1.000000,4.402469,4.619784,0.661891,0.139237,10.000000,956.748818,0.000000,0.905540
25,Tm20,1.000000,1.002478,-0.680310,0.998289,0.103658,50.072481,1004.843782,0.000000,0.044916
26,Tm21,1.000000,10.000000,1.298317,0.974987,0.432414,10.000000,952.368944,0.000000,1.000000
27,Tm3,1.000000,5.415026,1.771081,0.392676,-0.348479,10.000000,959.553208,0.000000,0.632423
28,Tm4,1.000000,10.000000,9.758579,0.652079,0.554648,10.000000,973.919176,0.000000,0.544665
29,Tm9,1.000000,7.363047,1.335537,0.989017,0.554169,51.344922,1064.330221,0.000000,0.675014
30,C2,1.000000,0.587221,-0.556413,0.965691,0.067624,52.232097,991.541381,0.000000,0.010000
31,C3,1.000000,0.431490,-0.771544,1.027840,0.024266,48.674457,998.174314,0.000000,0.010000
32,Lawf1,1.000000,10.000000,0.708628,1.034275,0.043935,10.000000,930.817481,0.000000,1.000000
33,Lawf2,1.000000,0.840963,-0.766293,0.988197,-0.301550,50.112826,1005.999426,0.000000,0.010000
