,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T4b,,,,,,,,,0.993954,0.710776,4.569049,,,,,0.500000,5.000000,,0.970781,,5.000000,,,,,,,,,,,,,
T4c,,,,,,,,,,,4.346996,,1.046490,,,,,0.500000,,,,1.015604,1.026019,,,,,,,,,,,
T4d,,,,,,,,,0.500000,,,,,,,,,1.042868,0.500000,,,,0.950397,,,,,,,,,,,
T5a,,,,,,,,,,,,,5.000000,,,0.528513,,,,5.000000,1.040049,,,,0.500000,,,,,,,,,
T5b,,,,,,,,,,,,,0.500000,,,,1.781606,,,0.992129,5.000000,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,4.915771,,,,,1.026595,,,1.041021,4.453194,1.009517,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.834146,,,,,1.219848,0.969353,,,,1.022862,,,,,,,,,,,
Tm1,,,,,0.500000,,,5.000000,5.000000,0.708973,0.500000,0.500000,0.500000,5.000000,5.000000,,,1.012944,,5.000000,0.500000,0.500000,1.182090,5.000000,0.500000,0.966589,0.987702,0.500000,0.500000,0.500000,0.992304,5.000000,,0.500000
Tm2,,,,1.005709,0.500000,,,3.039773,1.665113,4.473749,0.500000,0.500000,5.000000,5.000000,0.500000,1.035128,,1.113337,,5.000000,0.643924,1.027078,0.987199,0.500000,,,5.000000,0.500000,0.500000,0.500000,,0.500000,0.500000,0.958574
Tm20,,,,,,,,,,1.048399,0.500000,0.964974,0.989427,1.012828,,,,,,,,,,0.986203,0.968061,1.016041,1.014714,,,1.031384,,1.042504,,
Tm21,,,,,,,,,5.000000,,,,5.000000,0.990872,,,,,,,,,,0.500000,,,0.500000,,,,,,,
Tm3,,,,0.500000,0.500000,,,,0.500000,1.838880,0.500000,,0.500000,0.500000,0.500000,5.000000,4.816941,0.642266,0.500000,,1.044765,,1.002316,,,,,5.000000,0.500000,,1.037761,5.000000,5.000000,5.000000
Tm4,,,,,5.000000,,,,0.832793,2.672068,,1.041866,0.784470,3.781483,5.000000,,,,,0.633528,2.470320,4.732184,0.500000,1.377745,1.786364,,5.000000,0.500000,5.000000,,0.500000,0.500000,,0.757696
Tm9,,,,,,0.500000,,,,0.500000,3.339137,,0.500000,0.500000,,,,,,5.000000,0.500000,4.490903,0.500000,1.063175,0.500000,1.019662,4.981442,,0.500000,5.000000,,,,
C2,0.951565,1.019285,1.125577,0.500000,0.500000,3.773162,0.500000,1.753965,1.806833,1.057142,,0.973270,1.001043,1.024129,1.014704,,,,,,,,,0.500000,,,,,,0.500000,0.955509,1.026707,,
C3,5.000000,,,0.500000,2.515347,0.500000,5.000000,0.500000,5.000000,0.500000,2.954276,0.500000,0.500000,0.992364,0.500000,0.500000,0.500000,0.500000,1.026047,,,,,5.000000,0.500000,0.942296,5.000000,0.500000,5.000000,1.355567,1.013218,,,
Lawf1,0.500000,,,0.500000,0.500000,5.000000,,5.000000,,,0.517631,5.000000,,,,,,,,,,,,,,,,5.000000,,,,,0.500000,
Lawf2,5.000000,,,1.886989,0.500000,0.500000,,5.000000,,,,5.000000,,,,,,,,,,,,0.815271,5.000000,,,,,5.000000,0.500000,0.547750,1.824777,
