cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,0.956904,10.385653,2.872666,1.913448,-8.999958,-16.275093,17.999304,197.569061,192.294342,0.000000,10.328835,10.385653,13.555596,3.169944
1,R7,0.993126,4.606974,2.872666,5.283700,-13.118855,-12.170942,20.795731,200.078934,206.410355,0.000000,4.592017,4.606974,7.044522,2.437548
2,R8,1.022359,0.348702,2.872666,5.893806,-16.553642,-8.440095,22.014217,206.304596,197.501083,0.000000,0.332683,0.348702,3.177320,2.828619
3,L1,1.773202,-4.452104,2.872666,1.691525,-2.183179,-23.042887,17.327038,200.339050,214.815842,0.960500,-4.365180,-4.452104,-7.898584,-3.446481
4,L2,2.000000,-17.833214,2.872666,3.067214,-9.188841,-15.586574,15.470225,209.005310,209.178436,0.857971,-17.707964,-17.833214,-21.186012,-3.352798
5,L3,2.000000,-18.424465,2.872666,1.856118,-8.035678,-16.608467,21.036959,208.189178,181.965546,0.728666,-18.302935,-18.424465,-15.712333,2.712132
6,L4,1.005522,-1.788882,2.872666,0.387023,-1.717284,-23.440863,10.000000,198.454865,223.772171,0.738552,-1.774272,-1.788882,-1.615329,0.173553
7,L5,1.198979,-2.753146,2.872666,2.495223,-2.902923,-22.158693,10.751396,211.889053,187.415878,1.000000,-2.902923,-2.753146,0.669059,3.422205
8,Mi1,1.920397,-23.630182,2.872666,2.762253,-4.200725,-21.014315,21.948601,194.000183,189.219467,0.000000,-23.636587,-23.630182,-16.127829,7.502354
9,Tm3,1.067724,-0.714254,2.872666,1.080776,1.701193,-26.473347,15.703749,208.575363,185.376846,0.731282,-0.758680,-0.714254,2.338082,3.052335
10,Mi4,2.000000,-7.289537,2.872666,4.179005,-7.264595,-17.943657,100.000000,207.430771,193.654251,0.000000,-7.319849,-7.289537,-5.356437,1.933100
11,Mi9,2.000000,-14.460962,2.872666,4.820599,-8.559454,-16.873001,19.782955,192.165985,190.329590,0.000000,-14.336758,-14.460962,-12.332886,2.128077
12,T4a,1.399138,-8.949454,2.872666,0.100000,-4.728526,-20.288790,14.707944,195.932846,217.364609,0.226634,-8.768286,-8.949454,-4.290025,4.659430
13,T4b,0.968507,-17.758362,2.872666,2.213789,-5.381892,-20.080889,13.360298,206.366379,204.781708,0.130478,-18.015047,-17.758362,-3.285573,14.472789
14,T4c,0.972873,-4.837027,2.872666,0.380834,-5.547660,-19.811934,10.000000,193.790207,197.084503,0.949678,-6.281339,-4.837027,4.299442,9.136469
15,T4d,1.006316,-10.401934,2.872666,6.996793,-10.392288,-14.175425,10.000000,209.237762,211.221054,0.979435,-10.490730,-10.401934,-10.000416,0.401518
16,Tm1,1.024500,-71.163689,2.872666,2.071484,-12.591562,-12.365356,17.358030,201.264038,201.958435,0.000000,-71.476601,-71.163689,-62.010101,9.153587
17,Tm2,1.027926,-39.115269,2.872666,0.927799,-12.683394,-12.534136,18.283962,212.489960,202.765198,0.038531,-39.298992,-39.115269,-27.547295,11.567974
18,Tm4,1.005293,-2.193319,2.872666,0.742580,-3.009127,-21.021173,10.000000,191.915070,213.026825,1.000000,-3.009127,-2.193319,-0.731877,1.461442
19,Tm9,1.005602,-8.200824,2.872666,2.579824,1.346316,-26.581776,28.477140,193.429062,210.484467,0.000000,-8.143491,-8.200824,-6.640154,1.560670
20,T5a,1.020888,-3.487048,2.872666,3.085643,-3.980138,-21.022232,10.000000,204.022995,205.439743,1.000000,-3.980137,-3.487048,0.522655,4.009703
21,T5b,1.045566,-14.432774,2.872666,4.798453,-14.536780,-11.056416,10.000000,205.997803,199.468262,1.000000,-14.536778,-14.432774,-11.065045,3.367728
22,T5c,1.017137,37.975716,2.872666,7.614779,3.028182,-27.949673,10.000000,214.409668,194.118347,0.000000,38.094734,37.975716,45.242104,7.266388
23,T5d,0.962802,9.679498,2.872666,3.497499,-0.639754,-24.865057,22.668026,196.439560,229.460159,0.232650,9.195022,9.679498,11.419951,1.740454
24,T1,1.032695,2.117592,2.872666,2.174690,2.798289,-27.355700,16.560291,206.576126,208.207169,0.000000,2.104115,2.117592,5.226357,3.108765
25,T2,0.994657,-25.330553,2.872666,2.725331,-12.391647,-12.112911,10.000000,201.139252,199.175446,0.041464,-26.195467,-25.330553,6.176498,31.507051
26,T2a,1.041062,-22.760256,2.872666,8.385135,-12.620337,-10.725993,10.000000,229.047943,196.969757,0.621169,-21.066275,-22.760256,4.238090,26.998346
27,T3,1.015176,-8.638918,2.872666,2.499868,-8.612821,-9.750578,10.000000,204.551620,218.804916,1.000000,-8.612821,-8.638918,11.661127,20.300045
28,C2,0.961604,-11.792988,2.872666,1.662795,-0.817612,-24.040171,22.141762,203.194565,203.473038,0.000000,-11.835824,-11.792988,-9.877062,1.915926
29,C3,0.953773,-12.227263,2.872666,3.643188,2.418409,-27.896893,21.218370,193.528275,208.112808,0.000000,-11.818968,-12.227263,-12.903767,-0.676503
30,Lawf1,1.045015,-11.720285,2.872666,1.554388,-12.646796,-11.642264,19.227190,216.002182,193.032913,1.000000,-12.646796,-11.720285,55.847569,67.567854
31,Lawf2,0.982211,1.284383,2.872666,2.981023,1.300395,-26.702761,10.000000,185.518448,169.020645,1.000000,1.300395,1.284383,3.044269,1.759886
32,Dm3v,0.958134,-1.540400,2.872666,10.000000,-0.917689,-34.537762,10.000000,198.176682,201.845505,0.548255,-1.372410,-1.540400,10.047686,11.588086
33,Lai,1.017586,-90.854263,2.872666,4.800715,1.173463,-26.056061,10.000000,214.883392,217.014908,0.175562,-90.468170,-90.854263,-92.027832,-1.173569
34,Mi10,1.026941,-6.865021,2.872666,3.298074,-10.410116,-14.702168,16.189796,202.659393,198.240723,0.365069,-6.709554,-6.865021,11.059484,17.924505
35,Mi13,1.017696,-0.454377,2.872666,3.530438,1.567465,-26.643642,10.947377,186.599930,206.089920,0.782903,2.382585,-0.454377,-1.178422,-0.724046
36,Mi14,0.997672,8.500422,2.872666,6.464880,-1.017259,-24.790337,24.071321,189.345535,216.906647,0.000000,8.681464,8.500422,17.990458,9.490036
37,Mi15,1.003410,-7.039895,2.872666,1.876078,-1.020704,-24.034332,18.637548,204.707214,213.118774,0.291765,-7.571380,-7.039895,-10.271276,-3.231382
38,Mi2,1.039613,0.338780,2.872666,4.375132,0.286223,-25.446888,14.790708,182.700378,229.930222,1.000000,0.286223,0.338780,4.532371,4.193591
39,Tm16,1.028615,-46.135246,2.872666,5.814408,1.036120,-25.811304,10.487175,186.907104,222.237061,0.756155,-28.690590,-46.135246,-59.827744,-13.692497
40,Tm20,0.959185,-30.401464,2.872666,4.163025,-6.589131,-18.202770,19.976841,197.156647,199.548279,0.106309,-29.920221,-30.401464,-12.120732,18.280732
41,Tm21,1.048601,-1.332114,2.872666,3.788752,1.227449,-26.670546,10.000000,193.126114,208.674774,0.885612,-1.181264,-1.332114,-1.539773,-0.207659
42,Tm27,1.039591,-20.717031,2.872666,4.501899,-15.802335,-9.096463,38.581078,201.464157,190.850708,0.000000,-20.430704,-20.717031,0.854533,21.571564
43,Tm5a,1.029531,-9.067873,2.872666,5.579008,-1.417616,-24.635857,20.926727,205.322449,189.201477,0.000000,-10.132646,-9.067873,-4.511532,4.556341
44,Tm5b,1.021924,-36.050564,2.872666,6.570732,0.421587,-25.067263,17.579163,209.731430,196.298874,0.086569,-36.104881,-36.050564,-27.365072,8.685492
45,Tm5c,1.004449,-10.659706,2.872666,5.866755,0.010528,-24.494991,10.000000,189.971756,203.848358,0.035344,-9.964448,-10.659706,-6.534630,4.125076
46,Tm5f,1.026935,7.566485,2.872666,6.884956,1.708451,-27.963171,16.759298,189.729218,194.588974,0.471601,7.393294,7.566485,35.395016,27.828531
47,TmY10,1.005560,-1.863007,2.872666,1.400655,-0.565319,-24.036606,17.082146,194.334045,209.681137,0.000000,-1.870160,-1.863007,-0.505607,1.357400
48,TmY11,0.979552,-15.680296,2.872666,7.376980,1.953134,-26.626703,22.154892,206.877640,195.704865,0.000000,-18.007862,-15.680296,-19.965994,-4.285698
49,TmY14,0.977403,-4.136758,2.872666,5.492573,-14.320330,-10.948231,10.000000,185.781479,208.242889,1.000000,-14.320329,-4.136758,-1.161661,2.975098
50,TmY15,0.968692,-6.257670,2.872666,4.421768,5.336987,-30.042143,10.000000,216.880356,195.519165,0.961319,3.978233,-6.257670,-10.955650,-4.697980
51,TmY3,1.024448,-25.433844,2.872666,10.000000,-10.530526,-14.185041,11.292506,207.458176,206.956985,0.000000,-26.791142,-25.433844,-25.730207,-0.296364
52,TmY4,0.993049,28.146402,2.872666,1.618599,8.964631,-24.836212,10.000000,212.889420,198.619568,0.000000,28.383148,28.146402,40.192322,12.045919
53,TmY5a,0.977337,29.124517,2.872666,9.057919,-6.130835,-20.105829,10.000000,187.406784,210.542419,0.000000,28.813690,29.124517,35.316250,6.191732
54,TmY9q,0.986797,22.742207,2.872666,6.728510,3.193891,-28.928600,10.000000,199.517502,215.190231,0.079499,20.755098,22.742207,27.594671,4.852465
55,TmY9q__perp,1.039849,-2.854805,2.872666,2.403687,-3.533950,-21.127142,10.000000,199.564621,187.132477,1.000000,-3.533949,-2.854805,4.006948,6.861753
