,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,1.315710,,,1.074524,1.896311,1.421434,2.049898,,,,,,,,,,,,,,,,,,1.704128,,,,1.251106,0.144466,,,,1.064285,,,,,,,,,,,,,,,,,,,,,,
R7,,,0.115675,3.054431,,1.561445,,,2.060858,,1.928516,1.832308,,,,,,,,,,,,,,,,,,0.100000,0.765724,,,1.014582,2.121630,,,1.939317,1.358926,,2.015249,,2.033789,2.461026,1.931350,0.743040,2.028757,,,,,,,,,
R8,,0.557662,0.601883,1.553468,1.709807,1.563545,,1.645446,1.700651,,1.965038,1.784080,,,,,,,,,,,,,1.723379,,,,0.100000,0.100000,1.641915,1.686286,,,2.033134,,0.100609,2.045623,0.131346,,2.006834,0.100000,,,1.995855,0.310775,,1.978499,,2.092195,,,,,1.030281,
L1,1.370686,0.649678,0.100000,2.892618,2.119709,1.561228,2.027939,2.041417,1.723136,2.019106,1.919562,,,,,,2.000823,2.137644,,,,,,,1.637062,1.661006,1.994853,,0.260922,0.100000,,2.163790,,2.743748,,,,1.745818,0.110817,,,,1.677196,,,,,,,,,2.053548,,,,
L2,1.623227,,1.674553,0.176243,0.184936,0.338652,0.100000,0.100000,0.100000,0.100000,0.100000,0.254140,,,,,0.100000,0.100000,0.100000,,,,,,0.100000,0.125401,0.100000,,1.585315,2.126747,,,,1.502847,,1.988904,2.026381,,2.077163,,0.115379,,,,2.325863,,,,,,,0.102104,,,,
L3,,2.081338,1.996713,0.100000,0.100000,,,,0.316912,,0.100000,0.100000,,,,,0.100000,0.100000,0.100000,0.100000,,,,,0.209352,,,,2.107257,2.095590,0.100000,,2.019508,,0.100000,2.093100,,1.002849,2.004384,0.100000,0.100000,0.991995,0.100000,0.480092,0.569610,2.029847,0.100000,0.100000,,,,,1.016802,,0.100000,0.100000
L4,1.514372,,,0.525486,0.100000,0.458891,0.100000,0.100000,0.100000,,,0.188801,,,,,0.100000,0.100000,0.100000,0.100000,,,,,,0.118748,,,,1.994926,0.100000,0.100000,,,,2.037123,2.003987,,,,,,0.100000,,,,,,,,,0.100000,,,,
L5,,,,0.299254,0.100000,,,0.100000,0.100000,0.100000,0.100000,0.100000,,,,,0.100000,0.100000,0.100000,,,,,,2.505404,0.145494,0.103063,,1.827893,2.064499,1.453920,0.100000,,1.460615,0.301350,2.047442,2.167420,0.100000,1.992559,,0.100000,0.100000,0.100000,,0.119146,,,,0.100000,0.100000,1.962966,0.100000,,2.049695,,
Mi1,,1.314013,2.126207,0.361806,0.329061,,,0.100000,0.100000,0.100000,0.100000,0.271501,0.403931,0.100000,0.101605,0.380818,0.100000,0.100000,0.100000,,,,,,0.596634,0.156183,0.123204,0.100000,1.888844,2.050671,0.381971,0.100000,1.962770,,0.311602,1.977100,2.096129,0.100000,1.965588,,0.100000,0.100000,0.100000,,,2.110025,,0.100000,1.033640,0.100000,1.934676,0.100000,0.100000,1.970236,0.100000,0.100000
Tm3,,,,0.239618,0.191984,,,,0.311057,0.100000,0.100000,0.100000,0.372846,0.100000,0.103933,0.435685,,,0.100000,,,1.026465,,0.993347,,0.100000,0.100000,0.100000,1.336595,2.279710,0.383634,0.100000,,,0.277974,2.014991,1.998400,,,0.100000,,,0.100000,,,,0.100000,,0.100000,0.100000,2.020593,0.100000,,1.996242,,
Mi4,,,,,2.066354,1.465490,,2.031022,2.257030,1.949291,2.068441,1.773994,1.706514,2.023823,1.957425,0.406537,2.030327,2.155621,1.566569,2.086451,,,,,2.016181,,0.100000,,0.310995,0.897931,2.082989,2.550714,0.133680,,1.736264,,0.114442,,0.101633,2.037450,1.966047,,1.989385,0.941077,1.923749,0.100000,1.992795,1.990402,2.023766,,0.309942,1.950929,0.952255,0.131347,,
Mi9,,,,,,0.599015,2.077330,,2.093505,1.987204,1.984023,,1.716750,1.998709,2.022737,1.748434,2.137076,2.102147,2.011853,2.071157,,,,,,1.707549,1.963570,2.027219,0.916345,,1.651152,2.544369,1.131492,,1.748571,,0.103207,1.993854,,1.992680,1.983476,2.062498,1.936738,1.907716,1.727167,,1.034706,,1.998879,1.032537,,1.937422,0.100000,0.262663,0.100000,
