,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,10.000000,,,2.351418,2.370464,1.724224,0.100000,,,,,0.100000,,,,,,,,,,,,,,,,,,,10.000000,0.989127,,
R7,,,7.031894,0.100000,,2.385629,,,0.100000,0.100000,9.161756,,,,,,,,,,,,,,,0.223237,,,,,,0.979008,10.000000,
R8,,0.100000,4.689880,10.000000,2.751388,2.680348,,0.100000,0.100000,0.100000,9.713324,0.100000,,,,,,,,,,,,,,0.211026,0.961254,,,,0.100000,0.997378,0.100000,1.004975
L1,5.264750,0.100000,0.100000,0.100000,0.100000,10.000000,0.100000,6.321624,3.371756,0.762761,,10.000000,0.965799,10.000000,,,,,,,,,,0.100000,0.100000,,,4.123054,,,5.613299,0.360822,,1.028225
L2,10.000000,,10.000000,0.100000,7.153495,0.100000,7.255066,0.100000,0.100000,3.181001,0.100000,0.121575,1.028670,1.037347,,,,,,,,,,1.646345,2.188420,0.261605,,0.100000,3.116166,,4.491387,1.389353,,
L3,,1.875251,10.000000,2.764598,10.000000,,,,5.799543,3.386589,0.673929,10.000000,,,,,,,,,,,,9.918234,8.932814,1.252596,0.969978,,9.422531,0.100000,0.100000,1.018341,10.000000,
L4,10.000000,,,0.100000,10.000000,10.000000,0.100000,0.950043,0.994296,,0.100000,,0.996525,,,,,,,,,,,4.304790,10.000000,,,,10.000000,10.000000,,0.992980,0.995698,0.965333
L5,,,,0.100000,0.100000,,,10.000000,4.726059,0.100000,0.927738,0.100000,0.324701,10.000000,,,,,,,,,,0.100000,0.100000,0.213827,10.000000,5.203281,0.100000,,8.382257,0.358192,0.100000,1.008397
Mi1,,10.000000,9.397010,6.113301,9.766089,,,0.100000,3.540140,9.971801,0.100000,0.100000,0.714065,8.480570,0.243253,0.229003,6.767829,0.536900,0.100000,,,,,0.100000,0.100000,1.747268,10.000000,0.100000,0.100000,,0.100000,0.369290,10.000000,1.043396
Mi4,,,,,0.100000,10.000000,,10.000000,0.100000,10.000000,0.984711,0.100000,,1.036581,,0.957374,3.143608,1.023708,10.000000,,,,,8.242441,0.100000,0.156269,,3.728596,0.100214,9.854786,6.519764,0.981280,0.100000,1.039926
