cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp,a_h,v_th_ca,a_ca,tau_ca,v_pre,v_onset,v_spot_end,delta_v,v_ca_pre,v_ca_onset,v_ca_spot_end,delta_v_ca,ca_pre,ca_onset,ca_spot_end,delta_ca
18,Tm4,1.704743,12.012284,0.338654,0.339873,-0.220474,-49.331360,10.000000,195.403625,0.000000,-49.920315,0.244962,350.995026,-0.883030,-0.885154,-0.886363,-0.001209,12.012292,12.011772,12.011476,-0.000297,12.012292,12.012282,12.012235,-0.000048
19,Tm9,1.675808,11.887572,0.338654,0.348966,-0.985525,-49.340183,10.000000,200.891830,0.000000,-50.112545,0.242032,347.739197,-0.996914,-0.996952,-0.996976,-0.000023,11.887572,11.887564,11.887557,-0.000007,11.887572,11.887572,11.887572,0.000000
20,T5a,1.026089,51.982975,0.338654,0.892621,0.101471,-49.853966,11.506571,199.331818,0.000000,-50.000000,1.026021,347.814941,0.664607,0.666267,0.667371,0.001104,51.982944,51.984646,51.985786,0.001141,51.982944,51.982975,51.983131,0.000156
21,T5b,1.039412,53.731113,0.338654,1.781269,0.815037,-50.884083,10.000000,203.383789,0.000000,-50.000000,1.046999,351.883453,1.319109,1.320724,1.321636,0.000912,53.731083,53.732769,53.733719,0.000950,53.731083,53.731106,53.731262,0.000156
22,T5c,1.001089,49.578812,0.338654,0.328102,-0.748414,-49.372608,10.496389,207.328415,0.000000,-50.000000,1.003331,350.960754,-0.585791,-0.585290,-0.584991,0.000299,49.578804,49.579308,49.579609,0.000301,49.578804,49.578808,49.578857,0.000050
23,T5d,1.023361,51.949860,0.338654,0.532547,0.015361,-49.543842,11.162565,195.221588,0.000000,-50.000000,1.033774,351.950439,0.252603,0.253307,0.253759,0.000451,51.949848,51.950581,51.951046,0.000465,51.949848,51.949852,51.949936,0.000084
24,T1,1.032361,50.728779,0.338654,0.593623,-0.496803,-49.587555,10.567597,206.438751,0.000000,-50.000000,1.014609,351.489929,-0.001652,-0.000180,0.000156,0.000335,50.728752,50.730244,50.730583,0.000340,50.728752,50.728771,50.728897,0.000126
25,T2,0.972045,53.453697,0.338654,1.229226,0.236414,-50.072552,10.000000,200.920227,0.000000,-50.000000,1.026915,347.867065,2.052596,2.058903,2.062539,0.003637,53.453579,53.460052,53.463787,0.003735,53.453579,53.453693,53.454288,0.000595
26,T2a,0.953746,49.493523,0.338654,0.579971,-0.178192,-49.550083,10.000000,196.395523,0.000000,-50.000000,0.983760,349.329742,0.310563,0.312143,0.313037,0.000894,49.493496,49.495049,49.495930,0.000881,49.493496,49.493523,49.493664,0.000141
27,T3,1.022147,49.744785,0.338654,0.373341,-0.870788,-49.341183,10.000000,193.927582,0.000000,-50.000000,1.006007,350.717194,-0.552272,-0.551244,-0.550662,0.000581,49.744766,49.745800,49.746376,0.000576,49.744766,49.744785,49.744873,0.000088
28,C2,1.042078,50.330475,0.338654,0.332800,-1.006146,-49.374756,11.152921,196.303299,0.000000,-50.000000,1.027354,347.725800,-1.009636,-1.009649,-1.009643,0.000007,50.330467,50.330456,50.330467,0.000011,50.330467,50.330471,50.330471,0.000000
29,C3,0.960158,48.215389,0.338654,0.661055,-0.051368,-49.747917,10.611670,206.641266,0.000000,-50.000000,0.963921,349.408875,0.020077,0.020290,0.020430,0.000141,48.215382,48.215591,48.215725,0.000134,48.215382,48.215382,48.215393,0.000011
30,Lawf1,0.999624,50.159260,0.338654,1.535915,0.051811,-50.508732,11.567745,190.901199,0.000000,-50.000000,0.992334,347.754944,0.546712,0.548022,0.548874,0.000853,50.159233,50.160534,50.161377,0.000843,50.159233,50.159256,50.159382,0.000126
31,Lawf2,1.031512,48.647526,0.338654,0.419915,-1.043947,-49.384102,10.000000,192.874146,0.000000,-50.000000,0.996633,349.705322,-1.188087,-1.188820,-1.189427,-0.000606,48.647541,48.646809,48.646202,-0.000607,48.647541,48.647526,48.647446,-0.000080
32,Dm3v,1.007063,49.959415,0.338654,0.380748,-0.998443,-49.396439,10.000000,197.936661,0.000000,-50.000000,1.018094,350.143616,-0.928467,-0.928243,-0.928117,0.000126,49.959412,49.959641,49.959770,0.000130,49.959412,49.959412,49.959427,0.000015
33,Lai,1.043321,42.991936,0.338654,0.247970,-0.696440,-49.316986,10.000000,208.508224,0.000000,-50.000000,0.953517,352.139282,-4.911702,-4.942909,-5.041755,-0.098846,42.992455,42.962700,42.868454,-0.094246,42.992455,42.991936,42.986752,-0.005184
34,Mi10,1.015197,47.985130,0.338654,0.100000,-1.237997,-48.981277,10.000000,196.812622,0.000000,-50.000000,0.999736,348.524719,-2.002148,-2.004514,-2.005955,-0.001441,47.985180,47.982811,47.981365,-0.001446,47.985180,47.985126,47.984909,-0.000217
35,Mi13,0.981696,48.160694,0.338654,0.314933,-0.817065,-49.346809,10.341033,191.226349,0.000000,-50.000000,0.985648,352.233551,-1.138017,-1.139412,-1.140296,-0.000884,48.160721,48.159332,48.158474,-0.000858,48.160721,48.160694,48.160561,-0.000134
36,Mi14,0.993874,50.692513,0.338654,0.614159,-0.339160,-49.587021,10.000000,209.292206,0.000000,-50.000000,1.014144,348.835876,-0.014513,-0.013527,-0.012979,0.000548,50.692490,50.693489,50.694050,0.000561,50.692490,50.692505,50.692604,0.000099
37,Mi15,1.004372,47.526550,0.338654,0.279744,-0.749338,-49.313629,10.494612,192.088654,0.000000,-50.000000,0.971567,349.026367,-1.082533,-1.084464,-1.089867,-0.005403,47.526588,47.524712,47.519463,-0.005249,47.526588,47.526554,47.526249,-0.000305
38,Mi2,1.028253,52.135323,0.338654,0.272286,-0.232385,-49.271263,10.007358,201.164505,0.000000,-50.000000,1.046041,351.350769,-0.159391,-0.159153,-0.159017,0.000135,52.135323,52.135571,52.135715,0.000145,52.135323,52.135323,52.135323,0.000000
39,Tm16,0.988609,49.375355,0.338654,0.187571,-1.278797,-49.206215,10.000000,198.263168,0.000000,-50.000000,1.041923,349.507599,-2.611246,-2.615811,-2.618424,-0.002613,49.375443,49.370686,49.367958,-0.002728,49.375443,49.375359,49.374920,-0.000439
40,Tm20,1.017102,49.630657,0.338654,0.256427,-0.625736,-49.241756,10.000000,197.403473,0.000000,-50.000000,1.014755,350.995483,-1.090936,-1.093182,-1.098170,-0.004988,49.630695,49.628414,49.623352,-0.005062,49.630695,49.630653,49.630325,-0.000328
41,Tm21,1.001014,50.571465,0.338654,1.727465,0.390121,-50.782356,10.000000,203.556610,0.000000,-50.000000,0.985116,350.554138,1.335476,1.338573,1.340334,0.001761,50.571411,50.574459,50.576195,0.001736,50.571411,50.571461,50.571743,0.000282
42,Tm27,0.969141,49.650040,0.338654,0.326195,-0.394800,-49.362869,10.000000,196.898499,0.000000,-50.000000,1.000661,349.149475,-0.382775,-0.382729,-0.382707,0.000022,49.650036,49.650082,49.650101,0.000019,49.650036,49.650036,49.650040,0.000004
43,Tm5a,0.951984,50.857971,0.338654,1.167457,-0.223191,-50.076626,10.000000,191.159668,0.000000,-50.000000,1.020956,347.644135,-0.185928,-0.186413,-0.191118,-0.004706,50.857971,50.857479,50.852680,-0.004799,50.857971,50.857971,50.857784,-0.000187
44,Tm5b,1.031328,50.627121,0.338654,1.857438,1.242449,-50.968208,11.430385,192.159332,0.000000,-50.000000,0.982813,350.328949,1.512464,1.513200,1.513306,0.000107,50.627113,50.627838,50.627937,0.000099,50.627113,50.627125,50.627182,0.000057
45,Tm5c,0.950742,50.431931,0.338654,0.183566,-0.574473,-49.243317,10.000000,207.924042,0.000000,-50.000000,1.020858,348.779449,-0.598468,-0.599018,-0.603182,-0.004163,50.431934,50.431370,50.427120,-0.004250,50.431934,50.431927,50.431744,-0.000183
46,Tm5f,1.029510,51.604599,0.338654,0.815555,-0.640850,-49.759705,10.000000,198.343582,0.000000,-50.000000,1.043275,349.328278,-0.535971,-0.535639,-0.535455,0.000184,51.604591,51.604939,51.605133,0.000195,51.604591,51.604591,51.604622,0.000031
47,TmY10,1.005586,51.584103,0.338654,0.498633,-0.656873,-49.469990,10.680155,198.232285,0.000000,-50.000000,1.047577,350.346130,-0.758657,-0.758971,-0.759164,-0.000193,51.584095,51.583771,51.583565,-0.000206,51.584095,51.584095,51.584064,-0.000031
48,TmY11,0.989512,45.798080,0.338654,0.267773,-1.035816,-49.326694,10.997981,206.859833,0.000000,-50.000000,0.985099,350.116791,-3.509044,-3.516329,-3.520885,-0.004556,45.798210,45.791035,45.786545,-0.004490,45.798210,45.798077,45.797405,-0.000671
49,TmY14,0.982351,51.987072,0.338654,1.569038,0.971132,-50.616039,10.928741,209.028336,0.000000,-50.000000,0.952617,348.233612,4.572702,4.584321,4.591722,0.007401,51.986881,51.997948,52.004997,0.007050,51.986881,51.987080,51.988125,0.001045
50,TmY15,0.952199,50.241886,0.338654,0.139243,-0.761198,-49.184296,10.985536,203.102722,0.000000,-50.000000,1.014160,349.763763,-0.459609,-0.458725,-0.458172,0.000553,50.241871,50.242775,50.243332,0.000557,50.241871,50.241886,50.241974,0.000088
51,TmY3,0.969097,53.522121,0.338654,1.723233,0.898560,-50.800266,10.000000,194.099701,0.000000,-50.000000,1.011472,351.861664,2.914953,2.921455,2.925115,0.003659,53.522007,53.528584,53.532288,0.003704,53.522007,53.522121,53.522724,0.000603
52,TmY4,1.045820,49.480042,0.338654,0.220293,-1.024153,-49.305233,10.990130,196.241455,0.000000,-50.000000,1.011489,351.761353,-1.081965,-1.082127,-1.082228,-0.000101,49.480034,49.479877,49.479767,-0.000111,49.480034,49.480034,49.480019,-0.000015
53,TmY5a,1.029355,53.135548,0.338654,0.763748,0.334745,-49.924843,10.000000,208.800095,0.000000,-50.000000,1.039745,348.396820,1.104356,1.106974,1.108478,0.001504,53.135494,53.138222,53.139786,0.001564,53.135494,53.135548,53.135796,0.000248
54,TmY9q,0.991014,51.440628,0.338654,0.366655,-0.810415,-49.394444,10.000000,202.699722,0.000000,-50.000000,1.042849,347.522064,-0.673008,-0.672568,-0.672321,0.000248,51.440617,51.441078,51.441338,0.000259,51.440617,51.440620,51.440662,0.000042
55,TmY9q__perp,0.969384,50.023338,0.338654,1.629271,0.539031,-50.555550,10.000000,201.559921,0.000000,-50.000000,0.975237,348.420349,1.293502,1.295998,1.297420,0.001422,50.023296,50.025734,50.027119,0.001385,50.023296,50.023338,50.023567,0.000229
