,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,0.690351,,,1.260880,1.040135,0.100000,6.134431,,,,,,,,,,,,,,,,,,1.468372,,,,2.340389,1.379287,,,,2.662922,,,,,,,,,,,,,,,,,,,,,,
R7,,,0.108457,1.111358,,0.100000,,,2.769367,,4.656208,2.780749,,,,,,,,,,,,,,,,,,0.257745,0.736789,,,0.947899,0.135274,,,0.213065,0.152887,,9.263851,,3.372138,3.696067,2.797902,0.100000,0.100000,,,,,,,,,
R8,,0.124671,0.100000,2.690222,0.100000,3.914687,,0.100000,0.100000,,9.153144,6.731410,,,,,,,,,,,,,0.446341,,,,0.243065,9.165281,10.000000,4.374237,,,4.143362,,7.002523,0.346614,0.100000,,6.984210,6.140789,,,0.100000,1.981694,,0.187693,,10.000000,,,,,0.970917,
L1,6.047153,10.000000,10.000000,9.619158,0.767567,6.780727,0.100000,4.316669,2.369633,1.022767,0.100000,,,,,,1.389040,9.404701,,,,,,,5.134817,0.100000,0.761475,,0.100000,4.271163,,2.995019,,0.318966,,,,0.100000,0.100529,,,,0.100000,,,,,,,,,4.691926,,,,
L2,0.100000,,7.178521,6.990098,2.038402,0.100000,3.567474,0.119822,0.126929,0.100000,0.100000,10.000000,,,,,0.137513,0.100000,1.958400,,,,,,1.825169,6.069466,0.100000,,0.100000,1.524934,,,,0.100280,,3.478179,0.100000,,10.000000,,5.232551,,,,0.237401,,,,,,,1.413473,,,,
L3,,2.216085,1.077931,5.390616,3.908726,,,,0.100000,,0.140082,0.440978,,,,,2.881367,0.100000,3.153517,10.000000,,,,,0.691527,,,,4.181671,2.299368,0.100000,,0.100000,,0.100000,0.100000,,10.000000,2.814133,1.067683,2.188768,1.011870,5.031396,4.472060,6.830234,0.260207,0.211561,8.893857,,,,,1.003357,,0.100000,5.920099
L4,0.580934,,,7.265334,0.140943,0.100000,3.552382,9.368442,0.100658,,,0.226559,,,,,5.637136,4.298903,0.100000,0.100000,,,,,,0.100000,,,,0.100447,10.000000,2.889074,,,,2.444033,5.115142,,,,,,0.100000,,,,,,,,,3.179243,,,,
L5,,,,0.177154,0.108941,,,5.359529,3.047630,1.814404,0.100000,3.530478,,,,,0.100000,0.100000,3.135993,,,,,,9.678468,8.074350,4.801508,,4.540447,10.000000,3.242705,0.358564,,9.826661,0.276058,0.105324,4.558624,5.944124,0.100000,,10.000000,10.000000,0.420981,,0.588575,,,,0.100000,0.621844,3.175152,10.000000,,0.100000,,
Mi1,,8.925028,0.100000,0.487077,2.789164,,,0.544829,4.319943,6.464056,0.100000,0.100000,0.830287,0.928640,0.100000,0.100000,9.581292,0.101369,0.100874,,,,,,2.781474,1.735663,6.166646,10.000000,7.873271,6.829460,0.244546,0.583921,9.461696,,0.190014,3.591905,1.480934,7.222216,0.100000,,7.348774,9.911121,0.649796,,,10.000000,,3.199870,0.959481,0.100000,0.721376,6.260369,3.697321,3.440947,0.771262,0.100000
Tm3,,,,0.100000,3.720486,,,,0.100000,7.502015,8.761014,0.100000,1.005358,1.028499,0.100000,0.100000,,,0.100000,,,0.988119,,1.028214,,0.100000,5.724800,8.563585,0.100000,1.251295,6.884545,0.100000,,,2.397249,0.100000,0.100000,,,0.309983,,,0.193294,,,,0.100000,,0.821799,3.920944,0.100000,1.467352,,0.644423,,
Mi4,,,,,2.406099,1.360607,,3.921350,5.050971,10.000000,0.100000,1.062665,1.062495,0.401312,7.726651,0.100000,7.771275,0.100000,0.679717,0.157883,,,,,4.945396,,0.100000,,3.682649,4.856093,0.805086,0.111127,7.978098,,0.117313,,2.266046,,0.100000,5.739295,0.100000,,0.191172,0.100000,1.578722,0.139583,0.100000,2.009707,0.470714,,3.677248,7.822595,0.961071,7.349733,,
Mi9,,,,,,10.000000,0.132108,,3.756897,0.100000,10.000000,,0.814619,0.670553,0.275342,9.120257,0.163000,0.100000,6.082844,6.428784,,,,,,0.100000,0.100000,10.000000,6.824889,,5.236528,0.100000,0.961994,,0.479080,,6.864931,0.100000,,10.000000,0.100000,0.267958,7.917817,3.177220,0.100000,,1.046708,,2.908108,1.032604,,5.705701,5.690766,3.350887,0.664981,
T4a,,,,,,,,,,,,0.100000,1.767693,0.173352,0.286893,0.957561,,,,,0.100000,,,,,,,,,0.100000,,,,,,0.114515,,,,,,,10.000000,,,,,,,3.544420,,,,,2.775618,2.995069
T4b,,,,,,,,,0.102024,,4.059795,0.100000,5.327085,1.372805,,0.956021,,,,,,0.100000,,,,,,,,,,,,,,0.100000,,,,,,,10.000000,,,,,,0.100000,3.850517,1.041633,,,,,
T4c,,,,,,,,,,,,3.514042,,,3.933658,,,,,,,,3.470318,0.183732,,0.100000,,,,,,,,,,,,,,,,,,,,,,,,0.358460,0.100000,,0.325113,1.087688,,
T4d,,,,,,,,,2.671384,,,,,,1.034886,0.887212,,,,,,,,2.697339,,,,,,,,,,,,,,,,,,,,,,,,,,1.462078,1.550584,,0.921092,2.268699,,
Tm1,,,,,4.543623,,,2.377522,0.100000,3.040612,4.992836,0.110272,,,0.999813,,10.000000,3.859520,0.324581,0.100000,0.154476,0.100000,9.384597,9.460954,1.727754,0.100000,0.323025,1.018166,0.100000,2.924859,,7.426350,4.273051,,0.100000,6.635420,,10.000000,0.109118,0.100000,0.100000,2.481473,8.850990,3.151197,,,0.532461,4.694032,,10.000000,,6.634392,9.998657,2.332885,0.100000,8.440696
