idx,cell,in_gain,out_gain,bias,gt_scale,gt_bias,tau_lp,tau_hp,v_rest,hp_gain
0,R1-6,1.000000,1.826229,15.914629,0.964042,-0.171372,30.501873,10000.000000,0.000000,1.000000
1,R7,1.000000,7.447513,-17.218404,0.955615,-0.150399,25.172078,9985.859667,0.000000,1.000000
2,R8,1.000000,0.932152,3.152049,1.011085,0.220322,54.383239,10000.000000,0.000000,1.000000
3,L1,1.000000,4.278042,0.147383,1.710193,0.798933,38.096852,228.767555,0.000000,1.832229
4,L2,1.000000,1.858522,0.051248,0.363767,0.298354,32.957982,211.554460,0.000000,2.110421
5,L3,1.000000,0.637464,-0.701545,0.787607,-1.262144,34.233269,9988.268489,0.000000,1.000000
6,L4,1.000000,2.684670,-0.000185,0.277939,0.309267,68.421710,229.399932,0.000000,5.637740
7,L5,1.000000,6.442686,-0.007472,0.652021,-1.034235,64.723285,214.913310,0.000000,5.006817
8,Mi1,1.000000,7.047905,0.771771,4.800692,-2.692667,51.803123,9991.846086,0.000000,1.000000
9,Mi4,1.000000,2.681072,0.058289,1.571986,0.459860,56.954444,9981.118232,0.000000,1.000000
10,Mi9,1.000000,10.000000,0.035431,1.908208,-0.618870,34.618824,9982.168886,0.000000,1.000000
11,T1,1.000000,0.148104,0.003277,1.002955,-0.441871,51.138370,9999.999231,0.000000,1.000000
12,T2,1.000000,3.548549,-2.670636,1.044679,0.444996,44.125088,9984.226026,0.000000,1.000000
13,T2a,1.000000,4.010064,-0.745619,0.999672,-0.318387,33.964853,9993.078369,0.000000,1.000000
14,T3,1.000000,4.425876,-1.185921,1.007179,-0.000150,39.923220,9993.436934,0.000000,1.000000
15,T4a,1.000000,3.439166,-1.346997,1.007138,-0.133873,36.021956,9979.453115,0.000000,1.000000
16,T4b,1.000000,5.262702,-0.915627,1.005285,-0.092705,37.292610,9987.640023,0.000000,1.000000
17,T4c,1.000000,0.100000,-1.349238,0.973305,0.105282,48.517351,9999.999950,0.000000,1.000000
18,T4d,1.000000,1.016313,-1.082253,0.972950,-0.470427,48.892438,9993.014072,0.000000,1.000000
19,T5a,1.000000,0.100787,-0.855496,1.007161,0.394629,49.700653,9997.046564,0.000000,1.000000
20,T5b,1.000000,6.445131,2.839775,0.998185,0.234080,54.938326,10000.000000,0.000000,1.000000
21,T5c,1.000000,7.355961,6.741812,1.033431,-0.027803,32.397913,9996.990779,0.000000,1.000000
22,T5d,1.000000,0.982882,-0.321736,0.993408,0.490126,48.470031,10000.000000,0.000000,1.000000
23,Tm1,1.000000,4.389080,0.747909,0.312161,0.035537,27.675044,9982.994246,0.000000,1.000000
24,Tm2,1.000000,8.202563,-0.480982,0.196806,0.019551,22.600465,9983.676609,0.000000,1.000000
25,Tm20,1.000000,5.546639,0.081813,0.990599,0.254502,48.066254,9988.929637,0.000000,1.000000
26,Tm21,1.000000,2.807388,1.578740,0.977814,-0.298607,47.169154,9992.403139,0.000000,1.000000
27,Tm3,1.000000,3.347098,-1.065467,0.100000,0.043154,33.290135,9983.928185,0.000000,1.000000
28,Tm4,1.000000,10.000000,-0.268888,0.100000,0.390314,22.699217,9986.020777,0.000000,1.000000
29,Tm9,1.000000,0.450038,-0.125574,0.831425,0.584600,67.424029,9988.343258,0.000000,1.000000
30,C2,1.000000,0.981232,-1.156554,1.032048,-0.133341,48.380628,9999.999956,0.000000,1.000000
31,C3,1.000000,0.234703,-1.068061,1.012472,-0.268085,49.072357,9999.699419,0.000000,1.000000
32,Lawf1,1.000000,9.235495,-0.229965,1.021896,-0.495107,41.031917,9993.064632,0.000000,1.000000
33,Lawf2,1.000000,0.636752,-0.909179,0.960545,0.305720,51.725353,9999.991669,0.000000,1.000000
