,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Tm3,Mi4,Mi9,T4a,T4b,T4c,T4d,Tm1,Tm2,Tm4,Tm9,T5a,T5b,T5c,T5d,T1,T2,T2a,T3,C2,C3,Lawf1,Lawf2,Dm3v,Lai,Mi10,Mi13,Mi14,Mi15,Mi2,Tm16,Tm20,Tm21,Tm27,Tm5a,Tm5b,Tm5c,Tm5f,TmY10,TmY11,TmY14,TmY15,TmY3,TmY4,TmY5a,TmY9q,TmY9q__perp
R1-6,2.979713,,,2.181070,1.158785,0.689147,0.755955,,,,,,,,,,,,,,,,,,0.418174,,,,0.712058,3.044082,,,,1.584318,,,,,,,,,,,,,,,,,,,,,,
R7,,,2.124595,4.032396,,4.019438,,,1.092898,,0.100000,0.185386,,,,,,,,,,,,,,,,,,4.307820,0.983747,,,0.421898,1.009240,,,0.100000,5.099283,,0.420636,,0.100000,2.114166,1.497130,0.288240,1.712963,,,,,,,,,
R8,,0.100000,0.100000,7.058234,0.100000,5.294579,,0.335422,0.100000,,0.100000,0.100000,,,,,,,,,,,,,2.865512,,,,0.100000,4.774090,1.726324,10.000000,,,0.100000,,0.100000,0.414530,10.000000,,1.427978,10.000000,,,1.471188,0.100000,,4.702928,,0.100000,,,,,1.036322,
L1,0.385307,5.701543,1.367921,0.100000,0.100000,0.100000,0.434963,2.659074,0.231270,6.514504,0.353076,,,,,,0.100000,0.100000,,,,,,,10.000000,5.709094,0.100000,,0.100000,0.100000,,1.674640,,0.236468,,,,5.927410,0.100000,,,,1.694774,,,,,,,,,0.100000,,,,
L2,0.100000,,8.691971,5.709646,10.000000,1.776438,1.227735,0.100000,0.100000,1.286361,0.239679,0.100000,,,,,0.341029,2.010450,5.182448,,,,,,0.316658,0.100000,1.543745,,0.100000,0.100000,,,,9.222949,,0.100000,0.100000,,10.000000,,2.499489,,,,0.100000,,,,,,,0.100000,,,,
L3,,10.000000,5.483581,10.000000,0.438798,,,,0.770086,,1.017050,0.102072,,,,,0.983527,0.996939,0.116577,0.782505,,,,,1.442538,,,,1.728323,1.561890,0.100000,,10.000000,,10.000000,0.768205,,0.229091,10.000000,4.469306,0.100000,1.027016,1.164008,0.869131,0.959599,10.000000,0.224806,0.100000,,,,,1.032397,,0.100000,0.100000
L4,0.100000,,,6.684347,4.146227,1.179951,0.100000,7.992344,0.100000,,,0.984268,,,,,0.100000,1.115279,0.100000,0.277917,,,,,,0.100000,,,,0.100000,7.212702,0.100000,,,,0.100000,10.000000,,,,,,7.324597,,,,,,,,,0.100000,,,,
L5,,,,0.928172,0.100000,,,0.100000,1.131269,5.537351,1.039871,0.100000,,,,,0.111987,0.348251,10.000000,,,,,,1.747381,0.100000,6.681591,,2.239266,0.140643,0.100000,0.100000,,10.000000,0.382707,10.000000,6.584242,6.055012,10.000000,,0.100000,1.579262,0.100000,,0.401188,,,,3.891693,6.058478,2.749590,0.290785,,0.100000,,
Mi1,,10.000000,6.201682,0.100000,0.442247,,,8.036337,0.100000,2.390006,1.749222,0.100000,0.100000,0.526544,0.444774,1.750728,0.100000,4.374641,2.812300,,,,,,0.100000,0.100000,0.634646,2.975272,5.474596,3.058178,0.237076,0.242654,10.000000,,0.100000,0.351679,0.100000,4.971638,0.882105,,0.717816,0.549063,0.100000,,,0.689326,,2.394490,0.969156,1.988701,0.100000,0.247625,0.100000,0.322269,1.291078,0.789379
Tm3,,,,0.100000,0.100000,,,,2.728013,4.123573,10.000000,0.100000,4.238635,0.100000,0.100000,6.650811,,,0.100000,,,1.034023,,1.040797,,6.788779,9.112446,10.000000,5.374923,0.774865,1.189647,10.000000,,,0.100000,0.100000,5.278148,,,0.475017,,,3.969768,,,,9.487259,,0.977813,0.142863,0.100000,0.868520,,0.100000,,
