idx,cell,a_in,a_out,v_th,a_gt,bias_gt,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,v_pre,v_onset
18,Tm4,3.683315,4.577479,-50.000000,4.273483,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-7.252021,-58.239558
19,Tm9,3.683315,3.253835,-50.000000,2.162205,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-45.760470,-56.440208
20,T5a,3.683315,1.142315,-50.000000,0.953371,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-0.838218,1.051574
21,T5b,3.683315,4.751469,-50.000000,0.961374,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,6.831700,6.779853
22,T5c,3.683315,0.100000,-50.000000,0.956459,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,0.091767,-2.598663
23,T5d,3.683315,1.789525,-50.000000,1.002726,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,2.963788,1.230574
24,T1,3.683315,3.961618,-50.000000,0.956135,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-53.060406,-63.902498
25,T2,3.683315,5.129937,-50.000000,1.016967,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,5.309669,8.242500
26,T2a,3.683315,3.848121,-50.000000,0.992784,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,7.000059,7.464801
27,T3,3.683315,4.086038,-50.000000,0.975896,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,8.519420,8.552950
28,C2,3.683315,0.509296,-50.000000,1.005203,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-1.384618,-0.355907
29,C3,3.683315,4.931185,-50.000000,0.995960,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-15.122676,-14.342176
30,Lawf1,3.683315,0.100000,-50.000000,0.981772,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-10.780618,-4.852226
31,Lawf2,3.683315,0.141685,-50.000000,1.000090,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-1.554341,-5.673838
32,Dm3v,3.683315,1.868966,-50.000000,0.992580,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-17.640131,-27.883962
33,Lai,3.683315,1.435980,-50.000000,1.029570,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-69.547734,-69.686752
34,Mi10,3.683315,0.799903,-50.000000,1.002047,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-42.037998,-41.370350
35,Mi13,3.683315,0.305074,-50.000000,1.040909,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-41.738269,-49.511321
36,Mi14,3.683315,0.100000,-50.000000,1.033170,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-7.533830,-8.579865
37,Mi15,3.683315,0.100000,-50.000000,1.000646,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-48.530705,-45.030590
38,Mi2,3.683315,0.100000,-50.000000,0.967210,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-18.569576,-15.822889
39,Tm16,3.683315,0.117943,-50.000000,0.980040,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-66.989469,-68.182171
40,Tm20,3.683315,1.428255,-50.000000,0.963004,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-24.526916,-41.123888
41,Tm21,3.683315,5.378342,-50.000000,1.038706,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,6.034121,6.459503
42,Tm27,3.683315,0.100000,-50.000000,0.968866,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-7.388456,-5.136864
43,Tm5a,3.683315,0.130731,-50.000000,1.024139,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-64.026151,-64.553845
44,Tm5b,3.683315,6.989295,-50.000000,0.988723,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-57.469479,-57.070443
45,Tm5c,3.683315,0.100000,-50.000000,0.985405,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-44.412819,-43.897152
46,Tm5f,3.683315,0.410157,-50.000000,0.982974,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-17.126826,-22.246724
47,TmY10,3.683315,0.922596,-50.000000,1.037790,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-58.662836,-61.905677
48,TmY11,3.683315,4.360939,-50.000000,0.993481,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-52.499622,-54.698224
49,TmY14,3.683315,0.464808,-50.000000,0.954592,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,6.938683,6.200174
50,TmY15,3.683315,0.100000,-50.000000,1.048732,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,8.239406,8.504646
51,TmY3,3.683315,4.369183,-50.000000,1.031880,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,4.346582,8.106171
52,TmY4,3.683315,0.942559,-50.000000,0.972974,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-35.842268,-29.240659
53,TmY5a,3.683315,0.100000,-50.000000,0.953920,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,1.816975,0.153598
54,TmY9q,3.683315,0.100000,-50.000000,1.033089,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-12.933469,-14.923290
55,TmY9q__perp,3.683315,2.456835,-50.000000,1.037911,0.000000,0.000000,0.000000,-48.757513,-0.389421,-48.433251,-47.929835,-0.368851,-46.084255,-1.023169,-1.052240
