cell_idx,cell,a_gt,bias_gt,a_in,a_out,e_leak,v_th,tau_lp,tau_hp_rise,tau_hp_fall,a_h,v_pre_mean_cell,v_onset_mean_cell,v_sti_end_mean_cell,delta_v_mean_cell
0,R1-6,0.983065,16.235485,2.546526,1.244743,-3.488534,-21.116982,14.810669,196.312347,209.190704,0.000000,16.096754,16.235485,21.041271,4.805786
1,R7,0.991295,18.330822,2.546526,3.474438,1.426978,-26.381872,10.000000,197.666504,201.353867,0.000000,18.288422,18.330822,22.703539,4.372717
2,R8,0.976336,19.729248,2.546526,1.644034,0.008504,-25.380981,13.598537,207.487473,203.649078,0.000000,19.655470,19.729248,24.450695,4.721447
3,L1,0.989498,-6.333846,2.546526,3.271309,0.604469,-26.063656,15.406580,202.980743,206.243851,0.592786,-6.338052,-6.333846,-12.723387,-6.389541
4,L2,1.035054,-0.665084,2.546526,5.084771,3.133192,-27.726963,19.227070,205.429565,210.618881,0.000000,-0.670867,-0.665084,-16.385578,-15.720494
5,L3,0.960196,-6.810882,2.546526,1.957584,-3.657289,-21.638418,10.000000,204.476135,189.380249,1.000000,-3.657289,-6.810882,-5.524652,1.286229
6,L4,0.994357,17.688099,2.546526,2.378513,-3.821932,-21.661020,26.753120,217.444473,215.538177,0.663043,13.168309,17.688099,6.553874,-11.134224
7,L5,0.985555,-54.400826,2.546526,2.021774,-0.866402,-23.844671,11.888085,192.258148,206.665329,0.000000,-55.774490,-54.400826,-42.863602,11.537224
8,Mi1,1.003321,-60.115772,2.546526,1.797310,-0.865387,-23.822199,12.857983,206.921555,214.716080,0.106165,-62.973206,-60.115772,-42.872776,17.242996
9,Tm3,0.980880,-26.229481,2.546526,1.490778,-0.656503,-24.751482,15.877784,192.147385,209.215805,0.000000,-26.913164,-26.229481,-13.109931,13.119550
10,Mi4,0.968086,-9.125348,2.546526,2.443430,-2.026460,-23.326630,100.000000,202.506516,200.044205,0.000000,-6.908385,-9.125348,-0.318519,8.806829
11,Mi9,1.019926,-0.196014,2.546526,1.787563,-4.454027,-20.881458,20.328485,194.770386,210.119812,0.610024,1.425032,-0.196014,-13.608372,-13.412358
