idx,ctype,in_gain,out_gain,v_th,out_scale,Ih_gmax,Ih_gmax_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off,Ih_midv,Ih_slope,tau_midv,Ih_midv_off,Ih_slope_off,tau_midv_off
0,C2,1.000000,0.754681,-50.000000,0.950221,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
1,C3,1.000000,1.904474,-50.000000,0.972660,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
2,L1,1.000000,3.054312,-50.000000,7.838732,51.121014,47.381641,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
3,L2,1.000000,1.740619,-50.000000,5.347364,52.106952,40.301429,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
4,L3,1.000000,0.384794,-50.000000,1.754940,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
5,L4,1.000000,1.500347,-50.000000,11.579308,41.612151,44.906470,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
6,L5,1.000000,3.386317,-50.000000,6.352305,59.594384,44.455355,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
7,Mi1,1.000000,1.685775,-50.000000,1.593963,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
8,Mi4,1.000000,0.323328,-50.000000,2.914282,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
9,Mi9,1.000000,2.076217,-50.000000,2.230667,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
10,R1-6,1.000000,1.817131,-50.000000,1.005193,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
11,R7,1.000000,1.156953,-50.000000,1.014313,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
12,R8,1.000000,0.470047,-50.000000,1.025872,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
13,T1,1.000000,0.709100,-50.000000,1.001748,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
14,T2,1.000000,0.542910,-50.000000,0.978766,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
15,T2a,1.000000,0.725816,-50.000000,1.006613,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
16,T3,1.000000,0.179206,-50.000000,1.025999,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
17,T4a,1.000000,1.794723,-50.000000,1.046957,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
18,T4b,1.000000,1.014910,-50.000000,1.043980,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
19,T4c,1.000000,1.479718,-50.000000,1.036908,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
20,T4d,1.000000,0.172811,-50.000000,0.996877,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
21,T5a,1.000000,3.652039,-50.000000,1.049946,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
22,T5b,1.000000,0.255234,-50.000000,0.960466,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
23,T5c,1.000000,7.899319,-50.000000,1.023738,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
24,T5d,1.000000,0.910136,-50.000000,1.045086,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
25,Tm1,1.000000,0.417230,-50.000000,0.802332,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
26,Tm2,1.000000,0.480534,-50.000000,0.668064,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
27,Tm20,1.000000,1.099872,-50.000000,1.009546,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
28,Tm21,1.000000,0.817570,-50.000000,0.984705,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
29,Tm3,1.000000,1.359947,-50.000000,1.883233,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
30,Tm4,1.000000,1.306909,-50.000000,1.335239,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
31,Tm9,1.000000,1.512678,-50.000000,3.246210,0.000000,0.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000,-45.371042,-0.200000,-52.366080,-44.071605,-0.200000,-40.000000
