,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
T2a,,,,,,,,,0.100000,,,,1.036504,1.000370,1.010532,,,,,,,,,0.997735,,6.495514,0.993273,8.852591,0.953195,,0.100000,,,1.046813
T3,,,,,,,,,,,,,3.099271,1.047329,1.049951,,,,1.038542,,,,,3.108546,,,1.037168,4.371562,,,,0.101626,,1.035085
T4a,,,,,,,,,,,0.100000,,,,,0.100000,1.030587,0.967826,0.982357,1.017694,,,,,,,,,,,,1.436258,,
T4b,,,,,,,,,1.018637,1.015836,0.100000,,,,,1.013707,1.010062,,1.044797,,0.998708,,,,,,,,,,,,,
T4c,,,,,,,,,,,0.100000,,0.968718,,,,,0.833665,,,,0.977730,0.980943,,,,,,,,,,,
T4d,,,,,,,,,1.011592,,,,,,,,,1.023191,0.960460,,,,0.978176,,,,,,,,,,,
T5a,,,,,,,,,,,,,0.100000,,,0.961894,,,,0.819998,1.031312,,,,9.790933,,,,,,,,,
T5b,,,,,,,,,,,,,3.101978,,,,1.033626,,,0.956445,0.973094,,,,,,,,,,,,,
T5c,,,,,,,,,,,,,0.954453,,,,,1.017025,,,1.015765,0.969383,1.032213,,,,,,,,,,,
T5d,,,,,,,,,,,,,0.958096,,,,,0.997807,1.014632,,,,0.959788,,,,,,,,,,,
Tm1,,,,,0.100000,,,0.812254,0.100000,0.814872,0.168119,0.131266,4.083417,2.322373,1.930585,,,1.025580,,6.298756,2.440444,0.968096,0.971089,7.177869,10.000000,9.989192,7.329435,5.274766,6.735301,10.000000,0.100000,0.100000,,2.678777
Tm2,,,,0.964308,0.100000,,,2.267526,1.015090,0.337105,0.129896,0.959229,2.305274,1.605797,1.027729,0.995263,,0.100000,,6.442790,2.963946,1.040795,0.986907,10.000000,,,6.537457,0.100000,0.649149,10.000000,,1.560774,7.006972,1.030857
Tm20,,,,,,,,,,0.982091,0.435927,0.100000,1.001850,5.696625,,,,,,,,,,9.557272,5.857580,9.998149,1.044303,,,10.000000,,0.100000,,
Tm21,,,,,,,,,1.015969,,,,0.712472,1.004146,,,,,,,,,,7.105016,,,0.995520,,,,,,,
Tm3,,,,0.633875,1.018500,,,,0.100000,0.958713,0.985637,,0.100000,7.698214,10.000000,0.378335,0.100000,0.100000,1.008067,,1.009578,,0.995543,,,,,10.000000,0.100000,,1.040658,2.851254,10.000000,0.100000
Tm4,,,,,0.994682,,,,0.990741,10.000000,,1.008649,10.000000,0.100000,9.919276,,,,,1.152333,0.100000,0.958238,0.950908,0.100000,1.654560,,1.018369,0.100000,10.000000,,1.257126,0.100000,,0.100000
Tm9,,,,,,10.000000,,,,1.048708,0.100000,,0.983709,1.008503,,,,,,10.000000,2.657415,0.974349,0.966358,0.100000,3.799460,8.609183,1.018170,,0.100000,1.037877,,,,
C2,0.986877,1.012609,1.019378,0.100000,0.998483,1.552738,1.032734,0.100000,1.743840,0.958536,,1.019845,1.023000,0.965735,1.033517,,,,,,,,,0.886534,,,,,,1.010708,1.029443,0.999618,,
C3,0.982224,,,0.100000,0.100000,0.987129,0.996566,0.100000,1.072784,1.022122,1.646159,1.005243,1.358969,1.013508,1.245304,0.100000,1.011549,1.038654,0.985552,,,,,6.577143,1.028327,10.000000,0.995765,1.036386,0.304938,0.100000,0.984389,,,
Lawf1,10.000000,,,10.000000,0.595738,10.000000,,1.046658,,,1.002436,0.403771,,,,,,,,,,,,,,,,9.254992,,,,,0.100000,
Lawf2,0.100000,,,0.999121,0.956489,0.100000,,2.539729,,,,0.983509,,,,,,,,,,,,0.934176,0.666007,,,,,1.019134,10.000000,3.515700,0.574818,
