,R1-6,R7,R8,L1,L2,L3,L4,L5,Mi1,Mi4,Mi9,T1,T2,T2a,T3,T4a,T4b,T4c,T4d,T5a,T5b,T5c,T5d,Tm1,Tm2,Tm20,Tm21,Tm3,Tm4,Tm9,C2,C3,Lawf1,Lawf2
R1-6,9.922326,,,6.629272,0.100000,1.569888,1.762114,,,,,2.703926,,,,,,,,,,,,,,,,,,,1.047924,1.030895,,
R7,,,1.263323,10.000000,,4.356908,,,0.974849,1.558741,9.505170,,,,,,,,,,,,,,,0.100000,,,,,,0.982835,5.247017,
R8,,3.454804,10.000000,10.000000,0.100000,1.600063,,2.687859,3.422302,0.797235,6.165511,1.008269,,,,,,,,,,,,,,0.766335,0.998975,,,,0.961525,1.013092,0.100000,0.971186
L1,0.100000,0.246433,1.921709,4.730809,0.524921,0.100000,0.997028,0.100000,3.241757,2.998249,,0.964950,1.015828,0.991399,,,,,,,,,,4.522605,3.292204,,,10.000000,,,0.100000,9.919806,,1.047326
L2,2.180023,,0.963568,2.066912,0.978828,0.100000,0.275126,1.013186,1.019185,1.013412,1.040525,0.985179,1.046972,1.000996,,,,,,,,,,0.915695,0.118312,0.957445,,0.957865,0.979512,,0.984501,0.951105,,
L3,,1.016980,0.100000,1.047634,1.041449,,,,0.989339,0.954785,0.964001,0.969862,,,,,,,,,,,,1.044723,1.003955,1.076875,0.987811,,0.959277,1.006497,1.008968,0.689342,1.046133,
L4,1.199589,,,0.987821,0.594111,0.291009,0.759982,1.036516,1.013610,,0.987674,,0.967080,,,,,,,,,,,1.035148,0.969084,,,,0.974258,0.960273,,0.978306,0.838240,0.967414
L5,,,,0.100000,0.100000,,,0.100000,0.100000,1.082494,1.036079,0.959097,0.100000,1.007633,,,,,,,,,,1.021462,0.263772,5.702119,6.091847,8.904258,0.984371,,0.807631,1.053044,0.951423,1.037691
Mi1,,0.964804,1.006362,0.584714,0.982594,,,0.955993,1.024219,0.792101,1.612085,0.985240,3.400301,0.841391,0.100000,0.984971,1.032848,1.007455,0.971473,,,,,0.959829,1.046964,1.049914,1.031621,0.383125,1.028254,,3.778055,0.976190,0.970627,0.951118
Mi4,,,,,0.962669,0.945183,,0.985227,0.988870,0.954398,1.393127,1.035454,,1.035029,,0.906184,0.967939,1.031860,1.017103,,,,,10.000000,9.395491,0.100000,,0.393443,0.100000,2.785604,1.039167,1.000207,1.325844,1.045889
Mi9,,,,,,0.463362,1.024382,,1.007263,2.385049,,,1.005432,0.100000,0.734303,1.057437,1.025336,0.977095,1.031959,,,,,0.100000,0.100000,0.100000,1.016648,3.978165,10.000000,1.017631,1.006293,,5.098806,1.009494
T1,0.991593,0.963930,1.016928,,1.025188,0.100000,,0.977987,,,0.965461,,,,,,,,,,,,,0.962321,1.044428,1.052772,,,0.970594,,,,,
T2,,,,,,,,1.081231,0.100000,,0.973962,,0.100000,0.960305,0.100000,,,,,,,,,1.311407,7.511688,,7.489854,0.100000,10.000000,,,,,0.100000
